Date,AC ASIA ex JAPAN QUALITY
1997-04-01,1451.35667055
1997-04-02,1455.07799759
1997-04-03,1445.35938053
1997-04-04,1440.50992395
1997-04-07,1447.08639929
1997-04-08,1454.80784694
1997-04-09,1466.86251143
1997-04-10,1459.59126308
1997-04-11,1471.60560648
1997-04-14,1445.76715473
1997-04-15,1442.92413869
1997-04-16,1450.06007513
1997-04-17,1454.128687
1997-04-18,1444.96821598
1997-04-21,1451.80956662
1997-04-22,1445.10863045
1997-04-23,1458.49436784
1997-04-24,1449.60946495
1997-04-25,1446.3202636
1997-04-28,1437.85367873
1997-04-29,1427.30532822
1997-04-30,1441.62802319
1997-05-01,1444.22964112
1997-05-02,1436.53658511
1997-05-05,1445.10463416
1997-05-06,1445.96428595
1997-05-07,1457.21620673
1997-05-08,1456.9649514
1997-05-09,1470.61660236
1997-05-12,1467.80605881
1997-05-13,1462.51280233
1997-05-14,1471.77787617
1997-05-15,1449.72181179
1997-05-16,1453.47208081
1997-05-19,1459.8902146
1997-05-20,1455.32591736
1997-05-21,1458.87372341
1997-05-22,1466.61681099
1997-05-23,1469.55288257
1997-05-26,1480.45179918
1997-05-27,1478.10928666
1997-05-28,1488.00301071
1997-05-29,1494.04825884
1997-05-30,1509.2038747
1997-06-02,1528.08881514
1997-06-03,1533.84123246
1997-06-04,1544.82736153
1997-06-05,1534.07281305
1997-06-06,1548.50415658
1997-06-09,1551.83059569
1997-06-10,1540.8614527
1997-06-11,1537.30123476
1997-06-12,1539.16843309
1997-06-13,1553.27827782
1997-06-16,1576.03950199
1997-06-17,1593.11003314
1997-06-18,1595.69370276
1997-06-19,1603.39771233
1997-06-20,1622.88477883
1997-06-23,1624.89589381
1997-06-24,1624.92680922
1997-06-25,1630.12506495
1997-06-26,1627.54193825
1997-06-27,1623.52897004
1997-06-30,1644.53851253
1997-07-01,1651.37516166
1997-07-02,1637.17459772
1997-07-03,1634.98295627
1997-07-04,1644.97574794
1997-07-07,1657.83709096
1997-07-08,1660.83024428
1997-07-09,1661.84037773
1997-07-10,1650.2985238
1997-07-11,1650.52701604
1997-07-14,1660.61294196
1997-07-15,1665.40970743
1997-07-16,1669.76833502
1997-07-17,1670.16687464
1997-07-18,1686.52424383
1997-07-21,1674.65889776
1997-07-22,1663.16056918
1997-07-23,1666.23349622
1997-07-24,1685.78531503
1997-07-25,1704.33900088
1997-07-28,1717.35899866
1997-07-29,1707.96319883
1997-07-30,1702.55806708
1997-07-31,1718.39219068
1997-08-01,1709.52044552
1997-08-04,1740.39686991
1997-08-05,1724.39257052
1997-08-06,1732.77573587
1997-08-07,1709.06350442
1997-08-08,1714.37141927
1997-08-11,1669.43945972
1997-08-12,1658.94223471
1997-08-13,1639.33148985
1997-08-14,1630.37183262
1997-08-15,1625.79652715
1997-08-18,1607.15509543
1997-08-19,1584.47522195
1997-08-20,1627.65302746
1997-08-21,1632.96753027
1997-08-22,1610.88855533
1997-08-25,1616.53296449
1997-08-26,1611.04265154
1997-08-27,1595.10809325
1997-08-28,1504.98226074
1997-08-29,1472.72034285
1997-09-01,1439.27982083
1997-09-02,1426.51066895
1997-09-03,1455.89493688
1997-09-04,1446.15451672
1997-09-05,1507.93028908
1997-09-08,1517.56343353
1997-09-09,1524.77543964
1997-09-10,1511.67236167
1997-09-11,1483.45072944
1997-09-12,1484.5786902
1997-09-15,1459.79995263
1997-09-16,1448.51480809
1997-09-17,1448.2855876
1997-09-18,1446.33870931
1997-09-19,1447.15662634
1997-09-22,1417.78788551
1997-09-23,1423.37172053
1997-09-24,1431.13171517
1997-09-25,1428.00735417
1997-09-26,1424.82381076
1997-09-29,1427.42020782
1997-09-30,1428.98721847
1997-10-01,1423.57688276
1997-10-02,1425.19714462
1997-10-03,1422.63940602
1997-10-06,1395.10947583
1997-10-07,1403.8933357
1997-10-08,1414.13069762
1997-10-09,1430.79963391
1997-10-10,1447.4135937
1997-10-13,1451.44971595
1997-10-14,1446.93699841
1997-10-15,1418.19662915
1997-10-16,1399.43047763
1997-10-17,1385.15315452
1997-10-20,1318.94993469
1997-10-21,1316.38470626
1997-10-22,1295.15062433
1997-10-23,1270.16110295
1997-10-24,1260.793374
1997-10-27,1239.62294544
1997-10-28,1172.17009291
1997-10-29,1203.49945147
1997-10-30,1191.02490846
1997-10-31,1210.15025731
1997-11-03,1258.76993716
1997-11-04,1264.57730379
1997-11-05,1280.41858231
1997-11-06,1280.48203132
1997-11-07,1256.5664833
1997-11-10,1240.23451448
1997-11-11,1235.35385213
1997-11-12,1222.21209609
1997-11-13,1202.9939693
1997-11-14,1203.08124834
1997-11-17,1217.32563627
1997-11-18,1186.2865494
1997-11-19,1166.35900954
1997-11-20,1141.07932116
1997-11-21,1178.47220546
1997-11-24,1173.91975976
1997-11-25,1158.04523193
1997-11-26,1161.09857436
1997-11-27,1185.5277044
1997-11-28,1177.88451892
1997-12-01,1151.99289664
1997-12-02,1161.57513248
1997-12-03,1158.51535586
1997-12-04,1173.34088643
1997-12-05,1187.66717078
1997-12-08,1210.17284553
1997-12-09,1178.41456766
1997-12-10,1166.57448343
1997-12-11,1109.22049405
1997-12-12,1090.29151697
1997-12-15,1070.90020067
1997-12-16,1069.08236873
1997-12-17,1099.64031293
1997-12-18,1115.94567726
1997-12-19,1111.49581131
1997-12-22,1109.89337259
1997-12-23,1103.60214693
1997-12-24,1101.85285553
1997-12-25,1101.85285553
1997-12-26,1105.37962803
1997-12-29,1111.54604976
1997-12-30,1116.51216746
1997-12-31,1120.11558169
1998-01-01,1120.11558169
1998-01-02,1117.01486873
1998-01-05,1084.33341718
1998-01-06,1047.23865212
1998-01-07,1024.94715095
1998-01-08,981.87065732
1998-01-09,965.22471029
1998-01-12,920.02844062
1998-01-13,955.63386282
1998-01-14,1000.54815886
1998-01-15,989.19830412
1998-01-16,1013.04995682
1998-01-19,1050.2026097
1998-01-20,1048.85037052
1998-01-21,1046.15689246
1998-01-22,1027.26592623
1998-01-23,1017.02197132
1998-01-26,1026.88811285
1998-01-27,1039.18320642
1998-01-28,1029.75478269
1998-01-29,1028.95391094
1998-01-30,1041.16878878
1998-02-02,1115.25498451
1998-02-03,1157.46104052
1998-02-04,1154.55414426
1998-02-05,1163.62616318
1998-02-06,1171.72205547
1998-02-09,1174.49512498
1998-02-10,1201.09710495
1998-02-11,1204.1379011
1998-02-12,1169.50676946
1998-02-13,1162.39117164
1998-02-16,1143.87040291
1998-02-17,1170.36874636
1998-02-18,1191.8093186
1998-02-19,1219.32016473
1998-02-20,1211.74701467
1998-02-23,1201.02760729
1998-02-24,1212.2568508
1998-02-25,1208.38457611
1998-02-26,1239.62104916
1998-02-27,1250.08673504
1998-03-02,1270.30193471
1998-03-03,1240.02218935
1998-03-04,1221.25598326
1998-03-05,1189.45301629
1998-03-06,1193.5423444
1998-03-09,1183.38085419
1998-03-10,1197.35599607
1998-03-11,1206.16269228
1998-03-12,1202.78100579
1998-03-13,1221.87648959
1998-03-16,1223.21743074
1998-03-17,1218.31058753
1998-03-18,1222.99634433
1998-03-19,1233.38847851
1998-03-20,1243.43800933
1998-03-23,1260.97306439
1998-03-24,1255.14839005
1998-03-25,1273.95939996
1998-03-26,1259.83358114
1998-03-27,1267.38863188
1998-03-30,1250.17376076
1998-03-31,1245.6685994
1998-04-01,1236.63900762
1998-04-02,1227.79422301
1998-04-03,1218.68530804
1998-04-06,1230.20942045
1998-04-07,1238.15032752
1998-04-08,1242.07439965
1998-04-09,1249.59349909
1998-04-10,1239.93921646
1998-04-13,1229.93075999
1998-04-14,1226.53060254
1998-04-15,1223.2682726
1998-04-16,1209.5655304
1998-04-17,1201.69752739
1998-04-20,1205.90098675
1998-04-21,1209.92904765
1998-04-22,1208.76284196
1998-04-23,1202.18135965
1998-04-24,1202.00953097
1998-04-27,1180.06858125
1998-04-28,1183.88644905
1998-04-29,1172.35215746
1998-04-30,1178.28887854
1998-05-01,1184.03949049
1998-05-04,1192.58443733
1998-05-05,1180.20683982
1998-05-06,1145.85051023
1998-05-07,1136.66620293
1998-05-08,1136.53676726
1998-05-11,1140.98434103
1998-05-12,1130.36435124
1998-05-13,1099.84549702
1998-05-14,1104.93155452
1998-05-15,1110.57002382
1998-05-18,1092.39617236
1998-05-19,1089.82517977
1998-05-20,1100.71813893
1998-05-21,1112.68718278
1998-05-22,1108.3821362
1998-05-25,1091.15939947
1998-05-26,1073.75987721
1998-05-27,1043.211295
1998-05-28,1027.14947887
1998-05-29,1011.12780541
1998-06-01,978.34782362
1998-06-02,970.51569849
1998-06-03,983.36557577
1998-06-04,964.42083326
1998-06-05,955.89488835
1998-06-08,949.27541756
1998-06-09,947.95436766
1998-06-10,906.35997006
1998-06-11,905.61407331
1998-06-12,904.16349291
1998-06-15,872.49060172
1998-06-16,869.9955307
1998-06-17,912.32020811
1998-06-18,934.06280326
1998-06-19,933.94944733
1998-06-22,906.29266873
1998-06-23,900.18310991
1998-06-24,905.52794455
1998-06-25,915.17655579
1998-06-26,901.91102831
1998-06-29,897.08736531
1998-06-30,901.92345335
1998-07-01,909.71679852
1998-07-02,922.08037683
1998-07-03,913.13869052
1998-07-06,914.74703744
1998-07-07,912.71715472
1998-07-08,920.26361113
1998-07-09,917.88384953
1998-07-10,907.95889493
1998-07-13,896.95968827
1998-07-14,906.78231626
1998-07-15,918.63013187
1998-07-16,941.71733687
1998-07-17,951.42346369
1998-07-20,949.32506302
1998-07-21,939.76847499
1998-07-22,928.65280189
1998-07-23,914.18890472
1998-07-24,914.03486575
1998-07-27,909.93511588
1998-07-28,914.30356423
1998-07-29,912.46996139
1998-07-30,907.34146364
1998-07-31,910.00682555
1998-08-03,886.1671608
1998-08-04,888.86097854
1998-08-05,888.10788927
1998-08-06,878.57477818
1998-08-07,863.41053785
1998-08-10,850.02442613
1998-08-11,833.91662891
1998-08-12,833.1134782
1998-08-13,825.75120018
1998-08-14,841.77512152
1998-08-17,825.91907882
1998-08-18,818.93048935
1998-08-19,837.70876339
1998-08-20,852.32701609
1998-08-21,840.00911428
1998-08-24,841.99096801
1998-08-25,850.19932321
1998-08-26,849.85986374
1998-08-27,846.54931011
1998-08-28,831.27571352
1998-08-31,810.30114338
1998-09-01,787.03410892
1998-09-02,808.78743764
1998-09-03,806.15018769
1998-09-04,830.97878683
1998-09-07,875.94585148
1998-09-08,867.08372383
1998-09-09,872.48257703
1998-09-10,870.27262871
1998-09-11,863.0333997
1998-09-14,873.35659443
1998-09-15,875.29017164
1998-09-16,883.35838041
1998-09-17,875.98500381
1998-09-18,866.00947664
1998-09-21,848.90253702
1998-09-22,854.76219367
1998-09-23,858.53153524
1998-09-24,881.78911147
1998-09-25,882.67611875
1998-09-28,887.23559355
1998-09-29,882.59726933
1998-09-30,858.14882316
1998-10-01,849.94000638
1998-10-02,842.10599852
1998-10-05,817.74299672
1998-10-06,824.30257591
1998-10-07,839.0753841
1998-10-08,854.08701351
1998-10-09,867.35529901
1998-10-12,879.81799873
1998-10-13,878.49990901
1998-10-14,872.52109452
1998-10-15,886.79522554
1998-10-16,910.66755403
1998-10-19,913.20414555
1998-10-20,904.02112603
1998-10-21,908.19138068
1998-10-22,902.42249603
1998-10-23,909.81811131
1998-10-26,921.5030203
1998-10-27,923.37231901
1998-10-28,921.20313418
1998-10-29,924.66283522
1998-10-30,927.38498334
1998-11-02,939.80537479
1998-11-03,941.55179611
1998-11-04,941.27957854
1998-11-05,952.87358421
1998-11-06,950.48537603
1998-11-09,950.18922033
1998-11-10,943.84627547
1998-11-11,953.97777547
1998-11-12,946.41607331
1998-11-13,955.42049933
1998-11-16,969.45655037
1998-11-17,972.95525062
1998-11-18,977.1021334
1998-11-19,990.11818598
1998-11-20,997.24525528
1998-11-23,1010.64422632
1998-11-24,1028.55262319
1998-11-25,1016.61101638
1998-11-26,1013.7180797
1998-11-27,1009.44952175
1998-11-30,1000.0
1998-12-01,978.9303435950984
1998-12-02,982.0830148978444
1998-12-03,977.7453875355045
1998-12-04,980.9451220453128
1998-12-07,1001.6374109927143
1998-12-08,1001.9829092730969
1998-12-09,1001.183901163502
1998-12-10,1001.4504442735936
1998-12-11,990.3224860044373
1998-12-14,984.8316872050368
1998-12-15,980.9659835045478
1998-12-16,980.5908986170283
1998-12-17,970.2983893363498
1998-12-18,980.4349530962984
1998-12-21,993.8361803122234
1998-12-22,996.56023130529
1998-12-23,989.3595677832027
1998-12-24,990.7702001943358
1998-12-25,990.8724943812789
1998-12-28,993.4967216273786
1998-12-29,990.3346492706381
1998-12-30,993.056595596226
1998-12-31,991.2737544409731
1999-01-01,991.2737544409731
1999-01-04,993.6434201016795
1999-01-05,992.6300471171372
1999-01-06,1009.7024063528754
1999-01-07,1035.7966443767039
1999-01-08,1050.3533117272011
1999-01-11,1052.8500589752573
1999-01-12,1050.7751754419116
1999-01-13,1040.650732377178
1999-01-14,1033.514553396092
1999-01-15,1030.9685832835319
1999-01-18,1045.6456544211683
1999-01-19,1036.8003753269788
1999-01-20,1037.769110870207
1999-01-21,1050.0055313166595
1999-01-22,1037.2902283127003
1999-01-25,1027.626634493802
1999-01-26,1035.5773819798262
1999-01-27,1050.712223352339
1999-01-28,1025.510729135219
1999-01-29,1027.599160475887
1999-02-01,1015.4953807895936
1999-02-02,1005.4335816633652
1999-02-03,1016.4077429044693
1999-02-04,1008.3211618411237
1999-02-05,1003.4452091039893
1999-02-08,1007.5393240528623
1999-02-09,1009.9178631093622
1999-02-10,1005.396816879328
1999-02-11,1011.8350446508781
1999-02-12,1020.4279847218352
1999-02-15,1014.5241039074713
1999-02-16,1015.8714900733104
1999-02-17,1014.702602781208
1999-02-18,1013.3713127095714
1999-02-19,1007.4364578185756
1999-02-22,1019.2122673506801
1999-02-23,1014.6129565797047
1999-02-24,1021.9152500165777
1999-02-25,1026.3821183162945
1999-02-26,1026.5925111856297
1999-03-01,1060.2013299753944
1999-03-02,1056.396265629944
1999-03-03,1087.8182642582185
1999-03-04,1076.713336509402
1999-03-05,1089.8232155837397
1999-03-08,1110.3766684798459
1999-03-09,1118.3965840012888
1999-03-10,1121.1923028778324
1999-03-11,1103.1471296916732
1999-03-12,1117.9802008533072
1999-03-15,1138.3771216194425
1999-03-16,1140.27896143517
1999-03-17,1130.9692244641362
1999-03-18,1129.0031891037029
1999-03-19,1130.4872667506356
1999-03-22,1140.9002281610606
1999-03-23,1139.3441791443367
1999-03-24,1122.0808842839028
1999-03-25,1129.6248952805458
1999-03-26,1128.0742626810477
1999-03-29,1126.4393736216177
1999-03-30,1136.6006354774772
1999-03-31,1146.146986742506
1999-04-01,1145.958167980076
1999-04-02,1149.4674713620734
1999-04-05,1126.2888783312376
1999-04-06,1128.6739170868307
1999-04-07,1140.2620660228386
1999-04-08,1145.414398519295
1999-04-09,1140.5490764686222
1999-04-12,1142.9831387307356
1999-04-13,1146.2207815360587
1999-04-14,1154.5378010114882
1999-04-15,1143.3420449940015
1999-04-16,1195.7213842756432
1999-04-19,1207.811353040697
1999-04-20,1191.902857063874
1999-04-21,1198.3633902370912
1999-04-22,1210.1683136369036
1999-04-23,1213.690167515883
1999-04-26,1207.0809502666878
1999-04-27,1210.9379261528659
1999-04-28,1197.6909966959977
1999-04-29,1198.708548244783
1999-04-30,1213.4823638193157
1999-05-03,1223.853707003657
1999-05-04,1249.0037498119134
1999-05-05,1262.4477189368658
1999-05-06,1275.2190141396911
1999-05-07,1257.0011170254752
1999-05-10,1277.3780025420217
1999-05-11,1285.7064831896287
1999-05-12,1278.2740049594015
1999-05-13,1293.7971145349445
1999-05-14,1298.9907991141638
1999-05-17,1284.7568421143906
1999-05-18,1290.6719192286541
1999-05-19,1287.1565336544284
1999-05-20,1291.6855421572852
1999-05-21,1294.13213717918
1999-05-24,1303.2440279337438
1999-05-25,1299.8236377983487
1999-05-26,1283.761885718344
1999-05-27,1266.4038123463754
1999-05-28,1250.1530790232534
1999-05-31,1268.648529984241
1999-06-01,1264.2715577584959
1999-06-02,1269.8473899645628
1999-06-03,1275.6135449983797
1999-06-04,1279.812206837367
1999-06-07,1293.2976703004636
1999-06-08,1309.6258263145507
1999-06-09,1314.4187520390096
1999-06-10,1311.463407710515
1999-06-11,1309.681687471723
1999-06-14,1304.7290563419965
1999-06-15,1294.981541329661
1999-06-16,1317.5068948808196
1999-06-17,1345.9039567684656
1999-06-18,1348.5773744460041
1999-06-21,1377.542651260537
1999-06-22,1393.3214501051352
1999-06-23,1381.0504295861879
1999-06-24,1373.339432644252
1999-06-25,1365.6043908493523
1999-06-28,1381.894262786283
1999-06-29,1392.148539117904
1999-06-30,1381.008993014903
1999-07-01,1386.5837485997406
1999-07-02,1404.496526040788
1999-07-05,1422.475105441815
1999-07-06,1412.3118867827052
1999-07-07,1393.0416554041012
1999-07-08,1397.96461878004
1999-07-09,1406.691242334331
1999-07-12,1431.237263961603
1999-07-13,1413.7879168323984
1999-07-14,1399.3865010429008
1999-07-15,1406.468194957233
1999-07-16,1384.812001640013
1999-07-19,1414.5139550219662
1999-07-20,1416.1499123982683
1999-07-21,1418.250506395224
1999-07-22,1410.2220365815353
1999-07-23,1389.4528032744029
1999-07-26,1380.6865698738015
1999-07-27,1371.310897431702
1999-07-28,1394.4614806381257
1999-07-29,1397.9169417309245
1999-07-30,1395.4473298473931
1999-08-02,1389.837089915094
1999-08-03,1397.765540097627
1999-08-04,1406.8695222563244
1999-08-05,1389.2024724124544
1999-08-06,1378.013219193783
1999-08-09,1387.5288639578616
1999-08-10,1373.6112218212572
1999-08-11,1361.0225219943525
1999-08-12,1368.7961366989196
1999-08-13,1367.4268330785492
1999-08-16,1400.2913452686405
1999-08-17,1404.8116940270304
1999-08-18,1427.4406785980277
1999-08-19,1427.021382165629
1999-08-20,1433.484918069327
1999-08-23,1442.4979752620538
1999-08-24,1447.4619248553547
1999-08-25,1447.3080697082382
1999-08-26,1455.081539686426
1999-08-27,1447.699063741621
1999-08-30,1448.7663209149675
1999-08-31,1448.6679844889077
1999-09-01,1450.1446496422338
1999-09-02,1434.11159886219
1999-09-03,1423.432597518351
1999-09-06,1448.69167809864
1999-09-07,1434.7691251132146
1999-09-08,1425.8840318433572
1999-09-09,1440.2555830967315
1999-09-10,1444.186799590403
1999-09-13,1448.165600403824
1999-09-14,1444.3543343038532
1999-09-15,1428.8727366710652
1999-09-16,1417.4542648689803
1999-09-17,1430.7446452644529
1999-09-20,1446.5734115257994
1999-09-21,1455.1567438776901
1999-09-22,1458.720956070252
1999-09-23,1473.8107673741022
1999-09-24,1469.2676664983403
1999-09-27,1450.814091877671
1999-09-28,1443.185764075022
1999-09-29,1452.905469421952
1999-09-30,1448.0244762745522
1999-10-01,1443.8366413650313
1999-10-04,1442.8735332218857
1999-10-05,1462.0718962379308
1999-10-06,1477.0754486708868
1999-10-07,1522.003838044866
1999-10-08,1521.9003493617854
1999-10-11,1525.7981251668698
1999-10-12,1533.5165217791991
1999-10-13,1514.6600829963122
1999-10-14,1524.0048780812494
1999-10-15,1493.3346294432783
1999-10-18,1486.2675127689681
1999-10-19,1473.4951352470237
1999-10-20,1485.8184681093326
1999-10-21,1470.3755883543413
1999-10-22,1458.577701777823
1999-10-25,1455.8621808163662
1999-10-26,1468.2345084181807
1999-10-27,1457.7477075077315
1999-10-28,1440.9913972338109
1999-10-29,1438.3900198136794
1999-11-01,1428.7908959216181
1999-11-02,1455.108480821167
1999-11-03,1460.6569741115682
1999-11-04,1467.390895326593
1999-11-05,1480.282321989927
1999-11-08,1487.8326894469
1999-11-09,1487.6366391971806
1999-11-10,1492.8123705841151
1999-11-11,1496.151415164255
1999-11-12,1505.5146723006524
1999-11-15,1498.3123488079548
1999-11-16,1497.0856621380879
1999-11-17,1494.9607991538112
1999-11-18,1515.3448606957843
1999-11-19,1526.2203529771064
1999-11-22,1557.513223209481
1999-11-23,1565.0353001632059
1999-11-24,1563.4639843672055
1999-11-25,1566.551642702886
1999-11-26,1561.4195836188048
1999-11-29,1568.3060694847245
1999-11-30,1549.0503472693836
1999-12-01,1559.355769184739
1999-12-02,1568.8477731737262
1999-12-03,1575.4811402789055
1999-12-06,1592.0944981729265
1999-12-07,1589.7125784608263
1999-12-08,1595.602440605432
1999-12-09,1595.9041229369425
1999-12-10,1596.9633527022659
1999-12-13,1612.386463777489
1999-12-14,1602.4755510618193
1999-12-15,1584.5772676590946
1999-12-16,1589.6162059121696
1999-12-17,1592.0295666414077
1999-12-20,1612.24052533635
1999-12-21,1628.4172206102048
1999-12-22,1655.0499029568882
1999-12-23,1668.2260926161007
1999-12-24,1667.2484681999495
1999-12-27,1662.3750085452943
1999-12-28,1677.8492206757396
1999-12-29,1688.4606223064065
1999-12-30,1703.957421523805
1999-12-31,1703.957421523805
2000-01-03,1767.4807856633433
2000-01-04,1804.8210715769524
2000-01-05,1761.041282288358
2000-01-06,1752.5006547355035
2000-01-07,1726.6721927996641
2000-01-10,1761.3692552243772
2000-01-11,1731.1457865184664
2000-01-12,1767.452628635364
2000-01-13,1754.0652190043506
2000-01-14,1767.638692273738
2000-01-17,1777.4411968195614
2000-01-18,1782.6395242457545
2000-01-19,1763.037831754811
2000-01-20,1771.9595422922919
2000-01-21,1790.2060259518273
2000-01-24,1799.3427041894174
2000-01-25,1796.2828389893996
2000-01-26,1800.3495643407039
2000-01-27,1819.637103277772
2000-01-28,1834.7999347910911
2000-01-31,1804.4096653886434
2000-02-01,1836.199799644823
2000-02-02,1874.5273073297378
2000-02-03,1892.4397065527367
2000-02-04,1917.7336230491787
2000-02-07,1938.6305195683915
2000-02-08,1931.2148357675037
2000-02-09,1966.4525174129376
2000-02-10,2010.1767155624718
2000-02-11,2059.7529339481557
2000-02-14,2079.126440811692
2000-02-15,2089.8911177337895
2000-02-16,2132.355298764143
2000-02-17,2193.594171154792
2000-02-18,2204.3762333986074
2000-02-21,2245.7245075897904
2000-02-22,2197.9579733165306
2000-02-23,2121.750798963978
2000-02-24,2105.5618832767245
2000-02-25,2041.7337511909714
2000-02-28,2040.9197889011605
2000-02-29,2009.3123959102993
2000-03-01,2072.61237165261
2000-03-02,2080.175914469093
2000-03-03,2053.4119599471946
2000-03-06,2104.7623354110824
2000-03-07,2113.386967617022
2000-03-08,2120.523280402368
2000-03-09,2091.387884361005
2000-03-10,2091.0346457465525
2000-03-13,1987.856676097847
2000-03-14,1946.3738438257956
2000-03-15,1922.6412413344276
2000-03-16,1885.0360916479228
2000-03-17,1897.2035249610449
2000-03-20,1877.9215649218465
2000-03-21,1871.6448275139267
2000-03-22,1920.164512294883
2000-03-23,1951.9873751754228
2000-03-24,1977.5701899836276
2000-03-27,2020.1214230596465
2000-03-28,2032.9529241743114
2000-03-29,2050.6593160611706
2000-03-30,1998.911781036815
2000-03-31,1955.7643996927854
2000-04-03,1922.2801557815774
2000-04-04,1850.5405774743924
2000-04-05,1853.5739622009921
2000-04-06,1864.2287063156498
2000-04-07,1934.4814503184991
2000-04-10,1988.606867337594
2000-04-11,2002.1046065735916
2000-04-12,1971.3033674322542
2000-04-13,1902.848747347997
2000-04-14,1889.840769129948
2000-04-17,1767.4398182174234
2000-04-18,1749.0271599573941
2000-04-19,1724.939816571476
2000-04-20,1741.480515263378
2000-04-21,1745.2161688688614
2000-04-24,1704.3367177979253
2000-04-25,1699.6427593962997
2000-04-26,1715.987218677292
2000-04-27,1700.8604581437812
2000-04-28,1691.052734726973
2000-05-01,1688.7028487490888
2000-05-02,1625.912243599151
2000-05-03,1593.7633568891335
2000-05-04,1638.0809791150944
2000-05-05,1679.5623000304474
2000-05-08,1608.5855494179873
2000-05-09,1625.1812093055169
2000-05-10,1587.7532167222241
2000-05-11,1527.3586390968376
2000-05-12,1523.2045283613063
2000-05-15,1527.8636513560575
2000-05-16,1554.643346704884
2000-05-17,1556.6178495807071
2000-05-18,1529.495616799039
2000-05-19,1520.1392349996297
2000-05-22,1468.7976976845284
2000-05-23,1481.6479018902407
2000-05-24,1456.1940982425936
2000-05-25,1459.3772548117668
2000-05-26,1460.5957741761472
2000-05-29,1455.5530302221116
2000-05-30,1470.6864633497376
2000-05-31,1522.1819694256803
2000-06-01,1522.883985704889
2000-06-02,1555.2428795959222
2000-06-05,1590.3811354728482
2000-06-06,1602.3365620820668
2000-06-07,1625.3586860588512
2000-06-08,1627.6085114171985
2000-06-09,1627.28470419221
2000-06-12,1612.6900491287145
2000-06-13,1607.0194632419268
2000-06-14,1619.1829756273007
2000-06-15,1622.722133417107
2000-06-16,1645.594065487935
2000-06-19,1658.2712895485845
2000-06-20,1657.0284740080149
2000-06-21,1631.461622950311
2000-06-22,1636.6635750958503
2000-06-23,1619.7153818276422
2000-06-26,1623.2503985123465
2000-06-27,1623.717611697074
2000-06-28,1638.3834336219788
2000-06-29,1640.801736979815
2000-06-30,1650.019110393066
2000-07-03,1667.1721321053435
2000-07-04,1653.2913658647196
2000-07-05,1668.8560588067155
2000-07-06,1654.4569585024608
2000-07-07,1655.214392424257
2000-07-10,1661.0407024877807
2000-07-11,1654.8180619710972
2000-07-12,1676.2200697675853
2000-07-13,1662.985418555031
2000-07-14,1679.641000594169
2000-07-17,1669.2701076505252
