Date,AC PACIFIC QUALITY
1998-11-30,1000.0
1998-12-01,992.0902205319396
1998-12-02,1006.6196343765699
1998-12-03,1003.730182257778
1998-12-04,994.5724954209714
1998-12-07,1000.0040764440141
1998-12-08,1005.209592069533
1998-12-09,1018.3949923580445
1998-12-10,1021.6858611715348
1998-12-11,999.7974506686141
1998-12-14,989.6713301912508
1998-12-15,985.3910179308243
1998-12-16,992.2146883269759
1998-12-17,995.0223148153578
1998-12-18,1007.2126494987263
1998-12-21,1004.1236525975908
1998-12-22,994.440907211894
1998-12-23,995.462966221853
1998-12-24,995.7382416985662
1998-12-25,998.7332507496584
1998-12-28,995.2164734993415
1998-12-29,1006.6652027735205
1998-12-30,1008.8901375298503
1998-12-31,1019.5785278608341
1999-01-01,1019.578527860834
1999-01-04,1005.6187833156068
1999-01-05,1000.7518521253609
1999-01-06,1012.3832017179049
1999-01-07,1037.01012855869
1999-01-08,1027.9064101919628
1999-01-11,1035.612570233177
1999-01-12,1022.1997103785981
1999-01-13,1000.6123819152726
1999-01-14,1006.1974801307464
1999-01-15,1007.9783466077997
1999-01-18,1014.2784521306593
1999-01-19,1016.6473846079092
1999-01-20,1029.4989830460127
1999-01-21,1033.6444681065375
1999-01-22,1012.717926546995
1999-01-25,1004.889537748408
1999-01-26,1013.0449517597648
1999-01-27,1015.0673913552099
1999-01-28,998.9586307308354
1999-01-29,1011.7177991146414
1999-02-01,1017.1263481182859
1999-02-02,1028.4628760631515
1999-02-03,1020.1317498283291
1999-02-04,1017.5987900012117
1999-02-05,1005.6731302323606
1999-02-08,1008.2948339354949
1999-02-09,998.4086227594051
1999-02-10,989.5623144035077
1999-02-11,995.3503126610689
1999-02-12,1003.470161274973
1999-02-15,996.1222333548927
1999-02-16,985.2373427576084
1999-02-17,982.8538578912166
1999-02-18,976.4460054816833
1999-02-19,973.937214490013
1999-02-22,988.6937830453986
1999-02-23,989.7226676179305
1999-02-24,989.0188027161616
1999-02-25,995.222328056151
1999-02-26,999.0306448894015
1999-03-01,994.1027276538135
1999-03-02,977.7190054342392
1999-03-03,980.6636860801035
1999-03-04,973.7328238061073
1999-03-05,1009.8960184690281
1999-03-08,1018.0694275486452
1999-03-09,1034.9869586281175
1999-03-10,1061.197673978748
1999-03-11,1059.293198428568
1999-03-12,1068.8442507488162
1999-03-15,1087.1876779283027
1999-03-16,1099.9683712740673
1999-03-17,1106.326780188011
1999-03-18,1088.0636695379728
1999-03-19,1118.0796365776241
1999-03-22,1115.8108641333347
1999-03-23,1105.6516730754106
1999-03-24,1082.8560598108675
1999-03-25,1098.5773680222699
1999-03-26,1097.0119929068587
1999-03-29,1096.7592741296598
1999-03-30,1097.9364953194827
1999-03-31,1106.1333077837053
1999-04-01,1127.8067182690231
1999-04-02,1127.607911058763
1999-04-05,1120.570466948268
1999-04-06,1138.9476606826208
1999-04-07,1145.8798154254175
1999-04-08,1155.7961138246878
1999-04-09,1149.8088443494373
1999-04-12,1134.2286390857173
1999-04-13,1152.054837868628
1999-04-14,1171.6933668893937
1999-04-15,1166.8364683289933
1999-04-16,1186.8148480229966
1999-04-19,1197.8472694729276
1999-04-20,1184.8399573424224
1999-04-21,1166.0172578095178
1999-04-22,1186.0325480840731
1999-04-23,1198.239170050198
1999-04-26,1207.2768392531068
1999-04-27,1208.1304892670541
1999-04-28,1204.935870998282
