Date,EUROPE ex EMU IMI VALUE
2007-05-31,1000.0
2007-06-01,1008.1145497607351
2007-06-04,1012.2109605319789
2007-06-05,1010.3662324533548
2007-06-06,997.5831744533001
2007-06-07,986.0696735705619
2007-06-08,980.1625568511562
2007-06-11,984.2783505495931
2007-06-12,976.7536337746251
2007-06-13,978.6750915919216
2007-06-14,991.6663065367982
2007-06-15,1006.827706394501
2007-06-18,1004.9001964124016
2007-06-19,1001.8041143459513
2007-06-20,1006.7282321807703
2007-06-21,996.1150400189492
2007-06-22,993.8992611243757
2007-06-25,996.2634973830292
2007-06-26,991.5327386708041
2007-06-27,983.6649706609466
2007-06-28,995.1851812741493
2007-06-29,1002.1730139037655
2007-07-02,1004.8774342982282
2007-07-03,1013.7453609186615
2007-07-04,1019.3004239572284
2007-07-05,1010.7768692278086
2007-07-06,1019.801883745035
2007-07-09,1023.1896822878696
2007-07-10,1017.0559757029088
2007-07-11,1014.9174285512488
2007-07-12,1024.0337794542243
2007-07-13,1029.4426029439371
2007-07-16,1030.3077521165983
2007-07-17,1028.6063008228484
2007-07-18,1021.1048403023269
2007-07-19,1027.8281587963434
2007-07-20,1020.0592550859847
2007-07-23,1023.9717646855152
2007-07-24,1007.8006825707806
2007-07-25,991.97527941896
2007-07-26,962.8094277767383
2007-07-27,953.6478800719523
2007-07-30,951.7290396061909
2007-07-31,975.8158653961813
2007-08-01,962.5583466655127
2007-08-02,968.2606819292647
2007-08-03,960.5089719745238
2007-08-06,951.3480862101632
2007-08-07,965.2514916954747
2007-08-08,989.7843685450522
2007-08-09,962.7452837449389
2007-08-10,925.6811078268859
2007-08-13,945.9605106406108
2007-08-14,928.9092861847449
2007-08-15,921.3162844887017
2007-08-16,884.6673238289261
2007-08-17,920.0919135630305
2007-08-20,920.0496023419593
2007-08-21,917.4306020947749
2007-08-22,934.0117196319351
2007-08-23,939.9753983072208
2007-08-24,944.414648941708
2007-08-27,945.8580692936134
2007-08-28,924.7964366699197
2007-08-29,931.7838288529729
2007-08-30,940.932680524693
2007-08-31,953.6112571458772
2007-09-03,957.281399245098
2007-09-04,964.1182742397284
2007-09-05,953.8333868281419
2007-09-06,956.391899935333
2007-09-07,940.4263734658673
2007-09-10,934.7877494839117
2007-09-11,953.6391021101055
2007-09-12,958.4612041742201
2007-09-13,963.3130416505433
2007-09-14,945.1062172460275
2007-09-17,923.5906161506223
2007-09-18,935.2638510825059
2007-09-19,964.3993485350411
2007-09-20,964.5383968767921
2007-09-21,968.7378711248933
2007-09-24,963.8705243379702
2007-09-25,950.4917321835636
2007-09-26,955.8942097431108
2007-09-27,969.1480160415784
2007-09-28,971.7154416542269
2007-10-01,979.9053103540011
2007-10-02,981.9628324311963
2007-10-03,986.8662255562995
2007-10-04,991.4159070704416
2007-10-05,996.4973512289647
2007-10-08,987.6572744060624
2007-10-09,995.9151222451025
2007-10-10,1000.9088718660466
2007-10-11,1011.4437960296958
2007-10-12,1010.4901729362794
2007-10-15,1003.6809563482931
2007-10-16,992.7694988688174
2007-10-17,1001.8781966812492
2007-10-18,995.2782084076509
2007-10-19,983.8484849791242
2007-10-22,966.3630055996456
2007-10-23,982.9892933179021
2007-10-24,977.4304796019621
2007-10-25,991.0532878651971
2007-10-26,1004.6805142129909
2007-10-29,1014.346272012066
2007-10-30,1010.3267153961459
2007-10-31,1025.2815168239345
2007-11-01,1002.4969343692346
2007-11-02,991.0949211472479
2007-11-05,983.0554686623262
2007-11-06,986.3916495629187
2007-11-07,980.5126624785609
2007-11-08,966.2367216054805
2007-11-09,944.9726853111032
2007-11-12,941.0541624167278
2007-11-13,953.8026030525133
2007-11-14,962.1570711029439
2007-11-15,941.6215664462928
2007-11-16,928.6290424492599
2007-11-19,906.2371163005816
2007-11-20,925.929189329086
2007-11-21,902.8958402040796
2007-11-22,912.9829862307782
2007-11-23,922.6461131187904
2007-11-26,918.1991576053232
2007-11-27,915.4570494513146
2007-11-28,939.084561208849
2007-11-29,937.4752136632231
2007-11-30,945.2430507937273
2007-12-03,942.3357986753329
2007-12-04,926.5846538647735
2007-12-05,939.8843096164932
2007-12-06,941.4976791530413
2007-12-07,951.1094001976702
2007-12-10,960.813562359858
2007-12-11,952.8607344180353
2007-12-12,958.1981980166897
2007-12-13,924.7472034604295
2007-12-14,923.4679742349052
2007-12-17,901.9477920197468
2007-12-18,902.5417160668329
2007-12-19,897.5772502512503
2007-12-20,896.4420247429751
2007-12-21,908.0280403871358
2007-12-24,910.0380935913496
2007-12-25,910.0380935913496
2007-12-26,914.1320185711078
2007-12-27,920.7157291800664
2007-12-28,923.0511219557884
2007-12-31,919.4202355184638
2008-01-01,919.4202355184638
2008-01-02,915.3688744353261
2008-01-03,915.9560092088159
2008-01-04,898.931616327621
2008-01-07,895.4218847013074
2008-01-08,895.5159762542966
2008-01-09,876.1289373365232
2008-01-10,868.1807858587891
2008-01-11,866.6597618474644
2008-01-14,873.5292751399178
2008-01-15,851.0823442466318
2008-01-16,834.5068981721249
2008-01-17,834.9334665478046
2008-01-18,818.1846214485539
2008-01-21,769.3029334305312
2008-01-22,803.4756331741968
2008-01-23,782.8228627875359
2008-01-24,832.194532584753
2008-01-25,832.2656790197383
2008-01-28,822.7481948076498
2008-01-29,835.4989272546452
2008-01-30,830.5965226095807
2008-01-31,826.9925606706232
2008-02-01,838.9726062070247
2008-02-04,843.3816688542033
2008-02-05,814.2088279280239
2008-02-06,812.749443647299
2008-02-07,785.8982655859072
2008-02-08,792.0594500440355
2008-02-11,779.8947767529302
2008-02-12,813.2843515328607
2008-02-13,811.4779834636944
2008-02-14,812.053566389095
2008-02-15,795.4625594592881
2008-02-18,811.1564941302497
2008-02-19,815.391284400278
2008-02-20,800.4084825068059
