Date,EUROPE ex UK IMI VALUE
1994-05-31,179.95727650755754
1994-06-30,176.7159641170908
1994-07-29,185.8845552349021
1994-08-31,187.22694298257974
1994-09-30,179.77704385895112
1994-10-31,185.56566873225174
1994-11-30,179.39142652524197
1994-12-30,179.31118622981424
1995-01-31,178.29107837536398
1995-02-28,182.09212908798293
1995-03-31,187.26162278242504
1995-04-28,193.26689451406585
1995-05-31,197.87575972886958
1995-06-30,199.48534026106242
1995-07-31,207.70467864503024
1995-08-31,195.1809366210301
1995-09-29,199.01200758884644
1995-10-31,198.59626451329868
1995-11-30,199.04483929819077
1995-12-29,205.83078627406974
1996-01-31,207.54800036938502
1996-02-29,212.24640937548008
1996-03-29,213.66740675005602
1996-04-30,214.8048138035778
1996-05-31,218.457534240095
1996-06-28,221.6696701846139
1996-07-31,218.2960235347175
1996-08-30,221.20126675354092
1996-09-30,224.35076318899337
1996-10-31,227.0519009232739
1996-11-29,237.5009183575201
1996-12-31,241.7732451835506
1997-01-01,241.7732451835506
1997-01-02,239.07390204888318
1997-01-03,239.01144079619758
1997-01-06,239.03578594152899
1997-01-07,239.6893619592213
1997-01-08,240.7920226450542
1997-01-09,241.30931640010755
1997-01-10,241.1185457373375
1997-01-13,243.51916983445923
1997-01-14,244.83187749520775
1997-01-15,245.9902761648818
1997-01-16,247.24974957380277
1997-01-17,245.73084155785344
1997-01-20,244.5543855715289
1997-01-21,243.73441823938109
1997-01-22,243.93966004133762
1997-01-23,245.24825086786407
1997-01-24,245.23073384078842
1997-01-27,243.55083891103803
1997-01-28,242.86213437283922
1997-01-29,242.36459211062498
1997-01-30,244.37231614999908
1997-01-31,246.18594094302287
1997-02-03,245.20666778269188
1997-02-04,246.12932211228306
1997-02-05,248.0342153295572
1997-02-06,248.53780087781323
1997-02-07,247.57797646909358
1997-02-10,249.94032603016214
1997-02-11,247.7635375292766
1997-02-12,247.70792996725228
1997-02-13,248.5969240998894
1997-02-14,249.2734578743745
1997-02-17,247.9616947215656
1997-02-18,249.06303121155213
1997-02-19,248.03971908277467
1997-02-20,247.8789962018234
1997-02-21,248.26096824252193
1997-02-24,250.10806735546203
1997-02-25,252.0256352938242
1997-02-26,249.73126277983687
1997-02-27,249.87580831510073
1997-02-28,248.20693475706295
1997-03-03,247.41938626681048
1997-03-04,248.81161717499532
1997-03-05,249.8399967331784
1997-03-06,251.8798134023286
1997-03-07,252.01088708994982
1997-03-10,256.02649016213184
1997-03-11,256.3492719777021
1997-03-12,254.27060927781199
1997-03-13,252.70446108335503
1997-03-14,252.97133813536323
1997-03-17,251.37355884286342
1997-03-18,250.4838286256116
1997-03-19,250.7283216351423
1997-03-20,246.1862602464139
1997-03-21,249.0809751741998
1997-03-24,247.779422828392
1997-03-25,250.40825056012258
1997-03-26,252.77271240207682
1997-03-27,256.15812723111156
1997-03-28,256.2657878530329
1997-03-31,257.0951430976976
1997-04-01,249.87106965291508
1997-04-02,249.2710655425428
1997-04-03,247.5030983443002
1997-04-04,247.69996505849352
1997-04-07,246.8040100016587
1997-04-08,246.9018532114352
1997-04-09,247.88671000645252
1997-04-10,247.3836107322488
1997-04-11,245.66096280954434
1997-04-14,244.41368467213866
1997-04-15,246.5766719414904
1997-04-16,247.3020880456861
1997-04-17,248.60720479343377
1997-04-18,249.17138306616832
1997-04-21,251.0232517058014
1997-04-22,249.71014649976354
1997-04-23,251.46460703561345
1997-04-24,251.5508482374025
1997-04-25,248.99289521530434
1997-04-28,248.4505405419112
1997-04-29,251.16691432260458
1997-04-30,251.80535563269825
1997-05-01,253.8702038466801
1997-05-02,254.12343877215963
1997-05-05,255.90127648428327
1997-05-06,257.971428974771
1997-05-07,258.49092748893804
1997-05-08,260.25857094468694
1997-05-09,263.164791859795
1997-05-12,264.4451587856696
1997-05-13,266.2916479306886
1997-05-14,267.5404948901226
1997-05-15,268.26962391635163
1997-05-16,269.8705115342186
1997-05-19,267.91516061906054
1997-05-20,268.6132615490461
1997-05-21,272.08152902909575
1997-05-22,271.44937520711966
1997-05-23,273.2861299284911
1997-05-26,273.22337517517684
1997-05-27,271.8809986161444
1997-05-28,269.62435081638716
1997-05-29,268.9155225605332
1997-05-30,265.1409662567508
1997-06-02,264.37579129188725
1997-06-03,266.0565012860677
1997-06-04,266.7552744944782
1997-06-05,268.32242086431995
1997-06-06,270.0380268178813
1997-06-09,272.538888780909
1997-06-10,270.58082196391
1997-06-11,271.8590616033921
1997-06-12,273.5185022291115
1997-06-13,274.152740408731
1997-06-16,275.49246613557807
1997-06-17,273.1151619300599
1997-06-18,274.3044075898274
1997-06-19,276.3688656975253
1997-06-20,276.2765552629351
1997-06-23,277.8919509742581
1997-06-24,277.80135287767115
1997-06-25,281.40562670095426
1997-06-26,280.84815742261867
1997-06-27,279.5916970021927
1997-06-30,276.90567770017833
1997-07-01,281.15379653814625
1997-07-02,281.2142126244001
1997-07-03,284.98135731689416
1997-07-04,285.5789427072051
1997-07-07,289.59378540520896
1997-07-08,287.36651122180973
1997-07-09,288.69000262591953
1997-07-10,288.04284272425554
1997-07-11,287.13905024655253
1997-07-14,285.7037112203458
1997-07-15,283.36329524029503
1997-07-16,287.1374968039138
1997-07-17,287.63225049052176
1997-07-18,284.36530002221815
1997-07-21,281.30368652223854
1997-07-22,284.7830237391498
1997-07-23,288.6081420262366
1997-07-24,285.07065192415774
1997-07-25,285.3634593930343
1997-07-28,285.544918940539
1997-07-29,285.86766738960085
1997-07-30,287.10125224348485
1997-07-31,288.19693729803294
1997-08-01,283.9590382799185
1997-08-04,279.75128986178436
1997-08-05,277.66637481018495
1997-08-06,281.0086696324203
1997-08-07,284.42474799183003
1997-08-08,284.8478702085701
1997-08-11,282.5319450873858
1997-08-12,283.3341389097175
1997-08-13,282.19108410989156
1997-08-14,278.7219707237405
1997-08-15,279.3182253933884
1997-08-18,275.4784295849887
1997-08-19,279.36742315079516
1997-08-20,279.5659229702215
1997-08-21,280.6708795711817
1997-08-22,277.95496699295126
1997-08-25,277.50948482347155
1997-08-26,276.5815407884477
1997-08-27,275.4501219886066
1997-08-28,274.69908750026616
1997-08-29,271.915860065876
1997-09-01,273.2414046810767
1997-09-02,276.22592218296694
1997-09-03,279.0998557580036
1997-09-04,278.6707578541601
1997-09-05,282.0136788465445
1997-09-08,281.38770352040683
1997-09-09,280.84978351993317
1997-09-10,279.47848260731394
1997-09-11,277.35123199808197
1997-09-12,279.86501443899243
1997-09-15,282.87356022571225
1997-09-16,285.5829039953941
1997-09-17,288.08129057415056
1997-09-18,289.4678583275235
1997-09-19,289.73651803053247
1997-09-22,290.28074752271993
1997-09-23,289.4493211902474
1997-09-24,294.3055586373061
1997-09-25,294.89569077830214
1997-09-26,295.8336413098221
1997-09-29,296.95977444808807
1997-09-30,298.07427646746777
1997-10-01,299.2615325771215
1997-10-02,301.8408857081808
1997-10-03,305.5866458343395
1997-10-06,305.2535260956628
1997-10-07,306.16258111368586
1997-10-08,306.15448617841696
1997-10-09,301.8886586387159
1997-10-10,298.67762470197493
1997-10-13,303.10447690290596
1997-10-14,302.8622227820434
1997-10-15,301.9780294712482
1997-10-16,301.7849808318122
1997-10-17,295.13498009537847
1997-10-20,294.975083602547
1997-10-21,296.9564646030924
1997-10-22,296.68875153610804
1997-10-23,290.02845089604546
1997-10-24,289.7472799491034
1997-10-27,284.2631874827599
1997-10-28,275.5814413231059
1997-10-29,286.7224776560816
1997-10-30,284.55642826867887
1997-10-31,286.24359077613383
1997-11-03,288.89096253802677
1997-11-04,290.0159113860328
1997-11-05,291.541437435013
1997-11-06,289.34297678427265
1997-11-07,285.76641837095576
1997-11-10,286.05413950527384
1997-11-11,285.6835269101933
1997-11-12,281.4521205206166
1997-11-13,282.5767131679535
1997-11-14,281.9436258334648
1997-11-17,286.6930611164369
1997-11-18,289.38728481330605
1997-11-19,288.13676481440643
1997-11-20,292.30087174820886
1997-11-21,292.3872578642267
1997-11-24,288.87341358965574
1997-11-25,287.77785306362233
1997-11-26,288.00660632492503
1997-11-27,288.24420110169086
1997-11-28,288.5480130004681
1997-12-01,291.7257478555871
1997-12-02,292.73984669430035
1997-12-03,294.08511378526117
1997-12-04,296.130426811042
1997-12-05,295.55155544807917
1997-12-08,297.01263623295915
1997-12-09,296.6378735760282
1997-12-10,296.75965182895334
1997-12-11,292.61826008856065
1997-12-12,293.9337884728352
1997-12-15,294.6357343484101
1997-12-16,296.603283581094
1997-12-17,299.7835881248017
1997-12-18,298.7397619262571
1997-12-19,294.56032821942983
1997-12-22,293.3490463864792
1997-12-23,295.16429519182867
1997-12-24,295.21894553646024
1997-12-25,295.21894553646024
1997-12-26,295.2288545569482
1997-12-29,298.47487924216034
1997-12-30,299.82889946881005
1997-12-31,299.0815730014834
1998-01-01,299.0860952695489
1998-01-02,301.7533228447043
1998-01-05,303.7592050955031
1998-01-06,301.1744880943816
1998-01-07,300.50589226683786
1998-01-08,299.43558848229196
1998-01-09,295.7740410938885
1998-01-12,289.50490599647145
1998-01-13,293.28338662157
1998-01-14,294.99074729885945
1998-01-15,293.7019514058994
1998-01-16,297.10708130297087
1998-01-19,297.3689821004407
1998-01-20,297.9350173894089
1998-01-21,299.5426624461648
1998-01-22,302.27302326841914
1998-01-23,304.6246690312305
1998-01-26,304.7422203444115
1998-01-27,306.9220199175817
1998-01-28,307.65704734770594
1998-01-29,306.3163594946888
1998-01-30,307.5538730687902
