Date,EU IMI VALUE
2007-05-31,1000.0
2007-06-01,1007.0135658315413
2007-06-04,1008.8431903355992
2007-06-05,1007.0173245993699
2007-06-06,990.2113692012432
2007-06-07,978.2147863381971
2007-06-08,971.058340511674
2007-06-11,977.3678983700868
2007-06-12,969.2113962537627
2007-06-13,971.2008383557787
2007-06-14,986.2296373977878
2007-06-15,1001.5865611687846
2007-06-18,1001.1008786209201
2007-06-19,999.9605908179393
2007-06-20,1004.3151744807851
2007-06-21,992.6297632834884
2007-06-22,991.5774199003943
2007-06-25,992.4726641496991
2007-06-26,987.2401451016639
2007-06-27,978.9942524564958
2007-06-28,991.2160647237514
2007-06-29,999.1780533297956
2007-07-02,1003.4757279083783
2007-07-03,1011.3526693100335
2007-07-04,1016.324478090601
2007-07-05,1006.9054705275885
2007-07-06,1017.1768447285544
2007-07-09,1019.709229095246
2007-07-10,1014.1959865126975
2007-07-11,1011.662400277192
2007-07-12,1023.0308553959356
2007-07-13,1028.6804432478243
2007-07-16,1030.3311998804913
2007-07-17,1027.4142237558283
2007-07-18,1017.6445651464942
2007-07-19,1026.5689494145672
2007-07-20,1015.8348397148669
2007-07-23,1021.5449030432487
2007-07-24,1005.0489436916741
2007-07-25,987.9253433233207
2007-07-26,962.2339844245433
2007-07-27,952.9145247150007
2007-07-30,951.0482895015385
2007-07-31,972.6064263361671
2007-08-01,955.4275110812779
2007-08-02,963.7003093551594
2007-08-03,956.6032013765139
2007-08-06,948.9335020045276
2007-08-07,962.5906383385004
2007-08-08,984.2879601131771
2007-08-09,956.3925089611579
2007-08-10,923.9796235771648
2007-08-13,942.823237659809
2007-08-14,928.19670214232
2007-08-15,919.2942866673346
2007-08-16,884.6621660995781
2007-08-17,915.0223946655003
2007-08-20,916.1744217942166
2007-08-21,915.5879872772712
2007-08-22,931.7614442465239
2007-08-23,937.3439819102543
2007-08-24,943.2262684539618
2007-08-27,944.7705878441204
2007-08-28,926.1427879783874
2007-08-29,932.3953480360127
2007-08-30,941.1247982966653
2007-08-31,952.7319091710273
2007-09-03,954.8618689592384
2007-09-04,959.7036614100925
2007-09-05,946.6561182344848
2007-09-06,951.3126771383081
2007-09-07,934.6588336637806
2007-09-10,929.5131188457412
2007-09-11,946.7845001006858
2007-09-12,951.9461207214994
2007-09-13,957.9629740095411
2007-09-14,945.693913015822
2007-09-17,929.1821116385471
2007-09-18,942.8994584224233
2007-09-19,974.00229524307
2007-09-20,975.5751299860257
2007-09-21,980.02954899933
2007-09-24,976.2235163112371
2007-09-25,966.8240274086869
2007-09-26,973.6891793527191
2007-09-27,985.4864556666338
2007-09-28,988.3085009486683
2007-10-01,996.2613027696121
2007-10-02,997.0060227724588
2007-10-03,999.1384246672808
2007-10-04,1001.8520268555151
2007-10-05,1008.7619697822887
2007-10-08,1000.4452047079288
2007-10-09,1008.3829622697764
2007-10-10,1012.5201405383743
2007-10-11,1022.6556203731199
2007-10-12,1019.5424474746393
2007-10-15,1012.6262886518435
2007-10-16,1003.0135856161344
2007-10-17,1010.5666842370239
2007-10-18,1006.6945443920141
2007-10-19,998.3537245996172
2007-10-22,979.2119212555743
2007-10-23,993.8124989801644
2007-10-24,987.8408693890497
2007-10-25,1003.8400751020818
2007-10-26,1016.7939816406501
2007-10-29,1025.5084873108458
2007-10-30,1023.8645475214199
2007-10-31,1038.0445009984999
2007-11-01,1016.3525440803737
2007-11-02,1010.4009778399435
2007-11-05,1002.1765501565668
2007-11-06,1007.4572716499924
2007-11-07,1006.2481083585153
2007-11-08,995.5676499765136
2007-11-09,977.6185576909118
2007-11-12,972.3818926072472
2007-11-13,981.55959578619
2007-11-14,991.4546657438142
2007-11-15,973.9244715951997
2007-11-16,965.0258044962699
2007-11-19,947.2619509422167
2007-11-20,965.9001774750608
2007-11-21,945.0608061870498
2007-11-22,951.9330855421094
2007-11-23,963.22679639211
2007-11-26,957.9819062794131
