Date,WORLD ex EUROPE IMI VALUE
1994-05-31,304.2637026719947
1994-06-30,307.6518708459912
1994-07-29,308.61519209440223
1994-08-31,315.2883406318816
1994-09-30,307.58530630463014
1994-10-31,312.92248880503155
1994-11-30,297.22688514681255
1994-12-30,301.39525606088307
1995-01-31,296.50957571542057
1995-02-28,298.13673627206094
1995-03-31,313.09369798006384
1995-04-28,323.16603265625787
1995-05-31,322.7535703081393
1995-06-30,320.5356576480284
1995-07-31,335.41269790987775
1995-08-31,334.0675239438768
1995-09-29,342.3652485810239
1995-10-31,334.0845536892099
1995-11-30,349.1001498245155
1995-12-29,361.2428234326074
1996-01-31,368.9519974363314
1996-02-29,369.36803240075545
1996-03-29,375.8404802168135
1996-04-30,387.43561106316423
1996-05-31,384.6428002917618
1996-06-28,386.22802792310296
1996-07-31,371.6194888298081
1996-08-30,373.0534922599529
1996-09-30,386.3486234527993
1996-10-31,388.2856625822317
1996-11-29,408.75273815219026
1996-12-31,400.1175634840492
1997-01-01,400.1186701444228
1997-01-02,398.94210959941034
1997-01-03,400.8919512226568
1997-01-06,402.4111708063515
1997-01-07,402.07309124796643
1997-01-08,399.4273258897862
1997-01-09,398.5903731779393
1997-01-10,395.8646409470512
1997-01-13,398.3645011401951
1997-01-14,401.2397196303685
1997-01-15,401.5752361367922
1997-01-16,402.81314689304946
1997-01-17,403.8042112013554
1997-01-20,401.722779505243
1997-01-21,402.2137657968114
1997-01-22,403.742437159288
1997-01-23,400.3320488376327
1997-01-24,397.3600393958294
1997-01-27,394.34075766439577
1997-01-28,393.7418948683102
1997-01-29,396.4964763497342
1997-01-30,398.1330249985309
1997-01-31,400.65266796029954
1997-02-03,400.7546467004753
1997-02-04,402.02855538262423
1997-02-05,397.4827801241789
1997-02-06,397.24060356472137
1997-02-07,398.05146315471563
1997-02-10,399.6602285100978
1997-02-11,400.9203209810319
1997-02-12,404.4048496711941
1997-02-13,407.4137408638903
1997-02-14,407.79742347488485
1997-02-17,408.0288387666131
1997-02-18,409.7633991243286
1997-02-19,408.6075845625092
1997-02-20,408.6133868143806
1997-02-21,409.27240365025517
1997-02-24,412.0737523007892
1997-02-25,413.6475137209545
1997-02-26,410.8523447285243
1997-02-27,408.7342447262617
1997-02-28,406.45833204677433
1997-03-03,406.9182623707137
1997-03-04,405.51175089225825
1997-03-05,407.2170152234217
1997-03-06,406.14522297490475
1997-03-07,408.92633066068146
1997-03-10,411.6940217134192
1997-03-11,411.5058923747158
1997-03-12,408.16585508253615
1997-03-13,401.1953545089667
1997-03-14,402.2779454810813
1997-03-17,402.3582566494888
1997-03-18,401.80264120489903
1997-03-19,400.81072629735576
1997-03-20,398.71460745033096
1997-03-21,400.68446070941656
1997-03-24,402.31424588074555
1997-03-25,402.4786301173887
1997-03-26,402.4125532908815
1997-03-27,396.2541885764313
1997-03-28,395.93171498156113
1997-03-31,391.0010497930747
1997-04-01,391.08686109053184
1997-04-02,389.17812426260093
1997-04-03,387.8701302383864
1997-04-04,387.1382584959282
1997-04-07,387.41174305696563
1997-04-08,389.09716012022096
1997-04-09,386.2005382109382
1997-04-10,384.8689206121277
1997-04-11,379.8295049508154
1997-04-14,379.4932474239495
1997-04-15,383.7691474236011
1997-04-16,387.4578401726957
1997-04-17,387.54104819592004
1997-04-18,390.32906998316804
1997-04-21,389.6236060781674
1997-04-22,392.55854334434457
1997-04-23,392.7716162370543
1997-04-24,391.9064943070044
1997-04-25,390.0645547557313
1997-04-28,391.9938738452971
1997-04-29,397.93027035805096
1997-04-30,401.72108835242153
1997-05-01,402.87871328762907
1997-05-02,408.117624092884
1997-05-05,413.2359217446854
1997-05-06,417.5488987942437
1997-05-07,413.7080468229102
1997-05-08,415.83183936560295
1997-05-09,418.0328073915212
1997-05-12,425.40929058710935
1997-05-13,424.0715861699579
1997-05-14,426.50440287513493
1997-05-15,428.02782809169
1997-05-16,427.3655633181146
1997-05-19,427.77551839966264
1997-05-20,431.9007897019989
1997-05-21,429.35005084833296
