Date,PACIFIC ex JAPAN IMI VALUE
1994-05-31,241.08138532851547
1994-06-30,226.16966418088762
1994-07-29,238.23976186070578
1994-08-31,248.75266077007242
1994-09-30,244.1287773944993
1994-10-31,247.57605488884857
1994-11-30,229.29698770730172
1994-12-30,228.98736929383975
1995-01-31,212.50987162420762
1995-02-28,230.28695870543956
1995-03-31,232.35893579934233
1995-04-28,235.72774013994396
1995-05-31,249.86757599648828
1995-06-30,246.14171665651227
1995-07-31,258.8006647929917
1995-08-31,253.85435328214743
1995-09-29,262.9900938319639
1995-10-31,262.80995513574334
1995-11-30,266.71059772227915
1995-12-29,275.0921999301565
1996-01-31,301.51318417074384
1996-02-29,301.96663987720086
1996-03-29,298.36764691145663
1996-04-30,304.83728312576187
1996-05-31,303.4204658384363
1996-06-28,300.7698839967619
1996-07-31,287.74197168014257
1996-08-30,301.9412265449224
1996-09-30,312.9452471668316
1996-10-31,318.15633951558937
1996-11-29,341.7630783895068
1996-12-31,340.94372304449314
1997-01-01,340.95849229058643
1997-01-02,338.0792245569431
1997-01-03,337.86571774459645
1997-01-06,341.0523878168376
1997-01-07,341.8941065705634
1997-01-08,342.22471504225183
1997-01-09,340.66433671474584
1997-01-10,340.6114932640941
1997-01-13,341.10319911093785
1997-01-14,340.76663627930196
1997-01-15,344.504905669477
1997-01-16,345.0834196910906
1997-01-17,348.0162953119001
1997-01-20,349.3592516602685
1997-01-21,346.4960219101536
1997-01-22,346.81100721539116
1997-01-23,346.2256044830358
1997-01-24,342.7707742911454
1997-01-27,341.61200740616937
1997-01-28,341.3347921463563
1997-01-29,341.9275944430094
1997-01-30,342.257112884509
1997-01-31,342.37812299994096
1997-02-03,343.8231534369182
1997-02-04,342.1797414244501
1997-02-05,343.4728382640696
1997-02-06,344.4930124710614
1997-02-07,344.4852136844804
1997-02-10,344.2741550449377
1997-02-11,343.4859291231093
1997-02-12,345.70885814601303
1997-02-13,346.623854056164
1997-02-14,344.4858190672646
1997-02-17,346.0991634789223
1997-02-18,345.148459129567
