Date,EUROPE ex SWITZERLAND IMI VALUE
2007-05-31,1000.0
2007-06-01,1006.9992652750515
2007-06-04,1008.9058104477625
2007-06-05,1006.9746909089656
2007-06-06,990.1988696533622
2007-06-07,978.1464463832091
2007-06-08,970.9424762084898
2007-06-11,977.292814879835
2007-06-12,968.9893248745609
2007-06-13,970.9442343053289
2007-06-14,986.0916598267203
2007-06-15,1001.6124620035355
2007-06-18,1001.2009448755396
2007-06-19,1000.0918761084862
2007-06-20,1004.5984060720116
2007-06-21,993.1390896317118
2007-06-22,991.7253894962864
2007-06-25,992.3084738919313
2007-06-26,986.6635729686741
2007-06-27,978.5227776001853
2007-06-28,991.0859049787261
2007-06-29,999.2497343910538
2007-07-02,1003.7050514946211
2007-07-03,1011.3598070290303
2007-07-04,1016.4640040862478
2007-07-05,1007.2739818612652
2007-07-06,1017.2919080822792
2007-07-09,1019.8562295676273
2007-07-10,1014.3983992741211
2007-07-11,1011.8926835210226
2007-07-12,1023.5404754875111
2007-07-13,1029.0640311558006
2007-07-16,1030.786516070584
2007-07-17,1027.7445828669981
2007-07-18,1017.9421964130605
2007-07-19,1026.883903074017
2007-07-20,1016.334141212939
2007-07-23,1021.6827892275685
2007-07-24,1005.1940279827946
2007-07-25,988.0365684948681
2007-07-26,962.2829545210493
2007-07-27,952.5709797708786
2007-07-30,950.8911008493003
2007-07-31,972.6480668536826
2007-08-01,955.4332077272169
2007-08-02,963.5995833811486
2007-08-03,956.4961442417758
2007-08-06,948.4655987268479
2007-08-07,962.0295314135701
2007-08-08,984.0763445390893
2007-08-09,955.8468330279061
2007-08-10,923.3771532439077
2007-08-13,942.2635831881022
2007-08-14,927.8566290297409
2007-08-15,918.7189490870236
2007-08-16,884.0891782424734
2007-08-17,914.6437878413124
2007-08-20,916.0858476947756
2007-08-21,915.2342599368106
2007-08-22,931.2257289379428
2007-08-23,936.9891389219574
2007-08-24,942.791033673236
2007-08-27,944.2036140941822
2007-08-28,925.5541921858603
2007-08-29,931.672357400974
2007-08-30,940.6675420297881
2007-08-31,952.4075035386163
2007-09-03,954.4901643685571
2007-09-04,959.4968719786742
2007-09-05,946.7271893631612
2007-09-06,951.4725126623613
2007-09-07,934.9060387563289
2007-09-10,929.7345198380058
