Date,FAR EAST IMI VALUE
1994-05-31,659.8758079483359
1994-06-30,693.0477348114281
1994-07-29,673.7521697436854
1994-08-31,677.0590953475008
1994-09-30,661.4178812377972
1994-10-31,677.0715121089089
1994-11-30,634.9127075132744
1994-12-30,642.6283737511927
1995-01-31,603.4492134299721
1995-02-28,578.4915594296747
1995-03-31,631.2302677708972
1995-04-28,651.2772434212377
1995-05-31,618.4499384458237
1995-06-30,596.5078618552125
1995-07-31,634.8211214127446
1995-08-31,614.1290777164294
1995-09-29,618.3816717774293
1995-10-31,591.3407676028614
1995-11-30,617.144139109811
1995-12-29,645.7102331489502
1996-01-31,650.1434045244117
1996-02-29,643.282393336573
1996-03-29,658.0809260880338
1996-04-30,702.1118538051493
1996-05-31,671.1363411811529
1996-06-28,676.4485650884337
1996-07-31,647.4251698988238
1996-08-30,625.5232206619273
1996-09-30,642.1210262867215
1996-10-31,606.3174965202696
1996-11-29,619.3068326851092
1996-12-31,580.8613562997243
1997-01-01,580.8665674738404
1997-01-02,581.7900757200317
1997-01-03,579.6354485234275
1997-01-06,586.4311710378773
1997-01-07,580.4020785800797
1997-01-08,572.0019177906073
1997-01-09,557.3962786252998
1997-01-10,540.2916898453733
1997-01-13,552.0678433667144
1997-01-14,550.8607696121629
1997-01-15,551.0638299522576
1997-01-16,556.1291575636964
1997-01-17,552.9387029436247
1997-01-20,541.6195303695329
1997-01-21,538.4599615940228
1997-01-22,543.4660032758646
1997-01-23,539.144615161971
1997-01-24,535.466478220904
1997-01-27,526.2500739883986
1997-01-28,526.2459756567031
1997-01-29,528.4149940827995
1997-01-30,523.6808866747872
1997-01-31,533.5667165489317
1997-02-03,530.7639383208997
1997-02-04,532.1657011981314
1997-02-05,521.8688162388385
1997-02-06,519.4869969061604
1997-02-07,513.1547925305695
1997-02-10,522.8964622573981
1997-02-11,521.4207844921291
1997-02-12,522.7501543072058
1997-02-13,522.4137485608223
1997-02-14,526.167459713706
1997-02-17,526.8765705553794
1997-02-18,523.418125667047
1997-02-19,523.1952176380702
1997-02-20,535.7317769826643
1997-02-21,537.5912245539855
1997-02-24,539.0720342631371
1997-02-25,540.8364106901312
1997-02-26,538.2385286809134
1997-02-27,541.111840320666
1997-02-28,535.7289968133114
1997-03-03,532.5197253540216
1997-03-04,530.3206997156254
1997-03-05,526.2721193293007
1997-03-06,520.535435352292
1997-03-07,521.155010827789
1997-03-10,521.5090081306404
1997-03-11,522.8757083816448
1997-03-12,518.8389064427532
1997-03-13,513.2885220655004
1997-03-14,511.02203448359495
1997-03-17,512.1052133737522
1997-03-18,520.2963855877061
1997-03-19,520.1740836237631
1997-03-20,516.5704951684255
1997-03-21,522.7902554941861
1997-03-24,516.4814248511987
1997-03-25,518.8889018648916
1997-03-26,520.8106275880248
1997-03-27,517.9426717842894
1997-03-28,516.4813757411541
1997-03-31,516.284789174191
1997-04-01,514.0147961698789
1997-04-02,520.3014124959267
1997-04-03,520.1012608814268
1997-04-04,512.104365474204
1997-04-07,502.33844670067845
1997-04-08,503.8245932240617
1997-04-09,497.05049503862114
1997-04-10,492.61860964674884
1997-04-11,496.5645916492554
1997-04-14,492.59175174977963
1997-04-15,495.81689063642
1997-04-16,501.67981461652306
1997-04-17,503.2432262790278
1997-04-18,509.2079286197165
1997-04-21,516.9963257213406
1997-04-22,515.178692840497
1997-04-23,520.0335517559101
1997-04-24,519.5288685556565
1997-04-25,517.5120462181769
1997-04-28,515.6023376963657
1997-04-29,514.9061827215871
1997-04-30,523.5756046971427
1997-05-01,530.2383165666013
1997-05-02,532.4116644930534
1997-05-05,533.3802353431885
1997-05-06,551.9139418925196
1997-05-07,551.8994413481504
1997-05-08,554.1995845591258
1997-05-09,558.084195692269
1997-05-12,575.4483302120093
1997-05-13,574.6603074609811
1997-05-14,579.0565696289971
1997-05-15,584.3325525526088
1997-05-16,591.4507873911779
1997-05-19,590.1998252064343
1997-05-20,600.6444043262836
1997-05-21,590.1381264285371
1997-05-22,582.5487222561364
1997-05-23,588.6970963629113
1997-05-26,586.4870948492692
1997-05-27,582.3594320987969
1997-05-28,593.8171664707965
1997-05-29,589.8783138260301
1997-05-30,582.601756793166
1997-06-02,591.998685942025
1997-06-03,594.9510088913534
1997-06-04,596.4716361955359
1997-06-05,597.7765985349894
1997-06-06,598.302171033703
1997-06-09,608.5196156180998
1997-06-10,611.3308275490526
1997-06-11,615.7486565128705
1997-06-12,606.2287674171721
1997-06-13,604.3286977689565
1997-06-16,615.4653812047222
1997-06-17,614.384265208088
1997-06-18,613.3448275604318
1997-06-19,611.4395358988562
1997-06-20,609.7619439047547
1997-06-23,606.7519214272301
1997-06-24,609.0946066569007
1997-06-25,621.0158166328015
1997-06-26,623.0539412767299
1997-06-27,615.0221355776093
1997-06-30,617.4848221879704
1997-07-01,608.588350491154
1997-07-02,610.9865928519367
1997-07-03,612.8057081336947
1997-07-04,607.3304679115096
1997-07-07,608.9720051114773
1997-07-08,608.5075196698236
1997-07-09,603.7539469430379
1997-07-10,603.1899351951868
1997-07-11,602.4269119889019
1997-07-14,607.0720547966872
1997-07-15,598.4950299774895
1997-07-16,600.0414954298718
1997-07-17,602.2158733764273
1997-07-18,601.6907243518109
1997-07-21,600.7099888854931
1997-07-22,598.770816626416
1997-07-23,597.6145517826932
1997-07-24,598.887255414873
1997-07-25,596.9559130254378
1997-07-28,596.6186898310607
1997-07-29,593.2762363039307
1997-07-30,587.6338864503153
1997-07-31,589.4677797019582
1997-08-01,581.7896924210007
1997-08-04,576.0482659566309
1997-08-05,569.2608546651421
1997-08-06,573.6505293918206
1997-08-07,571.0960760895895
1997-08-08,582.209601940615
1997-08-11,569.3193389524473
1997-08-12,572.481009474872
1997-08-13,574.0329480449459
1997-08-14,567.2812688433695
1997-08-15,570.8265597813142
1997-08-18,564.7460537047231
1997-08-19,559.7083296088946
1997-08-20,566.0660002484283
1997-08-21,566.4947260351801
1997-08-22,558.2324576206855
1997-08-25,554.6660566315073
1997-08-26,558.1151109236926
1997-08-27,549.052990865532
1997-08-28,545.6398874927373
1997-08-29,532.9902133836526
1997-09-01,520.2250427654484
1997-09-02,521.9447837448511
1997-09-03,536.4921052017252
1997-09-04,534.713265724653
1997-09-05,534.9748936283421
1997-09-08,534.8301436817512
1997-09-09,544.3786678204883
1997-09-10,542.5766733342303
1997-09-11,530.43533759637
1997-09-12,520.5528403827059
1997-09-15,522.9510441394805
1997-09-16,518.4290283352989
1997-09-17,514.3641599895305
1997-09-18,508.3018197339375
1997-09-19,509.27755934617966
1997-09-22,510.2725491859078
1997-09-23,512.3067520901627
1997-09-24,522.936247302016
1997-09-25,519.9493741561777
1997-09-26,510.95279720148164
1997-09-29,508.121266811296
1997-09-30,509.902388679107
1997-10-01,507.96472889152307
1997-10-02,500.78125800386766
1997-10-03,498.7335173771218
1997-10-06,503.00908051773877
1997-10-07,497.4104042625478
1997-10-08,500.3567036380017
1997-10-09,493.85918126075745
1997-10-10,497.92287091447247
1997-10-13,488.9493833854777
1997-10-14,485.5113377617259
1997-10-15,487.4750785719135
1997-10-16,500.4746257947907
1997-10-17,498.2214933709857
1997-10-20,488.63509779303183
1997-10-21,488.26663026517735
1997-10-22,493.0511300801101
1997-10-23,476.42158121627665
1997-10-24,478.90661912483534
1997-10-27,471.77057506588557
1997-10-28,459.88292484882504
1997-10-29,474.2680259700536
1997-10-30,465.73479704011936
1997-10-31,467.9665474692973
1997-11-03,469.702739087834
1997-11-04,465.3468354144078
1997-11-05,458.74081576722403
1997-11-06,455.0209533728501
1997-11-07,438.8758932211542
1997-11-10,433.0706865572069
1997-11-11,433.3792347348979
1997-11-12,422.29290762162344
1997-11-13,422.15519007364236
1997-11-14,413.6116519413637
1997-11-17,439.8580147311554
1997-11-18,444.8051916574163
1997-11-19,421.7745896535982
1997-11-20,426.15014426091483
1997-11-21,438.9932423639715
1997-11-24,436.36784705124194
1997-11-25,414.2540608237751
1997-11-26,413.3779120571621
1997-11-27,422.2029255062919
1997-11-28,424.02313271586394
1997-12-01,427.886020582854
1997-12-02,429.98772608417744
1997-12-03,424.0127630490961
1997-12-04,414.8786016440626
1997-12-05,414.1493710918657
1997-12-08,407.67745522349895
1997-12-09,415.34770214897503
1997-12-10,414.4084263295488
1997-12-11,401.36351151698085
1997-12-12,396.04885773808746
1997-12-15,391.3779418088154
1997-12-16,391.8536177304107
1997-12-17,410.8066732094508
1997-12-18,403.4390773071618
1997-12-19,385.4203962252195
1997-12-22,368.6303838900136
1997-12-23,370.5986158398704
1997-12-24,370.00748786222283
1997-12-25,370.643605639067
1997-12-26,371.8885413545516
1997-12-29,373.5823117014775
1997-12-30,384.19347129581774
1997-12-31,383.7133752469633
1998-01-01,383.7042233524045
1998-01-02,377.5832910306903
1998-01-05,370.8186418639479
1998-01-06,367.3588033572368
1998-01-07,368.0177211928327
1998-01-08,363.13812551321627
1998-01-09,359.6433899563736
1998-01-12,345.31772204629954
1998-01-13,352.2216555324031
1998-01-14,361.91136299833266
1998-01-15,362.0572336136768
1998-01-16,381.9218546502642
1998-01-19,395.619289103522
1998-01-20,396.6421064637629
1998-01-21,405.6114088026627
1998-01-22,403.61576638151365
1998-01-23,411.8981557080705
1998-01-26,428.977872433312
1998-01-27,436.13272264425996
1998-01-28,440.7995844096844
1998-01-29,436.0734558176771
1998-01-30,424.1675688692591
