Date,EUROPE & MIDDLE EAST IMI VALUE
2010-05-26,1000.0
2010-05-27,1035.8724107702328
2010-05-28,1037.5037648805067
2010-05-31,1034.6297329994575
2010-06-01,1033.153268407525
2010-06-02,1025.3642543070748
2010-06-03,1040.0378094876378
2010-06-04,1005.1189650854711
2010-06-07,987.4764437464871
2010-06-08,976.0369470651253
2010-06-09,1000.4514604841994
2010-06-10,1019.2684260852722
2010-06-11,1028.5194230853385
2010-06-14,1055.6380274683117
2010-06-15,1066.5265524041013
2010-06-16,1067.1726766740844
2010-06-17,1073.5487222245574
2010-06-18,1080.0393839062492
2010-06-21,1089.119037497006
2010-06-22,1073.3353519371076
2010-06-23,1059.0421735931686
2010-06-24,1044.3215031632042
2010-06-25,1035.6311871389005
2010-06-28,1051.385027074617
2010-06-29,1004.843543747219
2010-06-30,1012.0222940818896
2010-07-01,1005.653457950178
2010-07-02,1017.8047436508556
2010-07-05,1009.5833149753972
2010-07-06,1045.303958505152
2010-07-07,1062.1349622841155
2010-07-08,1078.9990086924788
2010-07-09,1081.2770836735856
2010-07-12,1083.7463194363515
2010-07-13,1112.3252464077775
2010-07-14,1116.6725579231284
2010-07-15,1117.2817421743673
2010-07-16,1101.102709384763
2010-07-19,1094.3447944815098
2010-07-20,1086.7574877379664
2010-07-21,1092.9332153706764
2010-07-22,1125.3079809121748
2010-07-23,1122.3421728209776
2010-07-26,1140.9448393245925
2010-07-27,1156.745228623603
2010-07-28,1155.1546674951508
2010-07-29,1161.7882238103005
2010-07-30,1150.7131008781698
2010-08-02,1199.2235640905012
2010-08-03,1202.3124255067512
2010-08-04,1197.7237706878009
2010-08-05,1197.7970326683878
2010-08-06,1197.1071615891492
2010-08-09,1210.1407613213244
2010-08-10,1183.449815442266
2010-08-11,1141.0214952206495
2010-08-12,1133.8503496364283
2010-08-13,1126.875936977794
2010-08-16,1131.1544836381624
2010-08-17,1147.0320900714532
2010-08-18,1140.935029820829
2010-08-19,1123.2268839842502
2010-08-20,1098.347909462274
2010-08-23,1104.5185358323633
2010-08-24,1086.0986850561555
2010-08-25,1072.5720232245733
2010-08-26,1090.5608486560868
2010-08-27,1097.0773598269902
2010-08-30,1093.018150984683
2010-08-31,1095.3192999511361
2010-09-01,1134.5104292884998
2010-09-02,1135.8285273607826
2010-09-03,1150.1342929964953
2010-09-06,1155.8497839231072
2010-09-07,1135.1498862025069
2010-09-08,1147.6645718843113
2010-09-09,1158.1017631090253
2010-09-10,1156.4146889140352
2010-09-13,1179.1495901817755
2010-09-14,1187.6191518931805
2010-09-15,1188.786360595708
2010-09-16,1188.0084944606963
2010-09-17,1176.1694312602056
2010-09-20,1195.2398553320425
2010-09-21,1195.2574569648348
2010-09-22,1201.192542022833
2010-09-23,1191.762903125103
2010-09-24,1218.1539118391684
2010-09-27,1212.51746403046
2010-09-28,1216.0019029651016
2010-09-29,1214.7919024412447
2010-09-30,1215.579371018737
2010-10-01,1223.6606528521352
2010-10-04,1210.0389480046322
2010-10-05,1242.3260479812352
2010-10-06,1253.0452559170333
2010-10-07,1259.6950811945646
2010-10-08,1257.1433024114294
2010-10-11,1258.7555819548693
2010-10-12,1246.5545077128245
2010-10-13,1278.5536217370966
2010-10-14,1287.7261755575205
2010-10-15,1282.1715757005393
2010-10-18,1284.6733804443015
2010-10-19,1263.8295139197814
2010-10-20,1282.1227654787733
2010-10-21,1289.9542554768798
2010-10-22,1280.6198028017282
2010-10-25,1285.538852682037
2010-10-26,1275.6059484230923
2010-10-27,1258.8821561598563
2010-10-28,1276.0472125067902
2010-10-29,1276.743512935122
2010-11-01,1275.8114521213236
2010-11-02,1294.5153510606847
2010-11-03,1287.1405822820473
2010-11-04,1324.757938096031
2010-11-05,1307.890783243604
2010-11-08,1295.4541082730934
2010-11-09,1304.774493068902
2010-11-10,1274.429809646275
2010-11-11,1267.5115825424225
2010-11-12,1267.8360986073303
2010-11-15,1268.2895473394321
2010-11-16,1234.5232333465342
2010-11-17,1240.5159498592625
2010-11-18,1262.245393349674
2010-11-19,1261.4687223329383
2010-11-22,1244.8197906609198
2010-11-23,1206.886822436196
2010-11-24,1212.4821098691991
2010-11-25,1214.9532780194668
2010-11-26,1193.5535525777825
2010-11-29,1161.7669221605197
2010-11-30,1152.1984032974437
2010-12-01,1182.44028339793
2010-12-02,1211.208675925713
2010-12-03,1227.4610048229858
2010-12-06,1219.6179704459232
2010-12-07,1236.299579720425
2010-12-08,1233.2580297611248
2010-12-09,1239.1084971394805
2010-12-10,1242.4637341858795
2010-12-13,1261.5258372467488
2010-12-14,1266.0051109984552
2010-12-15,1256.296423763784
2010-12-16,1246.5003334193545
2010-12-17,1234.8569075616515
2010-12-20,1238.498090685542
2010-12-21,1253.6527892257875
2010-12-22,1249.662314265382
2010-12-23,1248.8393229539267
2010-12-24,1251.9206634163563
2010-12-27,1244.1737474096794
2010-12-28,1244.6152354376775
2010-12-29,1250.7058534052537
2010-12-30,1249.1046226616807
2010-12-31,1257.7460866240733
2011-01-03,1263.8277329990378
2011-01-04,1272.922526614937
2011-01-05,1258.6967683198538
2011-01-06,1253.1055215391116
2011-01-07,1243.4648697712262
2011-01-10,1227.3399798404291
2011-01-11,1240.1882112129665
2011-01-12,1275.1883769027309
2011-01-13,1302.5865396449665
2011-01-14,1306.1285212790162
2011-01-17,1299.746690446605
2011-01-18,1323.5413283638206
2011-01-19,1320.5657044309514
2011-01-20,1304.0452947733297
2011-01-21,1333.4131218621455
2011-01-24,1346.146576381828
2011-01-25,1334.3652224487405
2011-01-26,1344.0286024345942
2011-01-27,1354.228402233008
2011-01-28,1334.480405432733
2011-01-31,1339.1891524090902
2011-02-01,1370.866234958208
2011-02-02,1372.6122267154167
2011-02-03,1353.027210147185
2011-02-04,1349.458307963472
2011-02-07,1361.2841753565322
2011-02-08,1373.5774076274006
2011-02-09,1372.2281289959587
2011-02-10,1357.0393280618164
2011-02-11,1352.6625779890728
2011-02-14,1346.1303275158868
2011-02-15,1357.6552085744095
2011-02-16,1369.6724902717083
2011-02-17,1379.4026946256397
2011-02-18,1388.1788534806808
2011-02-21,1370.6051212514237
2011-02-22,1362.2138119801857
2011-02-23,1357.4373135254316
2011-02-24,1350.6020893176008
2011-02-25,1360.2990222113233
2011-02-28,1379.4254056444775
2011-03-01,1370.823087151309
2011-03-02,1365.743428067323
2011-03-03,1374.4209595213474
2011-03-04,1374.262499129084
2011-03-07,1371.4700373940668
2011-03-08,1365.1585451762628
2011-03-09,1363.8497028968907
2011-03-10,1337.7739943271497
2011-03-11,1329.6645755292582
2011-03-14,1328.0643937366983
2011-03-15,1297.0501995237844
2011-03-16,1272.1886682616564
2011-03-17,1307.1415875830153
2011-03-18,1319.8603600871309
2011-03-21,1349.526851248712
2011-03-22,1351.5687493131466
2011-03-23,1346.951523660742
2011-03-24,1366.2626396009512
2011-03-25,1362.771986277782
2011-03-28,1360.3269015211497
2011-03-29,1354.9021677392439
2011-03-30,1364.2653255152884
2011-03-31,1359.844265293947
2011-04-01,1376.31055467036
2011-04-04,1385.5978665985715
2011-04-05,1384.5961778920362
2011-04-06,1404.6510114997743
2011-04-07,1398.3905541048373
2011-04-08,1418.2416642370158
2011-04-11,1416.8478119621918
2011-04-12,1397.3449744249444
2011-04-13,1407.4644606892664
2011-04-14,1394.3540627171353
2011-04-15,1391.5028382476419
2011-04-18,1344.8345538062276
2011-04-19,1359.105038046583
2011-04-20,1401.4361070580878
2011-04-21,1411.8272180996278
2011-04-22,1411.8272180996278
2011-04-25,1408.8245514333398
2011-04-26,1422.388066138803
2011-04-27,1433.1169109478149
2011-04-28,1458.8402384550832
2011-04-29,1464.1297542318102
2011-05-02,1470.670949643874
2011-05-03,1458.2935026862494
2011-05-04,1444.6732441877416
2011-05-05,1414.8692157154671
2011-05-06,1419.8167229288508
2011-05-09,1388.599342282251
2011-05-10,1411.3711859595905
2011-05-11,1411.6342864269632
2011-05-12,1391.015235542887
2011-05-13,1384.626351990372
2011-05-16,1383.7528086968728
2011-05-17,1364.912944839928
2011-05-18,1378.1536348882332
2011-05-19,1387.7733696656546
2011-05-20,1376.2417693473635
2011-05-23,1340.4748747113367
2011-05-24,1349.4601858487927
2011-05-25,1356.2876457446769
2011-05-26,1357.8337930490497
2011-05-27,1381.1558225726624
2011-05-30,1380.3679220709096
2011-05-31,1404.8023965928842
2011-06-01,1394.571324976303
2011-06-02,1377.022752725281
2011-06-03,1386.3207507956322
2011-06-06,1379.4309771154567
2011-06-07,1386.7899694391085
2011-06-08,1366.8060679303808
2011-06-09,1369.359942769856
2011-06-10,1338.199278886713
2011-06-13,1341.9568421347446
2011-06-14,1364.567938545333
2011-06-15,1330.4263345296408
2011-06-16,1311.3196333613632
2011-06-17,1332.3956601264085
2011-06-20,1323.1620784880135
2011-06-21,1349.3664449901507
2011-06-22,1348.9018129986534
2011-06-23,1301.0028498392662
2011-06-24,1296.4121975192572
2011-06-27,1305.0425294104946
2011-06-28,1319.4382747163163
2011-06-29,1346.881817228013
2011-06-30,1374.6921535749932
2011-07-01,1384.896164786581
2011-07-04,1389.1785999268855
2011-07-05,1382.6803439254195
2011-07-06,1360.3112336967488
2011-07-07,1369.8217387886464
2011-07-08,1345.8896015660935
2011-07-11,1295.7244881887489
2011-07-12,1286.5822871249268
2011-07-13,1310.2858912691902
2011-07-14,1299.0611272168658
2011-07-15,1290.9494448418238
2011-07-18,1256.9225456102297
2011-07-19,1284.6449812697103
2011-07-20,1306.1060728293394
2011-07-21,1343.7417272134091
2011-07-22,1348.5884746694796
2011-07-25,1336.266018919702
2011-07-26,1344.920120479709
2011-07-27,1317.680367337947
2011-07-28,1312.1269803765417
2011-07-29,1311.256799705551
2011-08-01,1273.690428249137
2011-08-02,1251.6586396977946
2011-08-03,1234.2131283402528
2011-08-04,1180.458259986476
2011-08-05,1161.382889186697
2011-08-08,1116.9492198179303
2011-08-09,1126.4056638857319
2011-08-10,1076.6393539584863
2011-08-11,1110.9767453839581
2011-08-12,1149.4081757091394
2011-08-15,1173.3871132497482
2011-08-16,1165.3983640023105
2011-08-17,1173.1508491877507
2011-08-18,1107.4680297200703
2011-08-19,1096.0760478720342
2011-08-22,1104.512992858812
2011-08-23,1113.3187079787513
2011-08-24,1131.8282597903894
2011-08-25,1112.8767122482577
2011-08-26,1102.0803792576824
2011-08-29,1132.7528123847294
2011-08-30,1133.4568274170456
2011-08-31,1161.956176609546
2011-09-01,1156.0906625198961
2011-09-02,1120.6063247153052
2011-09-05,1064.7928871431345
2011-09-06,1049.618212253208
2011-09-07,1083.285471717615
2011-09-08,1089.9299833631935
2011-09-09,1035.9938911802005
2011-09-12,997.0454114491315
2011-09-13,1015.3330547505875
2011-09-14,1030.83082635657
2011-09-15,1071.4838722489337
2011-09-16,1074.2846529925805
2011-09-19,1036.7591685787888
2011-09-20,1062.0356910400894
2011-09-21,1043.2398209130981
2011-09-22,980.8709786147978
2011-09-23,992.2993594272684
2011-09-26,1010.7862337740986
2011-09-27,1068.8417821681387
