Date,EAFE ex UK IMI VALUE
1994-05-31,334.28173884815993
1994-06-30,343.01159328526757
1994-07-29,342.1829596768625
1994-08-31,344.3499668525376
1994-09-30,334.36113089023115
1994-10-31,343.06429718891087
1994-11-30,325.1393717815666
1994-12-30,327.96779401996844
1995-01-31,313.98429890043764
1995-02-28,308.36171290422817
1995-03-31,328.849736757023
1995-04-28,339.59574371906916
1995-05-31,331.19844541555636
1995-06-30,324.8077772814583
1995-07-31,343.0641904118834
1995-08-31,329.07893756752446
1995-09-29,333.05334652516086
1995-10-31,323.91432200608006
1995-11-30,332.776847190632
1995-12-29,346.4520588558333
1996-01-31,349.4877056293473
1996-02-29,350.49112446007126
1996-03-29,356.0255118931342
1996-04-30,371.12042011457436
1996-05-31,363.444282665066
1996-06-28,367.1854187473072
1996-07-31,355.54720758822054
1996-08-30,351.00928734930187
1996-09-30,358.7092474272604
1996-10-31,349.28614042213707
1996-11-29,360.6800158143791
1996-12-31,351.19166399834484
1997-01-01,351.19332619689834
1997-01-02,349.6819964386545
1997-01-03,348.92065996496706
1997-01-06,351.1170203885684
1997-01-07,349.58202709097935
1997-01-08,347.5352895894478
1997-01-09,343.20246305444
1997-01-10,337.60717736428455
1997-01-13,342.865101291639
1997-01-14,343.34672895487245
1997-01-15,344.153032548004
1997-01-16,346.57951470350116
1997-01-17,344.6963104958981
1997-01-20,340.36929952371355
1997-01-21,338.7660494332403
1997-01-22,340.4981376249689
1997-01-23,339.91424624832695
1997-01-24,338.7106106061621
1997-01-27,334.67656449558564
1997-01-28,334.129461233036
1997-01-29,334.6152813538521
1997-01-30,334.34573639231036
1997-01-31,338.6129758973711
1997-02-03,337.206989049091
1997-02-04,338.078519887537
1997-02-05,336.10076401024963
1997-02-06,335.71596899158305
1997-02-07,333.10067892638943
1997-02-10,337.6261931884988
1997-02-11,335.87697447700106
1997-02-12,336.37011535459897
1997-02-13,337.1356581047251
1997-02-14,338.65410848718557
1997-02-17,338.16635020229575
1997-02-18,337.8393858624585
1997-02-19,337.1065123571713
1997-02-20,340.97266124941126
1997-02-21,341.8733483766645
1997-02-24,343.59233574395165
1997-02-25,345.4162057835843
1997-02-26,343.04291995099624
1997-02-27,343.96213918665353
1997-02-28,341.0978437875728
1997-03-03,339.6082440383712
1997-03-04,339.8833512178392
1997-03-05,339.20740363776076
1997-03-06,338.80638991188164
1997-03-07,339.1086896503959
1997-03-10,341.8765145073316
1997-03-11,342.57541493337845
1997-03-12,339.9057938538253
1997-03-13,337.1075288470983
1997-03-14,336.4587834267423
1997-03-17,335.78795151630436
1997-03-18,337.5931842531025
1997-03-19,337.59959090778966
1997-03-20,333.619411423396
1997-03-21,337.39994921282954
1997-03-24,334.6997402587281
1997-03-25,337.07195198335717
