Date,NORDIC COUNTRIES IMI VALUE
2007-05-31,1000.0
2007-06-01,1005.8547922835994
2007-06-04,1006.55690963474
2007-06-05,1006.0253164812411
2007-06-06,993.2385380397712
2007-06-07,968.8425573367712
2007-06-08,958.2952054046466
2007-06-11,966.2592414145379
2007-06-12,947.8433186758826
2007-06-13,949.379761085925
2007-06-14,965.6664502673088
2007-06-15,981.2119539262319
2007-06-18,983.5007865095301
2007-06-19,982.813311036785
2007-06-20,993.410755002861
2007-06-21,982.5653511015869
2007-06-22,984.2890310062484
2007-06-25,978.4382972240168
2007-06-26,970.9463470822392
2007-06-27,962.3299092520814
2007-06-28,981.5958487064353
2007-06-29,985.5440997241344
2007-07-02,998.5075791090342
2007-07-03,1006.7693469165717
2007-07-04,1018.2380261572983
2007-07-05,1012.7785590633482
2007-07-06,1017.1716234853941
2007-07-09,1021.1814681204899
2007-07-10,1019.5127029575012
2007-07-11,1023.4751221040058
2007-07-12,1037.1491445815338
2007-07-13,1043.5372547085017
2007-07-16,1046.9334761728946
2007-07-17,1040.6827824344355
2007-07-18,1037.4880461944747
2007-07-19,1044.4366227083417
2007-07-20,1040.384556973938
2007-07-23,1040.1139957771227
2007-07-24,1027.2105369023998
2007-07-25,1006.3965594070041
2007-07-26,980.5486560094143
2007-07-27,968.0968901132873
2007-07-30,972.9327381660536
2007-07-31,990.5508282931992
2007-08-01,967.7764944769751
2007-08-02,975.2650653295482
2007-08-03,966.2833185709367
2007-08-06,948.7196735210612
2007-08-07,957.7371013044133
2007-08-08,984.3401348264126
2007-08-09,949.7799323519686
2007-08-10,916.5968406922758
2007-08-13,935.970023616283
2007-08-14,924.2279148679664
2007-08-15,905.2055415268013
2007-08-16,868.3886838913951
2007-08-17,898.8286189328422
2007-08-20,906.1033500662135
2007-08-21,896.8109623489357
2007-08-22,916.7151287400171
2007-08-23,930.1617412851105
2007-08-24,939.5881250896099
2007-08-27,937.5898975883517
2007-08-28,917.1564601170165
2007-08-29,925.6114496147349
2007-08-30,932.4771652842736
2007-08-31,941.237329427248
2007-09-03,944.7544896947173
2007-09-04,949.1807197926246
2007-09-05,941.4184515967981
2007-09-06,945.1259473871922
2007-09-07,928.6062224772629
2007-09-10,918.5928442675299
2007-09-11,937.6044512023049
2007-09-12,945.7456627006178
2007-09-13,953.6843940561404
2007-09-14,941.3986713562015
2007-09-17,928.8661122332687
2007-09-18,937.2416778946259
2007-09-19,979.7834932927453
2007-09-20,981.8214550371142
2007-09-21,991.9779227328355
2007-09-24,988.4723441518528
2007-09-25,971.9244185444687
2007-09-26,980.5310062131624
2007-09-27,999.0116752737864
2007-09-28,1008.2146706467801
2007-10-01,1017.494165163309
2007-10-02,1008.1791894726283
2007-10-03,1006.8846259382033
2007-10-04,1001.3557996732602
2007-10-05,1009.1930518540466
2007-10-08,999.4850885142779
2007-10-09,1008.3373559528565
2007-10-10,1014.097698542089
2007-10-11,1032.87159510722
2007-10-12,1023.4092341031934
2007-10-15,1020.1272922910731
2007-10-16,1005.4946029827423
2007-10-17,1011.1676237184851
2007-10-18,1006.2874237800988
2007-10-19,997.8953533411292
2007-10-22,965.1909606101981
2007-10-23,992.2381297088548
2007-10-24,978.3501254298147
2007-10-25,996.2053262692555
2007-10-26,1005.309155437105
2007-10-29,1017.2717119198371
2007-10-30,1016.0569753859696
2007-10-31,1025.521477953467
2007-11-01,1005.1510232012602
2007-11-02,999.5015577758627
2007-11-05,993.0861642736375
2007-11-06,1006.8377165073019
2007-11-07,1007.5445103174021
2007-11-08,1005.3969493678838
2007-11-09,985.6862412231284
2007-11-12,969.0436730045053
2007-11-13,968.9301551053645
2007-11-14,978.8109881769858
2007-11-15,955.6727070177776
2007-11-16,945.1784025643319
2007-11-19,921.4589585609941
2007-11-20,946.3230352803494
2007-11-21,926.8824253166564
2007-11-22,928.3200882534401
2007-11-23,939.2204640817112
2007-11-26,948.0380069908928
2007-11-27,935.0733920939118
2007-11-28,957.2572932201344
2007-11-29,961.374577728383
2007-11-30,965.248401852093
2007-12-03,959.0433863583638
2007-12-04,948.173714035937
2007-12-05,958.4534368416188
2007-12-06,962.4738475834109
2007-12-07,965.0438355899104
2007-12-10,974.3861041663476
2007-12-11,969.8769288634159
2007-12-12,970.4618282865694
2007-12-13,945.2760783757977
2007-12-14,932.534139309672
2007-12-17,906.9372989735306
2007-12-18,904.8516996326729
2007-12-19,901.0233840477086
2007-12-20,894.9682433775854
2007-12-21,911.2922086073131
2007-12-24,912.71716988134
2007-12-25,912.71716988134
2007-12-26,920.9294999994579
2007-12-27,929.1835536754269
