Date,WORLD ex USA IMI VALUE
1994-05-31,289.9681941466709
1994-06-30,295.85648179093334
1994-07-29,298.0160875748016
1994-08-31,302.59095559920695
1994-09-30,293.91952260182734
1994-10-31,302.9655799504745
1994-11-30,287.59925643244213
1994-12-30,289.8803998411895
1995-01-31,279.05594713663993
1995-02-28,275.49559378377586
1995-03-31,293.84228723436144
1995-04-28,302.8391007486291
1995-05-31,298.2719605064362
1995-06-30,293.1020293452048
1995-07-31,309.4372095833913
1995-08-31,298.0966612283632
1995-09-29,302.5007072374353
1995-10-31,295.4687493369296
1995-11-30,302.34658916552985
1995-12-29,314.2496613174362
1996-01-31,316.5801172946992
1996-02-29,317.697386606528
1996-03-29,322.2646349072387
1996-04-30,334.8548792097107
1996-05-31,330.42184684839833
1996-06-28,332.4616384127509
1996-07-31,323.9344222067545
1996-08-30,323.5624813935909
1996-09-30,330.8303422960546
1996-10-31,327.55769995781316
1996-11-29,340.1471313334847
1996-12-31,335.69017635838446
1997-01-01,335.69083808749144
1997-01-02,332.90826674975926
1997-01-03,332.83558539826265
1997-01-06,334.64972948702626
1997-01-07,333.8920667226802
1997-01-08,332.3121297905588
1997-01-09,329.4275970678988
1997-01-10,324.6616713180026
1997-01-13,328.849940442713
1997-01-14,330.0971036346781
1997-01-15,331.0280756289654
1997-01-16,333.3803581226879
1997-01-17,331.9078248348357
1997-01-20,328.3695916061533
1997-01-21,327.12729718455745
1997-01-22,328.3462417075515
1997-01-23,327.4371521904459
1997-01-24,325.7517517484299
1997-01-27,322.40991952964447
1997-01-28,321.7743355665074
1997-01-29,322.0759117444565
1997-01-30,321.8742235699017
1997-01-31,325.14396173152653
1997-02-03,324.4401916525943
1997-02-04,325.5246809167059
1997-02-05,324.8808795903023
1997-02-06,324.2766706239407
1997-02-07,322.60003763118556
1997-02-10,326.2863864897702
1997-02-11,325.2341700851663
1997-02-12,325.27577149212726
1997-02-13,325.64423251609657
1997-02-14,326.76640361859154
1997-02-17,326.3073846939689
1997-02-18,325.3980614284471
1997-02-19,325.4591932830925
1997-02-20,328.15450415579795
1997-02-21,328.89058635602845
1997-02-24,330.9801416207776
1997-02-25,332.6515289211237
1997-02-26,330.5875556306027
1997-02-27,330.95229105055057
1997-02-28,328.61220674699047
1997-03-03,327.10462373570505
1997-03-04,327.88188505276287
1997-03-05,327.3454876383034
1997-03-06,327.7777183119017
1997-03-07,328.0758664230909
1997-03-10,330.3776094600656
1997-03-11,330.9634703255954
1997-03-12,328.24176178996163
1997-03-13,325.8842561752084
1997-03-14,325.8968427323404
1997-03-17,324.50816854132796
1997-03-18,325.6193876850292
1997-03-19,325.5807097186564
1997-03-20,321.443053535992
1997-03-21,324.62833174510916
1997-03-24,322.7784533974625
1997-03-25,325.3776048152374
1997-03-26,327.5815818018686
1997-03-27,328.35615711344866
1997-03-28,328.2182325860949
1997-03-31,328.65767653194735
1997-04-01,323.8479968455201
1997-04-02,324.7172760670824
1997-04-03,323.4680942959395
1997-04-04,321.74532682225794
1997-04-07,319.18285523333066
1997-04-08,319.4628613817288
1997-04-09,318.6530024628697
1997-04-10,317.6168798757775
1997-04-11,317.09968852350465
1997-04-14,315.3486556579355
1997-04-15,317.952902346288
1997-04-16,319.8606914398749
1997-04-17,321.1207229985615
1997-04-18,323.0991742906668
1997-04-21,326.2033979908476
1997-04-22,325.6302739148476
1997-04-23,327.6933445299133
1997-04-24,327.64595382164316
1997-04-25,325.43810804405916
1997-04-28,324.9261016459061
1997-04-29,327.1426714176731
1997-04-30,329.3568684612755
1997-05-01,332.2119955618437
1997-05-02,333.1935680482201
1997-05-05,334.32268947142813
1997-05-06,341.1731719227645
1997-05-07,341.54132928300015
1997-05-08,342.6781305469079
