Date,EUROPE IMI VALUE
1994-05-31,181.3691493338155
1994-06-30,179.6898182820133
1994-07-29,189.27900459841365
1994-08-31,193.93406849234898
1994-09-30,186.5147220959218
1994-10-31,194.65592002364565
1994-11-30,187.28750141264763
1994-12-30,187.55052481901333
1995-01-31,186.37657698480731
1995-02-28,189.05482772267644
1995-03-31,197.62161536852872
1995-04-28,203.0343861063195
1995-05-31,208.05700526733978
1995-06-30,208.26695416543
1995-07-31,218.22526307543964
1995-08-31,207.78342650099705
1995-09-29,212.79295149593798
1995-10-31,211.9875160118921
1995-11-30,212.57997824336942
1995-12-29,220.02855055699928
1996-01-31,220.8566006174376
1996-02-29,225.16130083916374
1996-03-29,226.50248168233233
1996-04-30,228.77913479210807
1996-05-31,233.1203861125484
1996-06-28,234.40048464830872
1996-07-31,232.20698017718976
1996-08-30,238.22963442267474
1996-09-30,242.0451174034654
1996-10-31,247.9605641637528
1996-11-29,260.0063424078107
1996-12-31,267.4666312534661
1997-01-01,267.46579131974454
1997-01-02,263.15673463486576
1997-01-03,263.8309862886797
1997-01-06,264.04139199267297
1997-01-07,264.79155875747233
1997-01-08,265.42409088431305
1997-01-09,266.1302988435523
1997-01-10,264.96116956002703
1997-01-13,267.10601222341893
1997-01-14,269.21747626529117
1997-01-15,270.3783453547042
1997-01-16,271.96122062653546
1997-01-17,270.67523829490807
1997-01-20,269.3205706217769
1997-01-21,268.7732516885882
1997-01-22,268.84200924590084
1997-01-23,269.1474557124817
1997-01-24,268.0046580338781
1997-01-27,266.2110551812122
1997-01-28,265.27134693147156
1997-01-29,264.8398922859042
1997-01-30,266.2441599241283
1997-01-31,267.65191987086905
1997-02-03,267.2290845968404
1997-02-04,268.4017129444156
1997-02-05,271.0289387717469
1997-02-06,271.029554913721
1997-02-07,270.5654700248509
1997-02-10,272.751168945059
1997-02-11,271.41159637206414
1997-02-12,270.82944587730356
1997-02-13,270.99577834843234
1997-02-14,271.5061351292031
1997-02-17,270.4305052308226
1997-02-18,270.17805060690284
1997-02-19,270.27882824633866
1997-02-20,270.2588105555009
1997-02-21,270.602596888212
1997-02-24,273.02003695633016
1997-02-25,274.762098641387
1997-02-26,272.8329018165589
1997-02-27,272.63142179166374
1997-02-28,271.2162545068524
1997-03-03,269.99311093366236
1997-03-04,271.7895873875885
1997-03-05,272.19996880268246
1997-03-06,274.5878286628572
1997-03-07,274.60354372049164
1997-03-10,277.61661710062674
1997-03-11,278.0454382202221
1997-03-12,275.5568949470911
1997-03-13,274.3100587077168
1997-03-14,275.1358887855273
1997-03-17,272.8742391325307
1997-03-18,272.06608863942245
1997-03-19,272.4065890835591
1997-03-20,267.5685534973015
1997-03-21,270.1672408723547
1997-03-24,269.04617283615664
1997-03-25,272.2059324491128
1997-03-26,274.9013177591975
1997-03-27,277.59900374613255
1997-03-28,277.92637263441327
1997-03-31,278.97261603389927
1997-04-01,272.73866920986575
1997-04-02,272.0842284111002
1997-04-03,270.37018505419155
1997-04-04,270.80430888032976
1997-04-07,270.2860475047755
1997-04-08,270.0749746849201
1997-04-09,271.194445394603
1997-04-10,271.32071153543563
1997-04-11,269.5612861560911
1997-04-14,268.47489950601465
1997-04-15,270.80541803006776
1997-04-16,271.31351227620024
1997-04-17,272.5260933908831
1997-04-18,273.17633108740006
1997-04-21,275.09980492030166
1997-04-22,274.5415860163114
1997-04-23,275.79364421008677
1997-04-24,275.9424841730372
1997-04-25,273.5056926786789
1997-04-28,273.38684599837154
1997-04-29,276.5845098408586
1997-04-30,276.5165161562029
1997-05-01,278.19652152222085
1997-05-02,278.22695564620454
1997-05-05,279.6556342303528
1997-05-06,283.37228674219733
1997-05-07,284.0176862817007
1997-05-08,284.83670654044596
1997-05-09,287.84638265537484
1997-05-12,290.03872871044257
1997-05-13,292.0322156814246
1997-05-14,293.36495524354297
1997-05-15,293.61116477003605
1997-05-16,294.8739941197804
1997-05-19,292.9804784948233
1997-05-20,293.3125765186741
1997-05-21,296.56322972934777
1997-05-22,295.5892467996011
1997-05-23,297.1094048018128
1997-05-26,297.68099792044666
1997-05-27,296.42393519700437
1997-05-28,295.11472078169663
1997-05-29,294.3874024995033
1997-05-30,290.7221432062915
1997-06-02,289.04223732919775
1997-06-03,290.27038807699915
1997-06-04,290.2340455901178
1997-06-05,291.61421225010486
1997-06-06,293.6905866289006
1997-06-09,296.6880664671693
1997-06-10,296.44036356884664
1997-06-11,297.08077492772134
1997-06-12,298.84581680317444
