Date,EMU IMI VALUE
1994-05-31,191.55649847523898
1994-06-30,187.82250292719763
1994-07-29,198.3818002983264
1994-08-31,200.2443235616748
1994-09-30,190.89785845262924
1994-10-31,197.15007796211876
1994-11-30,190.55093234741085
1994-12-30,190.11231795423703
1995-01-31,188.77826078031546
1995-02-28,192.5985450982194
1995-03-31,198.48247682029498
1995-04-28,204.46083546882434
1995-05-31,208.43139862491466
1995-06-30,209.43118062158317
1995-07-31,218.85731254710447
1995-08-31,205.9896490575952
1995-09-29,206.45221884783365
1995-10-31,205.26716488085196
1995-11-30,206.28750231482215
1995-12-29,213.7303214634241
1996-01-31,217.76917793948047
1996-02-29,221.82917794977186
1996-03-29,222.00132001079675
1996-04-30,223.78965889497096
1996-05-31,228.5727526329121
1996-06-28,230.87076515310375
1996-07-31,227.37619747731299
1996-08-30,229.58091012534737
1996-09-30,233.33377380313675
1996-10-31,236.2526059001945
1996-11-29,247.66328782339136
1996-12-31,253.15836731486675
1997-01-01,253.15836731486675
1997-01-02,250.1166333479233
1997-01-03,250.06925593316265
1997-01-06,250.25781816796686
1997-01-07,250.8863200965679
1997-01-08,251.9180276300501
1997-01-09,252.47805468994554
1997-01-10,252.66048874348618
1997-01-13,255.38516764945638
1997-01-14,256.77666655415226
1997-01-15,258.17230490561866
1997-01-16,259.39548626811984
1997-01-17,257.9317511875046
1997-01-20,257.0717060880039
1997-01-21,256.1047207299755
1997-01-22,256.4477760942971
1997-01-23,257.9423381789092
1997-01-24,257.62208712354396
1997-01-27,255.85989770504827
1997-01-28,255.0606160166648
1997-01-29,254.5181555847438
1997-01-30,256.6459538294075
1997-01-31,258.38074057750816
1997-02-03,257.14460462813497
1997-02-04,258.17350271719846
1997-02-05,260.4259211908305
1997-02-06,260.6758209473752
1997-02-07,259.5065664786149
1997-02-10,261.99741437338304
1997-02-11,259.5817587380819
1997-02-12,259.40773599587425
1997-02-13,260.4827516300801
1997-02-14,261.1738647461082
1997-02-17,259.5490196956496
1997-02-18,260.6941657114907
1997-02-19,259.1847236476111
1997-02-20,258.9714519264518
1997-02-21,259.1949529301717
1997-02-24,261.61844967146715
1997-02-25,263.94647307866074
1997-02-26,261.53354491920766
1997-02-27,261.7325321649055
1997-02-28,259.79229637377176
1997-03-03,259.08062692551283
1997-03-04,260.6106979925007
1997-03-05,261.572734003975
1997-03-06,263.71003818817536
1997-03-07,263.63909907989955
1997-03-10,267.8189990906662
1997-03-11,268.1232557134429
1997-03-12,265.5243124409247
1997-03-13,263.739216384213
1997-03-14,264.2280769380412
1997-03-17,262.7012377796229
1997-03-18,261.75924062702603
1997-03-19,261.97576704300513
1997-03-20,257.2102319693695
1997-03-21,260.3021366796296
1997-03-24,258.78517212635603
1997-03-25,261.6141530754003
1997-03-26,264.1893049403646
1997-03-27,267.66043660584654
1997-03-28,267.71296709393687
1997-03-31,268.46626477963525
1997-04-01,261.4675374410014
1997-04-02,260.8885417311694
1997-04-03,258.8091754160762
1997-04-04,258.92387296387636
1997-04-07,257.8973104865146
1997-04-08,258.0068639671112
1997-04-09,259.1336118531555
1997-04-10,258.4411142450696
1997-04-11,256.5111309942203
1997-04-14,255.12154888690938
1997-04-15,257.3886854366592
1997-04-16,258.3591800513869
1997-04-17,259.8719546224784
1997-04-18,260.1813900981997
1997-04-21,262.0459194613877
1997-04-22,260.4775502140877
1997-04-23,262.41024178062275
1997-04-24,262.2055278758071
1997-04-25,259.85245300909423
1997-04-28,259.19869594477524
1997-04-29,262.1129399617356
1997-04-30,262.9003003887817
1997-05-01,265.17755248501703
1997-05-02,265.1851995164528
1997-05-05,267.0209412101339
1997-05-06,269.1690353271612
1997-05-07,269.3174807894946
1997-05-08,271.10097392617416
1997-05-09,274.05906862377844
1997-05-12,275.66004195591626
1997-05-13,277.66706790278766
1997-05-14,278.9839218718609
1997-05-15,279.5286837069255
1997-05-16,281.17252852009574
1997-05-19,279.11967772812176
1997-05-20,279.4557594755768
1997-05-21,283.2283486900027
1997-05-22,282.51717633757926
1997-05-23,284.3603506181951
1997-05-26,283.84973971783637
1997-05-27,282.9701036085931
1997-05-28,280.32498313712483
1997-05-29,279.35414867422924
1997-05-30,275.4348841961873
1997-06-02,274.2475690666791
1997-06-03,276.10615371003576
1997-06-04,276.7190430237908
1997-06-05,278.501636979981
1997-06-06,279.99548424592734
1997-06-09,282.28283008911774
1997-06-10,280.17652425538563
1997-06-11,281.5610656035407
1997-06-12,283.51643475019534
1997-06-13,284.12088400721944
1997-06-16,285.77239558939544
1997-06-17,283.1909592161937
1997-06-18,284.39830356997066
1997-06-19,286.08610794193925
1997-06-20,286.04842957905583
1997-06-23,287.7079278754808
1997-06-24,287.76565532504395
1997-06-25,291.9053673907139
1997-06-26,291.66243534604195
1997-06-27,289.85733587134683
1997-06-30,287.1374084511582
1997-07-01,292.01427040808477
1997-07-02,292.22911756356297
1997-07-03,296.1118034468584
1997-07-04,296.3784166685913
1997-07-07,300.1916118886829
1997-07-08,297.51853463512896
1997-07-09,299.0384033019761
1997-07-10,298.2021815352517
1997-07-11,297.4524486315219
1997-07-14,296.1237340762906
1997-07-15,293.66062131892227
1997-07-16,297.8122537160263
1997-07-17,298.2555120121922
1997-07-18,294.9107334500755
1997-07-21,292.22522063977965
1997-07-22,296.13773296528353
1997-07-23,299.9422592431429
1997-07-24,296.12043806705947
1997-07-25,296.8331222099866
1997-07-28,297.0626390471932
1997-07-29,297.3534129232462
1997-07-30,298.772062915019
1997-07-31,300.1740240645571
1997-08-01,295.3684880171432
1997-08-04,290.89258010124195
1997-08-05,288.596520700472
1997-08-06,292.190671052815
1997-08-07,295.4461516048356
1997-08-08,295.4612898573605
1997-08-11,293.02975217085935
1997-08-12,294.04974394846414
1997-08-13,292.9498154086465
1997-08-14,289.79207681952016
1997-08-15,290.43934455799916
1997-08-18,286.8347221331012
1997-08-19,290.99584185178935
1997-08-20,290.82684175873254
1997-08-21,291.9892846621796
1997-08-22,289.29606535370834
1997-08-25,288.9590773968646
1997-08-26,288.01332868623984
1997-08-27,286.6452221719007
1997-08-28,285.89861895930903
1997-08-29,282.8402728954863
1997-09-01,284.36713271992056
1997-09-02,287.67834231467674
1997-09-03,291.06678234723705
1997-09-04,290.49925519249376
1997-09-05,293.7575028290671
1997-09-08,293.0621759208698
1997-09-09,292.40216650991925
1997-09-10,291.0207811171267
1997-09-11,288.7026529802161
1997-09-12,291.21930881956166
1997-09-15,294.1522181809714
1997-09-16,296.85678082597497
1997-09-17,299.25136859439806
1997-09-18,300.63372845880144
1997-09-19,301.06110333082677
1997-09-22,301.6098261412022
1997-09-23,300.57459419412965
1997-09-24,305.6342251342102
1997-09-25,306.5484281910821
1997-09-26,307.41246148777196
1997-09-29,308.40462086510576
1997-09-30,309.72680294075997
1997-10-01,310.98529049369563
1997-10-02,313.12626803016826
1997-10-03,316.93399304514946
1997-10-06,316.5161435335766
1997-10-07,317.4504220980961
1997-10-08,317.44774345846383
1997-10-09,313.04950119376025
1997-10-10,309.65583075573153
1997-10-13,314.43858892218265
1997-10-14,314.0477088292647
1997-10-15,313.0179202219947
1997-10-16,312.5597214137958
1997-10-17,305.47113935650344
1997-10-20,305.29025134169785
1997-10-21,307.648761640522
1997-10-22,307.5129817874125
1997-10-23,300.3737068809786
