Date,PACIFIC IMI VALUE
1994-05-31,575.4277861575896
1994-06-30,601.5488316234124
1994-07-29,586.5398537572739
1994-08-31,590.0113886439175
1994-09-30,575.7763439623455
1994-10-31,589.1845224080934
1994-11-30,553.3295322063185
1994-12-30,560.5590375793208
1995-01-31,526.8975020516705
1995-02-28,507.1110132615312
1995-03-31,551.0750065547816
1995-04-28,569.2568925350463
1995-05-31,541.250507447929
1995-06-30,522.5819991957972
1995-07-31,556.4714647585868
1995-08-31,539.9205589778734
1995-09-29,544.2233001743596
1995-10-31,521.6033749662804
1995-11-30,543.4743536360372
1995-12-29,568.1082699852908
1996-01-31,573.2241328280087
1996-02-29,568.0801908318564
1996-03-29,580.2508859657484
1996-04-30,618.0243345967065
1996-05-31,591.85326714364
1996-06-28,596.3717325786483
1996-07-31,571.5190037299564
1996-08-30,555.0082777742576
1996-09-30,569.935452916239
1996-10-31,541.0595771552917
1996-11-29,553.7744077378989
1996-12-31,521.7257262983372
1997-01-01,521.73009719256
1997-01-02,522.2419558727357
1997-01-03,520.3439663285891
1997-01-06,526.0785974560312
1997-01-07,520.9567267800841
1997-01-08,513.7432107001425
1997-01-09,501.4913229830873
1997-01-10,487.0976138332206
1997-01-13,496.9336388498761
1997-01-14,496.01963881569696
1997-01-15,496.21549890910995
1997-01-16,500.50282386733574
1997-01-17,498.0748745207239
1997-01-20,488.6503515713836
1997-01-21,485.796882544864
1997-01-22,490.0110222767428
1997-01-23,486.3013534245059
1997-01-24,483.16553317690784
1997-01-27,475.3493616068769
1997-01-28,475.0550073875273
1997-01-29,477.15870016218776
1997-01-30,473.1133870504719
1997-01-31,481.3319207875921
1997-02-03,479.26165887415357
1997-02-04,480.01771427025534
1997-02-05,471.62088582633083
1997-02-06,469.76498636861027
1997-02-07,464.474488336618
1997-02-10,472.45743919530656
1997-02-11,471.4828124315577
1997-02-12,472.87560576332004
1997-02-13,473.4083434141446
1997-02-14,476.28105815295737
1997-02-17,477.18710707349817
1997-02-18,474.4848692424239
1997-02-19,474.262500034096
1997-02-20,484.7224289908495
1997-02-21,486.45858348865505
1997-02-24,487.9042241442037
1997-02-25,489.50867073607697
1997-02-26,487.08578801344817
1997-02-27,489.26793054168286
1997-02-28,484.50507864072955
1997-03-03,481.8939139700302
1997-03-04,480.2941405625617
1997-03-05,476.795386841914
1997-03-06,472.3320924192489
1997-03-07,472.9099481756586
1997-03-10,473.49901746621356
1997-03-11,474.80142663567466
1997-03-12,471.23639754503677
1997-03-13,466.47823564587134
1997-03-14,464.32539922647817
1997-03-17,465.2216674140535
1997-03-18,471.4545200486638
1997-03-19,471.0642697765667
1997-03-20,468.1514178232597
1997-03-21,473.2817015009227
1997-03-24,468.34499886423896
1997-03-25,470.2150825285323
1997-03-26,471.86320490287295
1997-03-27,469.74662308787873
1997-03-28,468.6123308569708
1997-03-31,468.4288936725688
1997-04-01,465.76504496626103
1997-04-02,470.89790565504734
1997-04-03,470.60981381686537
1997-04-04,463.7525272923633
1997-04-07,455.54583255698435
1997-04-08,457.1397834605983
1997-04-09,451.8570674068148
1997-04-10,448.13723280404633
1997-04-11,451.4917768745095
1997-04-14,447.71402835920463
1997-04-15,450.52594948680326
1997-04-16,455.615246223029
1997-04-17,457.16338731693764
1997-04-18,462.6795627554637
1997-04-21,469.34607695826713
1997-04-22,467.92153365450815
1997-04-23,472.23581613937966
1997-04-24,471.6999760972506
1997-04-25,470.0499714264152
1997-04-28,468.5096511727811
1997-04-29,468.18432395791143
1997-04-30,475.57070889801827
1997-05-01,481.25492227104075
1997-05-02,483.24982570173836
1997-05-05,483.8907171772477
1997-05-06,499.6351136830175
1997-05-07,499.6745926845707
1997-05-08,501.6602706635987
1997-05-09,505.20103935419655
1997-05-12,519.7477474150724
1997-05-13,519.0657257100399
1997-05-14,522.8406283404532
1997-05-15,527.0409528855836
1997-05-16,532.8637333195695
1997-05-19,531.5566123876017
1997-05-20,540.0799158450777
1997-05-21,531.9341952772669
1997-05-22,525.550403341961
1997-05-23,530.3069007953296
1997-05-26,528.9184586316347
1997-05-27,525.4314245141093
1997-05-28,535.0454919210662
1997-05-29,531.8051602071984
1997-05-30,525.8987765632401
1997-06-02,533.8247184639708
1997-06-03,536.2583263041842
1997-06-04,537.5027383514538
1997-06-05,538.639997612248
1997-06-06,539.0468071790617
1997-06-09,547.6238707650404
1997-06-10,550.4624218959195
1997-06-11,553.8223367742407
1997-06-12,545.962750214133
1997-06-13,544.4899380993467
1997-06-16,553.886077775081
1997-06-17,553.1623644304842
1997-06-18,552.2361231697162
1997-06-19,550.781394569273
1997-06-20,549.8485316654242
1997-06-23,547.3779659081439
1997-06-24,549.0574688683305
1997-06-25,559.2981121653222
1997-06-26,560.9734633401797
1997-06-27,554.1103933186967
1997-06-30,556.7596958860871
1997-07-01,549.4904487670827
1997-07-02,551.7821278929553
1997-07-03,553.4804365341943
1997-07-04,548.5589468974141
1997-07-07,549.3606982077116
1997-07-08,548.9457081888658
1997-07-09,545.1636438472486
1997-07-10,544.9077848315493
