Date,WORLD IMI VALUE
1994-05-31,261.731771053657
1994-06-30,263.2895535955077
1994-07-29,267.4432935904401
1994-08-31,273.43487475670463
1994-09-30,265.76011124120674
1994-10-31,272.1908985771812
1994-11-30,259.42858539460735
1994-12-30,262.20442665471086
1995-01-31,258.63435629520615
1995-02-28,260.66120949106556
1995-03-31,273.40428682206556
1995-04-28,281.8559359462681
1995-05-31,283.417818315749
1995-06-30,282.0728157123262
1995-07-31,295.2738180320959
1995-08-31,290.5474368303565
1995-09-29,297.7079885960536
1995-10-31,292.1156231442146
1995-11-30,301.931411057618
1995-12-29,312.456808918582
1996-01-31,317.6604765440789
1996-02-29,319.55785985118666
1996-03-29,324.17021048259903
1996-04-30,332.3895285241162
1996-05-31,332.2505362089561
1996-06-28,333.73742969115455
1996-07-31,323.5745950873761
1996-08-30,326.7067769816856
1996-09-30,336.62960445301485
1996-10-31,340.0450844033545
1996-11-29,357.5931974931973
1996-12-31,354.9800517742015
1997-01-01,354.98043238589844
1997-01-02,352.5958105381428
1997-01-03,354.08618310478084
1997-01-06,355.12748216346705
1997-01-07,355.19905055799427
1997-01-08,353.76564413442594
1997-01-09,353.50494245542853
1997-01-10,351.3352519370593
1997-01-13,353.73344994495375
1997-01-14,356.35643730112884
1997-01-15,357.0106879037458
1997-01-16,358.39654348602875
1997-01-17,358.5337871533649
1997-01-20,356.70114016000065
1997-01-21,356.80339738837233
1997-01-22,357.79672468402595
1997-01-23,355.7552573291781
1997-01-24,353.4398027215025
1997-01-27,350.8466741717257
1997-01-28,350.11004922874207
1997-01-29,351.6886943963295
1997-01-30,353.25878614503705
1997-01-31,355.38860680795636
1997-02-03,355.2916421313647
1997-02-04,356.54444887600573
1997-02-05,354.67557919496437
1997-02-06,354.52279680950625
1997-02-07,354.85782729366764
1997-02-10,356.7092494507674
1997-02-11,356.9937254888983
1997-02-12,358.97317140338106
1997-02-13,360.93768548933355
1997-02-14,361.3750852977111
1997-02-17,361.11028913722384
1997-02-18,362.1107305021064
1997-02-19,361.41841428470156
1997-02-20,361.41444777189406
1997-02-21,361.962207297701
1997-02-24,364.6553860205716
1997-02-25,366.3143996748774
1997-02-26,363.811450153833
1997-02-27,362.3950880791588
1997-02-28,360.41641711884995
1997-03-03,360.24035530013384
1997-03-04,360.03613530399673
1997-03-05,361.2707742210219
1997-03-06,361.50403097414295
1997-03-07,363.2681445860706
1997-03-10,366.1672299024901
1997-03-11,366.2116806631009
1997-03-12,363.15095457694844
1997-03-13,358.2677008832683
1997-03-14,359.2670754337973
1997-03-17,358.45630208191136
1997-03-18,357.79728155068983
1997-03-19,357.29889574505927
1997-03-20,354.1322430294465
1997-03-21,356.3673875262156
1997-03-24,356.97346791929067
1997-03-25,358.2778216694139
1997-03-26,359.2599230285869
1997-03-27,356.3879499656223
1997-03-28,356.30845036932027
1997-03-31,353.5865912437608
1997-04-01,351.2683058917001
1997-04-02,349.8113633274407
1997-04-03,348.3314050113605
1997-04-04,348.03345536826015
1997-04-07,348.0093100124736
1997-04-08,348.9957491405081
1997-04-09,347.58857635638714
1997-04-10,346.79401054707233
1997-04-11,342.9349551547263
1997-04-14,342.3089993703191
1997-04-15,345.90209900435144
1997-04-16,348.4310937249137
1997-04-17,348.94429959970574
1997-04-18,350.9570148066063
1997-04-21,351.24085815546186
1997-04-22,352.88725618422677
1997-04-23,353.4975207407534
1997-04-24,353.00597198709625
1997-04-25,350.91419984802127
1997-04-28,352.09124128714456
1997-04-29,357.06562583537305
1997-04-30,359.4398292343249
1997-05-01,360.8115482057761
1997-05-02,364.1386074264326
1997-05-05,367.92145821339614
1997-05-06,372.06498068929835
1997-05-07,369.8794672691213
1997-05-08,371.53521725172277
1997-05-09,374.0730826466296
1997-05-12,379.5758536333942
1997-05-13,379.486737455798
1997-05-14,381.53357760249656
1997-05-15,382.5916838504514
1997-05-16,382.6519479246019
1997-05-19,382.19237067922353
1997-05-20,384.9317478064216
1997-05-21,384.5500885979343
1997-05-22,383.04056373903165
1997-05-23,386.4733700166521
1997-05-26,386.5477377568714
1997-05-27,385.12988203287324
1997-05-28,385.8897259642605
1997-05-29,384.8192841921872
1997-05-30,384.15281757090736
1997-06-02,384.5787125304878
1997-06-03,386.3659255566974
1997-06-04,385.86632411256437
1997-06-05,387.3914869087069
1997-06-06,390.4293558926453
1997-06-09,393.1518285712767
1997-06-10,394.5668604953181
1997-06-11,396.1232777331572
1997-06-12,398.41068512260637
1997-06-13,400.4046882698338
1997-06-16,402.14958318980405
1997-06-17,400.7257780031134
1997-06-18,400.55793345518435
1997-06-19,402.215480307006
1997-06-20,401.59445795942315
1997-06-23,398.13990118779657
1997-06-24,401.3524256390647
1997-06-25,402.61443063954624
1997-06-26,402.3457923411529
1997-06-27,401.1370856756922
1997-06-30,400.46640484363155
1997-07-01,402.63503190209764
1997-07-02,405.253185750482
1997-07-03,410.47593126390484
1997-07-04,409.65689093954455
1997-07-07,409.71065974250104
1997-07-08,409.72972535120624
1997-07-09,407.03439149554464
1997-07-10,408.1921817187088
1997-07-11,408.5123457891525
1997-07-14,408.5049184117841
1997-07-15,407.39963697382893
1997-07-16,410.79827948230354
1997-07-17,410.0430191892608
1997-07-18,406.24478718181746
1997-07-21,404.5089445510618
1997-07-22,409.2473052598934
1997-07-23,410.8400637325686
1997-07-24,410.560169770311
1997-07-25,410.06680504953835
1997-07-28,409.8474763706639
1997-07-29,411.31844618372656
1997-07-30,413.50666018826195
1997-07-31,414.6164953174231
1997-08-01,410.807881179208
1997-08-04,409.1586327349289
1997-08-05,408.20121693138407
1997-08-06,411.21827275369924
1997-08-07,410.5974321875896
1997-08-08,408.17201181245747
1997-08-11,408.2740383613616
1997-08-12,407.38561293183204
1997-08-13,406.02561736391107
1997-08-14,404.6176354180042
1997-08-15,401.7240101293681
1997-08-18,400.9793500265372
1997-08-19,403.6187945631205
1997-08-20,406.8480439413213
1997-08-21,405.04739159017123
1997-08-22,402.9099127405767
1997-08-25,402.4438286312616
1997-08-26,402.08494218533735
1997-08-27,401.0433410794098
1997-08-28,398.64167421436923
1997-08-29,395.2570502813059
1997-09-01,393.8823930888518
1997-09-02,399.3453448811159
1997-09-03,402.65951028924115
1997-09-04,403.00606767524704
1997-09-05,403.667707755497
1997-09-08,404.6048518745437
1997-09-09,406.7621137240593
1997-09-10,403.82612596799424
1997-09-11,399.62130068350933
1997-09-12,401.83769231287766
1997-09-15,403.0532286792351
1997-09-16,407.64803743043376
1997-09-17,408.10079889849885
1997-09-18,409.60781105455527
1997-09-19,409.78958660158736
1997-09-22,410.8110510812397
1997-09-23,410.11119559718855
1997-09-24,412.5091098370374
1997-09-25,411.4665661387127
1997-09-26,412.6256864349741
1997-09-29,414.1407954206926
1997-09-30,414.328391106223
1997-10-01,416.9069940627826
1997-10-02,417.4238743783779
1997-10-03,419.3199806671729
1997-10-06,421.67223065619714
1997-10-07,422.7988353755154
1997-10-08,421.0803938106106
1997-10-09,418.059905890447
1997-10-10,417.0068314208349
1997-10-13,417.8552487645901
1997-10-14,417.7542371388602
1997-10-15,417.10034280772743
1997-10-16,417.3422489801323
1997-10-17,413.1862948432643
1997-10-20,413.69147786391244
1997-10-21,417.4814452404301
1997-10-22,416.88395162582526
1997-10-23,407.96761739393725
1997-10-24,407.1972601700859
1997-10-27,391.75273894138314
1997-10-28,392.5706086922917
1997-10-29,399.61484172651376
1997-10-30,394.41669600505315
1997-10-31,397.7423589407886
1997-11-03,403.9540497196896
1997-11-04,404.08874683394885
1997-11-05,403.7677228530177
1997-11-06,402.30709606333374
1997-11-07,395.878436810739
1997-11-10,394.94579824285984
1997-11-11,395.54671694838083
1997-11-12,388.92194349794215
1997-11-13,389.99036458111084
1997-11-14,390.2146314646165
1997-11-17,399.7158967000428
1997-11-18,400.5201251969399
1997-11-19,397.38328939217007
1997-11-20,402.30805583008527
1997-11-21,405.4900797612658
1997-11-24,401.02538432807484
1997-11-25,397.3017203469109
1997-11-26,397.4229739210267
1997-11-27,398.61851892917997
1997-11-28,400.0779317520014
1997-12-01,405.96688291500834
1997-12-02,406.83189163926335
1997-12-03,407.95540571840013
1997-12-04,407.3791061282464
1997-12-05,408.94559923099587
1997-12-08,408.63373250465054
1997-12-09,408.6662238090785
1997-12-10,407.3998081555224
1997-12-11,401.1408253821286
1997-12-12,400.9804441228661
1997-12-15,402.1450243504405
1997-12-16,403.64629287334037
1997-12-17,407.99188842639455
1997-12-18,405.1342233976641
1997-12-19,398.5506322368607
1997-12-22,396.95814374361646
1997-12-23,396.3057710469217
1997-12-24,395.1866433408497
1997-12-25,395.27567070060473
1997-12-26,395.76148846643866
