Date,NORTH AMERICA IMI VALUE
1994-05-31,205.97270486228336
1994-06-30,201.5629206648112
1994-07-29,207.94803012125314
1994-08-31,215.59406325442475
1994-09-30,210.26456013193567
1994-10-31,212.74496706407965
1994-11-30,204.22506837703014
1994-12-30,207.2635212510497
1995-01-31,212.20975826935896
1995-02-28,221.06945952367096
1995-03-31,225.89080685489333
1995-04-28,233.00944755971096
1995-05-31,242.00164844658764
1995-06-30,245.5065597044748
1995-07-31,253.5600714809774
1995-08-31,257.5574158577819
1995-09-29,267.1557438139939
1995-10-31,264.0035961014934
1995-11-30,276.4339158286484
1995-12-29,284.10838560462236
1996-01-31,292.5567188975139
1996-02-29,294.85786390394264
1996-03-29,299.2620030109241
1996-04-30,301.7351820603501
1996-05-31,306.94266329189963
1996-06-28,307.5288046067107
1996-07-31,296.64468824282653
1996-08-30,303.92728681186065
1996-09-30,316.3504600536219
1996-10-31,328.43263466480903
1996-11-29,351.0092013712846
1996-12-31,350.3416567102656
1997-01-01,350.3416567102656
1997-01-02,348.63423290549207
1997-01-03,351.8122673909129
1997-01-06,351.8990274127736
1997-01-07,353.1536815154711
1997-01-08,352.0839564372512
1997-01-09,355.05040999486624
1997-01-10,356.25705336723456
1997-01-13,356.26561644209727
1997-01-14,360.32934212148933
1997-01-15,360.70325983362767
1997-01-16,360.90045366701395
1997-01-17,363.00110134323745
1997-01-20,363.40239029989755
1997-01-21,364.99033774039435
1997-01-22,365.5926607133015
1997-01-23,362.36216639734295
1997-01-24,359.5147676223069
1997-01-27,358.15712673150637
1997-01-28,357.47142000529976
1997-01-29,360.3768993158016
1997-01-30,363.8603381742203
1997-01-31,364.4288562257676
1997-02-03,365.2499359920772
1997-02-04,366.6659093650951
1997-02-05,363.5064551034333
1997-02-06,363.80618728584477
1997-02-07,366.6261556721837
1997-02-10,366.0783723643544
1997-02-11,368.05183618730314
1997-02-12,372.14961426977277
1997-02-13,375.9110799111999
1997-02-14,375.4582640602021
1997-02-17,375.4599399618806
1997-02-18,378.62886592857956
1997-02-19,377.18965118912917
1997-02-20,373.71759070761516
1997-02-21,374.00264755526933
1997-02-24,377.1897437081675
1997-02-25,378.71646523752105
1997-02-26,375.8628341525894
1997-02-27,372.36232215673107
1997-02-28,370.96782544586614
1997-03-03,372.44031302752785
1997-03-04,371.13101944155557
1997-03-05,374.53095554124735
1997-03-06,374.6147354900441
1997-03-07,378.0657069516427
1997-03-10,381.4953980601935
