Date,ACWI VOTING RIGHTS-ADJUSTED
2018-12-03,1013.5723293996825
2018-12-04,991.9222961866922
2018-12-05,986.9215118976127
2018-12-06,976.2893629076353
2018-12-07,965.531921055018
2018-12-10,957.8540629067573
2018-12-11,958.657138059106
2018-12-12,969.4965411636878
2018-12-13,969.8311113376257
2018-12-14,954.3412768869418
2018-12-17,942.0212544128168
2018-12-18,938.4868655763656
2018-12-19,932.7296290909303
2018-12-20,918.6743348586103
2018-12-21,906.4505773437643
2018-12-24,891.8762044639446
2018-12-25,888.0612518146725
2018-12-26,911.9056794157402
2018-12-27,917.7288151623624
2018-12-28,922.6383723825801
2018-12-31,929.0573467570331
2019-01-01,929.1006657217878
2019-01-02,926.2921453073426
2019-01-03,913.5434917303198
2019-01-04,937.0925436865778
2019-01-07,945.5208404362235
2019-01-08,951.9737101369249
2019-01-09,960.9117173922647
2019-01-10,964.614152060423
2019-01-11,964.9259695577125
2019-01-14,960.0708772807295
2019-01-15,967.9937321780437
2019-01-16,969.7839568804307
2019-01-17,973.7263022333045
2019-01-18,985.6652269266993
2019-01-21,985.8249371932883
2019-01-22,975.4999802454178
2019-01-23,976.2484314816357
2019-01-24,978.5845950146921
2019-01-25,988.1039858191664
2019-01-28,982.1262107468526
2019-01-29,982.6832146059214
2019-01-30,992.6930629451056
2019-01-31,1001.0490713584833
2019-02-01,1001.662553413719
2019-02-04,1004.7581450626747
2019-02-05,1010.9081645493154
2019-02-06,1009.0941364384163
2019-02-07,999.7206692250015
2019-02-08,996.2056896638667
2019-02-11,996.7254562447561
2019-02-12,1007.7834546962463
2019-02-13,1011.4693608689189
2019-02-14,1009.1020168287885
2019-02-15,1016.7037934213472
2019-02-18,1020.1716656059413
2019-02-19,1021.6412816342778
2019-02-20,1026.6105109402818
2019-02-21,1024.448449852515
2019-02-22,1029.4140412345712
2019-02-25,1032.658295231658
2019-02-26,1032.1962434209127
2019-02-27,1032.1165642466724
2019-02-28,1028.3836654667004
2019-03-01,1033.0529338968445
2019-03-04,1030.6602604086443
2019-03-05,1029.2926775597125
2019-03-06,1025.547428173861
2019-03-07,1017.2975909571421
2019-03-08,1011.1622475382208
2019-03-11,1022.426845522607
2019-03-12,1027.4866864723344
2019-03-13,1032.8050872385072
2019-03-14,1033.1948841396186
2019-03-15,1040.0412313389108
2019-03-18,1045.6894210230453
2019-03-19,1046.907563632179
2019-03-20,1042.742382013448
2019-03-21,1049.8998046220895
2019-03-22,1034.7223429144913
2019-03-25,1029.779756214496
2019-03-26,1036.9797330091073
2019-03-27,1033.4892551535502
2019-03-28,1034.1820986233154
2019-03-29,1041.227959678719
2019-04-01,1053.0414626668896
2019-04-02,1053.0242403918028
2019-04-03,1059.0369628395767
2019-04-04,1059.0407242678568
2019-04-05,1062.7929528387638
2019-04-08,1064.604260738763
2019-04-09,1061.0012811497759
2019-04-10,1063.4121702099314
2019-04-11,1062.3852364449556
2019-04-12,1067.8555799594053
2019-04-15,1068.5061297738657
2019-04-16,1070.2378458567061
2019-04-17,1069.5883572091884
