Date,PERU IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1000.295431347449
1999-01-05,995.7018894116304
1999-01-06,1003.8587766329348
1999-01-07,1004.9796815252746
1999-01-08,1009.8909316386637
1999-01-11,1004.7246728802589
1999-01-12,998.9772989066221
1999-01-13,945.5138925747697
1999-01-14,921.7995631257781
1999-01-15,959.631313004655
1999-01-18,976.8223852664458
1999-01-19,957.8295807200844
1999-01-20,966.2151509352793
1999-01-21,951.6484290079787
1999-01-22,939.6332650866805
1999-01-25,932.1112537702222
1999-01-26,936.0295714064629
1999-01-27,931.7997701291042
1999-01-28,939.3757452247323
1999-01-29,940.8406403483189
1999-02-01,940.5438462756049
1999-02-02,952.00323761749
1999-02-03,955.6229603733491
1999-02-04,960.0085093968939
1999-02-05,958.8285620298465
1999-02-08,962.8428015113376
1999-02-09,965.0584771671105
1999-02-10,965.5355249936973
1999-02-11,966.8361418886424
1999-02-12,968.1857941485254
1999-02-15,972.5770388506634
1999-02-16,968.4477565460006
1999-02-17,969.0694201277014
1999-02-18,975.1666452431604
1999-02-19,976.741453211208
1999-02-22,966.5855079543763
1999-02-23,964.064578721467
1999-02-24,963.8980004948224
1999-02-25,943.6430113550246
1999-02-26,970.5408079198353
1999-03-01,977.9631820989082
1999-03-02,977.4431439619243
1999-03-03,984.4443239428726
1999-03-04,989.9078794002858
1999-03-05,999.8855341345115
1999-03-08,998.2390832331376
1999-03-09,1000.3058171677886
1999-03-10,1002.9088454422916
1999-03-11,1011.247544347885
1999-03-12,1023.4026330284191
1999-03-15,1032.7118828365285
1999-03-16,1020.3537732259191
1999-03-17,1015.4976892156919
1999-03-18,1021.6582846932338
1999-03-19,1025.6788219442842
1999-03-22,1021.1972674421777
1999-03-23,1012.795650185377
1999-03-24,1019.2552414264946
1999-03-25,1016.7867461134625
1999-03-26,1016.8988828500528
1999-03-29,1017.3339333232279
1999-03-30,1021.2538262666744
1999-03-31,1035.7531184128882
1999-04-01,1035.7531184128882
1999-04-02,1035.7531184128882
1999-04-05,1035.5440386571238
1999-04-06,1035.354584519904
1999-04-07,1036.228526229359
1999-04-08,1041.7435465692135
1999-04-09,1040.7418399463195
1999-04-12,1029.0852006608227
1999-04-13,1036.303893960006
1999-04-14,1034.4313956553035
1999-04-15,1038.933755454486
1999-04-16,1065.4585650881852
1999-04-19,1085.2272303819018
1999-04-20,1082.5348857461117
1999-04-21,1081.6241821612002
1999-04-22,1092.3653196862067
1999-04-23,1088.8337057751885
1999-04-26,1084.3410494725765
1999-04-27,1088.07001515125
1999-04-28,1087.9028054472694
1999-04-29,1090.1798289792744
1999-04-30,1099.1707187742127
1999-05-03,1103.1212542106923
1999-05-04,1113.0151682023677
1999-05-05,1113.7290248719746
1999-05-06,1133.7131010027178
1999-05-07,1141.1763916829334
1999-05-10,1146.7412545839754
1999-05-11,1159.899539977251
1999-05-12,1141.6704381920856
1999-05-13,1145.4263184451875
1999-05-14,1147.0183948015042
1999-05-17,1137.3128364753393
1999-05-18,1135.465465884958
1999-05-19,1120.252792950018
1999-05-20,1125.1371984339037
1999-05-21,1118.202260889917
1999-05-24,1120.7066567920506
1999-05-25,1107.8315956067102
1999-05-26,1108.71365345134
1999-05-27,1099.390242181881
1999-05-28,1101.5326734676864
1999-05-31,1108.9064377224695
1999-06-01,1113.3610640774318
1999-06-02,1106.7267207826642
1999-06-03,1114.2892791930672
1999-06-04,1115.4115949395093
1999-06-07,1117.1584193775977
1999-06-08,1131.3360683793023
1999-06-09,1132.1861656128324
1999-06-10,1118.2612055105337
1999-06-11,1123.9063729174247
1999-06-14,1124.4750524054527
1999-06-15,1124.4716738125308
1999-06-16,1119.5421994294536
1999-06-17,1109.6374966218423
1999-06-18,1110.8160204661917
1999-06-21,1110.2277290651766
1999-06-22,1107.4245660168792
1999-06-23,1103.3954274305356
1999-06-24,1106.2602786022537
1999-06-25,1113.7752204446451
1999-06-28,1121.702347803038
1999-06-29,1121.702347803038
1999-06-30,1129.2109645997912
1999-07-01,1136.322292560616
1999-07-02,1135.00128160895
1999-07-05,1132.401460204446
1999-07-06,1133.472948521222
1999-07-07,1133.1378490798734
1999-07-08,1134.7542568346535
1999-07-09,1133.692253365618
1999-07-12,1123.8601266232379
1999-07-13,1113.4245867632117
1999-07-14,1124.767003804171
1999-07-15,1121.5235916651498
1999-07-16,1121.7685633640133
1999-07-19,1114.8339253449633
1999-07-20,1114.166869031332
1999-07-21,1102.9691976245408
1999-07-22,1096.9363585358265
1999-07-23,1098.920273522332
1999-07-26,1095.2165026236441
1999-07-27,1100.2767356589522
1999-07-28,1100.2767356589522
1999-07-29,1100.2767356589522
1999-07-30,1099.0627999620099
1999-08-02,1084.787777056242
1999-08-03,1077.1035975418918
1999-08-04,1078.4580613004996
1999-08-05,1082.1259305020994
