Date,COLOMBIA IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1009.7906364269012
1999-01-05,1023.2828075255586
1999-01-06,1029.4403663963647
1999-01-07,1024.822562766155
1999-01-08,1019.5002387888575
1999-01-11,1019.5002387888575
1999-01-12,982.7523610939621
1999-01-13,942.6016816865477
1999-01-14,939.4815518849206
1999-01-15,940.7711240260701
1999-01-18,946.2924140891582
1999-01-19,931.5213301144809
1999-01-20,945.2344512138038
1999-01-21,936.2929486671004
1999-01-22,929.7533234541827
1999-01-25,916.2974905968989
1999-01-26,898.3104224298755
1999-01-27,909.9484453306984
1999-01-28,891.5984763588257
1999-01-29,866.0276379872004
1999-02-01,863.6150325078478
1999-02-02,862.4666724614917
1999-02-03,854.9634534918298
1999-02-04,852.0511049172577
1999-02-05,862.0026992339674
1999-02-08,861.0663101169281
1999-02-09,869.2073995166713
1999-02-10,883.1388683349425
1999-02-11,895.8126456625952
1999-02-12,909.6324299188918
1999-02-15,910.2036115129788
1999-02-16,904.1791416481884
1999-02-17,904.7378303186554
1999-02-18,915.1543898185507
1999-02-19,918.2435971983997
1999-02-22,919.9143721524779
1999-02-23,920.2907070061193
1999-02-24,896.4809997511811
1999-02-25,887.1833895500737
1999-02-26,899.1755283909848
1999-03-01,892.7964775309907
1999-03-02,886.373066189041
1999-03-03,898.520208066307
1999-03-04,903.0976461154268
1999-03-05,899.2155683750411
1999-03-08,903.5395485789738
1999-03-09,904.3741127008303
1999-03-10,901.1447449971096
1999-03-11,890.410761767818
1999-03-12,890.5133166931463
1999-03-15,892.3738041421384
1999-03-16,903.9608167607452
1999-03-17,914.7338389925764
1999-03-18,917.3889262906556
1999-03-19,933.5700826112784
1999-03-22,933.5700826112784
1999-03-23,939.1628283598776
1999-03-24,940.0059837203098
1999-03-25,955.1837253743209
1999-03-26,948.4726870076728
1999-03-29,947.9281792614939
1999-03-30,942.9423983645136
1999-03-31,947.5751010784899
1999-04-01,947.5751010784899
1999-04-02,947.5751010784899
1999-04-05,947.6119951084981
1999-04-06,944.2704579219792
1999-04-07,936.8537107841084
1999-04-08,942.2455452210987
1999-04-09,960.5792048263977
1999-04-12,982.2542375172907
1999-04-13,1001.3768191583613
1999-04-14,1008.6030545309284
1999-04-15,998.5960106396097
1999-04-16,1024.8350617389424
1999-04-19,1058.1626912770032
1999-04-20,1062.0225660751025
1999-04-21,1058.9442738039447
1999-04-22,1068.0489941376995
1999-04-23,1093.9436168245252
1999-04-26,1121.1355360808923
1999-04-27,1142.8728476753806
1999-04-28,1131.1839727847346
1999-04-29,1159.5952478070308
1999-04-30,1150.5972335641031
1999-05-03,1160.043232014716
1999-05-04,1198.0596498938064
1999-05-05,1184.1599004926443
1999-05-06,1155.8042866835156
1999-05-07,1182.1695856510403
1999-05-10,1193.803987970658
1999-05-11,1199.0430880807523
1999-05-12,1221.7507528569042
1999-05-13,1232.6679823357028
1999-05-14,1223.8751067197602
1999-05-17,1227.5838191643654
1999-05-18,1221.0160583584418
1999-05-19,1204.2346909932892
1999-05-20,1188.1315528132152
1999-05-21,1159.9826168334037
1999-05-24,1150.5918790931491
1999-05-25,1104.5734376078817
1999-05-26,1048.7585423062003
1999-05-27,1097.877337163932
1999-05-28,1124.3498050533478
1999-05-31,1120.8371947496978
1999-06-01,1106.0923209175878
1999-06-02,1090.9379105791836
1999-06-03,1092.8389535179695
1999-06-04,1074.8890708431672
1999-06-07,1076.7774733790634
1999-06-08,1056.9956629978194
1999-06-09,1041.594982568627
1999-06-10,1015.8759826211276
1999-06-11,995.2595157362562
1999-06-14,998.5271473783187
1999-06-15,987.2989441630025
1999-06-16,976.7477912096246
1999-06-17,990.0411850732343
1999-06-18,1000.0485006641834
1999-06-21,995.6392169749787
1999-06-22,982.843890865419
1999-06-23,958.9074460901396
1999-06-24,945.4918793714598
1999-06-25,936.4485943451256
1999-06-28,947.1218769001276
1999-06-29,955.1864551676896
1999-06-30,947.1816929297112
1999-07-01,945.598026933095
1999-07-02,949.2390184274456
1999-07-05,949.2390184274456
1999-07-06,922.0597685116853
1999-07-07,912.8202792377602
1999-07-08,871.6875737170999
1999-07-09,866.6622896214709
1999-07-12,835.415638157138
1999-07-13,844.6883484979288
1999-07-14,855.5715554355544
1999-07-15,885.0095510628795
1999-07-16,910.4729457616197
1999-07-19,910.4848519575144
1999-07-20,910.4848519575144
1999-07-21,918.673908651384
1999-07-22,907.5536219577235
1999-07-23,886.7959588961475
1999-07-26,887.2943912568512
1999-07-27,892.3216395178332
1999-07-28,884.3740387106812
1999-07-29,889.4455249451682
1999-07-30,878.7850824586026
1999-08-02,882.3142174940812
1999-08-03,871.7834239081349
1999-08-04,844.4588361762096
1999-08-05,835.4117499392663
1999-08-06,837.3880891025348
1999-08-09,828.5925960584073
1999-08-10,823.7061250847913
