Date,TAIWAN IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.0995334370298
1999-01-05,960.1282491534829
1999-01-06,956.4469255028571
1999-01-07,989.3254734308974
1999-01-08,996.1164141899394
1999-01-11,994.1466532932717
1999-01-12,982.0680213756331
1999-01-13,976.2747774321834
1999-01-14,962.0020262979282
1999-01-15,992.637611144892
1999-01-18,983.8105737069225
1999-01-19,974.859973550206
1999-01-20,967.478736058672
1999-01-21,967.375417246603
1999-01-22,953.6820881608262
1999-01-25,923.0525861309533
1999-01-26,925.8527917865651
1999-01-27,933.6971005026301
1999-01-28,921.5762441640933
1999-01-29,908.9546504227022
1999-02-01,900.2862892725045
1999-02-02,878.8365946742164
1999-02-03,861.1642588579017
1999-02-04,821.6602042476396
1999-02-05,804.1804127460337
1999-02-08,871.4872131488211
1999-02-09,856.2089232869325
1999-02-10,871.1630668316474
1999-02-11,870.8934403795173
1999-02-12,871.1630668316475
1999-02-15,871.1630668316475
1999-02-16,871.1630668316475
1999-02-17,869.8166015042415
1999-02-18,869.9543699925609
1999-02-19,866.6058158355451
1999-02-22,920.8074766653662
1999-02-23,893.7043981076663
1999-02-24,892.5361947337763
1999-02-25,902.6454214876082
1999-02-26,909.0048293797668
1999-03-01,919.5499460072572
1999-03-02,917.222858089874
1999-03-03,927.8146920697747
1999-03-04,928.3035132817823
1999-03-05,928.8400150303096
1999-03-08,928.7321305111899
1999-03-09,934.5483295076526
1999-03-10,934.4460797633105
1999-03-11,928.4001766562069
1999-03-12,925.5026482574431
1999-03-15,935.9274218923649
1999-03-16,947.9719451869678
1999-03-17,957.2048242445494
1999-03-18,977.6281550680598
1999-03-19,1000.9401581039356
1999-03-22,1007.3853318510288
1999-03-23,1006.0141138644
1999-03-24,998.3162840452042
1999-03-25,1005.1174603415195
1999-03-26,1020.6144999346318
1999-03-29,1008.4948462684915
1999-03-30,999.5294094062104
1999-03-31,997.2411025514123
1999-04-01,1011.6614043500082
1999-04-02,1036.8558351668628
1999-04-05,1037.3321385269167
1999-04-06,1040.9070868111596
1999-04-07,1033.308406603157
1999-04-08,1045.3264200318426
1999-04-09,1040.841283636497
1999-04-12,1026.7063726183908
1999-04-13,1037.8554775451757
1999-04-14,1046.5880827081128
1999-04-15,1058.9511347975647
1999-04-16,1058.4305809148852
1999-04-19,1088.7464600952912
1999-04-20,1097.7187352270282
1999-04-21,1078.8104286081982
1999-04-22,1076.2615044369609
1999-04-23,1102.8223174975772
1999-04-26,1113.8527194966584
1999-04-27,1105.597340220498
1999-04-28,1101.1018772731006
1999-04-29,1081.6063234390094
1999-04-30,1089.7864529711392
1999-05-03,1100.2434720644912
1999-05-04,1123.5825268269011
1999-05-05,1127.8788690473386
1999-05-06,1120.9380291651285
1999-05-07,1110.1423391492042
1999-05-10,1108.897990181628
1999-05-11,1107.2204620600976
1999-05-12,1095.8886751973946
1999-05-13,1084.916367026254
1999-05-14,1095.5249937409012
1999-05-17,1092.2650222860038
1999-05-18,1082.203602175778
1999-05-19,1076.9080853393061
1999-05-20,1083.2331740339528
1999-05-21,1080.5755599943059
1999-05-24,1069.4341744171018
1999-05-25,1036.9578486409605
1999-05-26,1032.5225303156667
1999-05-27,1043.513169586208
1999-05-28,1032.7481290931335
1999-05-31,1006.9700231112233
1999-06-01,1021.8781588297588
1999-06-02,1028.8994057111652
1999-06-03,1034.885903040113
1999-06-04,1036.6309086566453
1999-06-07,1041.2531301600734
1999-06-08,1042.9732027534155
1999-06-09,1039.6021174426767
1999-06-10,1037.0348628844408
1999-06-11,1041.6608360388675
1999-06-14,1042.8296829501971
1999-06-15,1029.351000200931
1999-06-16,1023.5687430548995
1999-06-17,1019.6316253279831
1999-06-18,1019.7892434490716
1999-06-21,1026.51715642427
1999-06-22,1037.9916892301942
1999-06-23,1033.301901369054
1999-06-24,1036.0911694754273
1999-06-25,1018.741133651292
1999-06-28,1014.7437417857802
1999-06-29,1023.1899371625085
1999-06-30,1023.6136331624144
1999-07-01,1023.3830475652993
1999-07-02,1029.1543686114776
1999-07-05,1062.7187428855063
1999-07-06,1043.011673103116
1999-07-07,1040.6744981092604
1999-07-08,1043.6461446697308
1999-07-09,1041.8045048029464
1999-07-12,1032.6798072185727
1999-07-13,1005.297976533748
1999-07-14,970.2707792912431
1999-07-15,968.6601226756674
1999-07-16,907.9216492725126
1999-07-19,874.4317083735549
1999-07-20,923.245143613969
1999-07-21,913.213764599651
1999-07-22,907.5629295794982
1999-07-23,922.4493882945052
1999-07-26,916.1636956032839
1999-07-27,895.370107631015
1999-07-28,903.5478155030269
1999-07-29,884.5857493743463
1999-07-30,884.8584295097047
1999-08-02,871.3772025166579
1999-08-03,866.3778904457521
1999-08-04,865.5820926572819
1999-08-05,847.8087752326247
1999-08-06,827.0557583457132
