Date,THAILAND IMI EQUAL WEIGHTED
1998-11-30,1000.0
1998-12-01,982.416653630471
1998-12-02,960.7505746240696
1998-12-03,947.4428837578622
1998-12-04,939.662787017137
1998-12-07,940.4463835038778
1998-12-08,966.2063817982138
1998-12-09,985.3935156713078
1998-12-10,986.357831987496
1998-12-11,984.1517834184438
1998-12-14,949.8718805802926
1998-12-15,947.1624278507576
1998-12-16,929.8040925224626
1998-12-17,891.1246769637688
1998-12-18,904.0010382296074
1998-12-21,899.8477553178473
1998-12-22,905.640723265929
1998-12-23,913.3509701180476
1998-12-24,913.6189851325965
1998-12-25,939.9301459073392
1998-12-28,941.6054288991796
1998-12-29,922.9634983433939
1998-12-30,938.025635058071
1998-12-31,946.1576861119662
1999-01-01,946.1576861119662
1999-01-04,954.3631889701344
1999-01-05,995.7340741284556
1999-01-06,1025.2773313199268
1999-01-07,1029.0746002168496
1999-01-08,1029.7332489957755
1999-01-11,1041.299820540895
1999-01-12,1041.7571221343992
1999-01-13,993.26715877129
1999-01-14,989.7084990992414
1999-01-15,991.5854825828618
1999-01-18,1009.508038927725
1999-01-19,1004.337009243206
1999-01-20,1021.7799596363124
1999-01-21,1008.8806990671347
1999-01-22,970.2308811962761
1999-01-25,946.2501909826428
1999-01-26,958.343115141975
1999-01-27,972.0960083668576
1999-01-28,954.1265421231138
1999-01-29,939.2282347462942
1999-02-01,940.9356241868975
1999-02-02,926.1636341268406
1999-02-03,906.6588831276379
1999-02-04,903.6506727736682
1999-02-05,888.2564456342878
1999-02-08,871.7821640295247
1999-02-09,848.3953739437662
1999-02-10,841.1299776945473
1999-02-11,836.6030753404702
1999-02-12,884.7549339980254
1999-02-15,897.2874291417035
1999-02-16,896.8317456618985
1999-02-17,870.5564970318451
1999-02-18,874.3578979698237
1999-02-19,868.8266732267587
1999-02-22,855.7702385023302
1999-02-23,860.0912474613327
1999-02-24,858.6769500325998
1999-02-25,853.0971633094216
1999-02-26,880.3945391330067
1999-03-01,880.8666005480923
1999-03-02,875.6550873348708
1999-03-03,878.9565003756035
1999-03-04,873.6001198199311
1999-03-05,864.1649007891218
1999-03-08,861.5856090639212
1999-03-09,835.137678270725
1999-03-10,830.3421053127091
1999-03-11,848.8304451491327
1999-03-12,858.256065064453
1999-03-15,880.3571098251356
1999-03-16,876.6603368264481
1999-03-17,878.0258523475007
1999-03-18,879.8687518332102
1999-03-19,893.8271509476906
1999-03-22,887.0093581235434
1999-03-23,889.5768169782895
1999-03-24,881.0989898634253
1999-03-25,887.4133108618099
1999-03-26,887.7789054958689
1999-03-29,882.1131977946184
1999-03-30,875.2025353655714
1999-03-31,869.7863668784843
1999-04-01,869.0353754017398
1999-04-02,864.1650854458578
1999-04-05,845.3843669269461
1999-04-06,843.2614085643222
1999-04-07,861.0165705576541
1999-04-08,871.352296861263
1999-04-09,878.86798935681
1999-04-12,872.5118049141046
1999-04-13,874.0087896658379
1999-04-14,880.2824138373062
1999-04-15,881.2195075579582
1999-04-16,955.4030274323605
1999-04-19,986.9399800438146
1999-04-20,974.9287567750501
1999-04-21,963.8048307317994
1999-04-22,976.924499308658
1999-04-23,970.2356201413346
1999-04-26,1000.1209755582377
1999-04-27,1033.4971957017635
1999-04-28,1040.9853069505175
1999-04-29,1067.4452740427794
1999-04-30,1139.8713946410244
1999-05-03,1144.4968703395537
1999-05-04,1276.9798657573658
1999-05-05,1276.633095936386
1999-05-06,1298.2726904232468
1999-05-07,1249.435219401472
1999-05-10,1256.649348666467
1999-05-11,1261.8670679631746
1999-05-12,1248.3395803033125
1999-05-13,1223.848664672852
1999-05-14,1221.9081742416201
1999-05-17,1210.2687865249966
1999-05-18,1240.810751818543
1999-05-19,1233.7138183192405
1999-05-20,1229.402111275883
1999-05-21,1221.2110659598304
1999-05-24,1223.258497764917
1999-05-25,1208.896981404722
1999-05-26,1188.3569060767795
1999-05-27,1201.6504907987176
1999-05-28,1178.2118459751089
1999-05-31,1179.7999465897135
1999-06-01,1192.4148543646088
1999-06-02,1225.6842067458538
1999-06-03,1234.8012883581093
1999-06-04,1237.7753843312978
1999-06-07,1269.6610567510813
1999-06-08,1306.2788770507048
1999-06-09,1333.2300361646417
1999-06-10,1356.5772072206275
1999-06-11,1353.8446645870656
1999-06-14,1361.0907032374723
1999-06-15,1340.9753857738654
1999-06-16,1331.070407787966
1999-06-17,1381.2410026316356
1999-06-18,1377.1250126792868
1999-06-21,1418.0579123307036
1999-06-22,1470.4121437376377
1999-06-23,1471.08441909184
1999-06-24,1501.838251356381
1999-06-25,1507.627651568667
1999-06-28,1486.0514577621561
1999-06-29,1457.564793484797
1999-06-30,1471.090946258791
1999-07-01,1473.6886346996187
1999-07-02,1487.0551664020365
1999-07-05,1503.8313275264377
1999-07-06,1497.4597277915836
1999-07-07,1453.1592310872534
1999-07-08,1391.4744637423244
1999-07-09,1421.1751650035617
1999-07-12,1419.7259578270175
1999-07-13,1386.999556157139
1999-07-14,1366.6029754543626
1999-07-15,1380.416115742314
1999-07-16,1351.0206404280414
1999-07-19,1351.2169634519485
1999-07-20,1374.8800927826953
1999-07-21,1394.512030112667
1999-07-22,1366.6410811066971
1999-07-23,1346.0271791737107
1999-07-26,1308.9188993671232
1999-07-27,1310.8601237920577
1999-07-28,1319.3549646104752
1999-07-29,1316.951594774285
1999-07-30,1306.0302987701416
1999-08-02,1290.9366338517223
1999-08-03,1294.5243414209522
1999-08-04,1288.6167903590374
1999-08-05,1271.0405594519857
1999-08-06,1223.6577676363042
1999-08-09,1203.476343877676
1999-08-10,1189.9093604294912
1999-08-11,1157.2625092163457
1999-08-12,1159.843312398384
1999-08-13,1155.7647419049829
1999-08-16,1147.4942020488652
1999-08-17,1110.7652529432369
1999-08-18,1110.3947315959883
1999-08-19,1132.8749406681427
1999-08-20,1194.5169539996318
1999-08-23,1218.9632665254585
1999-08-24,1215.0985655282934
1999-08-25,1257.7616263292255
1999-08-26,1228.8712568229669
1999-08-27,1235.731581844683
1999-08-30,1207.7583097159763
1999-08-31,1185.7986867090376
1999-09-01,1155.2380687279451
1999-09-02,1130.3891455171254
1999-09-03,1132.2765198124398
1999-09-06,1121.6904247326686
