Date,CHILE IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.4346678187403
1999-01-04,1009.134741652736
1999-01-05,1008.7714328374553
1999-01-06,1013.1400230592792
1999-01-07,1004.5314253455737
1999-01-08,1006.0547947527318
1999-01-11,989.3289736763729
1999-01-12,979.6464401383961
1999-01-13,957.3912543198871
1999-01-14,952.0992561343803
1999-01-15,956.4153923718649
1999-01-18,960.964457455249
1999-01-19,955.5086889957284
1999-01-20,956.3999865893643
1999-01-21,950.595662063496
1999-01-22,948.2795165666672
1999-01-25,955.7250504011125
1999-01-26,954.8788199778659
1999-01-27,958.5492632266244
1999-01-28,956.7467953504436
1999-01-29,951.4132159136312
1999-02-01,951.0064763583914
1999-02-02,947.6235969835166
1999-02-03,953.6352780797995
1999-02-04,959.8070142716098
1999-02-05,959.3966265786876
1999-02-08,959.2265119211818
1999-02-09,960.3238675186562
1999-02-10,963.005642247729
1999-02-11,970.4909848143012
1999-02-12,969.6691759090778
1999-02-15,968.6068081182657
1999-02-16,973.205921837965
1999-02-17,974.8802145097134
1999-02-18,983.7909950275899
1999-02-19,992.1155087038633
1999-02-22,995.2042974156446
1999-02-23,993.0419381866283
1999-02-24,999.6381726393121
1999-02-25,992.405809058252
1999-02-26,984.9308079783286
1999-03-01,986.3838374773981
1999-03-02,979.1902504940406
1999-03-03,987.8277779489852
1999-03-04,995.4051562323864
1999-03-05,994.9923527958363
1999-03-08,1006.2695698233006
1999-03-09,1005.601168954303
1999-03-10,1015.757397329784
1999-03-11,1024.9087846083085
1999-03-12,1036.7838657422926
1999-03-15,1038.8698691981458
1999-03-16,1044.3450372126495
1999-03-17,1050.2322634378609
1999-03-18,1050.4854125033305
1999-03-19,1051.9468080883478
1999-03-22,1052.8684809721299
1999-03-23,1051.196124378306
1999-03-24,1055.885714097204
1999-03-25,1069.715664932244
1999-03-26,1077.0774808456151
1999-03-29,1077.5719155573481
1999-03-30,1081.2012207250996
1999-03-31,1090.6001347764818
1999-04-01,1098.112784833828
1999-04-02,1098.9990960725072
1999-04-05,1108.4910784161548
1999-04-06,1117.9957655024887
1999-04-07,1128.2244111057785
1999-04-08,1151.79523539296
1999-04-09,1164.7057057886495
1999-04-12,1167.8827721239577
1999-04-13,1171.683409522897
1999-04-14,1186.8420255383107
1999-04-15,1202.373855753746
1999-04-16,1212.04249526872
1999-04-19,1232.1242011223594
1999-04-20,1235.678941834827
1999-04-21,1243.0849951530863
1999-04-22,1229.6546071394266
1999-04-23,1217.8866723312156
1999-04-26,1217.1315935697755
1999-04-27,1194.7446743045125
1999-04-28,1210.791065713218
1999-04-29,1203.0449156049744
1999-04-30,1214.083809992222
1999-05-03,1222.1936634018282
1999-05-04,1227.0428522892717
1999-05-05,1232.2921049115755
1999-05-06,1244.7744545926957
1999-05-07,1260.799821909573
1999-05-10,1285.6075708168105
1999-05-11,1299.0624312115706
1999-05-12,1296.3472336045356
1999-05-13,1308.7611194071133
1999-05-14,1301.4243895883294
1999-05-17,1284.1588125979192
1999-05-18,1281.2703408420878
1999-05-19,1270.6667280545378
1999-05-20,1261.6488335884007
1999-05-21,1261.7532595432524
1999-05-24,1243.4908590908908
1999-05-25,1233.172328435526
1999-05-26,1238.674441252192
1999-05-27,1243.3461121399528
1999-05-28,1237.1762705243418
1999-05-31,1239.7415283793105
1999-06-01,1233.9402488442008
1999-06-02,1227.3193750069502
1999-06-03,1227.3193750069502
1999-06-04,1236.059125073293
1999-06-07,1242.899645772645
1999-06-08,1246.2130468109535
1999-06-09,1238.9616228448863
1999-06-10,1247.8516038802038
1999-06-11,1243.5263091751167
1999-06-14,1242.7237616324862
1999-06-15,1241.541799549359
1999-06-16,1242.103158970136
1999-06-17,1241.3734739199015
1999-06-18,1226.9860892879012
1999-06-21,1218.5697522875087
1999-06-22,1240.7382146736315
1999-06-23,1230.475201621623
1999-06-24,1217.208123173157
1999-06-25,1203.27614114838
1999-06-28,1203.8183057824758
1999-06-29,1203.8183057824758
1999-06-30,1209.2081624035734
1999-07-01,1224.8932121695361
1999-07-02,1241.3247796171588
1999-07-05,1252.9499061498152
1999-07-06,1256.8336991772599
1999-07-07,1258.459928723907
1999-07-08,1261.1821757487494
1999-07-09,1265.632066625987
1999-07-12,1250.025223914557
1999-07-13,1252.444365486005
1999-07-14,1253.0913181233118
1999-07-15,1257.8826751295471
1999-07-16,1260.0175661533474
1999-07-19,1260.9294032617054
1999-07-20,1255.0255965235908
1999-07-21,1253.5044418300224
1999-07-22,1251.593573424077
1999-07-23,1243.0948025630244
1999-07-26,1234.9124276076707
1999-07-27,1232.6369355251886
1999-07-28,1234.130422682763
1999-07-29,1227.5696923241862
1999-07-30,1231.1948750638376
1999-08-02,1228.4195247057066
1999-08-03,1225.1753486366963
1999-08-04,1228.0383701514877
1999-08-05,1226.4666021727392
1999-08-06,1230.1305386854394
1999-08-09,1225.8618162442413
1999-08-10,1216.2886263772755
1999-08-11,1215.2115543457096
1999-08-12,1216.8355848676886
1999-08-13,1215.5052855072424
1999-08-16,1212.3681236561117
1999-08-17,1208.2401900318964
1999-08-18,1200.3640562387031
1999-08-19,1195.043344272099
1999-08-20,1193.6245543707305
1999-08-23,1196.2237754013859
1999-08-24,1191.3720424844685
1999-08-25,1197.7930638089292
1999-08-26,1199.535279227918
1999-08-27,1198.4759076748248
1999-08-30,1197.6641384948684
1999-08-31,1198.985945753715
1999-09-01,1204.1347738350287
1999-09-02,1200.5832690775064
1999-09-03,1199.1111397031395
1999-09-06,1197.779884086429
1999-09-07,1203.0779408004917
1999-09-08,1211.855574346149
1999-09-09,1217.1934471718143
1999-09-10,1209.151709325232
1999-09-13,1210.0327971189743
1999-09-14,1209.266456455559
1999-09-15,1207.3271227183473
1999-09-16,1206.9519273900307
1999-09-17,1208.7455282965523
1999-09-20,1209.9023493504974
1999-09-21,1205.6117165894987
1999-09-22,1203.8532693684076
1999-09-23,1194.053646785889
1999-09-24,1192.8985295698708
1999-09-27,1193.8673478015999
1999-09-28,1186.0937033498476
1999-09-29,1183.0346503232763
1999-09-30,1188.0062472167656
1999-10-01,1187.8924903080717
1999-10-04,1200.6682747561147
1999-10-05,1201.2604926538388
1999-10-06,1199.7153402587269
1999-10-07,1198.9508580076747
1999-10-08,1192.4089831473993
1999-10-11,1189.207889293499
1999-10-12,1189.207889293499
1999-10-13,1173.4848531098808
1999-10-14,1171.5867249413632
1999-10-15,1155.315228500494
1999-10-18,1138.6133327359694
1999-10-19,1146.5014828535561
1999-10-20,1155.0151466976986
1999-10-21,1161.1482529961886
1999-10-22,1162.7710448975197
1999-10-25,1157.0201873240837
1999-10-26,1155.0849686748147
1999-10-27,1146.8899403561768
1999-10-28,1148.3410335828842
1999-10-29,1155.1707976768862
1999-11-01,1155.1707976768862
1999-11-02,1156.2271799068285
1999-11-03,1165.0088509663815
1999-11-04,1163.1253835980813
1999-11-05,1169.5440141824597
1999-11-08,1172.5226691508863
1999-11-09,1180.4554511797178
1999-11-10,1176.1993171349336
1999-11-11,1179.8193054073536
1999-11-12,1191.662575829538
1999-11-15,1200.8557971798439
1999-11-16,1207.9410274954162
1999-11-17,1200.0298424892496
