Date,AC PACIFIC SMALL CAP
1994-05-31,810.7455421792878
1994-06-30,867.205086994719
1994-07-29,848.9716827987788
1994-08-31,849.4310939240996
1994-09-30,827.033265306366
1994-10-31,834.5402864365913
1994-11-30,768.0323413987635
1994-12-30,780.0055288245065
1995-01-31,737.3176862955613
1995-02-28,703.3843775345069
1995-03-31,732.8613936827142
1995-04-28,740.8630706857194
1995-05-31,700.2368344334132
1995-06-30,674.9560917525108
1995-07-31,718.1164887026806
1995-08-31,706.1315022234052
1995-09-29,696.5993900499478
1995-10-31,669.2632653624472
1995-11-30,691.3630709642413
1995-12-29,728.6171526052578
1996-01-31,747.9725529368304
1996-02-29,742.5297610541894
1996-03-29,759.0219284553948
1996-04-30,830.3494528707778
1996-05-31,802.214955916337
1996-06-28,801.0393688007513
1996-07-31,757.72390010529
1996-08-30,747.0851673668012
1996-09-30,746.7494135350514
1996-10-31,715.7267600613898
1996-11-29,708.0971614246583
1996-12-31,657.4684496190142
1997-01-01,657.6191891939159
1997-01-02,658.0199461454093
1997-01-03,657.2068953352821
1997-01-06,660.8888590220552
1997-01-07,659.5980766068242
1997-01-08,652.937058236536
1997-01-09,642.8469603667453
1997-01-10,635.5374806599359
1997-01-13,640.6062219987751
1997-01-14,640.1704178600321
1997-01-15,640.2774685026943
1997-01-16,647.2330633453145
1997-01-17,647.235164126773
1997-01-20,642.2779822417518
1997-01-21,638.2128356970164
1997-01-22,638.6530874173799
1997-01-23,633.7280598924893
1997-01-24,632.1526270311789
1997-01-27,626.9394116382455
1997-01-28,621.344361247834
1997-01-29,619.7121244047972
1997-01-30,618.5506926060051
1997-01-31,624.1856839803048
1997-02-03,623.7389388165687
1997-02-04,625.5163353252645
1997-02-05,619.5120157538234
1997-02-06,616.7910878927645
1997-02-07,610.3005999153519
1997-02-10,616.5217955451817
1997-02-11,616.223757680055
1997-02-12,614.5001459582194
1997-02-13,614.9294111822555
1997-02-14,615.7111684595176
1997-02-17,618.4533160329427
1997-02-18,617.2453468893201
1997-02-19,618.0040990635508
1997-02-20,627.1711365773001
1997-02-21,630.4434793673734
1997-02-24,635.480195796335
1997-02-25,636.7609590458832
1997-02-26,635.3214494073347
1997-02-27,636.5230279419625
1997-02-28,636.2942862762524
1997-03-03,633.2189775202417
1997-03-04,629.2486271274893
1997-03-05,628.0701156051772
1997-03-06,624.6900070945328
1997-03-07,623.772850608479
1997-03-10,623.119815487967
1997-03-11,623.9452564815575
1997-03-12,618.9571473839435
1997-03-13,615.5373310184972
1997-03-14,609.9477848417122
1997-03-17,610.9244098618701
1997-03-18,614.6819312086179
1997-03-19,611.8521341293242
1997-03-20,608.731111722742
1997-03-21,610.3965579311729
1997-03-24,606.7300256250328
1997-03-25,606.6447887641663
1997-03-26,608.7169425913141
1997-03-27,607.1724828023966
1997-03-28,606.6894176363269
1997-03-31,604.0128136496114
1997-04-01,599.7078107345567
1997-04-02,600.1251788968824
1997-04-03,596.0144799395695
1997-04-04,588.4629700490535
1997-04-07,578.6631648286794
1997-04-08,576.0889201136589
1997-04-09,571.1253981192523
1997-04-10,565.1100435949186
1997-04-11,564.2021934875856
1997-04-14,558.101301880966
1997-04-15,556.8598875958252
1997-04-16,562.0025108785499
1997-04-17,567.7786800683423
1997-04-18,576.1207886187525
1997-04-21,586.7752755120849
1997-04-22,586.470874477159
1997-04-23,589.0653499731163
1997-04-24,587.3263194409677
1997-04-25,587.3762306297917
1997-04-28,583.5142085909841
1997-04-29,581.9118408295384
1997-04-30,587.6761398443157
1997-05-01,592.9427188236841
1997-05-02,593.1161754462624
1997-05-05,593.8189682462178
1997-05-06,604.0433727196844
1997-05-07,605.4588830590769
1997-05-08,607.0732323050624
1997-05-09,611.7106838030701
1997-05-12,620.9573770650152
1997-05-13,621.5538197587858
1997-05-14,623.0934476467181
1997-05-15,628.0387897173697
1997-05-16,635.7879102825133
1997-05-19,636.2835222193971
1997-05-20,645.2045832715612
1997-05-21,641.9478471357614
1997-05-22,636.8128314126908
1997-05-23,640.0767631217033
1997-05-26,637.699256098901
1997-05-27,635.8585660091164
1997-05-28,642.5787228348037
1997-05-29,640.5093369329642
1997-05-30,640.5700755917946
1997-06-02,642.1326120317277
1997-06-03,644.4058404770306
1997-06-04,644.331501064043
