Date,AC EUROPE SMALL CAP
1994-05-31,200.86372016210217
1994-06-30,198.1143172813361
1994-07-29,203.8656265522297
1994-08-31,207.7224763789447
1994-09-30,204.56935242026807
1994-10-31,208.07215257089908
1994-11-30,199.3991509715594
1994-12-30,200.93963837710376
1995-01-31,199.42468749974313
1995-02-28,201.66117634539978
1995-03-31,208.33899994144687
1995-04-28,211.86824379054323
1995-05-31,216.17990923653255
1995-06-30,218.6714578290789
1995-07-31,226.46101192443794
1995-08-31,217.96769288341955
1995-09-29,223.1936960817989
1995-10-31,219.01015281983192
1995-11-30,212.94029436423443
1995-12-29,217.23232503265643
1996-01-31,218.56097655912947
1996-02-29,227.54799803022453
1996-03-29,231.8653637666157
1996-04-30,234.4847324236793
1996-05-31,240.05082522532342
1996-06-28,240.98909611219327
1996-07-31,235.91689550770758
1996-08-30,241.37465212367817
1996-09-30,239.78177413332793
1996-10-31,246.25759191645759
1996-11-29,252.85138498488732
1996-12-31,259.25584631734176
1997-01-01,259.2501224741911
1997-01-02,257.9216085000624
1997-01-03,257.88577637152883
1997-01-06,258.1603055081698
1997-01-07,260.05519214073087
1997-01-08,260.91180711742624
1997-01-09,261.875679524138
1997-01-10,260.9870641841978
1997-01-13,262.13159973063733
1997-01-14,263.3013617105174
1997-01-15,265.01823745956153
1997-01-16,266.0462046583935
1997-01-17,264.88103145797504
1997-01-20,264.37060884693807
1997-01-21,263.60543229223055
1997-01-22,262.59579449836554
1997-01-23,261.95702361787903
1997-01-24,263.1873225164305
1997-01-27,262.34392415941085
1997-01-28,260.0235429074329
1997-01-29,260.91381419269703
1997-01-30,262.35694337411024
1997-01-31,263.36074421953674
1997-02-03,263.7406579573306
1997-02-04,264.4962082313383
1997-02-05,265.6182929198029
1997-02-06,266.24005326224096
1997-02-07,264.95114744445397
1997-02-10,267.7791140185073
1997-02-11,266.79955564193733
1997-02-12,265.6315727406627
1997-02-13,264.8525236600547
1997-02-14,265.306216307239
1997-02-17,264.1189180257787
1997-02-18,264.1831391172612
1997-02-19,264.33932820991555
1997-02-20,264.69563837765
1997-02-21,265.85280818111397
1997-02-24,268.0898832907876
1997-02-25,268.423992524757
1997-02-26,267.0975457207911
1997-02-27,266.39477705436605
1997-02-28,266.140889036641
1997-03-03,264.44617125010245
1997-03-04,264.0871020688926
1997-03-05,264.3521683879668
1997-03-06,265.628302107548
1997-03-07,265.41607404612256
1997-03-10,267.90340577230467
1997-03-11,268.4162421484249
1997-03-12,267.2178368894142
1997-03-13,267.00863930881314
1997-03-14,266.5618154043569
1997-03-17,266.5954137091163
1997-03-18,266.276306531156
1997-03-19,266.0911432785453
1997-03-20,262.93429728789226
1997-03-21,264.5387760257967
1997-03-24,264.2233920895949
1997-03-25,265.1056148028166
1997-03-26,266.27670422567456
1997-03-27,268.6262630000343
1997-03-28,269.14159527126884
1997-03-31,270.3562505488517
1997-04-01,266.13820031984926
1997-04-02,266.06804589261395
1997-04-03,265.0284584872148
1997-04-04,265.31015752826056
1997-04-07,262.9360970103001
1997-04-08,262.88827428213574
1997-04-09,263.0837446361203
1997-04-10,263.32608128695557
1997-04-11,263.13736129251953
1997-04-14,262.2410207939828
1997-04-15,262.43245467116446
1997-04-16,262.99054115975287
1997-04-17,263.94774356790185
1997-04-18,264.5046262285872
1997-04-21,265.8267286634324
1997-04-22,264.9362124753731
1997-04-23,265.0371784990762
1997-04-24,264.7882199285512
1997-04-25,263.21069888938666
1997-04-28,262.5716839207529
1997-04-29,263.3185010789641
1997-04-30,262.7185055218936
1997-05-01,264.09398458841906
