Date,ACFM EUROPE + CIS (E+C) SMALL CAP
2010-11-30,1000.0
2010-12-01,1024.1343542613715
2010-12-02,1053.1751064372697
2010-12-03,1071.1026220391536
2010-12-06,1071.0344124922678
2010-12-07,1086.9117378153871
2010-12-08,1077.5845524602687
2010-12-09,1075.0008179182225
2010-12-10,1080.4038214043533
2010-12-13,1098.4884168850438
2010-12-14,1100.205122968655
2010-12-15,1095.2057242365797
2010-12-16,1085.8709537702146
2010-12-17,1084.3149233376876
2010-12-20,1086.058974852287
2010-12-21,1096.2783969524846
2010-12-22,1097.4471362016739
2010-12-23,1097.5267938001298
2010-12-24,1097.733992945441
2010-12-27,1094.3138410951794
2010-12-28,1095.6442357603023
2010-12-29,1105.5793746163467
2010-12-30,1111.222552007814
2010-12-31,1125.391676325105
2011-01-03,1126.0327992739337
2011-01-04,1129.6500178180656
2011-01-05,1113.4169505716525
2011-01-06,1108.1128613360765
2011-01-07,1103.0403631928773
2011-01-10,1091.740903661784
2011-01-11,1108.3973013168827
2011-01-12,1127.8068087390157
2011-01-13,1142.0815651289058
2011-01-14,1142.786011041156
2011-01-17,1139.6717334839618
2011-01-18,1154.4764649296
2011-01-19,1149.9992255957743
2011-01-20,1121.8085457590164
2011-01-21,1140.1727053922205
2011-01-24,1143.282959984145
2011-01-25,1136.74533455929
2011-01-26,1150.4766241035
2011-01-27,1156.5678743833093
2011-01-28,1143.8887835832984
2011-01-31,1145.2177912956256
2011-02-01,1168.1916891485532
2011-02-02,1165.9416504332146
2011-02-03,1152.7944092396308
2011-02-04,1153.4332117210452
2011-02-07,1167.4509809213607
2011-02-08,1174.8475433309486
2011-02-09,1174.2774133828766
2011-02-10,1157.76071685397
2011-02-11,1158.3830756820885
2011-02-14,1160.3195506662432
2011-02-15,1161.400259717194
2011-02-16,1161.8684945872928
2011-02-17,1165.9056921249257
2011-02-18,1172.6870634650106
2011-02-21,1160.4656805368109
2011-02-22,1153.9256023069229
2011-02-23,1146.9305566437242
2011-02-24,1135.3515986974764
2011-02-25,1150.673282913406
2011-02-28,1167.2352855969368
2011-03-01,1168.472378849437
