Date,ACWI + FRONTIER MKTS (ACWI FM) SMALL CAP
2010-11-30,1000.0
2010-12-01,1018.0050507876481
2010-12-02,1035.052377743165
2010-12-03,1045.4049057452146
2010-12-06,1049.1080463447313
2010-12-07,1053.8113913190148
2010-12-08,1049.0499303217148
2010-12-09,1051.4945490335758
2010-12-10,1058.0515138133835
2010-12-13,1063.233278816388
2010-12-14,1065.2669196472332
2010-12-15,1060.6927993716295
2010-12-16,1061.6142688151479
2010-12-17,1064.2590899117326
2010-12-20,1064.8513257065551
2010-12-21,1074.7529742683294
2010-12-22,1076.5226562728583
2010-12-23,1076.6852086014253
2010-12-24,1076.6728606546305
2010-12-27,1077.3391781960206
2010-12-28,1077.8365656221367
2010-12-29,1083.9389609853226
2010-12-30,1086.7119287566602
2010-12-31,1088.8607019696879
2011-01-03,1098.4418847586198
2011-01-04,1093.245572941607
2011-01-05,1092.5001910643537
2011-01-06,1090.0111935529458
2011-01-07,1086.902941862541
2011-01-10,1085.8296562738456
2011-01-11,1092.2475779525248
2011-01-12,1103.4808633018347
2011-01-13,1107.3508493888291
2011-01-14,1110.0069831445524
2011-01-17,1108.7589959013737
2011-01-18,1114.1486317052863
2011-01-19,1103.9978704582202
2011-01-20,1087.0010779250683
2011-01-21,1086.2231010819846
2011-01-24,1092.3199927421501
2011-01-25,1091.7262042335628
2011-01-26,1103.1007666682447
2011-01-27,1106.0988511777814
2011-01-28,1090.1117731567574
2011-01-31,1093.08695610708
2011-02-01,1111.6562050842008
2011-02-02,1112.3249301156784
2011-02-03,1111.8786181396997
2011-02-04,1115.0243461326056
2011-02-07,1124.0140487835622
2011-02-08,1129.3011031902502
2011-02-09,1123.083436147003
2011-02-10,1119.0725714487153
2011-02-11,1123.4870386216187
2011-02-14,1130.2720302354805
2011-02-15,1126.8486871580155
2011-02-16,1133.1908997922378
2011-02-17,1139.0433699745035
2011-02-18,1141.6587439264506
2011-02-21,1138.5889789295973
2011-02-22,1116.5624024724432
2011-02-23,1104.6757667822085
2011-02-24,1100.7244986639748
2011-02-25,1119.1672395719722
2011-02-28,1126.0393031926963
2011-03-01,1118.8140535579403
2011-03-02,1118.5664683059956
2011-03-03,1132.901068845774
2011-03-04,1133.7904333010854
2011-03-07,1124.2942282573051
2011-03-08,1128.084927346119
2011-03-09,1127.4659999598712
2011-03-10,1103.8851404874179
2011-03-11,1103.6035660691075
2011-03-14,1090.4118464440726
2011-03-15,1065.009054360221
2011-03-16,1064.1043343916308
2011-03-17,1073.4351496520162
2011-03-18,1086.2611266352806
2011-03-21,1106.341531968653
2011-03-22,1109.4546963346686
2011-03-23,1109.4010209853438
2011-03-24,1119.20860730474
2011-03-25,1124.3154430037541
2011-03-28,1120.9596152250165
2011-03-29,1125.7910337050787
2011-03-30,1138.6096922484987
2011-03-31,1143.3837693117991
2011-04-01,1147.723118608177
2011-04-04,1153.899923832773
2011-04-05,1155.3405140173627
2011-04-06,1158.013032016194
2011-04-07,1153.038635854224
2011-04-08,1154.5815322857477
2011-04-11,1148.8323970961571
2011-04-12,1133.3309891550018
2011-04-13,1139.3765906643325
2011-04-14,1142.6796090536259
2011-04-15,1146.7837373186128
2011-04-18,1129.305672609997
2011-04-19,1134.5189864491679
2011-04-20,1155.9711875276591
2011-04-21,1166.8427256106331
2011-04-22,1167.159979978314
2011-04-25,1165.2642471623708
2011-04-26,1171.4980001714337
2011-04-27,1174.9122783861262
2011-04-28,1184.057999769807
2011-04-29,1187.485769802384
2011-05-02,1184.7748827431744
2011-05-03,1171.7583201034045
2011-05-04,1161.6242873828187
2011-05-05,1153.775096065732
2011-05-06,1156.6687918029434
2011-05-09,1159.312202983842
2011-05-10,1171.6668189933441
2011-05-11,1162.3688520802343
2011-05-12,1158.0362883085697
2011-05-13,1149.8016753029326
2011-05-16,1139.0504141907645
2011-05-17,1131.2303722304382
2011-05-18,1144.856643097961
2011-05-19,1146.4069721194455
2011-05-20,1141.3997489580358
2011-05-23,1120.2192138720472
2011-05-24,1121.2607803585706
2011-05-25,1125.7333415461992
2011-05-26,1136.0410362369496
2011-05-27,1146.7687126225762
2011-05-30,1148.542584923797
2011-05-31,1161.5380341024622
2011-06-01,1146.2246278825646
2011-06-02,1139.9855601909392
2011-06-03,1132.6828605542635
2011-06-06,1121.9662612776488
2011-06-07,1125.4939143887445
2011-06-08,1112.2646321222273
2011-06-09,1115.5300381608404
2011-06-10,1100.3634015498283
2011-06-13,1096.3589019624962
2011-06-14,1112.9067795359683
2011-06-15,1098.094680151745
2011-06-16,1086.6512963425175
2011-06-17,1089.6270863703667
2011-06-20,1088.625073692905
2011-06-21,1108.2627350444347
2011-06-22,1107.99930425358
2011-06-23,1097.6663013733175
2011-06-24,1094.9978033770903
2011-06-27,1096.4603404259192
2011-06-28,1109.7406130527888
2011-06-29,1122.9028713148684
2011-06-30,1136.3552780636262
2011-07-01,1148.4840582015515
2011-07-04,1154.2767894569222
2011-07-05,1154.6066072583458
2011-07-06,1155.0620566601956
2011-07-07,1165.9237800796293
2011-07-08,1159.6850705224092
2011-07-11,1134.3742896421804
2011-07-12,1126.85664468573
2011-07-13,1139.8524079778238
2011-07-14,1128.7404961920577
2011-07-15,1131.6530240763777
2011-07-18,1116.815740045938
2011-07-19,1134.1383415971793
2011-07-20,1138.091369711264
2011-07-21,1149.0179136759152
2011-07-22,1155.9578097224028
2011-07-25,1147.762286227904
2011-07-26,1147.5860658205388
2011-07-27,1126.0351285633249
2011-07-28,1119.4162258754868
2011-07-29,1115.4994373338968
2011-08-01,1111.6691862745452
2011-08-02,1084.4320765605457
2011-08-03,1078.1768415737693
2011-08-04,1025.0911647841765
2011-08-05,1000.3520855510704
2011-08-08,934.9446244684744
2011-08-09,965.3315932359557
2011-08-10,949.097042259697
2011-08-11,978.8608956519823
2011-08-12,988.4215514163001
2011-08-15,1012.6063713531266
2011-08-16,1002.8104024841527
2011-08-17,1004.1961582828034
2011-08-18,958.3300212017052
2011-08-19,942.1548458625272
2011-08-22,938.7418521702643
2011-08-23,963.8910063631263
2011-08-24,970.5403520969518
2011-08-25,958.1771969136706
2011-08-26,970.8037328314197
2011-08-29,1002.4181325592411
2011-08-30,1009.7802239813666
2011-08-31,1019.7897126748297
2011-09-01,1008.3353059143429
2011-09-02,986.0825306067568
2011-09-05,971.5974889241801
2011-09-06,961.0557544963444
2011-09-07,989.826614713409
2011-09-08,984.0389752307663
2011-09-09,959.1997097939728
2011-09-12,949.6811376936403
2011-09-13,960.1511764326518
2011-09-14,965.2402019980798
2011-09-15,980.6444828145511
2011-09-16,988.0179653813038
2011-09-19,969.7270141620713
2011-09-20,963.0199624483532
2011-09-21,941.8129943766833
2011-09-22,902.0090231945655
2011-09-23,902.5113916297702
2011-09-26,903.5630259428493
2011-09-27,930.6784605103273
2011-09-28,913.1038511567397
2011-09-29,919.5494103905617
2011-09-30,900.1412974713446
2011-10-03,867.1382203096697
2011-10-04,876.4054195417434
2011-10-05,889.0514172218009
2011-10-06,912.4969543305202
2011-10-07,909.8339291899543
2011-10-10,934.6920056229687
2011-10-11,940.9841524875009
2011-10-12,956.790874453128
2011-10-13,956.2313671635482
2011-10-14,968.5456744844757
2011-10-17,955.2246706388576
2011-10-18,962.1067758337352
2011-10-19,956.7660958456345
2011-10-20,949.3826016486986
2011-10-21,968.9515187907244
2011-10-24,993.6350049097316
2011-10-25,978.8257508489803
2011-10-26,986.1157304240292
2011-10-27,1027.801692220393
2011-10-28,1029.4363459324554
2011-10-31,1003.6896027194608
2011-11-01,969.9404916390763
2011-11-02,984.6627679759323
2011-11-03,999.9385671079815
2011-11-04,1002.0298880740189
2011-11-07,1000.1737672465836
2011-11-08,1007.3193481737871
2011-11-09,977.8021182524157
2011-11-10,973.4503725067452
2011-11-11,995.0955002044965
2011-11-14,987.3974908008283
2011-11-15,987.4332525932
2011-11-16,975.9232550659088
2011-11-17,963.9428835986593
2011-11-18,959.2786489150393
2011-11-21,937.5654811397643
2011-11-22,932.8328952842452
2011-11-23,909.6416317661902
2011-11-24,908.7238883546098
2011-11-25,902.5507846687518
2011-11-28,931.8363772568661
2011-11-29,937.1898007008596
2011-11-30,973.1545037620996
2011-12-01,971.6822773281068
2011-12-02,975.9141637447796
2011-12-05,987.8620545926709
2011-12-06,980.7478796336554
2011-12-07,983.0184330639083
2011-12-08,961.7669590204097
2011-12-09,973.8074248284827
2011-12-12,959.0880730039262
2011-12-13,945.9342068181029
2011-12-14,928.9363428683844
2011-12-15,932.4737131140697
2011-12-16,939.2807112819333
2011-12-19,924.608761296378
2011-12-20,951.100273599318
2011-12-21,954.4591879083104
2011-12-22,959.6152991989416
2011-12-23,965.3858560327798
2011-12-26,965.57545663986
2011-12-27,967.0708518052794
2011-12-28,952.977869524145
2011-12-29,960.6454731539936
2011-12-30,964.388272698783
2012-01-02,965.8984317686044
2012-01-03,981.0403209492165
2012-01-04,977.9168924703304
2012-01-05,976.7468930730721
2012-01-06,974.3534532223767
2012-01-09,977.3876099322543
2012-01-10,990.2072856536446
2012-01-11,991.8040324880405
2012-01-12,996.1405682728339
2012-01-13,991.2780286863475
2012-01-16,992.2786360814933
2012-01-17,999.1495100275143
2012-01-18,1011.3723443238138
2012-01-19,1020.4169638738144
2012-01-20,1023.3430899458685
2012-01-23,1027.4296426023107
2012-01-24,1025.6807513509495
2012-01-25,1033.286379896113
2012-01-26,1039.094474829927
2012-01-27,1043.400876295999
2012-01-30,1035.921770287503
2012-01-31,1039.7652114551008
2012-02-01,1058.914203156706
2012-02-02,1064.6634711277252
2012-02-03,1077.749598636527
2012-02-06,1077.7204482686836
2012-02-07,1078.794948279015
2012-02-08,1083.2406359905863
2012-02-09,1085.0335577492551
2012-02-10,1073.0788018676255
2012-02-13,1083.2838377483715
2012-02-14,1077.0754101282164
2012-02-15,1077.778579079314
2012-02-16,1083.027365589021
2012-02-17,1088.2874049926243
2012-02-20,1094.0136808780996
2012-02-21,1090.8356240316577
2012-02-22,1086.821442640166
2012-02-23,1095.0033845537255
2012-02-24,1098.3589119621336
2012-02-27,1095.8053017109748
2012-02-28,1097.2857771746144
2012-02-29,1092.1764805667126
2012-03-01,1095.4346783366784
2012-03-02,1088.4997841655636
2012-03-05,1082.5854623459318
2012-03-06,1059.0000282472836
2012-03-07,1066.5516516418488
2012-03-08,1082.7961930132847
2012-03-09,1090.0969364843022
2012-03-12,1085.0604726400397
2012-03-13,1101.2253531000254
2012-03-14,1094.716162304919
2012-03-15,1101.504028603131
2012-03-16,1104.748214198014
2012-03-19,1108.792452162625
2012-03-20,1098.5858365179852
2012-03-21,1096.8126448315702
2012-03-22,1087.7137953168055
2012-03-23,1094.140373383778
2012-03-26,1107.8419210915713
2012-03-27,1106.4728573061586
2012-03-28,1098.7175749795213
2012-03-29,1092.9474514839198
2012-03-30,1097.3747902815733
2012-04-02,1105.5683385121627
2012-04-03,1102.5646757771356
2012-04-04,1081.573106164075
2012-04-05,1078.602222801847
2012-04-06,1078.7627079966703
2012-04-09,1067.8051640192311
2012-04-10,1048.8096153369734
2012-04-11,1057.8219210497564
2012-04-12,1075.0272266118834
2012-04-13,1065.8022697874949
2012-04-16,1063.1070817358916
2012-04-17,1076.7228529322383
2012-04-18,1075.5744689618757
2012-04-19,1071.7338100630895
2012-04-20,1075.2328276945675
2012-04-23,1059.7370049870294
2012-04-24,1063.912891727941
2012-04-25,1077.6533535328333
2012-04-26,1085.3874173792553
2012-04-27,1092.3474946946246
2012-04-30,1088.388259653318
2012-05-01,1089.0132929426902
2012-05-02,1091.0468759159392
2012-05-03,1081.0800499626555
2012-05-04,1065.0836610359647
2012-05-07,1059.7051509134753
2012-05-08,1052.80646125712
2012-05-09,1043.618689851052
2012-05-10,1048.8850425482972
2012-05-11,1046.300530246554
2012-05-14,1028.8169992245876
2012-05-15,1020.6525636779693
2012-05-16,1009.255844594458
2012-05-17,996.248126563085
2012-05-18,982.2346828780379
2012-05-21,996.601467543844
2012-05-22,1002.692811992108
2012-05-23,996.1641067830736
2012-05-24,997.7031866199145
2012-05-25,996.1601130809247
2012-05-28,998.541902211188
2012-05-29,1011.4795765861296
2012-05-30,992.8264432632262
2012-05-31,991.424832310895
2012-06-01,966.798269357058
2012-06-04,959.5754973748598
2012-06-05,969.6926125318739
2012-06-06,990.7692097954035
2012-06-07,993.6567947844784
2012-06-08,992.7185119526426
2012-06-11,984.3735642576748
2012-06-12,988.0509300167271
2012-06-13,982.6431718292966
2012-06-14,986.8193396857021
2012-06-15,998.3205256618085
2012-06-18,1003.9856965763677
2012-06-19,1016.412375920416
2012-06-20,1019.4130835563013
2012-06-21,1000.7554335175685
2012-06-22,1000.6720629391939
2012-06-25,986.1772480709229
2012-06-26,986.759522353199
