Date,ACWI + FRONTIER MKTS (ACWI FM) SMALL CAP
2012-06-27,996.765375390112
2012-06-28,996.2910555080284
2012-06-29,1026.0323839865644
2012-07-02,1033.9529648638886
2012-07-03,1045.9761348262061
2012-07-04,1046.5749899206303
2012-07-05,1043.5772125077206
2012-07-06,1032.4119342530628
2012-07-09,1026.5816613266672
2012-07-10,1019.9433326089319
2012-07-11,1016.3664292875609
2012-07-12,1008.3527344970323
2012-07-13,1022.0667379740161
2012-07-16,1021.0622085036119
2012-07-17,1022.5581767912604
2012-07-18,1026.8616959070148
2012-07-19,1033.3232671226388
2012-07-20,1022.6761191300299
2012-07-23,1002.6496444746167
2012-07-24,994.537983386175
2012-07-25,993.9928383079515
2012-07-26,1009.6683440190847
2012-07-27,1026.5175125299709
2012-07-30,1026.8565121547672
2012-07-31,1024.4002317039738
2012-08-01,1016.8243206471341
2012-08-02,1009.2046116709727
2012-08-03,1025.642988588323
2012-08-06,1035.373722510107
2012-08-07,1043.0420770900794
2012-08-08,1043.4715349651574
2012-08-09,1047.4365864553938
2012-08-10,1047.894107951284
2012-08-13,1045.495912853179
2012-08-14,1045.182116365808
2012-08-15,1048.2770665992382
2012-08-16,1057.1594292052207
2012-08-17,1062.6374459953392
2012-08-20,1060.70539144613
2012-08-21,1065.9227599481087
2012-08-22,1061.565740329964
2012-08-23,1060.6810670821715
2012-08-24,1059.080971202171
2012-08-27,1058.7676815163913
2012-08-28,1058.7645537618182
2012-08-29,1060.025217958752
2012-08-30,1050.6212221456458
2012-08-31,1056.8059165986988
2012-09-03,1058.718779924497
2012-09-04,1062.2463296348735
2012-09-05,1059.7898072113235
2012-09-06,1076.463307694969
2012-09-07,1089.6244032829682
2012-09-10,1088.5942878556325
2012-09-11,1091.855297242558
2012-09-12,1098.006561748817
2012-09-13,1106.046982819086
2012-09-14,1124.0530512586909
2012-09-17,1117.2651377175673
2012-09-18,1112.582773681009
2012-09-19,1116.1288449911822
2012-09-20,1108.4509777268704
2012-09-21,1113.4934310793828
2012-09-24,1107.7457868336508
2012-09-25,1101.342727187748
2012-09-26,1089.4151814541951
2012-09-27,1099.5324064812949
2012-09-28,1096.980454211117
2012-10-01,1098.743082521381
2012-10-02,1099.9745071218786
2012-10-03,1096.28139702267
2012-10-04,1105.835378996918
2012-10-05,1109.9022195173668
2012-10-08,1103.1113158705298
2012-10-09,1093.25937854945
2012-10-10,1087.3835123029494
2012-10-11,1090.6861215259023
2012-10-12,1087.5821256300378
2012-10-15,1091.088294903619
2012-10-16,1101.8536572857358
2012-10-17,1112.6695050287644
2012-10-18,1111.4262648647054
2012-10-19,1098.7123852931327
2012-10-22,1097.9753783087754
2012-10-23,1088.6394681222394
2012-10-24,1087.6511215528656
2012-10-25,1090.723914136008
2012-10-26,1085.8463821183148
2012-10-29,1082.9808195688834
2012-10-30,1084.957580636446
2012-10-31,1089.5427347321893
2012-11-01,1102.0033019221805
2012-11-02,1093.905282745683
2012-11-05,1094.5847968870655
2012-11-06,1101.0821806331141
2012-11-07,1086.9606430241909
2012-11-08,1075.989618817951
2012-11-09,1074.7449134685146
2012-11-12,1071.7044368365257
2012-11-13,1066.2620134801866
2012-11-14,1053.5292338568954
2012-11-15,1048.6864836551815
2012-11-16,1050.7950383635505
2012-11-19,1070.1109913138196
2012-11-20,1071.2832931613368
2012-11-21,1073.5500338840893
2012-11-22,1078.2698051001362
2012-11-23,1088.408812679794
2012-11-26,1089.2472358825196
2012-11-27,1088.6040445751637
2012-11-28,1090.158158612868
2012-11-29,1100.990238858176
2012-11-30,1100.9636371289762
2012-12-03,1101.2194619094696
2012-12-04,1102.8519918129914
2012-12-05,1102.996042446758
2012-12-06,1106.1769946291065
2012-12-07,1106.8277561046723
2012-12-10,1109.949257214098
2012-12-11,1116.1991711997985
2012-12-12,1117.3614540482004
2012-12-13,1114.0446832514058
2012-12-14,1114.1216431749992
2012-12-17,1121.548793841178
2012-12-18,1133.1039201490214
2012-12-19,1137.539992331521
2012-12-20,1139.923560634761
2012-12-21,1131.9915928096377
2012-12-24,1130.0695823041435
2012-12-25,1130.8026852246417
2012-12-26,1127.9609919231486
2012-12-27,1129.4182632426355
2012-12-28,1126.3912495519414
2012-12-31,1137.7792577182993
2013-01-01,1138.0074155148502
2013-01-02,1162.4778691177748
2013-01-03,1162.9000116069071
2013-01-04,1168.444181613628
2013-01-07,1170.3119249594245
2013-01-08,1166.6686516521593
2013-01-09,1172.1607407875188
2013-01-10,1177.4904562201682
2013-01-11,1178.5637132788518
2013-01-14,1178.4743880223918
2013-01-15,1181.7964789859159
2013-01-16,1178.0933929747969
2013-01-17,1184.2573128821773
2013-01-18,1187.9192647842285
2013-01-21,1189.4084529099655
2013-01-22,1194.636657950904
2013-01-23,1192.1100155200634
2013-01-24,1194.0283461276333
2013-01-25,1200.5202394621886
2013-01-28,1198.6535095592872
2013-01-29,1200.0235017471223
2013-01-30,1196.609441724234
2013-01-31,1200.1569256544044
2013-02-01,1210.2470074272903
2013-02-04,1199.603781627802
2013-02-05,1202.208983445859
2013-02-06,1208.6514132511836
2013-02-07,1205.7819636171798
2013-02-08,1212.0226133640454
2013-02-11,1208.273668238859
2013-02-12,1214.76672060498
2013-02-13,1217.2949209593987
2013-02-14,1218.2687868590738
2013-02-15,1216.008979865694
2013-02-18,1216.9836548894157
2013-02-19,1226.2886644491657
2013-02-20,1214.7665598498218
2013-02-21,1199.8526892661541
2013-02-22,1208.2493499928466
2013-02-25,1196.5171719616333
2013-02-26,1194.8283968364253
2013-02-27,1205.4694306480833
2013-02-28,1210.2255007450606
2013-03-01,1207.2062861867373
2013-03-04,1206.9152237526298
2013-03-05,1220.2086235494467
2013-03-06,1224.9927662237642
2013-03-07,1227.7418340036254
2013-03-08,1232.8112439871416
2013-03-11,1235.7828414090566
2013-03-12,1233.9330395117533
2013-03-13,1233.724161928692
2013-03-14,1243.487457641397
2013-03-15,1249.0628238085442
2013-03-18,1240.3005540567583
2013-03-19,1236.4121865856557
2013-03-20,1242.9603205089004
2013-03-21,1239.917813963592
2013-03-22,1240.1467258987996
2013-03-25,1239.504924871161
2013-03-26,1243.791438093608
2013-03-27,1243.8168957251683
2013-03-28,1247.551990075841
2013-03-29,1247.3569040983357
2013-04-01,1235.3466951224066
2013-04-02,1232.220266402553
2013-04-03,1222.3427119585065
2013-04-04,1221.0436743203359
2013-04-05,1218.85618851507
2013-04-08,1225.1380785597325
2013-04-09,1228.4416610312644
2013-04-10,1244.010151968018
2013-04-11,1250.9700974851783
2013-04-12,1245.8281527460783
2013-04-15,1215.6215563250757
2013-04-16,1224.0504861637355
2013-04-17,1210.3516372906686
2013-04-18,1205.200873077021
2013-04-19,1214.4107756511671
2013-04-22,1219.1588016088797
2013-04-23,1231.2385388849827
2013-04-24,1239.8853990068312
2013-04-25,1250.3327296226182
2013-04-26,1247.40769341325
2013-04-29,1254.4232146216816
2013-04-30,1263.690150319051
2013-05-01,1250.624238478339
2013-05-02,1255.7808433220262
2013-05-03,1267.5534415025231
2013-05-06,1271.360605305965
2013-05-07,1282.1020529525526
2013-05-08,1291.6298209910367
2013-05-09,1287.3619730568805
2013-05-10,1287.5784706853728
2013-05-13,1286.4503462976536
2013-05-14,1294.5626005701886
2013-05-15,1294.6772632470581
2013-05-16,1292.8581160581423
2013-05-17,1299.515481849186
2013-05-20,1305.2362707805223
2013-05-21,1306.4129131044624
2013-05-22,1292.8100157379204
2013-05-23,1278.1378056845563
2013-05-24,1279.0337744765493
2013-05-27,1277.7083901347069
2013-05-28,1286.7143602411022
2013-05-29,1281.862803910617
2013-05-30,1284.4259472029878
2013-05-31,1275.046188664626
2013-06-03,1272.319421779088
2013-06-04,1269.1689225264038
2013-06-05,1253.7517314868562
2013-06-06,1256.1734455870865
2013-06-07,1262.754139030457
2013-06-10,1267.5233350795534
2013-06-11,1255.6802609221465
2013-06-12,1251.4030299354783
2013-06-13,1257.2054244308479
2013-06-14,1258.4576603516864
2013-06-17,1267.55927548291
2013-06-18,1273.2157499954315
2013-06-19,1267.1832969318216
2013-06-20,1226.2436612645179
2013-06-21,1222.4055722845826
2013-06-24,1202.9585047264147
2013-06-25,1211.9172453364458
2013-06-26,1218.765359630671
2013-06-27,1235.1977967448856
2013-06-28,1238.1282682899043
2013-07-01,1252.2034885261921
2013-07-02,1252.7739059844143
2013-07-03,1249.398128337387
2013-07-04,1254.0938599617107
2013-07-05,1259.8740097044886
2013-07-08,1262.267342969411
2013-07-09,1272.463018198005
2013-07-10,1275.5954307240136
2013-07-11,1295.93918056735
2013-07-12,1299.471957081759
2013-07-15,1303.597148884048
2013-07-16,1302.119002744585
2013-07-17,1305.405125751906
2013-07-18,1313.2085422146226
2013-07-19,1313.0990174506949
2013-07-22,1321.2430896331914
2013-07-23,1322.607395716981
2013-07-24,1316.6940330589982
2013-07-25,1319.0014400984605
2013-07-26,1315.12337912985
2013-07-29,1306.2317320024613
2013-07-30,1311.1524101345099
2013-07-31,1309.8042466742886
2013-08-01,1325.1998173893787
2013-08-02,1330.842895462284
2013-08-05,1334.0836694926215
2013-08-06,1327.054551637005
2013-08-07,1318.4274697038377
2013-08-08,1328.5797554279488
2013-08-09,1330.41576581201
2013-08-12,1331.5660768026742
2013-08-13,1331.5835477510673
2013-08-14,1332.3366095200643
2013-08-15,1313.5951265321387
2013-08-16,1314.068273925502
2013-08-19,1306.9045030851323
2013-08-20,1310.6889371425718
2013-08-21,1302.6049681505206
2013-08-22,1309.8206475959305
2013-08-23,1317.2730635777116
2013-08-26,1316.4847512245037
2013-08-27,1293.0926846975922
2013-08-28,1287.8633809009293
2013-08-29,1294.3425603523453
2013-08-30,1282.6192249424166
2013-09-02,1289.655685952477
2013-09-03,1294.5512789045151
2013-09-04,1304.2990413995299
2013-09-05,1306.6789605490726
2013-09-06,1311.9821675020735
2013-09-09,1329.4092381292262
2013-09-10,1342.3080161761209
2013-09-11,1345.5996214144636
2013-09-12,1342.5993848396072
2013-09-13,1344.8173901769921
2013-09-16,1354.334107377528
2013-09-17,1358.3048771519636
2013-09-18,1368.2074256195942
2013-09-19,1377.959554902967
2013-09-20,1369.724898412087
2013-09-23,1366.9350402379578
2013-09-24,1369.5232224757801
2013-09-25,1369.7374486822023
2013-09-26,1373.6061166337224
2013-09-27,1373.4225564242909
2013-09-30,1370.2957064628329
2013-10-01,1382.0155759941183
2013-10-02,1379.6661826473182
2013-10-03,1372.9250538311117
2013-10-04,1377.1319259626266
2013-10-07,1364.7171031919486
2013-10-08,1352.7457342261039
2013-10-09,1347.0990718330336
2013-10-10,1368.9183607104817
2013-10-11,1381.7966037721974
2013-10-14,1386.206957277204
2013-10-15,1381.2776374113769
2013-10-16,1389.6491536695794
2013-10-17,1405.3939087902945
2013-10-18,1417.654010404817
2013-10-21,1420.5233605044796
2013-10-22,1427.0744693157585
2013-10-23,1419.6368411329277
2013-10-24,1425.9251565627594
2013-10-25,1424.7577837598199
2013-10-28,1423.2029503306444
2013-10-29,1424.681348269634
2013-10-30,1418.513989460474
2013-10-31,1413.2699106914429
2013-11-01,1406.2582728050497
2013-11-04,1414.955980073025
2013-11-05,1411.0412738552861
2013-11-06,1412.2922416859947
2013-11-07,1393.2850779630544
2013-11-08,1400.6562493217116
2013-11-11,1404.1934154162125
2013-11-12,1402.4342365492846
2013-11-13,1405.953019407414
2013-11-14,1413.875731438771
2013-11-15,1420.6606614510767
2013-11-18,1419.033888045089
2013-11-19,1412.008023944923
2013-11-20,1408.7076470984496
2013-11-21,1415.8339197729435
2013-11-22,1421.4080786192897
2013-11-25,1421.9353315088247
2013-11-26,1426.2455275953914
2013-11-27,1429.7981421693523
2013-11-28,1432.567747333382
2013-11-29,1434.2605984469324
2013-12-02,1426.184002300887
2013-12-03,1419.1190071086862
2013-12-04,1413.9938801564617
2013-12-05,1414.3521933144466
2013-12-06,1422.0286614162308
2013-12-09,1424.9156138951307
2013-12-10,1422.3647357593072
2013-12-11,1406.851767538148
2013-12-12,1400.3967585078565
2013-12-13,1402.4018884734783
2013-12-16,1410.0871380779586
2013-12-17,1409.5848937626897
2013-12-18,1421.855020340744
2013-12-19,1418.4108774546864
2013-12-20,1431.417470584566
2013-12-23,1442.400644707112
2013-12-24,1445.4863923797275
2013-12-25,1445.6220029869496
2013-12-26,1449.048600332622
2013-12-27,1454.9499059359734
2013-12-30,1460.4894926310537
2013-12-31,1464.1606279724806
2014-01-01,1464.2765166105837
2014-01-02,1454.2121567088332
2014-01-03,1459.492767317084
2014-01-06,1454.2341568174256
2014-01-07,1460.7380969975768
2014-01-08,1464.2518281773907
2014-01-09,1462.2395328498458
2014-01-10,1475.1629740700537
2014-01-13,1467.8380234907547
2014-01-14,1474.4895820458698
2014-01-15,1480.8515088696026
2014-01-16,1480.69003599281
2014-01-17,1479.4277817141003
2014-01-20,1479.4868019254066
2014-01-21,1482.513006537255
2014-01-22,1487.2826211610688
2014-01-23,1477.5125274674838
2014-01-24,1447.999749886848
2014-01-27,1428.677520970346
2014-01-28,1439.7180266401524
2014-01-29,1435.3629781294005
2014-01-30,1441.5184206508302
2014-01-31,1436.323895239142
2014-02-03,1405.3716643712569
2014-02-04,1404.108280045075
2014-02-05,1402.992029250194
2014-02-06,1419.854019577289
2014-02-07,1434.6504043517818
2014-02-10,1439.4894732429325
2014-02-11,1452.0368860000788
2014-02-12,1459.0966162460888
2014-02-13,1467.4811375677928
2014-02-14,1472.6336683355778
2014-02-17,1477.4164696388038
2014-02-18,1486.1581778823167
2014-02-19,1479.6012859216405
2014-02-20,1482.7030505639918
2014-02-21,1489.233817821219
2014-02-24,1496.7720981714076
2014-02-25,1498.6916717621332
2014-02-26,1499.6880798676395
2014-02-27,1504.08955545123
2014-02-28,1509.9921730645879
2014-03-03,1494.9649726029427
2014-03-04,1519.3089533717086
2014-03-05,1521.4715981982372
2014-03-06,1527.1346716579046
2014-03-07,1525.3176819761475
2014-03-10,1517.804749039559
2014-03-11,1511.9147697361936
2014-03-12,1507.2552226122905
2014-03-13,1497.7567315879994
2014-03-14,1492.8275711924748
2014-03-17,1501.6406901218131
2014-03-18,1517.0445966684647
2014-03-19,1510.7334860623344
2014-03-20,1502.300613490689
2014-03-21,1499.0196276623556
2014-03-24,1488.319823446108
2014-03-25,1490.9898976886652
2014-03-26,1482.5807685594705
2014-03-27,1482.5728518051924
2014-03-28,1487.833400141856
2014-03-31,1506.8498644592025
2014-04-01,1519.8507265619623
2014-04-02,1525.0097093217203
2014-04-03,1517.3718840884399
2014-04-04,1504.3720869643687
2014-04-07,1485.8469660236478
2014-04-08,1488.6473618068042
2014-04-09,1502.66897442723
2014-04-10,1483.6499734296237
2014-04-11,1463.8466705067256
2014-04-14,1460.1309205893087
2014-04-15,1460.4699668134126
2014-04-16,1477.644046621452
2014-04-17,1485.5603559183476
2014-04-18,1486.6264675216091
2014-04-21,1488.7269016518565
2014-04-22,1500.2746417708054
2014-04-23,1496.3607049267957
2014-04-24,1496.1773633433745
2014-04-25,1481.1151496710388
2014-04-28,1473.3534743352438
