Date,AC AMERICAS SMALL CAP
2007-05-31,1000.0
2007-06-01,1007.089023973433
2007-06-04,1010.9314974327177
2007-06-05,1004.2734796676502
2007-06-06,993.6416266907372
2007-06-07,974.2484951026635
2007-06-08,983.8049474953169
2007-06-11,983.4723364392621
2007-06-12,971.981936578755
2007-06-13,983.5292892508601
2007-06-14,990.2127039719797
2007-06-15,1000.2805278818145
2007-06-18,998.7409282118145
2007-06-19,1000.852023339038
2007-06-20,989.502683963509
2007-06-21,993.1325178045375
2007-06-22,986.1179477640416
2007-06-25,978.4695600713868
2007-06-26,974.3657221846859
2007-06-27,985.9937193655314
2007-06-28,988.243020011421
2007-06-29,985.9136195521374
2007-07-02,998.4074017754648
2007-07-03,1002.2489102614772
2007-07-04,1003.0758834809571
2007-07-05,1005.4371307542292
2007-07-06,1010.7184378831055
2007-07-09,1012.5320433964091
2007-07-10,996.9967388228272
2007-07-11,1000.2049502997774
2007-07-12,1016.5376673490673
2007-07-13,1019.1089866703813
2007-07-16,1011.9751573384955
2007-07-17,1012.0688301463704
2007-07-18,1009.6497574945065
2007-07-19,1015.6702738464458
2007-07-20,1002.3164502617246
2007-07-23,1001.1087744538394
2007-07-24,976.7792221504083
2007-07-25,975.2718139655955
2007-07-26,950.8686343437288
2007-07-27,936.6690712865259
2007-07-30,945.0505026818195
2007-07-31,936.5983439607535
2007-08-01,936.6640671642374
2007-08-02,944.5331634269827
2007-08-03,916.1636461359592
2007-08-06,925.3723265805039
2007-08-07,930.7315180576505
2007-08-08,948.2280540499434
2007-08-09,928.8430870036527
2007-08-10,931.3281964910648
2007-08-13,929.0629897093272
2007-08-14,907.8280755141618
2007-08-15,890.3996706880405
2007-08-16,894.4114683492103
2007-08-17,915.090360200102
2007-08-20,919.5118773519525
2007-08-21,922.4201244553557
2007-08-22,936.7984195965655
2007-08-23,930.24541571096
2007-08-24,943.1709660165016
2007-08-27,934.3364209754149
2007-08-28,910.0996049399236
2007-08-29,930.5932771480178
2007-08-30,927.6301839098371
2007-08-31,941.0202179689329
2007-09-03,941.5299672837308
2007-09-04,951.3599717636794
2007-09-05,941.4903518902944
2007-09-06,945.1691879727554
2007-09-07,928.7687616470464
2007-09-10,921.3428064118773
2007-09-11,934.3921492845471
2007-09-12,932.5339785789043
2007-09-13,936.3612345895403
2007-09-14,939.812384602111
2007-09-17,932.5198645898199
2007-09-18,962.6755440911412
2007-09-19,971.7511347525696
2007-09-20,965.816732476459
2007-09-21,968.5994880615119
2007-09-24,962.1538504771532
2007-09-25,960.1217802501642
2007-09-26,967.3729166992983
2007-09-27,973.9894543150891
2007-09-28,968.7204899472503
2007-10-01,985.5805365840183
2007-10-02,991.2266393788422
2007-10-03,986.6520477697856
2007-10-04,988.1712414876862
2007-10-05,1006.364115399052
2007-10-08,1002.1408749737985
2007-10-09,1009.2324695337392
2007-10-10,1008.9114700387652
2007-10-11,1000.8799097583683
2007-10-12,1006.0887468482157
2007-10-15,996.580421124991
2007-10-16,987.8490671699591
2007-10-17,989.4172388520363
2007-10-18,991.1737612892099
2007-10-19,966.2153747773189
2007-10-22,972.7508994363645
2007-10-23,983.0835572136581
2007-10-24,977.837682391722
2007-10-25,973.5525504137441
2007-10-26,988.4199780438963
2007-10-29,992.1897174003029
2007-10-30,987.246174921068
2007-10-31,1002.9233566571206
2007-11-01,973.4075606871685
2007-11-02,974.0983997512166
2007-11-05,965.7862585515323
2007-11-06,978.9293422981734
2007-11-07,952.9329412866434
2007-11-08,955.0651164691748
2007-11-09,941.9218775632977
2007-11-12,927.483624729328
2007-11-13,949.483942055855
2007-11-14,945.6569120560663
2007-11-15,932.3236535238584
2007-11-16,929.895087903422
2007-11-19,908.545796669463
2007-11-20,907.13665935112
2007-11-21,894.3049832625645
2007-11-22,895.0723389892045
2007-11-23,909.9604774809151
2007-11-26,891.1214753005922
2007-11-27,898.0290482359432
2007-11-28,927.9046112707728
2007-11-29,926.123903989709
2007-11-30,931.3788165271319
2007-12-03,923.8388190906087
2007-12-04,915.6449999981575
2007-12-05,928.9124304954519
2007-12-06,950.4570860153186
2007-12-07,951.2919149592306
2007-12-10,957.9863625582819
2007-12-11,930.1201470662925
2007-12-12,933.8584085620328
2007-12-13,930.1180084391053
2007-12-14,915.1137986490838
2007-12-17,897.4481325713359
2007-12-18,908.0103548196176
2007-12-19,909.8992936330013
2007-12-20,919.9880605549085
2007-12-21,939.1313732944019
2007-12-24,948.788675407534
2007-12-25,948.788675407534
2007-12-26,949.819930131282
2007-12-27,931.0567464994352
2007-12-28,931.3842219057366
2007-12-31,925.8628415397716
2008-01-01,925.8628415397716
2008-01-02,913.0904814230082
2008-01-03,905.2580929537141
2008-01-04,878.0699614718362
2008-01-07,876.8366946988922
2008-01-08,858.4531077958243
2008-01-09,861.7431384273754
2008-01-10,870.773320081502
2008-01-11,856.0276115740916
2008-01-14,864.8489268061496
2008-01-15,845.1695559174963
2008-01-16,843.0779303035587
2008-01-17,819.993895723074
2008-01-18,813.4465582811566
2008-01-21,807.7318638424506
2008-01-22,808.7672352146343
2008-01-23,828.8955104118078
2008-01-24,836.3743861904481
2008-01-25,832.5803230727322
2008-01-28,849.2261086734924
2008-01-29,856.063859606228
2008-01-30,847.9840637903228
2008-01-31,867.1749523640502
2008-02-01,887.867161458008
2008-02-04,880.7595534344923
2008-02-05,854.6522645180438
2008-02-06,844.5607662739612
2008-02-07,853.709639257314
2008-02-08,852.7907918953681
2008-02-11,855.9763530584111
2008-02-12,861.3266050638531
2008-02-13,876.2130225728135
2008-02-14,862.3910498498655
2008-02-15,858.8527192876611
2008-02-18,858.9424366777044
2008-02-19,860.4835307751231
2008-02-20,868.5196584792302
2008-02-21,856.2651741669607
2008-02-22,858.6543842767728
2008-02-25,876.6842833142294
2008-02-26,885.2001730425997
2008-02-27,884.1128806413495
2008-02-28,874.5577084757522
2008-02-29,850.9212775836953
2008-03-03,849.7809776888577
2008-03-04,843.9203618157147
2008-03-05,848.6023118437921
2008-03-06,825.548530975352
2008-03-07,819.557872132899
2008-03-10,798.9727591830098
2008-03-11,828.4486718456902
2008-03-12,823.9192519302127
2008-03-13,835.9098671029184
2008-03-14,818.2578046869207
2008-03-17,800.2395703131033
2008-03-18,832.3800803077252
2008-03-19,811.0276808468612
2008-03-20,825.3631282938903
2008-03-21,825.3631282938903
2008-03-24,847.2186342865625
2008-03-25,854.9114277186719
2008-03-26,850.546504837874
2008-03-27,840.335268482616
2008-03-28,831.338816477883
2008-03-31,837.1516617234635
2008-04-01,861.7506835809362
2008-04-02,866.4152366079933
2008-04-03,870.0082765733817
2008-04-04,871.8967385766366
2008-04-07,872.1704703530316
2008-04-08,870.2737056396362
2008-04-09,856.558870998633
2008-04-10,864.3595499111304
2008-04-11,846.2636830005067
2008-04-14,844.1677157096212
2008-04-15,850.9124840132521
2008-04-16,875.6564055033008
2008-04-17,871.0279064260163
2008-04-18,885.1200637076778
2008-04-21,882.6062333875902
2008-04-22,868.5414637626602
2008-04-23,870.2806572208743
2008-04-24,879.6123462181113
2008-04-25,889.4689191381335
2008-04-28,892.4578869508849
2008-04-29,885.395308709375
2008-04-30,884.8939684243685
2008-05-01,898.9712715220412
2008-05-02,899.4374777621221
2008-05-05,898.9130719918172
2008-05-06,906.6752539051486
2008-05-07,894.026173930214
2008-05-08,897.2977886372877
2008-05-09,896.8577293977485
