Date,ACFM AMERICA INDEX SMALL CAP
2010-11-30,1000.0
2010-12-01,1020.6268623407002
2010-12-02,1034.3178513289215
2010-12-03,1042.6351605939592
2010-12-06,1046.3601008422986
2010-12-07,1048.5108215459882
2010-12-08,1047.4228057724429
2010-12-09,1051.4837246223549
2010-12-10,1061.8774092349295
2010-12-13,1059.8105158567762
2010-12-14,1058.6749471196108
2010-12-15,1053.5414368608454
2010-12-16,1061.4704891484214
2010-12-17,1065.4198685473011
2010-12-20,1067.8831350717644
2010-12-21,1078.8250117186326
2010-12-22,1080.5218598199629
2010-12-23,1079.0765592950747
2010-12-24,1079.64794874917
2010-12-27,1081.7397764123111
2010-12-28,1080.2649534808334
2010-12-29,1083.7476510315596
2010-12-30,1084.2907971575519
2010-12-31,1079.4721465145649
2011-01-03,1095.6168586387416
2011-01-04,1081.9391451071801
2011-01-05,1090.9401087669587
2011-01-06,1086.8446289111664
2011-01-07,1084.478201319129
2011-01-10,1088.2936731299214
2011-01-11,1093.8579564039794
2011-01-12,1103.541939442396
2011-01-13,1101.5974786762436
2011-01-14,1108.2448157674062
2011-01-17,1108.7962788198136
2011-01-18,1112.3985549116471
2011-01-19,1090.677072588594
2011-01-20,1078.4964163865075
2011-01-21,1074.8671611996817
2011-01-24,1083.4792159508588
2011-01-25,1082.552148019718
2011-01-26,1097.7467239857235
2011-01-27,1101.9154619289664
2011-01-28,1080.4662924945385
2011-01-31,1088.3983672009992
2011-02-01,1110.0169561110633
2011-02-02,1107.921719603231
2011-02-03,1112.60522303237
2011-02-04,1116.1969311321268
2011-02-07,1126.324651329849
2011-02-08,1131.927842821745
2011-02-09,1125.665824414338
2011-02-10,1129.789282173275
2011-02-11,1141.0894945533248
2011-02-14,1147.9905912343586
2011-02-15,1141.8763646314721
2011-02-16,1152.4849365431808
2011-02-17,1158.785464851626
2011-02-18,1158.9018646541072
2011-02-21,1158.5437655809617
2011-02-22,1129.719162802816
2011-02-23,1113.346381815461
2011-02-24,1116.1793962595273
2011-02-25,1139.3679108697534
2011-02-28,1143.0997223772647
2011-03-01,1125.1583746280708
2011-03-02,1130.1695756472177
2011-03-03,1151.0385940605313
2011-03-04,1147.3513032795088
2011-03-07,1131.4930804533408
2011-03-08,1142.3583702526262
2011-03-09,1137.7994726729796
2011-03-10,1111.6408942232893
2011-03-11,1118.0449158142003
2011-03-14,1110.4953475476655
2011-03-15,1100.347476765557
2011-03-16,1087.9369824268824
2011-03-17,1095.1083199742984
2011-03-18,1104.005222348258
2011-03-21,1127.7197605924716
2011-03-22,1122.5997221613463
2011-03-23,1125.4829212917714
2011-03-24,1134.715734126383
2011-03-25,1142.2846698720734
2011-03-28,1138.1114166015118
2011-03-29,1147.3867502029384
2011-03-30,1161.3762618477695
2011-03-31,1165.982084991752
2011-04-01,1173.0270746327956
2011-04-04,1176.311180963821
2011-04-05,1182.613544433836
2011-04-06,1183.4732713540843
2011-04-07,1176.9829735629844
2011-04-08,1170.2167773645642
2011-04-11,1159.8714797689397
2011-04-12,1144.0768136505144
2011-04-13,1148.5592352322392
2011-04-14,1151.1966664698616
2011-04-15,1159.659334661676
2011-04-18,1140.9728086053308
2011-04-19,1147.518366899309
2011-04-20,1168.6015672813749
2011-04-21,1177.8243365313883
2011-04-22,1177.8243365313883
2011-04-25,1176.2336659938553
2011-04-26,1185.767145233484
2011-04-27,1192.3208470524937
2011-04-28,1195.820784193119
2011-04-29,1200.2846687764109
2011-05-02,1190.3387090509452
