Date,KUKJE (ACWI ex KOREA) SMALL CAP
2002-05-31,1000.0
2002-06-03,986.7785228755
2002-06-04,981.941153980163
2002-06-05,981.8392327372468
2002-06-06,972.9360887010607
2002-06-07,973.061602999158
2002-06-10,972.7862017445043
2002-06-11,964.0009332775182
2002-06-12,960.0861457691934
2002-06-13,950.6751837646733
2002-06-14,946.0675822152363
2002-06-17,958.6418315395081
2002-06-18,959.6124782507601
2002-06-19,948.2593103405928
2002-06-20,942.0527500118516
2002-06-21,940.2559704588061
2002-06-24,936.8149402750138
2002-06-25,928.0911703917715
2002-06-26,924.4129710041166
2002-06-27,932.5412864027329
2002-06-28,943.8074718808463
2002-07-01,931.6013492943681
2002-07-02,911.0115153746466
2002-07-03,904.2701442438796
2002-07-04,904.6532017911926
2002-07-05,923.7771938124424
2002-07-08,920.7319572148788
2002-07-09,914.2597139205105
2002-07-10,897.4481801597241
2002-07-11,888.2004935153765
2002-07-12,886.2241336411163
2002-07-15,878.6453552157705
2002-07-16,872.827907636172
2002-07-17,875.4242939927492
2002-07-18,867.6033550555716
2002-07-19,852.2180007098149
2002-07-22,830.8331936093883
2002-07-23,808.1560368363123
2002-07-24,818.9115521656568
2002-07-25,822.8944836109828
2002-07-26,819.8417637827926
2002-07-29,847.4598109739474
2002-07-30,854.4168602253561
2002-07-31,849.1379635903733
2002-08-01,838.9444869745367
2002-08-02,823.368578950371
2002-08-05,804.7949579743087
2002-08-06,811.0593838006741
2002-08-07,819.3974639534678
2002-08-08,829.9462234076447
2002-08-09,834.9054413294282
2002-08-12,833.4880936021704
2002-08-13,822.5535267967355
2002-08-14,838.3871463722458
2002-08-15,844.9789018392015
2002-08-16,850.6691367267354
2002-08-19,857.281703839915
2002-08-20,853.3285854511179
2002-08-21,865.1699973123461
2002-08-22,871.4725644300134
2002-08-23,860.4224106428882
2002-08-26,868.6350557086125
2002-08-27,861.8777432209586
2002-08-28,849.148649914233
2002-08-29,850.4657757199549
2002-08-30,847.8490726772366
2002-09-02,846.6310988635028
2002-09-03,829.550926787898
2002-09-04,835.1582972407547
2002-09-05,824.7174125751133
2002-09-06,834.9493224882233
2002-09-09,836.4917282102947
2002-09-10,839.2933128076592
2002-09-11,840.7464754763201
