Date,ACWI ex USA SMALL CAP
1994-05-31,364.436177957299
1994-06-30,376.1029739700468
1994-07-29,375.91418989255146
1994-08-31,380.486154849493
1994-09-30,373.67768036251147
1994-10-31,377.9853146258006
1994-11-30,354.31061699116265
1994-12-30,358.01955694590384
1995-01-31,344.9119919087944
1995-02-28,337.5433790323684
1995-03-31,350.3291138426068
1995-04-28,355.5468326605851
1995-05-31,349.25513172789164
1995-06-30,344.77197427406463
1995-07-31,361.27291704779367
1995-08-31,352.59593183975625
1995-09-29,353.92793327909527
1995-10-31,343.42063714358056
1995-11-30,345.5256218604258
1995-12-29,358.7828905090424
1996-01-31,366.1680994040344
1996-02-29,370.6892368481666
1996-03-29,376.9317209912648
1996-04-30,397.1180753337178
1996-05-31,393.3133109040615
1996-06-28,393.0418163122297
1996-07-31,376.70889095868006
1996-08-30,378.0149555815366
1996-09-30,377.5776226229247
1996-10-31,373.6650017831369
1996-11-29,376.0953045698063
1996-12-31,366.6006886029413
1997-01-01,366.63095680786347
1997-01-02,365.97267842566845
1997-01-03,365.7246004566342
1997-01-06,367.0040827329753
1997-01-07,368.14583342211444
1997-01-08,367.01923973106364
1997-01-09,365.2486313331226
1997-01-10,363.0720940243259
1997-01-13,365.3500244473787
1997-01-14,366.10834293796154
1997-01-15,367.62241629302986
1997-01-16,370.1574412284036
1997-01-17,369.59964772584124
1997-01-20,368.07817706814683
1997-01-21,366.47363511529505
1997-01-22,366.0338164107748
1997-01-23,364.2726480881222
1997-01-24,364.4404759619129
1997-01-27,362.6640607524992
1997-01-28,360.0544326399064
1997-01-29,360.1356873716054
1997-01-30,360.7206178285649
1997-01-31,362.9079123476203
1997-02-03,363.3531865930626
1997-02-04,364.4076733175743
1997-02-05,363.62531544642195
1997-02-06,363.28010257308006
1997-02-07,360.9063966896408
1997-02-10,364.24116727639483
1997-02-11,363.6096331530124
1997-02-12,362.7548031386384
1997-02-13,362.5943235983819
1997-02-14,363.232234333366
1997-02-17,363.4388641083
1997-02-18,363.14988584800045
1997-02-19,363.5232860812739
1997-02-20,366.0378312503645
1997-02-21,367.673744971376
1997-02-24,370.41269253722703
1997-02-25,371.0462095499945
1997-02-26,369.6491395970534
1997-02-27,369.365597596931
1997-02-28,369.2608669895838
1997-03-03,367.49702824979823
1997-03-04,366.29625294912415
1997-03-05,366.2280078187526
1997-03-06,366.21112930265537
1997-03-07,365.94557302888614
1997-03-10,367.4050296054575
1997-03-11,368.0522832386294
1997-03-12,366.0897097104709
1997-03-13,364.85412536214085
1997-03-14,363.07211150103944
1997-03-17,363.1055963318689
1997-03-18,363.73200393374225
1997-03-19,362.6365135594965
1997-03-20,359.83814482292155
1997-03-21,361.2163678956624
1997-03-24,360.0279115890841
1997-03-25,360.58556542097
1997-03-26,361.6543328334202
1997-03-27,362.3011413636774
1997-03-28,362.40868764189867
1997-03-31,361.8166149417787
1997-04-01,358.0709281964437
1997-04-02,358.29078803064937
1997-04-03,356.5761006463918
1997-04-04,354.69261640368404
1997-04-07,350.77912971873803
1997-04-08,350.0244517724702
1997-04-09,348.7723146096839
1997-04-10,347.18452802279387
1997-04-11,346.4971672243197
1997-04-14,344.1300975239156
1997-04-15,344.0858885349729
1997-04-16,345.6835061450538
1997-04-17,347.81112010003045
1997-04-18,350.3947010018167
1997-04-21,354.0162647291712
1997-04-22,353.446009475466
1997-04-23,354.33818532257726
1997-04-24,353.7889996048964
1997-04-25,352.7529335551253
1997-04-28,351.35245973668907
1997-04-29,351.52168293987035
1997-04-30,352.8640081967907
1997-05-01,355.14413540218357
1997-05-02,355.2561866703305
1997-05-05,355.7123394249892
1997-05-06,360.03166934990236
1997-05-07,360.90402595601444
1997-05-08,361.6434509733806
1997-05-09,364.19647337114463
1997-05-12,366.9652495090376
1997-05-13,368.1697785755882
1997-05-14,369.08586566835714
1997-05-15,370.8763965763204
1997-05-16,373.6601509432837
1997-05-19,373.03171838611644
1997-05-20,375.9963323205694
1997-05-21,375.87689010419143
1997-05-22,374.10056848614636
1997-05-23,375.4445248309207
1997-05-26,375.14985768153406
1997-05-27,373.68242233179444
1997-05-28,375.5440911363948
1997-05-29,374.9846381527916
1997-05-30,373.9903746344384
1997-06-02,373.53363297620984
1997-06-03,374.6891056275759
1997-06-04,374.69202131440284
1997-06-05,375.82058264904714
1997-06-06,376.200914576754
1997-06-09,380.26528502452027
1997-06-10,380.2614426702009
1997-06-11,381.45740822724764
1997-06-12,379.2567928806599
1997-06-13,378.4792977685144
1997-06-16,380.8343264363489
1997-06-17,380.24177684764896
1997-06-18,380.416227386475
1997-06-19,380.39392989965
1997-06-20,380.0093580425148
1997-06-23,379.5904673785589
1997-06-24,379.0573730850501
1997-06-25,381.60405964634737
1997-06-26,381.71511117685276
1997-06-27,380.07916058690125
1997-06-30,380.6483432621122
1997-07-01,380.30210252213
1997-07-02,380.66917331267996
1997-07-03,383.3082031798173
1997-07-04,382.7809532721506
1997-07-07,383.72081979990935
1997-07-08,382.63437783655456
1997-07-09,381.55161230577136
1997-07-10,381.5602120091351
1997-07-11,381.0207952229823
1997-07-14,379.6963152454058
1997-07-15,376.54031972511405
1997-07-16,376.82651261647294
1997-07-17,377.1384060403077
1997-07-18,376.9810364978917
1997-07-21,375.7371775217462
1997-07-22,374.76402454493945
1997-07-23,374.48495761381884
1997-07-24,373.79857115949426
1997-07-25,372.8989608470017
1997-07-28,371.77879864357914
1997-07-29,371.9546084483045
1997-07-30,371.2763600447585
1997-07-31,371.7630229064774
1997-08-01,369.84149988512723
1997-08-04,367.82465092910587
1997-08-05,365.3141086512432
1997-08-06,365.3762428022463
1997-08-07,365.04966626419747
1997-08-08,367.11379440398446
1997-08-11,364.7922971074027
1997-08-12,364.5590714109853
1997-08-13,365.6736080743862
1997-08-14,363.8274534585617
1997-08-15,366.38167619204074
1997-08-18,361.51419867222296
1997-08-19,361.09841020558156
1997-08-20,362.1652263984641
1997-08-21,363.77327696353507
1997-08-22,363.1115648001082
1997-08-25,362.0644187511443
1997-08-26,362.3651858724082
1997-08-27,359.9084165514655
1997-08-28,357.5689122778595
1997-08-29,353.30009365117775
1997-09-01,350.1868583664492
1997-09-02,348.54657298486467
1997-09-03,351.3134840604881
1997-09-04,350.6908499086808
1997-09-05,353.6325015792581
1997-09-08,355.55389924846475
1997-09-09,357.7118938173168
1997-09-10,357.0653649713719
1997-09-11,354.33793201690963
1997-09-12,354.74755689207103
1997-09-15,355.69238065768036
1997-09-16,353.80448357902657
1997-09-17,354.1992670447039
1997-09-18,353.04123807461593
1997-09-19,353.10998822910165
1997-09-22,351.28166115318317
1997-09-23,352.26404599703613
1997-09-24,354.83619156826956
1997-09-25,354.53069886544847
1997-09-26,352.50650346269873
1997-09-29,351.5493812864068
1997-09-30,352.33048923361383
1997-10-01,350.7486136376079
1997-10-02,350.81980129427524
1997-10-03,350.804997234826
1997-10-06,351.67058840834795
1997-10-07,352.74711825657687
1997-10-08,354.2766718974325
1997-10-09,353.6042180895749
1997-10-10,353.69023934629126
1997-10-13,352.7965352399675
1997-10-14,351.5262233915796
1997-10-15,350.7859984095243
1997-10-16,352.50710815817826
1997-10-17,349.31978478912856
1997-10-20,347.0392943652598
1997-10-21,347.5562711946728
1997-10-22,347.6738160487675
1997-10-23,341.73811246583244
1997-10-24,341.7710764973386
1997-10-27,335.5067955171913
1997-10-28,324.9081326032785
1997-10-29,333.11154036873523
1997-10-30,330.42776424016694
1997-10-31,333.21402161756123
1997-11-03,336.18517672884644
1997-11-04,336.7066627649197
1997-11-05,336.0344325480901
1997-11-06,335.1242492262056
1997-11-07,330.67729743013973
1997-11-10,328.55192665916064
1997-11-11,327.9208671706598
1997-11-12,322.95480278508984
1997-11-13,321.4311190140097
1997-11-14,319.41224316744064
1997-11-17,322.75393475928325
1997-11-18,323.2367674794617
1997-11-19,318.2662134270771
1997-11-20,318.28171639046616
1997-11-21,320.0337655243939
1997-11-24,317.77727196380096
1997-11-25,311.4766209550226
1997-11-26,309.0568178398453
1997-11-27,309.10178247899375
1997-11-28,309.98647617691194
1997-12-01,309.21422972820136
1997-12-02,310.31309198522945
1997-12-03,310.3273616511375
1997-12-04,309.9151965251858
1997-12-05,308.5661404787502
1997-12-08,307.837049089307
1997-12-09,306.9687243341731
1997-12-10,307.2771044038122
1997-12-11,303.38627779574244
1997-12-12,302.45871060059164
1997-12-15,300.47917355621735
1997-12-16,298.92432197078625
1997-12-17,303.5180433605083
1997-12-18,302.8607359190917
1997-12-19,298.7964075058246
1997-12-22,294.6116583742228
1997-12-23,295.4244453022872
1997-12-24,294.5672244951297
1997-12-25,294.9846365207305
1997-12-26,295.7596183774254
1997-12-29,296.6435485812661
1997-12-30,297.8280049645923
1997-12-31,298.2007913727926
1998-01-01,298.2530513509166
1998-01-02,297.811068573082
1998-01-05,296.6180111806022
1998-01-06,294.1261308913872
1998-01-07,293.13060000811754
1998-01-08,291.7704849888145
1998-01-09,290.37495850943003
1998-01-12,283.9967815592139
1998-01-13,287.18530423421106
1998-01-14,289.65146669324804
1998-01-15,289.027705825398
1998-01-16,293.43448953921495
1998-01-19,296.7526220383755
1998-01-20,297.03334026889695
1998-01-21,299.55238010882715
1998-01-22,300.7118835933484
1998-01-23,304.40444583950574
1998-01-26,307.64718335125576
1998-01-27,309.5009800894411
1998-01-28,311.9492791881696
1998-01-29,309.71184865801445
1998-01-30,308.2119023588654
1998-02-02,311.3081722466478
1998-02-03,314.4426358403174
1998-02-04,316.73057584084626
1998-02-05,321.06106730982907
1998-02-06,322.79200625996873
1998-02-09,323.0184271092284
1998-02-10,325.5737129996341
1998-02-11,326.33152679043224
1998-02-12,326.515425782115
1998-02-13,322.61560387096745
1998-02-16,320.90895959043235
1998-02-17,321.16107520164405
1998-02-18,322.6291240417328
1998-02-19,323.131578487038
1998-02-20,322.78703303579874
1998-02-23,325.2048091054444
1998-02-24,324.9625117228748
1998-02-25,325.159781659128
1998-02-26,328.90823379472727
1998-02-27,332.8692899715319
1998-03-02,337.41384448593675
1998-03-03,337.38954429893494
1998-03-04,335.33829347214584
1998-03-05,330.82819477052846
1998-03-06,332.493813915263
1998-03-09,334.0072186398158
1998-03-10,335.20458407980504
1998-03-11,335.23436268744035
1998-03-12,336.57383260291516
1998-03-13,342.14377117142305
1998-03-16,340.97791715270665
1998-03-17,342.6028551472194
1998-03-18,340.28607064481804
1998-03-19,341.66536399116535
1998-03-20,343.0337629420935
1998-03-23,345.57824028762036
1998-03-24,345.107819005964
1998-03-25,348.24965860893803
1998-03-26,349.7809191633205
1998-03-27,349.83516731676224
1998-03-30,346.48562904832465
1998-03-31,344.97588175870925
1998-04-01,344.2690859836147
1998-04-02,342.03112815138485
1998-04-03,342.14518497409006
1998-04-06,344.6164037216581
1998-04-07,345.6622873610919
1998-04-08,347.3367007520432
1998-04-09,350.8365950209274
1998-04-10,351.3013071683383
1998-04-13,351.1469925982323
1998-04-14,353.9561122985803
1998-04-15,355.5615599698451
