Date,ACWI ex CANADA SMALL CAP
1994-05-31,551.145363144977
1994-06-30,558.6376130099278
1994-07-29,562.218430132068
1994-08-31,577.4356187123769
1994-09-30,569.4705865916502
1994-10-31,574.1673914233554
1994-11-30,542.4724377579388
1994-12-30,550.7589071217801
1995-01-31,536.2588018891611
1995-02-28,537.0060175995181
1995-03-31,553.8469425040962
1995-04-28,562.5239573090046
1995-05-31,559.3240091830149
1995-06-30,564.8494901946877
1995-07-31,594.835045456291
1995-08-31,590.1979243357725
1995-09-29,595.6269116797293
1995-10-31,575.308622286719
1995-11-30,586.407179041362
1995-12-29,605.7296988395982
1996-01-31,612.8684594636593
1996-02-29,624.7623543361617
1996-03-29,636.9346651946252
1996-04-30,672.0833004539203
1996-05-31,677.0971537833072
1996-06-28,668.8654305617389
1996-07-31,629.5508386955548
1996-08-30,643.4939803191401
1996-09-30,653.1314328520149
1996-10-31,643.8258718507713
1996-11-29,654.8801814749927
1996-12-31,650.3499935138206
1997-01-01,650.3832121994664
1997-01-02,647.1420069411076
1997-01-03,649.1179491077814
1997-01-06,651.0462795506763
1997-01-07,653.6865920542217
1997-01-08,652.6231970723276
1997-01-09,651.7353168565512
1997-01-10,649.513811971429
1997-01-13,651.7131063569889
1997-01-14,653.686711233369
1997-01-15,654.8949796712428
1997-01-16,657.3902533564476
1997-01-17,657.5716094105073
1997-01-20,656.9931828408565
1997-01-21,656.243848641086
1997-01-22,656.2694561089476
1997-01-23,654.2580997341634
1997-01-24,652.476382714754
1997-01-27,648.5589772805838
1997-01-28,646.1848630901208
1997-01-29,646.2536091218518
1997-01-30,648.3149385153255
1997-01-31,651.3456197848785
1997-02-03,651.8256329573094
1997-02-04,652.0059498215533
1997-02-05,649.1328729557183
1997-02-06,648.8379070052706
1997-02-07,646.989202704313
1997-02-10,648.7392649542855
1997-02-11,647.1025944604722
1997-02-12,648.1347744472351
1997-02-13,649.9833295726248
1997-02-14,651.0204355796177
1997-02-17,651.1850844857397
1997-02-18,651.4173613890267
1997-02-19,651.6579725696747
1997-02-20,652.31204949251
1997-02-21,653.0781023754981
1997-02-24,656.3355308483783
1997-02-25,657.3562150250469
1997-02-26,653.9385300790871
1997-02-27,651.5187042964972
1997-02-28,650.3490830099604
1997-03-03,648.8411749086348
1997-03-04,648.7007135095938
1997-03-05,650.1956922528153
1997-03-06,649.8052319199103
1997-03-07,650.9066604638127
1997-03-10,653.3540360090564
1997-03-11,654.0820737641142
1997-03-12,649.7051506914208
1997-03-13,645.1343886996954
1997-03-14,643.5350997849071
1997-03-17,641.0987707628104
1997-03-18,640.0054617211773
1997-03-19,636.6355751319481
1997-03-20,634.2254841285423
1997-03-21,635.5824483751958
1997-03-24,632.3907545704739
1997-03-25,633.6068002627513
1997-03-26,636.3665862615594
1997-03-27,635.019477936436
1997-03-28,635.1853326475283
1997-03-31,630.0105343191499
1997-04-01,624.654444167083
1997-04-02,622.5172789359257
1997-04-03,619.7171199752104
1997-04-04,621.0510538340105
1997-04-07,619.7408212948442
1997-04-08,619.5487544389783
1997-04-09,618.8156089669516
1997-04-10,616.155084524284
1997-04-11,611.3123529705593
1997-04-14,608.370118341745
1997-04-15,609.505083942612
1997-04-16,610.8464080967984
1997-04-17,613.0800512706692
1997-04-18,616.5973901038262
1997-04-21,617.694848073911
1997-04-22,616.7251997651648
1997-04-23,617.8919720165842
1997-04-24,617.424226831127
1997-04-25,614.3636212743089
1997-04-28,612.8552298752589
1997-04-29,615.8673969653614
1997-04-30,619.0903627132494
1997-05-01,623.5581418680866
1997-05-02,629.671987763535
1997-05-05,636.6763645852458
1997-05-06,640.7588039177574
1997-05-07,640.573449471271
1997-05-08,641.3885812831548
1997-05-09,645.1177661830466
1997-05-12,649.9680180009838
1997-05-13,650.9337125542526
1997-05-14,652.7010218719835
1997-05-15,655.5955151578897
1997-05-16,657.9504846656379
1997-05-19,658.1195755280858
1997-05-20,662.5873855874746
1997-05-21,663.7664467154086
1997-05-22,662.8409146982517
1997-05-23,667.2395797947495
1997-05-26,666.7949193324314
1997-05-27,666.3796226752237
1997-05-28,669.3512664876641
1997-05-29,669.3412584063352
1997-05-30,669.8864569374811
1997-06-02,671.2759442536385
1997-06-03,672.5400153158982
1997-06-04,672.3237176626993
1997-06-05,675.0444575974489
1997-06-06,677.2063557687328
1997-06-09,682.3931562702561
1997-06-10,681.9158430127444
1997-06-11,683.6890890043386
1997-06-12,682.4850738078829
1997-06-13,682.9280805958992
1997-06-16,685.7996549518075
1997-06-17,685.9570870829796
1997-06-18,686.2747310356876
1997-06-19,689.0042290683124
1997-06-20,687.7424414596741
1997-06-23,685.6189205837607
1997-06-24,687.2211268410442
1997-06-25,689.1563606778291
1997-06-26,688.662189277401
1997-06-27,689.0206768360599
1997-06-30,693.6014490185416
1997-07-01,692.4714582845938
1997-07-02,693.4791806488993
1997-07-03,697.3336858275904
1997-07-04,696.7296803738936
1997-07-07,698.0182388691896
1997-07-08,698.2285589690696
1997-07-09,696.528571918888
1997-07-10,697.9821995388639
1997-07-11,699.4318247280399
1997-07-14,699.1261867015596
1997-07-15,697.5002747452999
1997-07-16,700.6740580559109
1997-07-17,699.5857904108213
1997-07-18,697.6094744342103
1997-07-21,694.582121548509
1997-07-22,695.7646364091848
1997-07-23,696.4660226053386
1997-07-24,696.200263371816
1997-07-25,695.5300071142873
1997-07-28,694.3761659662144
1997-07-29,695.2954254711783
1997-07-30,697.2181154888915
1997-07-31,698.5065019508955
1997-08-01,696.0358055039504
1997-08-04,694.6141354495355
1997-08-05,693.8855078460857
1997-08-06,695.8653902816945
1997-08-07,695.2391689679583
1997-08-08,693.2961650602828
1997-08-11,689.67267951775
1997-08-12,688.5940805400684
1997-08-13,689.9239241772958
1997-08-14,688.0625531756641
1997-08-15,688.3215942049903
1997-08-18,683.2081036977581
1997-08-19,686.6254359344225
1997-08-20,691.6168249191909
1997-08-21,692.0452740620393
1997-08-22,690.3366725040221
1997-08-25,690.9001254222184
1997-08-26,691.443586590805
1997-08-27,691.0038809724866
1997-08-28,688.9104614287659
1997-08-29,685.5559039995014
1997-09-01,682.1476581711593
1997-09-02,683.7547308815019
1997-09-03,687.2792202099007
1997-09-04,687.2967927492292
1997-09-05,692.8029616335033
1997-09-08,696.967334362324
1997-09-09,700.7290250308577
1997-09-10,699.7356316120537
1997-09-11,696.4785937206162
1997-09-12,699.930188101213
1997-09-15,701.2321971569679
1997-09-16,702.9453380697645
1997-09-17,703.8418612995716
1997-09-18,703.0755319071528
1997-09-19,703.6974185443079
1997-09-22,702.9581754447123
1997-09-23,704.1632894006291
1997-09-24,706.5054467233449
1997-09-25,705.4078551907942
1997-09-26,704.1827463749364
1997-09-29,704.7662659919667
1997-09-30,707.3129938793146
1997-10-01,706.4353332507949
1997-10-02,708.178026234373
1997-10-03,709.8526735115611
1997-10-06,712.4235398912433
1997-10-07,715.1661688790131
1997-10-08,717.0009956350405
1997-10-09,716.9346710270688
1997-10-10,717.3825866533844
1997-10-13,716.6770597754454
1997-10-14,714.4571805558782
1997-10-15,713.1174743660664
1997-10-16,711.0281015926851
1997-10-17,701.6802773588804
1997-10-20,702.637972613015
1997-10-21,707.1243496782613
1997-10-22,707.0170528213184
1997-10-23,694.2584023420748
1997-10-24,692.9658871081893
1997-10-27,666.4958608880592
1997-10-28,662.0681616164081
1997-10-29,674.2788591100187
1997-10-30,667.0827330449115
1997-10-31,673.7242111358967
1997-11-03,682.4405048595312
1997-11-04,684.0134388902813
1997-11-05,684.8894847317382
1997-11-06,682.4275305574849
1997-11-07,672.4299045141231
1997-11-10,670.1670272623795
1997-11-11,668.0672465957645
1997-11-12,655.8076294142311
1997-11-13,653.9963645289599
1997-11-14,655.5948020302118
1997-11-17,664.7409544289275
1997-11-18,663.1163345793516
1997-11-19,657.0299228807557
1997-11-20,660.5158143940309
1997-11-21,661.7482139811679
1997-11-24,653.8963295110321
1997-11-25,646.5497974520035
1997-11-26,645.3837266712515
1997-11-27,645.6668208735871
1997-11-28,647.6659052267598
1997-12-01,649.5611315882725
1997-12-02,649.2279984381008
1997-12-03,649.8535057332266
1997-12-04,650.2043945769622
1997-12-05,650.5211993020168
1997-12-08,652.3799836493405
1997-12-09,648.865093252804
1997-12-10,645.4747101835203
1997-12-11,635.4417003670032
1997-12-12,632.6664257938879
1997-12-15,629.3399900630202
1997-12-16,630.7737858607263
1997-12-17,636.4741780296112
1997-12-18,631.6864919308348
1997-12-19,626.8292107082599
1997-12-22,623.8047917976571
1997-12-23,624.0522257583389
1997-12-24,622.4465261113993
1997-12-25,622.9216338208727
1997-12-26,624.0995190283963
1997-12-29,628.4021165709923
