Date,AC PACIFIC ex JAPAN SMALL CAP
1994-05-31,494.09783282950906
1994-06-30,478.7152249370842
1994-07-29,491.70250545203567
1994-08-31,525.2806062455511
1994-09-30,537.3357591358026
1994-10-31,532.0750239021617
1994-11-30,489.81211764302117
1994-12-30,481.6141551620497
1995-01-31,431.8727212226383
1995-02-28,452.22119571673295
1995-03-31,448.6723019831718
1995-04-28,443.2277881423509
1995-05-31,467.3331401205204
1995-06-30,471.14103965342974
1995-07-31,496.96285844565125
1995-08-31,492.78107805966914
1995-09-29,492.54851600278045
1995-10-31,474.4222801387801
1995-11-30,467.41086949106625
1995-12-29,483.6634963915754
1996-01-31,519.042928431006
1996-02-29,527.2851841277829
1996-03-29,536.1895804986658
1996-04-30,570.1202392280851
1996-05-31,559.5314398658953
1996-06-28,557.2243144919478
1996-07-31,531.1292870793026
1996-08-30,557.7244372763867
1996-09-30,571.9639392718177
1996-10-31,577.1605138881271
1996-11-29,598.4942733507386
1996-12-31,589.3883012958058
1997-01-01,589.7364740110202
1997-01-02,587.654035014384
1997-01-03,589.8231150483931
1997-01-06,592.9427484873196
1997-01-07,592.5856580418173
1997-01-08,593.9156719039876
1997-01-09,593.4673203258114
1997-01-10,596.1853394414843
1997-01-13,599.1253961455224
1997-01-14,598.2896614497159
1997-01-15,600.5153377613628
1997-01-16,603.5712170112307
1997-01-17,606.7844579855396
1997-01-20,610.8955443796297
1997-01-21,607.7211788379277
1997-01-22,607.8157135670979
1997-01-23,603.8999202899953
1997-01-24,602.7671461581953
1997-01-27,602.5462211976983
1997-01-28,600.8211157857713
1997-01-29,599.4217929081701
1997-01-30,601.5941103145983
1997-01-31,602.9717072241314
1997-02-03,602.4038494843737
1997-02-04,602.0659926998161
1997-02-05,606.0207062455158
1997-02-06,607.0211723068896
1997-02-07,607.1872617088276
1997-02-10,608.870210444237
1997-02-11,609.727869683348
1997-02-12,612.582287871446
1997-02-13,617.6323293676536
1997-02-14,617.4207263743012
1997-02-17,622.0381484155478
1997-02-18,619.2994443336197
1997-02-19,624.5325441149522
1997-02-20,629.4879125512251
1997-02-21,634.0281010736919
1997-02-24,636.4683570446657
1997-02-25,639.2254155471087
1997-02-26,637.4421976434819
1997-02-27,635.0641271023428
1997-02-28,638.8811788693833
1997-03-03,638.7519884820746
1997-03-04,637.0482517906862
1997-03-05,637.9487443728016
1997-03-06,637.9045406573822
1997-03-07,640.2234265806522
1997-03-10,640.0041151444686
1997-03-11,643.8034512785371
1997-03-12,641.3500058714095
1997-03-13,639.15977039296
1997-03-14,634.793590118686
1997-03-17,636.5313282133889
1997-03-18,633.5535622959962
1997-03-19,630.182597798295
1997-03-20,627.3244441683876
1997-03-21,621.153642944511
1997-03-24,618.6061407589447
1997-03-25,620.7080457742408
1997-03-26,626.203974021153
1997-03-27,625.7465820173851
1997-03-28,626.7224955062527
1997-03-31,622.6544320942751
1997-04-01,616.2700948740192
1997-04-02,613.5944720645125
1997-04-03,607.7559778663359
1997-04-04,604.7473576694651
1997-04-07,604.3058540098397
1997-04-08,609.0220573762329
1997-04-09,611.4437346213423
1997-04-10,607.4893784686618
1997-04-11,607.6110881035454
1997-04-14,597.8602487977004
1997-04-15,592.0660248750474
1997-04-16,594.450329144688
1997-04-17,598.2272144882402
1997-04-18,598.2812179880634
1997-04-21,603.7025921507056
1997-04-22,599.6502864077981
1997-04-23,601.4505031019035
1997-04-24,598.9518654680085
1997-04-25,600.6195465604512
1997-04-28,597.1690270711443
1997-04-29,594.5509709741575
1997-04-30,598.5574239687212
1997-05-01,600.3412929015274
1997-05-02,598.8239708805357
1997-05-05,600.7091513235658
1997-05-06,600.467485541305
1997-05-07,599.0431527067464
1997-05-08,598.2916577300778
1997-05-09,597.8372741630703
