Date,ACFM ASIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1008.6865328781028
2010-12-02,1021.2299458228857
2010-12-03,1028.3798324382071
2010-12-06,1034.3250614726383
2010-12-07,1034.1277238927892
2010-12-08,1026.550983607532
2010-12-09,1027.7741697753904
2010-12-10,1027.1601683705655
2010-12-13,1038.9983378881925
2010-12-14,1048.8207872964438
2010-12-15,1045.467204411245
2010-12-16,1038.8364765052559
2010-12-17,1042.3638407916656
2010-12-20,1035.9902494516712
2010-12-21,1042.988830611034
2010-12-22,1044.6761510841914
2010-12-23,1047.611032837263
2010-12-24,1046.2038415653751
2010-12-27,1047.3261462360563
2010-12-28,1050.2751146358698
2010-12-29,1058.3019306326107
2010-12-30,1063.7589609716927
2010-12-31,1071.010057238828
2011-01-03,1074.3667761489853
2011-01-04,1083.581059786831
2011-01-05,1074.9597066277463
2011-01-06,1080.6931900920704
2011-01-07,1076.892186977924
2011-01-10,1074.1951988749443
2011-01-11,1076.5201826644343
2011-01-12,1083.0575491229206
2011-01-13,1089.0421055423567
2011-01-14,1085.630271947344
2011-01-17,1081.2542715358659
2011-01-18,1083.428002761153
2011-01-19,1094.4130165557058
2011-01-20,1077.6159862042216
2011-01-21,1065.8563536347933
2011-01-24,1067.5136516559842
2011-01-25,1073.9993709712003
2011-01-26,1075.5061699741418
2011-01-27,1074.6857977263803
2011-01-28,1070.7367252451506
2011-01-31,1064.6681197464854
2011-02-01,1071.6967483572892
2011-02-02,1080.9255457587356
2011-02-03,1079.4804631665704
2011-02-04,1081.9341054102122
2011-02-07,1084.2614594252523
2011-02-08,1086.669364916973
2011-02-09,1074.4713467312206
2011-02-10,1063.110843246044
2011-02-11,1054.8183910991709
2011-02-14,1065.4550026280372
2011-02-15,1064.337853765387
2011-02-16,1065.739792433807
2011-02-17,1071.507721347202
2011-02-18,1076.1027552827243
2011-02-21,1075.5873803065308
2011-02-22,1055.7056931659638
2011-02-23,1049.7166164566495
2011-02-24,1034.1706608537256
2011-02-25,1044.5862153663672
2011-02-28,1050.3692805170224
2011-03-01,1063.1179208377366
2011-03-02,1052.0294640478357
2011-03-03,1058.8544181189268
2011-03-04,1065.859983239955
2011-03-07,1059.2120289736679
2011-03-08,1058.2694744245932
2011-03-09,1063.396641661633
2011-03-10,1050.5562152967607
2011-03-11,1043.22348576503
2011-03-14,995.6086649150766
2011-03-15,934.2400364731477
2011-03-16,972.5617048770268
2011-03-17,975.8446198107767
2011-03-18,988.6498257513033
2011-03-21,995.9322064725601
2011-03-22,1023.3076278930957
2011-03-23,1022.7099439576147
2011-03-24,1025.4179908782535
2011-03-25,1027.3512433635044
2011-03-28,1023.5293101613036
2011-03-29,1026.0071700845872
2011-03-30,1037.4869690878581
2011-03-31,1045.9463959030102
2011-04-01,1038.223961507999
2011-04-04,1043.0282251481822
2011-04-05,1032.3978392830481
2011-04-06,1027.3797950387232
2011-04-07,1029.9789586015943
2011-04-08,1039.070134983059
2011-04-11,1040.5666763261374
2011-04-12,1030.627636204175
2011-04-13,1036.627863211705
2011-04-14,1049.1823754897573
2011-04-15,1048.4156001670137
2011-04-18,1049.6075528815622
2011-04-19,1041.602104085369
2011-04-20,1053.37485962431
2011-04-21,1062.9164531311035
2011-04-22,1064.2444385410943
2011-04-25,1062.848915315753
2011-04-26,1059.146129627314
2011-04-27,1056.4176277671352
2011-04-28,1069.8107143984205
2011-04-29,1070.244513476184
2011-05-02,1078.0841036748545
2011-05-03,1072.7118940374367
2011-05-04,1071.212309802292
2011-05-05,1074.2060822107624
2011-05-06,1065.6295584321265
2011-05-09,1064.5601444210597
2011-05-10,1067.9174311128183
2011-05-11,1068.9971151652537
2011-05-12,1060.1036295627591
2011-05-13,1056.2576203657902
2011-05-16,1044.5842765740401
2011-05-17,1037.611394694039
2011-05-18,1047.111300947828
2011-05-19,1038.1094390112007
2011-05-20,1036.806568575159
2011-05-23,1017.7434427010343
2011-05-24,1018.3663035707501
2011-05-25,1012.5046713911215
2011-05-26,1026.0344268129325
2011-05-27,1032.2259359687957
2011-05-30,1037.0593211588393
2011-05-31,1048.7027170486892
2011-06-01,1055.4289674342397
2011-06-02,1044.0774626487469
2011-06-03,1041.4772097640378
2011-06-06,1040.699756821786
2011-06-07,1044.317512039954
2011-06-08,1042.832947347256
2011-06-09,1037.4053863441375
2011-06-10,1032.947810128551
2011-06-13,1026.1442008777312
2011-06-14,1032.4810135165296
2011-06-15,1032.8826384569886
2011-06-16,1017.293090919291
2011-06-17,1013.3203776597181
2011-06-20,1005.3905031836618
2011-06-21,1015.8153140087177
2011-06-22,1027.9816071582748
2011-06-23,1021.6722338731246
2011-06-24,1031.6879222371774
2011-06-27,1023.4947582593325
2011-06-28,1029.4450464539846
2011-06-29,1039.9928079178712
2011-06-30,1051.8708774054928
2011-07-01,1055.3402546216296
2011-07-04,1066.8345265085122
2011-07-05,1065.8450176608299
2011-07-06,1069.5233614520762
2011-07-07,1071.4043673215538
2011-07-08,1076.5421500086363
2011-07-11,1072.2804548450997
2011-07-12,1058.7116440605946
2011-07-13,1070.28774439811
2011-07-14,1069.0454909040657
2011-07-15,1074.839743099183
2011-07-18,1073.6712057181683
2011-07-19,1075.4710933325262
2011-07-20,1082.723515592345
2011-07-21,1083.947800283232
2011-07-22,1096.204477594686
2011-07-25,1091.250859234844
2011-07-26,1099.054571682831
2011-07-27,1099.7100286334003
2011-07-28,1093.0433770270117
2011-07-29,1087.6169376034838
2011-08-01,1104.1874806465812
2011-08-02,1088.787243187003
2011-08-03,1072.4838592405806
2011-08-04,1051.383017008149
2011-08-05,1013.8035599169841
2011-08-08,983.4163224162521
2011-08-09,968.1566762642125
