Date,AC FAR EAST SMALL CAP
1994-05-31,990.28816855486
1994-06-30,1064.5833932181872
1994-07-29,1040.1688075054913
1994-08-31,1039.8906551282732
1994-09-30,1012.6177940624632
1994-10-31,1022.9396351944271
1994-11-30,939.4259945765065
1994-12-30,954.0845167400256
1995-01-31,902.4599769725246
1995-02-28,859.1730853692836
1995-03-31,897.1804330021529
1995-04-28,904.3536136150494
1995-05-31,853.0879794276691
1995-06-30,821.5615489459055
1995-07-31,873.4994639480575
1995-08-31,856.0697473222768
1995-09-29,842.1179075349334
1995-10-31,806.8628424107164
1995-11-30,835.8643825854838
1995-12-29,881.531613122935
1996-01-31,903.5543086749606
1996-02-29,894.1635124566383
1996-03-29,914.6146883051699
1996-04-30,1003.6336075599382
1996-05-31,966.3698312529864
1996-06-28,965.9479168698315
1996-07-31,912.4647282665445
1996-08-30,892.3966657777743
1996-09-30,890.6896143766171
1996-10-31,848.2224086316044
1996-11-29,834.3466524972589
1996-12-31,770.1431773147476
1997-01-01,770.3377310806511
1997-01-02,771.6185469094037
1997-01-03,770.642193503287
1997-01-06,775.5899676767526
1997-01-07,774.3035178712008
1997-01-08,766.551646067819
1997-01-09,753.692507868127
1997-01-10,744.0110920841124
1997-01-13,750.7771402850545
1997-01-14,750.0912252568886
1997-01-15,750.2282813916481
1997-01-16,759.0093717985189
1997-01-17,758.7039903494692
1997-01-20,752.4408319002391
1997-01-21,747.723660926349
1997-01-22,748.4256442943513
1997-01-23,742.7042261003552
1997-01-24,741.0586208370732
1997-01-27,734.5047668160383
1997-01-28,728.0653321061794
1997-01-29,725.6522182906604
1997-01-30,724.1329147552985
1997-01-31,731.3548975464041
1997-02-03,730.541351879672
1997-02-04,733.3534633585774
1997-02-05,725.313448611287
1997-02-06,721.3498488370782
1997-02-07,712.87640423326
1997-02-10,720.9933107151808
1997-02-11,720.4310032089294
1997-02-12,718.4132666049122
1997-02-13,717.1850695506378
1997-02-14,718.1878550865144
1997-02-17,721.5307444362234
1997-02-18,720.0755053112389
1997-02-19,720.9984382183093
1997-02-20,732.6309977947967
1997-02-21,736.3121661500392
1997-02-24,742.6701891428903
1997-02-25,744.2320254342524
1997-02-26,742.4084286385888
1997-02-27,744.1358194234607
1997-02-28,743.7513403418652
1997-03-03,739.2868804061093
1997-03-04,733.7551860053786
1997-03-05,732.847459143125
1997-03-06,727.8980792919873
1997-03-07,726.4274121699926
1997-03-10,725.3800949837068
1997-03-11,726.1921508651368
1997-03-12,719.7071202250149
1997-03-13,715.5871762775822
1997-03-14,708.7848448426189
1997-03-17,710.1610521153183
1997-03-18,716.1741958674653
1997-03-19,713.4003924689683
1997-03-20,709.1576901825816
1997-03-21,711.5443925290679
1997-03-24,706.7604127540836
1997-03-25,706.7312409805539
1997-03-26,709.2544059468075
1997-03-27,706.7467003433145
1997-03-28,705.9270783486106
1997-03-31,702.5178997022496
1997-04-01,698.3898784488915
1997-04-02,698.9492996304169
1997-04-03,694.2292217249012
1997-04-04,684.9713200429571
1997-04-07,672.3861924005603
1997-04-08,668.6074020971777
1997-04-09,661.726502441051
1997-04-10,653.7471838989095
1997-04-11,652.231565862294
1997-04-14,645.5605316756898
1997-04-15,643.9566234243242
1997-04-16,650.6830297567998
1997-04-17,657.6345259360904
1997-04-18,668.053006515187
1997-04-21,681.4395445847737
1997-04-22,680.8695996093321
1997-04-23,684.0483175772321
1997-04-24,681.8032799803865
1997-04-25,681.7810384995443
1997-04-28,676.6125874347118
1997-04-29,674.3001837970235
1997-04-30,681.1939307621824
1997-05-01,687.705762944024
1997-05-02,687.8059240059384
1997-05-05,689.0352154634627
1997-05-06,702.1477481754634
1997-05-07,704.4976573816542
1997-05-08,706.60964382601
1997-05-09,712.3518931324875
1997-05-12,723.9368178072211
1997-05-13,724.4880969773168
1997-05-14,726.4176369471313
1997-05-15,732.9552296517492
1997-05-16,742.7825886498565
1997-05-19,743.6521631280026
1997-05-20,755.2794508972555
1997-05-21,749.7932608088103
1997-05-22,743.452793309416
1997-05-23,748.7289204455324
1997-05-26,745.2294301723922
1997-05-27,743.0062867308269
1997-05-28,751.4082880057333
1997-05-29,748.2237990229462
1997-05-30,748.0131113304199
1997-06-02,750.0272388740999
1997-06-03,752.6136318439679
1997-06-04,752.538603913065
1997-06-05,755.9551484704416
1997-06-06,757.0561311163179
1997-06-09,768.8714610305354
1997-06-10,770.5177265631205
1997-06-11,774.4615401055452
1997-06-12,762.5827802665258
1997-06-13,759.1282497310417
1997-06-16,767.904461408868
1997-06-17,768.4682338804238
1997-06-18,769.0503497565272
1997-06-19,765.8972566820526
1997-06-20,763.8771477294094
1997-06-23,758.7362893933073
1997-06-24,758.3222810522743
1997-06-25,766.2703790439199
1997-06-26,767.4570422927925
1997-06-27,762.7087357893566
1997-06-30,764.4559661534196
1997-07-01,759.7823948088636
1997-07-02,761.9664825148483
1997-07-03,764.0667738816616
1997-07-04,760.105813227534
1997-07-07,760.7853105509153
1997-07-08,758.0559137166422
1997-07-09,751.4827460835016
1997-07-10,750.1551244728367
1997-07-11,747.3839757650004
1997-07-14,745.6551349377522
1997-07-15,735.9548762537701
1997-07-16,732.043279883998
1997-07-17,730.345205250089
1997-07-18,731.8042241583905
1997-07-21,731.4085940761024
1997-07-22,727.7879127686795
1997-07-23,724.4797505081996
1997-07-24,724.2788529240719
1997-07-25,722.1342726017366
1997-07-28,720.4657098678964
1997-07-29,717.3405678581211
1997-07-30,711.6491777674507
1997-07-31,709.1389168853104
1997-08-01,705.5485807304087
1997-08-04,699.7257007618964
1997-08-05,691.0322190901866
1997-08-06,691.4054853025133
1997-08-07,686.0870542167851
1997-08-08,691.6071023485179
1997-08-11,680.7036755050813
1997-08-12,680.4457414810619
1997-08-13,681.9298398451368
1997-08-14,675.9460521843353
1997-08-15,678.2720164565623
1997-08-18,668.940055082272
1997-08-19,664.7210035728127
1997-08-20,671.4394336283543
1997-08-21,674.0232632114003
1997-08-22,668.9520032540715
1997-08-25,663.9989716794191
1997-08-26,663.2177775074352
1997-08-27,655.6522726425876
1997-08-28,642.6137052792232
1997-08-29,627.6867114162732
1997-09-01,616.6226721361355
1997-09-02,611.6609568873411
1997-09-03,618.8426364891849
1997-09-04,613.9981281311277
1997-09-05,620.6918974607347
1997-09-08,627.5779848315835
1997-09-09,635.66470982324
1997-09-10,633.07292716549
1997-09-11,624.2860378003027
1997-09-12,617.1178859813558
1997-09-15,617.9062721794472
1997-09-16,611.498548783951
1997-09-17,606.5795947221085
1997-09-18,596.2433278851926
1997-09-19,595.055850088706
1997-09-22,588.7595641181018
1997-09-23,591.0969947036931
1997-09-24,594.1545553889456
1997-09-25,586.9258890989267
1997-09-26,576.5517282257467
1997-09-29,565.8153639164219
1997-09-30,564.7124499809152
1997-10-01,557.3809079044916
1997-10-02,551.6420510924326
1997-10-03,545.9395285941549
1997-10-06,548.5561331513044
1997-10-07,548.1771799782831
1997-10-08,552.7970035362055
1997-10-09,551.0308040988748
1997-10-10,555.6450293228246
1997-10-13,546.1892839232725
1997-10-14,541.3263044867131
1997-10-15,536.9179050335649
1997-10-16,542.0542828609396
1997-10-17,539.568792999285
1997-10-20,528.4279942133571
1997-10-21,530.1377618845173
1997-10-22,529.8820349804677
1997-10-23,517.4081804892917
1997-10-24,519.3876566413785
1997-10-27,512.1683471440929
1997-10-28,495.83821311561286
1997-10-29,506.3945314743925
1997-10-30,502.30442981355037
1997-10-31,506.2222927807951
1997-11-03,514.8419126252846
1997-11-04,510.72264015661244
1997-11-05,506.6295251959617
1997-11-06,501.5199911546415
1997-11-07,488.50983684481804
1997-11-10,481.5226758874028
1997-11-11,478.2994987054404
1997-11-12,470.15460977591493
1997-11-13,467.11576880844945
1997-11-14,461.2044750535452
1997-11-17,473.19284213390523
1997-11-18,473.3145801964969
1997-11-19,456.5838784578588
1997-11-20,452.8280563832363
1997-11-21,460.8217831171354
1997-11-24,455.8440492540092
1997-11-25,434.8808583801568
1997-11-26,428.95209302409813
1997-11-27,430.0568993994044
1997-11-28,429.19944080740714
1997-12-01,426.28247380927684
1997-12-02,428.99267059870476
1997-12-03,425.56622284102343
1997-12-04,421.81039467716704
1997-12-05,419.2448204295648
1997-12-08,416.50852769149463
1997-12-09,415.97845114236463
1997-12-10,416.2099653209137
1997-12-11,404.8563383648334
1997-12-12,398.23250785163265
1997-12-15,392.11547431310004
1997-12-16,388.9313326278497
1997-12-17,401.25550462136346
