Date,ACWI ex JAPAN SMALL CAP
2007-05-31,1000.0
2007-06-01,1006.0717819381817
2007-06-04,1009.2453254463014
2007-06-05,1005.5012189661104
2007-06-06,993.2830466728818
2007-06-07,977.1389256196796
2007-06-08,978.7548243845639
2007-06-11,981.144774840488
2007-06-12,972.9915673482797
2007-06-13,979.2323493873312
2007-06-14,988.0341406270019
2007-06-15,998.5954501646628
2007-06-18,999.3400040929532
2007-06-19,1000.6180335474243
2007-06-20,995.0543367589722
2007-06-21,994.2879467497255
2007-06-22,990.8002189132721
2007-06-25,984.7648820228466
2007-06-26,980.8472376652207
2007-06-27,984.2632573815597
2007-06-28,991.1413755289171
2007-06-29,992.5101652116115
2007-07-02,1004.0645287418981
2007-07-03,1010.2248402041606
2007-07-04,1013.317313068875
2007-07-05,1014.1068989178129
2007-07-06,1019.2099750828058
2007-07-09,1022.521968738625
2007-07-10,1013.1458080758956
2007-07-11,1014.9156761269528
2007-07-12,1028.7458943500067
2007-07-13,1032.6655468855145
2007-07-16,1028.3313526968013
2007-07-17,1028.0269400299087
2007-07-18,1024.9258176759809
2007-07-19,1031.8147089197316
2007-07-20,1024.5470725136054
2007-07-23,1024.6868414113758
2007-07-24,1007.2016465377607
2007-07-25,1000.6015007088538
2007-07-26,977.3979309840323
2007-07-27,959.8749016327181
2007-07-30,965.8764214949322
2007-07-31,968.7654869377956
2007-08-01,959.5128991837689
2007-08-02,965.2578674473871
2007-08-03,948.6396138326729
2007-08-06,946.740693262604
2007-08-07,951.8607570491009
2007-08-08,970.7658134694339
2007-08-09,953.0038549482633
2007-08-10,942.4828112124424
2007-08-13,943.9036783142978
2007-08-14,926.6856263398284
2007-08-15,907.967692807803
2007-08-16,890.4962074861921
2007-08-17,904.9253345998626
2007-08-20,915.6955759122285
2007-08-21,916.313455406494
2007-08-22,932.9651464433651
2007-08-23,935.0297486634452
2007-08-24,944.9031251868217
2007-08-27,943.1093320171125
2007-08-28,924.5609581865086
2007-08-29,937.0343840976707
2007-08-30,939.4414113953382
2007-08-31,953.5358250794005
2007-09-03,956.0434958248433
2007-09-04,963.2854236506234
2007-09-05,954.236746527095
2007-09-06,958.1351055191786
2007-09-07,945.6727165788657
2007-09-10,937.032057133141
2007-09-11,950.2285370565156
2007-09-12,950.2532097764874
2007-09-13,952.0970874762753
2007-09-14,951.4178933739092
2007-09-17,941.2034136371054
2007-09-18,960.2724216267608
2007-09-19,976.6278985947224
2007-09-20,974.1393382400776
2007-09-21,978.9911457587077
2007-09-24,976.2652083683445
2007-09-25,971.4783203744595
2007-09-26,978.1221226340282
2007-09-27,986.5517389880825
2007-09-28,986.1307905979352
2007-10-01,999.2762443956238
2007-10-02,1005.0763257465279
2007-10-03,1003.3079134568037
2007-10-04,1004.0807179922041
2007-10-05,1018.0400060805941
2007-10-08,1014.2729865732738
2007-10-09,1019.76177537786
2007-10-10,1023.6190356483787
2007-10-11,1023.8048419935902
2007-10-12,1024.0523794804153
2007-10-15,1019.0085762685885
2007-10-16,1008.6779450641457
2007-10-17,1013.1830443091657
2007-10-18,1013.7402398193556
2007-10-19,995.5762229276233
2007-10-22,988.6413323698876
2007-10-23,1004.4329442169113
