Date,AC ASIA ex JAPAN SMALL CAP
1994-05-31,731.7864217702397
1994-06-30,714.3955720626523
1994-07-29,736.4914574017702
1994-08-31,799.2336595453311
1994-09-30,822.5771893573144
1994-10-31,814.0848515931374
1994-11-30,744.2093154606792
1994-12-30,722.2987940708259
1995-01-31,642.5706467109524
1995-02-28,676.8594375157916
1995-03-31,666.7057457028587
1995-04-28,640.2391461962515
1995-05-31,684.9863437256279
1995-06-30,693.4537423796992
1995-07-31,727.0759431193648
1995-08-31,708.982425261363
1995-09-29,700.241626836295
1995-10-31,665.8489563383114
1995-11-30,647.5129796929883
1995-12-29,668.4318449645718
1996-01-31,712.9436216133889
1996-02-29,727.543320809607
1996-03-29,737.5867912131355
1996-04-30,785.0809148791942
1996-05-31,762.6288742657783
1996-06-28,763.2857784444246
1996-07-31,719.6933533478452
1996-08-30,739.19461959995
1996-09-30,751.2253995944387
1996-10-31,749.9646688315622
1996-11-29,768.1884498921286
1996-12-31,759.2301688996511
1997-01-01,759.7820338318501
1997-01-02,762.1470998800235
1997-01-03,765.6484787803689
1997-01-06,771.6855967120132
1997-01-07,771.8164021649691
1997-01-08,776.7728701448898
1997-01-09,776.8170157440775
1997-01-10,781.4538752279145
1997-01-13,787.4403459957618
1997-01-14,786.3034574368064
1997-01-15,791.9515469186091
1997-01-16,794.6299042091434
1997-01-17,797.1686484627953
1997-01-20,803.5314718258567
1997-01-21,798.8278074475508
1997-01-22,799.7249777296953
1997-01-23,795.4030390531419
1997-01-24,794.2248429268618
1997-01-27,795.4239025431547
1997-01-28,794.9439619531283
1997-01-29,791.7214233347709
1997-01-30,794.608883116807
1997-01-31,795.3191361571077
1997-02-03,793.3407246547625
1997-02-04,794.3747580516971
1997-02-05,800.1212618795722
1997-02-06,800.5476319552567
1997-02-07,800.5878849244616
1997-02-10,803.7787497668404
1997-02-11,804.9391614035534
1997-02-12,810.318663221819
1997-02-13,813.0959736738004
1997-02-14,812.6337161742323
1997-02-17,820.5229534425972
