Date,EM LATAM ex BR IMI VALUE WEIGHTED
1997-04-29,1085.9379773267833
1997-04-30,1088.0947675283614
1997-05-01,1088.7493256412383
1997-05-02,1095.4536529086683
1997-05-05,1097.6374814782037
1997-05-06,1098.7888936567597
1997-05-07,1093.1242667232832
1997-05-08,1101.6199446351598
1997-05-09,1107.298240448031
1997-05-12,1115.6870235867132
1997-05-13,1114.8134606861117
1997-05-14,1112.9572300639445
1997-05-15,1115.079648872034
1997-05-16,1117.9059294809883
1997-05-19,1122.0757093401473
1997-05-20,1130.8461389098552
1997-05-21,1136.891531135758
1997-05-22,1142.6436973577286
1997-05-23,1144.1224437974527
1997-05-26,1141.7370931912196
1997-05-27,1143.4310849186033
1997-05-28,1138.9254745833673
1997-05-29,1141.9489923846231
1997-05-30,1151.6204171315276
1997-06-02,1165.5191531388566
1997-06-03,1169.422213195654
1997-06-04,1173.5140004528103
1997-06-05,1165.4662517240017
1997-06-06,1170.6163819636058
1997-06-09,1169.4704874844638
1997-06-10,1170.8579919477336
1997-06-11,1181.628317012573
1997-06-12,1194.1148363325044
1997-06-13,1198.3443101181585
1997-06-16,1196.8553013730218
1997-06-17,1199.7509616861507
1997-06-18,1202.1189573368063
1997-06-19,1210.148879967566
1997-06-20,1217.8705115470466
1997-06-23,1215.7108180051325
1997-06-24,1214.4342827351318
1997-06-25,1212.8242751266791
1997-06-26,1218.5323872163785
1997-06-27,1222.8266077456265
1997-06-30,1224.399622368796
1997-07-01,1236.828804900015
1997-07-02,1243.3550322695419
1997-07-03,1250.9736942533154
1997-07-04,1259.0992899295966
1997-07-07,1275.0160244635122
1997-07-08,1296.0728750344251
1997-07-09,1298.579506110797
1997-07-10,1303.9827841613935
1997-07-11,1301.1809187913263
1997-07-14,1292.6185869162853
1997-07-15,1263.7755976107305
1997-07-16,1285.0102766383911
1997-07-17,1284.8315226741768
1997-07-18,1265.5461313942783
1997-07-21,1246.394755806855
1997-07-22,1264.6430872271849
1997-07-23,1284.5237714266689
1997-07-24,1293.7188767976152
1997-07-25,1299.3954094754383
1997-07-28,1293.9486691525146
1997-07-29,1307.50060747556
1997-07-30,1325.5131679085898
1997-07-31,1336.2515842228368
1997-08-01,1333.8581453632928
1997-08-04,1345.737689487298
1997-08-05,1353.4688588652702
1997-08-06,1371.9435696549442
1997-08-07,1361.8809562071644
1997-08-08,1348.1726855892227
1997-08-11,1347.8991901124923
1997-08-12,1345.2817364698292
1997-08-13,1344.0494880184685
1997-08-14,1347.5926426896785
1997-08-15,1341.0457937688109
1997-08-18,1338.1731491257535
1997-08-19,1349.8386523629827
1997-08-20,1366.546998746986
1997-08-21,1353.225256954274
1997-08-22,1344.9708513542587
1997-08-25,1341.9208283731523
1997-08-26,1332.3519225477871
1997-08-27,1334.4105231467597
1997-08-28,1316.4113542430894
1997-08-29,1287.5316451926615
1997-09-01,1280.4156015834646
1997-09-02,1304.7395194099163
1997-09-03,1323.0887086459652
1997-09-04,1318.6949874611641
1997-09-05,1325.6594763881606
1997-09-08,1325.369086370922
1997-09-09,1324.1499562611884
1997-09-10,1306.428976763642
1997-09-11,1291.663549870404
1997-09-12,1306.3624261644263
1997-09-15,1303.0286423995208
1997-09-16,1311.9808444734924
1997-09-17,1331.8187998541866
1997-09-18,1339.225180082562
1997-09-19,1344.3863824665211
1997-09-22,1359.270032804182
1997-09-23,1357.682255473117
1997-09-24,1355.698047207336
1997-09-25,1356.7050759270128
1997-09-26,1361.3485135255546
1997-09-29,1368.0410443101202
1997-09-30,1380.0825865158383
1997-10-01,1386.7042467999186
1997-10-02,1380.7404913348641
1997-10-03,1378.4172327364154
1997-10-06,1378.2877224510382
1997-10-07,1384.9014054631382
1997-10-08,1370.7002964719065
1997-10-09,1369.2732210300026
1997-10-10,1368.778479990992
1997-10-13,1370.5057722979243
1997-10-14,1379.9887634501592
1997-10-15,1385.4159143043844
1997-10-16,1386.1137837592103
1997-10-17,1371.6327343685723
1997-10-20,1381.3889159038856
1997-10-21,1390.948764860534
1997-10-22,1381.4614467039942
1997-10-23,1330.5879347260952
1997-10-24,1292.9078005715874
1997-10-27,1129.915322128771
1997-10-28,1210.7787416256492
1997-10-29,1209.2594396911782
1997-10-30,1163.7660348644654
1997-10-31,1174.3328896267517
1997-11-03,1226.9188316968784
1997-11-04,1226.6955475837915
1997-11-05,1214.9128099965121
1997-11-06,1204.6672839180799
1997-11-07,1169.6917972718743
1997-11-10,1151.798480481623
1997-11-11,1150.6707856122607
1997-11-12,1105.558535166537
1997-11-13,1120.3090756033266
1997-11-14,1137.210975960826
1997-11-17,1158.142853049618
1997-11-18,1150.978879469978
1997-11-19,1167.681355988312
1997-11-20,1174.9400739249027
1997-11-21,1202.3555068987446
1997-11-24,1180.2167376738212
1997-11-25,1190.8904809258372
1997-11-26,1205.6052434266967
1997-11-27,1214.6012981899853
1997-11-28,1213.5218147546564
1997-12-01,1232.8513294820787
1997-12-02,1239.5668924566046
1997-12-03,1242.6229385883128
1997-12-04,1248.2709126366472
1997-12-05,1248.6807342616814
1997-12-08,1249.6239243547427
1997-12-09,1240.1930699603606
1997-12-10,1220.6297300600513
1997-12-11,1202.3450747541137
1997-12-12,1198.9400829850506
1997-12-15,1218.435349706591
1997-12-16,1228.003708816949
1997-12-17,1235.0241931988628
1997-12-18,1220.226993095718
1997-12-19,1202.831244889216
1997-12-22,1202.5380969313146
1997-12-23,1193.3179239319375
1997-12-24,1199.2714920024894
1997-12-25,1199.1646344803858
1997-12-26,1208.356149337909
1997-12-29,1231.5986932598998
1997-12-30,1253.741732356602
1997-12-31,1259.173052040483
1998-01-01,1259.3052963801422
1998-01-02,1257.3904422941337
1998-01-05,1249.9536029516441
1998-01-06,1220.8296324580047
1998-01-07,1201.5713870486184
1998-01-08,1166.0281237233435
1998-01-09,1112.92240313474
1998-01-12,1117.2364555876086
1998-01-13,1130.5551068810653
1998-01-14,1126.219753495446
1998-01-15,1112.439521783974
1998-01-16,1134.616425170567
1998-01-19,1148.3223370949224
1998-01-20,1136.7339029252796
1998-01-21,1119.5411334587309
1998-01-22,1104.1786505740415
1998-01-23,1097.2295688361828
1998-01-26,1100.213430175114
1998-01-27,1107.678648523197
1998-01-28,1100.1884521237107
1998-01-29,1089.4107835846432
1998-01-30,1101.2717543839283
1998-02-02,1129.0135054162884
1998-02-03,1138.888934277869
1998-02-04,1140.3889352462845
1998-02-05,1138.9203693550614
1998-02-06,1138.2244512140446
1998-02-09,1129.3281576745442
1998-02-10,1134.9323063829704
1998-02-11,1136.1424094693364
1998-02-12,1129.8116932836544
1998-02-13,1121.210654276682
1998-02-16,1118.6686148989274
1998-02-17,1116.7148288058552
1998-02-18,1114.3047383250234
1998-02-19,1119.4221229152593
1998-02-20,1114.2624030513675
1998-02-23,1109.4774319028356
1998-02-24,1109.2174891207837
1998-02-25,1119.8974136832228
1998-02-26,1129.200990464003
1998-02-27,1136.575762527791
1998-03-02,1146.1363380560517
1998-03-03,1141.0400672385801
1998-03-04,1133.7176604535753
1998-03-05,1124.7470416484562
1998-03-06,1140.3195105738498
1998-03-09,1134.1490837173399
1998-03-10,1131.8494737431806
1998-03-11,1141.2021288475687
1998-03-12,1144.8915384162835
1998-03-13,1150.3887719907082
1998-03-16,1150.4600793990398
1998-03-17,1152.440344055443
1998-03-18,1154.1259349192005
1998-03-19,1153.4277741271949
1998-03-20,1167.0283094715958
1998-03-23,1182.6937427765101
1998-03-24,1182.5029544916752
1998-03-25,1179.833106172102
1998-03-26,1185.491250826667
1998-03-27,1192.2559704069668
1998-03-30,1194.7270873314274
1998-03-31,1192.0904174049983
1998-04-01,1188.8706319478836
1998-04-02,1191.253160020594
1998-04-03,1180.0403333056704
1998-04-06,1179.7211445672212
1998-04-07,1168.1891522537528
1998-04-08,1170.423924663179
1998-04-09,1174.8325724378622
1998-04-10,1174.773155473086
1998-04-13,1171.7906486936793
1998-04-14,1179.4999103277537
1998-04-15,1182.326755113984
1998-04-16,1179.7190280800978
1998-04-17,1192.5033007048826
1998-04-20,1201.066467941766
1998-04-21,1198.8115784186277
1998-04-22,1201.8933770249157
1998-04-23,1197.8741405768417
1998-04-24,1188.785314585138
1998-04-27,1162.6677124489104
1998-04-28,1176.873264178512
1998-04-29,1180.7128750374065
1998-04-30,1196.259239911708
1998-05-01,1195.9946410041532
1998-05-04,1200.6349073311108
1998-05-05,1195.9706260631137
1998-05-06,1182.8611340115865
1998-05-07,1177.9900103692498
1998-05-08,1180.3210282456419
1998-05-11,1166.5464534053738
1998-05-12,1155.4348315201103
1998-05-13,1144.3174411166103
1998-05-14,1142.3247221004885
1998-05-15,1144.8244169027535
1998-05-18,1113.3503536205385
1998-05-19,1109.5397037532775
1998-05-20,1106.209484668004
1998-05-21,1112.2514452759601
1998-05-22,1111.2402609676924
1998-05-25,1105.005365497093
1998-05-26,1071.2352532728623
1998-05-27,1068.951546191096
1998-05-28,1069.4021460610136
1998-05-29,1069.3617838330101
1998-06-01,1047.8219449966025
1998-06-02,1059.5026609407005
1998-06-03,1058.4236092810556
1998-06-04,1074.782779943737
1998-06-05,1076.6732852598864
1998-06-08,1071.9347962499683
1998-06-09,1065.8276641389718
1998-06-10,1038.1018253275483
1998-06-11,1015.4275501896409
1998-06-12,1007.7486993752772
1998-06-15,983.5996326960236
1998-06-16,980.3675869849727
1998-06-17,1017.9400568595239
1998-06-18,1002.3427536410966
1998-06-19,1011.5382762812998
1998-06-22,1004.9179108903699
1998-06-23,1017.5348837101322
1998-06-24,1015.7753978123795
1998-06-25,995.6740426907702
1998-06-26,981.9741587159682
1998-06-29,984.4543032727001
1998-06-30,995.2672781770472
1998-07-01,1012.5727079386027
1998-07-02,1011.6815852437913
1998-07-03,1016.3665490717111
1998-07-06,1011.4644388339112
1998-07-07,1024.7074610852535
1998-07-08,1031.4732976149085
1998-07-09,1027.4835872067447
1998-07-10,1029.8948237775446
1998-07-13,1042.8637999356233
1998-07-14,1056.2376455752237
1998-07-15,1054.568862523283
1998-07-16,1062.603575850492
1998-07-17,1074.0054829361663
1998-07-20,1066.169423347542
1998-07-21,1051.9433403134806
1998-07-22,1047.8920458986327
1998-07-23,1038.0468333640667
1998-07-24,1040.959758947466
1998-07-27,1036.0494941077795
1998-07-28,1020.6507138085178
1998-07-29,1020.9285269622206
1998-07-30,1023.6219290482476
1998-07-31,1010.0345038364633
1998-08-03,994.9210932208308
1998-08-04,974.5557173158531
1998-08-05,971.500149365113
1998-08-06,964.5069434346893
1998-08-07,946.0510339778084
1998-08-10,925.5104903699672
1998-08-11,900.4888808320137
1998-08-12,890.623346331521
1998-08-13,893.0658378008873
1998-08-14,893.9795004215325
1998-08-17,884.1300261881295
1998-08-18,888.3383696180714
1998-08-19,881.4537918316694
1998-08-20,850.2020068288981
1998-08-21,816.074497104074
1998-08-24,812.30918534623
1998-08-25,809.4116741606492
1998-08-26,785.4263381731137
1998-08-27,737.8088278821523
1998-08-28,746.4674110224097
1998-08-31,719.5122215691474
1998-09-01,736.5270337926919
1998-09-02,747.7716462837803
1998-09-03,719.2295939342333
1998-09-04,701.6894265707961
1998-09-07,718.3211280243278
1998-09-08,712.0167106748175
1998-09-09,695.3993078761551
1998-09-10,639.7669997961499
1998-09-11,654.0308722639951
1998-09-14,672.0901873734973
1998-09-15,733.6430342905115
1998-09-16,731.2818366906247
1998-09-17,716.0135913635072
1998-09-18,729.4661627821362
1998-09-21,730.734477406517
1998-09-22,743.9577512731205
1998-09-23,790.2393191743763
1998-09-24,770.8278086261942
1998-09-25,774.4664183470287
1998-09-28,781.0937038296601
1998-09-29,778.7326242340091
1998-09-30,763.4139861793581
1998-10-01,731.1679938990221
1998-10-02,753.7879277146683
1998-10-05,737.4437299796716
1998-10-06,739.4425393616333
1998-10-07,726.4197759907648
1998-10-08,724.3843098670043
1998-10-09,739.8421088777361
1998-10-12,747.9883877183589
1998-10-13,750.4250955933801
1998-10-14,755.3961823858164
1998-10-15,783.2691341781897
1998-10-16,786.05802969003
1998-10-19,785.3278119642446
1998-10-20,796.768287630687
1998-10-21,798.1330484668966
1998-10-22,815.3563293129095
1998-10-23,808.8999821844632
1998-10-26,808.3370905135987
1998-10-27,802.7535185872939
1998-10-28,791.2211795087372
1998-10-29,792.4305521242752
1998-10-30,822.028566901976
1998-11-02,831.2013217234582
1998-11-03,840.880872829576
1998-11-04,860.886879032729
1998-11-05,865.7840636360352
1998-11-06,869.0432393593908
1998-11-09,856.0410169710561
1998-11-10,848.7696763325329
1998-11-11,854.6900153686717
1998-11-12,844.0654210996174
1998-11-13,847.5472602852836
1998-11-16,851.4661727836208
1998-11-17,853.022499738647
1998-11-18,859.025556565273
1998-11-19,863.8785960863967
1998-11-20,875.5513115279268
1998-11-23,886.3973277902282
1998-11-24,881.4393204165452
1998-11-25,881.8188377079388
1998-11-26,885.0130118000662
1998-11-27,882.693366713042
1998-11-30,859.2620080491885
1998-12-01,852.6219054990339
1998-12-02,852.5616479096665
1998-12-03,827.9703684022738
1998-12-04,830.0889525094187
1998-12-07,834.5383499692819
1998-12-08,835.0840424232969
1998-12-09,826.0272193157672
1998-12-10,823.6224013331555
1998-12-11,823.8773440989365
1998-12-14,806.9989647655569
1998-12-15,810.5882591723743
1998-12-16,815.6143178728516
1998-12-17,818.0053686263986
1998-12-18,828.2321744189019
1998-12-21,843.7883023466896
1998-12-22,843.1868672401142
1998-12-23,845.9894094814637
1998-12-24,851.8353417587907
1998-12-25,851.790712606956
1998-12-28,841.1999237725156
1998-12-29,839.4400423057938
1998-12-30,839.0034648183647
1998-12-31,846.241068371836
1999-01-01,846.3373227760046
1999-01-04,845.0754926498051
1999-01-05,842.4696842502026
1999-01-06,842.5925003720076
1999-01-07,834.5619254021447
1999-01-08,827.756054525235
1999-01-11,810.5101733203487
1999-01-12,781.797217113622
1999-01-13,729.9745896765972
1999-01-14,720.9134432039139
1999-01-15,773.7473039908185
1999-01-18,777.880992659934
1999-01-19,775.0372979145733
1999-01-20,792.7056066319616
1999-01-21,777.5286484831856
1999-01-22,774.4874447826137
1999-01-25,779.2136254145215
1999-01-26,785.9335386968443
1999-01-27,794.0609333641943
1999-01-28,803.7675114265052
1999-01-29,806.8256674257775
1999-02-01,820.7174680225199
1999-02-02,819.2665237881527
1999-02-03,822.1502892986064
1999-02-04,822.6318941609064
1999-02-05,824.6738914722931
1999-02-08,823.8612879094198
1999-02-09,818.2488967404655
1999-02-10,824.2946517270288
1999-02-11,842.5096919854068
1999-02-12,841.4655490025707
1999-02-15,843.2522007143409
1999-02-16,848.8841129972894
1999-02-17,841.3328133942107
1999-02-18,847.8720606365129
1999-02-19,858.4621054674701
1999-02-22,862.3219649679442
1999-02-23,856.8926207007393
1999-02-24,860.2120853630938
1999-02-25,856.6451271643552
1999-02-26,859.4994970665049
1999-03-01,854.5944981528535
1999-03-02,848.4146387536367
1999-03-03,846.5984294987203
1999-03-04,860.9997972535135
1999-03-05,872.9608635653968
1999-03-08,890.3970335436383
1999-03-09,900.1878770485425
1999-03-10,921.9976507886889
1999-03-11,925.7685417089069
1999-03-12,930.1800294738041
1999-03-15,944.6282495181406
1999-03-16,957.5243008889681
1999-03-17,956.921278945668
1999-03-18,961.1465136851456
1999-03-19,953.6680730844886
1999-03-22,945.1733464710364
1999-03-23,937.1039391264458
1999-03-24,951.5452131543377
1999-03-25,964.3166666907987
1999-03-26,959.767051436481
1999-03-29,970.6873150977517
1999-03-30,976.6557240390681
1999-03-31,987.6892244438732
1999-04-01,989.0157848979749
1999-04-02,990.3552748309811
1999-04-05,1015.9611143067843
1999-04-06,1019.1282541389905
1999-04-07,1020.7958789720118
1999-04-08,1030.4600409384768
1999-04-09,1031.5351084233505
1999-04-12,1040.742382820221
1999-04-13,1042.6780167294896
1999-04-14,1048.4480000391272
1999-04-15,1076.3183821126245
1999-04-16,1101.8174744553949
1999-04-19,1112.0620115597978
1999-04-20,1102.4150331367246
1999-04-21,1096.7279052610813
1999-04-22,1110.2445308960132
1999-04-23,1106.7494409141518
1999-04-26,1096.542686739442
1999-04-27,1089.5642048023735
1999-04-28,1103.582583956087
1999-04-29,1111.2347496815592
1999-04-30,1123.5565535649955
1999-05-03,1145.875619715314
1999-05-04,1143.3411683939273
1999-05-05,1146.918892933397
1999-05-06,1166.99695342528
1999-05-07,1188.112025435824
1999-05-10,1207.5875732662787
1999-05-11,1195.063731837019
1999-05-12,1179.0881313305429
1999-05-13,1199.79173010285
1999-05-14,1180.5069704741354
1999-05-17,1171.739449261381
1999-05-18,1174.0771300912447
1999-05-19,1149.2598158881567
1999-05-20,1150.166998061303
1999-05-21,1121.277393513441
1999-05-24,1093.1949327140135
1999-05-25,1068.8625035720202
1999-05-26,1088.6927114694106
1999-05-27,1061.9497422403838
1999-05-28,1066.7884269230149
1999-05-31,1071.7777955910906
1999-06-01,1063.4692466429642
1999-06-02,1060.7642210366996
1999-06-03,1060.5505068210919
1999-06-04,1072.2197889966758
1999-06-07,1082.5733335893674
1999-06-08,1083.3391732486607
1999-06-09,1075.3939996889885
1999-06-10,1068.5593831505635
1999-06-11,1055.8594986576652
1999-06-14,1049.8771309726326
1999-06-15,1058.587415181917
1999-06-16,1088.639145969247
1999-06-17,1099.3910642858054
1999-06-18,1101.4194968032034
1999-06-21,1108.566760509028
1999-06-22,1113.3498015206908
1999-06-23,1099.4489993493091
1999-06-24,1081.8532072330372
1999-06-25,1072.6808328546324
1999-06-28,1083.7593664246356
1999-06-29,1089.2471362008278
1999-06-30,1105.4334225748098
1999-07-01,1116.8665989475128
1999-07-02,1128.4951227221886
1999-07-05,1136.5464775215642
1999-07-06,1135.5166307513355
1999-07-07,1135.6489841336504
1999-07-08,1121.8980765119381
1999-07-09,1121.2272139407196
1999-07-12,1091.998946365472
1999-07-13,1103.9272906630185
1999-07-14,1106.9634162833945
1999-07-15,1110.7257473783493
1999-07-16,1115.5236452080424
1999-07-19,1120.9255856086538
1999-07-20,1105.3789232147296
1999-07-21,1109.5777538948023
1999-07-22,1098.0494534460663
1999-07-23,1072.3874036941006
1999-07-26,1051.6149597891203
1999-07-27,1052.1782160173032
1999-07-28,1063.103890021057
1999-07-29,1044.139746746127
1999-07-30,1042.9625225958864
1999-08-02,1029.3435081216762
1999-08-03,1031.471604460354
1999-08-04,1026.7946822102726
1999-08-05,1024.8430135452575
1999-08-06,1014.921457515919
1999-08-09,1019.2128600662256
1999-08-10,1011.7684101373262
1999-08-11,1023.8918616676564
1999-08-12,1030.2685762442384
1999-08-13,1042.4486376612788
1999-08-16,1038.8988505723507
1999-08-17,1040.0355888719505
1999-08-18,1023.2154397678848
1999-08-19,1017.7520664515376
1999-08-20,1013.9072394145476
1999-08-23,1029.895748504918
1999-08-24,1035.4427221664798
1999-08-25,1050.3745718742748
1999-08-26,1048.2092815359897
1999-08-27,1038.6534292761207
1999-08-30,1031.903964155247
1999-08-31,1029.1588907792225
1999-09-01,1031.7008262711472
1999-09-02,1028.2924698936563
1999-09-03,1031.5986067458773
1999-09-06,1033.5414174848345
1999-09-07,1021.8531501248
1999-09-08,1016.6845607217792
1999-09-09,1020.9871325113406
1999-09-10,1036.133095971041
1999-09-13,1036.8535316664063
1999-09-14,1034.3901872144636
1999-09-15,1032.003291330684
1999-09-16,1026.205877875861
1999-09-17,1028.320983047374
1999-09-20,1034.277684486612
1999-09-21,1023.1098144356316
1999-09-22,1024.7357735642468
1999-09-23,1018.5447363423875
1999-09-24,1019.3019579834375
1999-09-27,1030.6111497167649
1999-09-28,1029.7761228773584
1999-09-29,1026.658734908019
1999-09-30,1027.4251933662063
1999-10-01,1017.2112076863676
1999-10-04,1019.18919621115
1999-10-05,1017.8765213527157
1999-10-06,1025.8299725458587
1999-10-07,1029.620621019663
1999-10-08,1034.5398831589143
1999-10-11,1036.7777863300894
1999-10-12,1022.2891857015336
1999-10-13,999.1347190689904
1999-10-14,990.7893772489758
1999-10-15,963.5933901233849
1999-10-18,960.3311209409237
1999-10-19,977.1223778400271
1999-10-20,987.0905607709986
1999-10-21,995.5455346916665
1999-10-22,1004.9920285192802
1999-10-25,999.2321969956271
1999-10-26,994.4782678174837
1999-10-27,993.6210474613774
1999-10-28,1009.4033749357651
1999-10-29,1033.507622819793
1999-11-01,1037.5728144963443
1999-11-02,1044.8322060712583
1999-11-03,1078.6219133002355
1999-11-04,1080.1494964725503
1999-11-05,1088.9901611079301
1999-11-08,1098.5202813804083
1999-11-09,1098.777387259253
1999-11-10,1107.0447917465322
1999-11-11,1111.2672696676964
1999-11-12,1112.2915348784543
1999-11-15,1123.4474245108804
1999-11-16,1123.202789161754
1999-11-17,1121.7220042588576
1999-11-18,1133.1542339881173
1999-11-19,1137.7440295380889
1999-11-22,1126.14532264687
1999-11-23,1124.5278745467388
1999-11-24,1132.7675706695659
1999-11-25,1144.5280695158833
1999-11-26,1148.4600563583258
1999-11-29,1144.0937192698882
1999-11-30,1132.3124219854672
1999-12-01,1135.5995974370594
1999-12-02,1141.6306160057015
1999-12-03,1160.8198417589788
1999-12-06,1156.2300534110102
1999-12-07,1153.3730423035179
1999-12-08,1169.543358231592
1999-12-09,1175.5724713121735
1999-12-10,1184.1090667816009
1999-12-13,1177.7541304257704
1999-12-14,1170.6817002194734
1999-12-15,1186.985976781518
1999-12-16,1195.656606223035
1999-12-17,1206.2264662872774
1999-12-20,1206.2089438394478
1999-12-21,1209.0590908545912
1999-12-22,1202.6710391194208
1999-12-23,1207.8136777490986
1999-12-24,1207.3412539055907
1999-12-27,1200.3104769193915
1999-12-28,1208.3279293022965
1999-12-29,1215.0325869662236
1999-12-30,1223.9792307652683
1999-12-31,1223.9600321960954
2000-01-03,1227.028903628848
2000-01-04,1173.3475773332227
2000-01-05,1185.9475801627832
2000-01-06,1177.8190724172027
2000-01-07,1208.409227980276
2000-01-10,1234.71310125401
2000-01-11,1217.0436419847813
2000-01-12,1220.8268495765083
2000-01-13,1260.7244421989121
2000-01-14,1284.09242873179
2000-01-17,1296.767420028221
2000-01-18,1284.9456568912647
2000-01-19,1273.6781506023713
2000-01-20,1259.2981912260009
2000-01-21,1246.5379040611235
2000-01-24,1236.7533183337353
2000-01-25,1230.1166489089699
2000-01-26,1235.7640355982471
2000-01-27,1229.0028353497917
2000-01-28,1208.4307268190926
2000-01-31,1200.8956735513375
2000-02-01,1211.7659639418307
2000-02-02,1221.7321235406305
2000-02-03,1253.5276261074985
2000-02-04,1276.92840647579
2000-02-07,1300.9301545404844
2000-02-08,1309.9642508333209
2000-02-09,1300.6838323351963
2000-02-10,1319.5504114597682
2000-02-11,1317.7912001118239
2000-02-14,1311.5949061870015
2000-02-15,1308.4806581221455
2000-02-16,1302.8677779806997
2000-02-17,1298.213212052857
2000-02-18,1271.5309671689868
2000-02-21,1266.5605622675043
2000-02-22,1249.9556919568795
2000-02-23,1269.0707111747201
2000-02-24,1266.869314903482
2000-02-25,1251.658135698842
2000-02-28,1251.155710939477
2000-02-29,1259.5334046323692
2000-03-01,1279.6923652152786
2000-03-02,1312.1798841352697
2000-03-03,1324.825436374555
2000-03-06,1309.6274872984702
2000-03-07,1306.6736499783817
2000-03-08,1328.0648513806382
2000-03-09,1333.0289457510448
2000-03-10,1317.1528879470425
2000-03-13,1299.784024361367
2000-03-14,1286.3827722617048
2000-03-15,1295.2471773147774
2000-03-16,1301.156262449829
2000-03-17,1298.795787714782
2000-03-20,1296.243731152304
2000-03-21,1295.2534074769706
2000-03-22,1284.5290968960055
2000-03-23,1298.9144212908081
2000-03-24,1308.1409285237887
2000-03-27,1315.7588008565253
2000-03-28,1295.0174643439816
2000-03-29,1286.071732489458
2000-03-30,1265.8233892512994
2000-03-31,1264.824001357785
2000-04-03,1253.9777165570022
2000-04-04,1227.6257466898758
2000-04-05,1230.0835488280886
2000-04-06,1248.6401077726694
2000-04-07,1266.646077467596
2000-04-10,1248.450593403797
2000-04-11,1227.6963580819488
2000-04-12,1206.3250052840417
2000-04-13,1190.3821646682813
2000-04-14,1142.4832036178898
2000-04-17,1131.7103823767993
2000-04-18,1163.7290055640003
2000-04-19,1143.6224936868296
2000-04-20,1146.3590353633674
2000-04-21,1146.3243528985354
2000-04-24,1142.9486697853708
2000-04-25,1164.103407652552
2000-04-26,1160.5050334840041
2000-04-27,1158.136405808435
2000-04-28,1149.6670066409786
2000-05-01,1154.303454100936
2000-05-02,1153.7426593118437
2000-05-03,1130.09385317684
2000-05-04,1135.6200275127978
2000-05-05,1131.4745768773396
2000-05-08,1110.4516025139394
2000-05-09,1102.2093668863724
2000-05-10,1082.0079547983976
2000-05-11,1084.168067499199
2000-05-12,1104.3370189410896
2000-05-15,1120.7117637763126
2000-05-16,1125.9674604392446
2000-05-17,1103.420424991103
2000-05-18,1092.3622122188576
2000-05-19,1062.388075423117
2000-05-22,1047.4077129740645
2000-05-23,1036.8591584317528
2000-05-24,1053.7935248493534
