Date,EM IMI VALUE WEIGHTED
2004-01-13,269.4061881928
2004-01-14,267.8861349133
2004-01-15,264.8754491519
2004-01-16,265.1912724667
2004-01-19,266.9666578695
2004-01-20,269.615092878
2004-01-21,268.7053886704
2004-01-22,268.8644732924
2004-01-23,270.2192296116
2004-01-26,271.2564348874
2004-01-27,271.7513290963
2004-01-28,271.0872984404
2004-01-29,265.8390872886
2004-01-30,264.685757785
2004-02-02,265.0001118387
2004-02-03,265.0201734495
2004-02-04,264.1093745969
2004-02-05,263.0007472804
2004-02-06,266.5868918663
2004-02-09,270.7642431029
2004-02-10,271.8063689612
2004-02-11,273.945962181
2004-02-12,276.7143667484
2004-02-13,278.3907388604
2004-02-16,278.0884694619
2004-02-17,280.2635365255
2004-02-18,280.4236971447
2004-02-19,277.6631800246
2004-02-20,276.1760624261
2004-02-23,275.5300452085
2004-02-24,273.9750109226
2004-02-25,274.5980788745
2004-02-26,275.0712840222
2004-02-27,277.9935177251
2004-03-01,282.0880790813
2004-03-02,284.2868208544
2004-03-03,281.5492618701
2004-03-04,283.491507491
2004-03-05,285.6483993223
2004-03-08,285.0868076982
2004-03-09,284.5898047145
2004-03-10,279.6205586155
2004-03-11,275.8034737427
2004-03-12,274.0311289854
2004-03-15,273.1437309551
2004-03-16,273.6228180774
2004-03-17,276.9781662322
2004-03-18,279.7890988225
2004-03-19,281.3688415396
2004-03-22,276.6449150168
2004-03-23,274.9759790289
2004-03-24,274.4081199168
2004-03-25,272.7999905818
2004-03-26,274.4419445449
2004-03-29,278.4393754751
2004-03-30,280.8608453539
2004-03-31,284.0764517269
2004-04-01,286.203671197
2004-04-02,287.6008320558
2004-04-05,289.3227759687
2004-04-06,290.9330452543
2004-04-07,292.0797494049
2004-04-08,292.9818997152
2004-04-09,291.848877473
2004-04-12,294.0523240295
2004-04-13,292.1490156704
2004-04-14,288.2747943266
2004-04-15,286.5044765568
2004-04-16,285.6647096092
2004-04-19,285.5032497459
2004-04-20,285.8819919212
2004-04-21,283.1105260829
2004-04-22,280.2093607366
2004-04-23,283.0380493244
2004-04-26,280.8918505998
2004-04-27,279.582824465
2004-04-28,274.9976225557
2004-04-29,266.8600214624
2004-04-30,262.5562344418
2004-05-03,262.2110321773
2004-05-04,266.2262744207
2004-05-05,265.8916425942
2004-05-06,260.8322113012
2004-05-07,257.4340616477
2004-05-10,244.7480033924
2004-05-11,246.4803975555
2004-05-12,250.3984773063
2004-05-13,247.3197557655
2004-05-14,242.8621984946
2004-05-17,234.9830202289
2004-05-18,238.3580380338
2004-05-19,247.9781295595
2004-05-20,244.7680880146
2004-05-21,248.2565999436
2004-05-24,250.7527148355
2004-05-25,249.9526113027
2004-05-26,251.9946471738
2004-05-27,256.41654322
2004-05-28,257.7702950815
2004-05-31,256.3609301543
2004-06-01,256.6970089401
2004-06-02,255.9575229837
2004-06-03,250.4748441177
2004-06-04,251.8609764162
2004-06-07,259.3583561174
2004-06-08,258.8944831292
2004-06-09,256.6757765614
2004-06-10,254.9451498597
2004-06-11,250.4768171829
2004-06-14,246.2789304071
2004-06-15,248.3726047564
2004-06-16,248.3833003387
2004-06-17,250.5600244435
2004-06-18,249.4380276092
2004-06-21,250.6579267811
2004-06-22,249.5871773486
2004-06-23,250.7945531357
2004-06-24,255.0290170643
2004-06-25,257.1529630771
2004-06-28,255.9646283015
2004-06-29,256.2319584068
2004-06-30,258.6210805577
2004-07-01,259.4819808183
2004-07-02,257.7519300853
2004-07-05,257.5810555965
2004-07-06,257.19219673
2004-07-07,259.0126348185
2004-07-08,256.0740363733
2004-07-09,257.3758783072
2004-07-12,258.6201725187
2004-07-13,258.9908307184
2004-07-14,256.9158230752
2004-07-15,256.3014718564
2004-07-16,258.5406176636
2004-07-19,259.7616496299
2004-07-20,257.282974276
2004-07-21,257.8854767255
2004-07-22,255.4193523365
2004-07-23,254.1036017891
2004-07-26,252.4289274462
2004-07-27,253.0030639067
2004-07-28,253.6111976333
2004-07-29,253.0163023333
2004-07-30,255.2061252317
2004-08-02,253.6499138534
2004-08-03,254.2941456745
2004-08-04,253.8589244856
2004-08-05,255.3992247098
2004-08-06,254.3394271951
2004-08-09,255.7606028948
2004-08-10,256.3054060936
2004-08-11,254.3822459524
2004-08-12,255.1564559629
2004-08-13,256.030897895
2004-08-16,256.4752516123
2004-08-17,257.5799601079
2004-08-18,258.6624330646
2004-08-19,261.9707629567
2004-08-20,262.587301699
2004-08-23,262.1300159065
2004-08-24,262.7139556272
2004-08-25,264.1276861803
2004-08-26,266.0297419156
2004-08-27,266.3776486065
2004-08-30,266.8244507967
2004-08-31,267.9239954064
2004-09-01,270.3436813901
2004-09-02,272.2427040886
2004-09-03,271.1659994982
2004-09-06,272.5180326857
2004-09-07,272.4557705424
2004-09-08,272.9631762435
2004-09-09,273.7864804043
2004-09-10,276.063496673
2004-09-13,278.2520779222
2004-09-14,279.9330669086
2004-09-15,279.2575991066
2004-09-16,282.0626948464
2004-09-17,282.7277302199
2004-09-20,284.5461869394
2004-09-21,286.0411098111
2004-09-22,283.333349183
2004-09-23,283.5869055921
2004-09-24,283.5325683662
2004-09-27,282.5269131026
2004-09-28,283.4023484609
2004-09-29,283.9723129918
2004-09-30,285.3399500728
2004-10-01,289.6925158491
2004-10-04,295.7147647994
2004-10-05,295.8135656506
2004-10-06,295.6174913181
2004-10-07,296.0149831681
2004-10-08,296.8815517301
2004-10-11,297.0307433338
2004-10-12,292.3271903141
2004-10-13,289.6079061179
2004-10-14,287.7935247495
2004-10-15,288.9038687545
2004-10-18,289.9076250293
2004-10-19,290.9733245084
2004-10-20,286.8494974834
2004-10-21,288.2750668199
2004-10-22,289.5009958135
2004-10-25,286.7290759724
2004-10-26,288.0526577387
2004-10-27,290.4477375298
2004-10-28,292.6768571505
2004-10-29,293.7434085079
2004-11-01,294.6624267409
2004-11-02,296.9419260488
2004-11-03,300.9354011708
2004-11-04,301.534685636
2004-11-05,303.8891831955
2004-11-08,302.0933429425
2004-11-09,303.0948001973
2004-11-10,304.8880373602
2004-11-11,305.3880161873
2004-11-12,309.1971707668
2004-11-15,311.3213338273
2004-11-16,310.0719519302
2004-11-17,314.9862420727
2004-11-18,314.5775086168
2004-11-19,312.8792304364
2004-11-22,310.741004662
2004-11-23,312.863101927
2004-11-24,315.6959233043
2004-11-25,317.608357281
2004-11-26,318.3743930087
2004-11-29,320.6687636983
2004-11-30,322.5092936904
2004-12-01,323.6183906927
2004-12-02,325.7010467048
2004-12-03,325.2811631377
2004-12-06,325.8428791764
2004-12-07,323.4656364173
2004-12-08,319.0402749839
2004-12-09,316.7059363824
2004-12-10,314.0997400903
2004-12-13,316.2571097776
2004-12-14,319.255700567
2004-12-15,323.3501572696
2004-12-16,324.9530994539
2004-12-17,324.5850397259
2004-12-20,326.9138146349
2004-12-21,328.5873972579
2004-12-22,329.0652412562
2004-12-23,330.2012476037
2004-12-24,331.3155934274
2004-12-27,331.9522541311
2004-12-28,333.1510066022
2004-12-29,334.6422369756
2004-12-30,336.7752287136
2004-12-31,339.0370955633
2005-01-03,338.9138149956
2005-01-04,333.7678135151
2005-01-05,329.4890460472
2005-01-06,325.1390920681
2005-01-07,325.6578457811
2005-01-10,326.5591768772
2005-01-11,328.3766238925
2005-01-12,328.21634839
2005-01-13,330.1021443665
2005-01-14,331.8938267383
2005-01-17,334.6721506615
2005-01-18,332.6475828738
2005-01-19,333.5182825622
2005-01-20,330.6783461224
2005-01-21,331.4024421594
2005-01-24,332.6643469056
2005-01-25,332.7041723011
2005-01-26,335.9453172949
2005-01-27,336.8973939387
2005-01-28,338.2737232763
2005-01-31,342.3205139751
2005-02-01,341.4187439691
2005-02-02,342.6623101185
2005-02-03,344.8529268601
2005-02-04,347.1690937372
2005-02-07,348.7917220838
2005-02-08,347.6892980597
2005-02-09,349.1122093499
2005-02-10,348.5369059621
2005-02-11,350.23502523
2005-02-14,354.988293989
2005-02-15,356.0788403078
2005-02-16,356.5450973753
2005-02-17,357.6602700795
2005-02-18,359.7499580076
2005-02-21,361.3003136757
2005-02-22,363.5148656574
2005-02-23,363.3405035034
2005-02-24,367.3084830473
2005-02-25,370.0936539295
2005-02-28,374.7000169678
2005-03-01,373.8820012501
2005-03-02,370.6310277768
2005-03-03,371.9668873446
2005-03-04,373.8119612484
2005-03-07,375.2005901534
2005-03-08,374.5129410082
2005-03-09,375.30638973
2005-03-10,372.4020819947
2005-03-11,375.0488341383
2005-03-14,370.5990598758
2005-03-15,363.220862017
2005-03-16,362.6290898941
2005-03-17,360.7251463139
2005-03-18,360.3646357379
2005-03-21,357.7911514557
2005-03-22,356.3703360451
2005-03-23,350.4585068489
2005-03-24,348.9630285922
2005-03-25,350.9348483199
2005-03-28,349.4114552677
2005-03-29,344.3403279239
2005-03-30,345.0243019851
2005-03-31,350.4601160348
2005-04-01,355.7577870727
2005-04-04,352.6950256682
2005-04-05,353.1270103549
2005-04-06,355.0038262555
2005-04-07,356.1433955596
2005-04-08,356.0113237973
2005-04-11,354.9832908081
2005-04-12,353.8951465504
2005-04-13,355.6267757216
2005-04-14,348.2578628402
2005-04-15,343.8362129343
2005-04-18,337.2936836814
2005-04-19,341.7500348687
2005-04-20,342.3308204974
2005-04-21,343.6575425847
2005-04-22,345.0683380122
2005-04-25,346.8736697897
2005-04-26,347.9799989098
2005-04-27,344.819616116
2005-04-28,340.776789507
2005-04-29,341.1471479894
2005-05-02,342.2062878362
2005-05-03,342.2774713507
2005-05-04,347.7936237329
2005-05-05,350.8267553106
2005-05-06,352.7560804716
2005-05-09,351.9293973145
2005-05-10,349.977413642
2005-05-11,347.2644086897
2005-05-12,345.3741209579
2005-05-13,344.1669131836
2005-05-16,343.4601875111
2005-05-17,343.2205096852
2005-05-18,345.8767935031
2005-05-19,349.7425457014
2005-05-20,348.7556230674
2005-05-23,347.9824398813
2005-05-24,349.2265723381
2005-05-25,348.078254368
2005-05-26,348.6130484901
2005-05-27,353.0053254638
2005-05-30,354.5863496038
2005-05-31,352.5051251787
2005-06-01,351.6471673202
2005-06-02,354.639746501
2005-06-03,357.8155822847
2005-06-06,357.7143391516
2005-06-07,356.8288107052
2005-06-08,358.0311960702
2005-06-09,356.5037707303
2005-06-10,358.8793733346
2005-06-13,358.7386329473
2005-06-14,359.3100414964
2005-06-15,362.2239209055
2005-06-16,363.7467961605
2005-06-17,366.7824034512
2005-06-20,366.0971814527
2005-06-21,364.7429347521
2005-06-22,368.3473680702
2005-06-23,367.8607554286
2005-06-24,366.1048731547
2005-06-27,365.2710977558
2005-06-28,365.6711248508
2005-06-29,365.0029726408
2005-06-30,364.9191733934
2005-07-01,366.9228486577
2005-07-04,365.1214735224
2005-07-05,363.0916213908
2005-07-06,364.3130658539
2005-07-07,362.5915820659
2005-07-08,363.2546469829
2005-07-11,370.0286355545
2005-07-12,375.5046709605
2005-07-13,376.4863285727
2005-07-14,380.0058063248
2005-07-15,376.8243963991
2005-07-18,377.7508399847
2005-07-19,378.9518533349
2005-07-20,380.2628517764
2005-07-21,382.7931009143
2005-07-22,384.5141346479
2005-07-25,384.5339242666
2005-07-26,381.9521865589
2005-07-27,383.7801658979
2005-07-28,387.9803692117
2005-07-29,389.2096556451
2005-08-01,391.9035507346
2005-08-02,396.3621361108
2005-08-03,398.8492765801
2005-08-04,399.4863629025
2005-08-05,397.2813895031
2005-08-08,397.1137447274
2005-08-09,398.7642047439
2005-08-10,402.4020216238
2005-08-11,403.1634943071
2005-08-12,402.2755223813
2005-08-15,401.914823587
2005-08-16,399.7135347017
2005-08-17,398.3828394302
2005-08-18,393.1452446938
2005-08-19,390.3923506053
2005-08-22,396.1678882046
2005-08-23,394.5827558167
2005-08-24,391.0600340555
2005-08-25,391.7491106841
2005-08-26,391.1508453213
2005-08-29,387.7468002175
2005-08-30,388.6524169846
2005-08-31,391.7460277379
2005-09-01,398.2472022042
2005-09-02,402.8567024892
2005-09-05,403.5166729895
2005-09-06,404.4802932414
2005-09-07,406.5460130557
2005-09-08,407.0730760949
2005-09-09,409.6738829829
2005-09-12,410.8733422553
2005-09-13,409.392280197
2005-09-14,410.9785354915
2005-09-15,412.016106191
2005-09-16,413.2105384229
2005-09-19,414.7379711731
2005-09-20,418.0873403211
2005-09-21,419.997151091
2005-09-22,417.4505550067
2005-09-23,414.1709086631
2005-09-26,417.1464248546
2005-09-27,418.4613100934
2005-09-28,421.2244192067
2005-09-29,425.3016355982
2005-09-30,429.4503056969
2005-10-03,430.232561899
2005-10-04,431.4604661844
2005-10-05,424.5241047154
2005-10-06,414.2883344101
2005-10-07,415.3009058617
2005-10-10,418.7369055357
2005-10-11,421.1530562645
2005-10-12,414.8999381219
2005-10-13,405.8308784412
2005-10-14,403.6899402849
2005-10-17,404.7309901106
2005-10-18,402.0673920809
2005-10-19,393.4274406158
2005-10-20,394.4635057964
2005-10-21,396.2083349435
2005-10-24,399.0856373534
2005-10-25,398.896987092
2005-10-26,399.9895032503
2005-10-27,395.3572938655
2005-10-28,393.7911535124
2005-10-31,401.5738439185
2005-11-01,407.4341653535
2005-11-02,412.4387607271
2005-11-03,415.2157835883
2005-11-04,413.6963704089
2005-11-07,413.342927888
2005-11-08,412.993501099
2005-11-09,416.2381489037
2005-11-10,417.039937621
2005-11-11,420.5844967999
2005-11-14,421.4108081262
2005-11-15,419.8955561974
2005-11-16,422.0623888891
2005-11-17,425.8873664704
2005-11-18,427.0987240161
2005-11-21,427.6602143116
2005-11-22,423.7015189064
2005-11-23,431.7317688036
2005-11-24,433.8117724204
2005-11-25,434.3690678708
2005-11-28,435.2974140735
2005-11-29,434.1018837933
2005-11-30,437.2892080974
2005-12-01,439.5237933348
2005-12-02,443.2099605622
2005-12-05,445.483272239
2005-12-06,448.4278831574
2005-12-07,449.2274277589
2005-12-08,446.6239763644
2005-12-09,446.1252821165
2005-12-12,449.5232385819
2005-12-13,451.8257950343
2005-12-14,453.0241898385
2005-12-15,452.3532859771
2005-12-16,451.3345536221
2005-12-19,454.616119048
2005-12-20,454.555896318
2005-12-21,457.8337525067
2005-12-22,458.340227904
2005-12-23,460.7828634571
2005-12-26,461.1574327288
2005-12-27,462.8064349348
2005-12-28,460.7569550178
2005-12-29,464.8337223107
2005-12-30,464.6709313071
2006-01-02,465.0845408676
2006-01-03,473.8622770084
2006-01-04,482.0521088746
2006-01-05,485.0642630453
2006-01-06,489.8149068885
2006-01-09,495.1280072855
2006-01-10,492.920094569
2006-01-11,495.7598323214
2006-01-12,499.0416546527
2006-01-13,498.5585857943
2006-01-16,501.7649824589
2006-01-17,494.4628747181
2006-01-18,485.8250873688
2006-01-19,495.2274105128
2006-01-20,493.737803542
2006-01-23,490.5787912801
2006-01-24,497.408762605
2006-01-25,502.9769382119
2006-01-26,505.0507056252
2006-01-27,509.98552739
2006-01-30,509.4534048866
2006-01-31,512.8125549627
2006-02-01,513.4314210352
2006-02-02,508.9761307732
2006-02-03,502.3990659619
2006-02-06,510.1810678279
2006-02-07,506.6613799146
2006-02-08,499.0438518658
2006-02-09,503.171829031
2006-02-10,505.3564568433
2006-02-13,498.8502290668
2006-02-14,500.9886909709
2006-02-15,500.6287780117
2006-02-16,504.72499321
2006-02-17,511.1367133028
2006-02-20,515.4907149834
2006-02-21,513.4626207598
2006-02-22,510.6658965439
2006-02-23,514.6429549746
2006-02-24,515.6624180575
2006-02-27,518.4896574543
2006-02-28,514.1438023339
2006-03-01,517.2391132578
2006-03-02,520.0871438778
2006-03-03,514.509977082
2006-03-06,513.2332908636
2006-03-07,498.9555100047
2006-03-08,493.7896253511
2006-03-09,494.222929749
2006-03-10,495.8998151188
2006-03-13,501.673468463
2006-03-14,502.5282890323
2006-03-15,508.7961862504
2006-03-16,511.3278277258
2006-03-17,513.5447209076
2006-03-20,515.0357916076
2006-03-21,509.6714204066
2006-03-22,505.4815709771
2006-03-23,506.6884934913
2006-03-24,507.27462459
2006-03-27,509.9748557451
2006-03-28,506.0389831797
2006-03-29,506.6969093578
2006-03-30,513.858738171
2006-03-31,517.4379360631
2006-04-03,525.5915850156
2006-04-04,531.0105619197
2006-04-05,533.6400296967
2006-04-06,537.476619693
2006-04-07,536.2508016558
2006-04-10,534.8345167971
2006-04-11,533.2026957005
2006-04-12,531.6060953652
2006-04-13,533.1830858651
2006-04-14,537.6660419977
2006-04-17,541.8846751794
2006-04-18,548.3359365172
2006-04-19,555.0925493868
2006-04-20,555.5252369428
2006-04-21,557.6731000546
2006-04-24,556.0642577306
2006-04-25,553.3359020977
2006-04-26,558.4604927616
2006-04-27,556.0646494846
2006-04-28,556.3241660164
2006-05-01,558.1855562072
2006-05-02,565.6962101795
2006-05-03,568.8938069043
2006-05-04,570.7291779622
2006-05-05,574.1546774979
2006-05-08,581.817859533
2006-05-09,581.2086766187
2006-05-10,581.1316356621
2006-05-11,578.1965378211
2006-05-12,567.9516279602
2006-05-15,545.7218612498
2006-05-16,542.0084919791
2006-05-17,543.0287142881
2006-05-18,527.789545976
2006-05-19,524.8674678512
2006-05-22,502.019160264
2006-05-23,509.0691442353
2006-05-24,500.8129350714
2006-05-25,500.1016016355
2006-05-26,512.0459651367
2006-05-29,514.8026622644
2006-05-30,505.2314095463
2006-05-31,502.1742433653
2006-06-01,502.4489905127
2006-06-02,510.4441563345
2006-06-05,505.2543828478
2006-06-06,496.9738965777
2006-06-07,485.0288608218
2006-06-08,466.3323398686
2006-06-09,471.6216792886
2006-06-12,465.2486677828
2006-06-13,447.0015578616
2006-06-14,452.181831388
2006-06-15,459.4707641932
2006-06-16,472.0432426728
2006-06-19,468.5963045142
2006-06-20,461.9527064672
2006-06-21,464.3062428614
2006-06-22,467.3660814875
2006-06-23,464.5342158786
2006-06-26,464.417958533
2006-06-27,469.0830116395
2006-06-28,470.3405113681
2006-06-29,479.7942942675
2006-06-30,494.6115201327
2006-07-03,501.369701067
2006-07-04,503.4233648587
2006-07-05,492.794676734
2006-07-06,494.3813857035
2006-07-07,496.0949837592
2006-07-10,499.5502057404
2006-07-11,497.7810453743
2006-07-12,497.3637924002
2006-07-13,486.5309852715
2006-07-14,478.3178533535
2006-07-17,470.8953935631
2006-07-18,471.2250375156
2006-07-19,477.3754020046
2006-07-20,486.5377781686
2006-07-21,484.2533383508
2006-07-24,485.1295688119
2006-07-25,489.8725866431
2006-07-26,490.3850043519
2006-07-27,499.5798786473
2006-07-28,499.8557315305
2006-07-31,499.7185522124
2006-08-01,495.2885497375
2006-08-02,499.7071183711
2006-08-03,500.0943016013
2006-08-04,504.4465827575
2006-08-07,502.7269623142
2006-08-08,505.5441244094
2006-08-09,510.4188394215
2006-08-10,508.1993518994
2006-08-11,507.7612389472
2006-08-14,506.4448200249
2006-08-15,508.2432302745
2006-08-16,515.0242465691
2006-08-17,516.9762907318
2006-08-18,513.7113882321
2006-08-21,509.7590530712
2006-08-22,512.4298339732
2006-08-23,508.2343172037
2006-08-24,504.8156089002
2006-08-25,505.8568558412
2006-08-28,505.275221313
2006-08-29,509.1312112491
2006-08-30,512.6622113519
2006-08-31,511.2962053616
2006-09-01,514.8850144652
2006-09-04,521.9976458273
2006-09-05,521.4747419357
2006-09-06,516.2057105014
2006-09-07,510.5182678267
2006-09-08,510.3885216329
2006-09-11,501.5554561544
2006-09-12,504.2215205099
2006-09-13,508.6349655591
2006-09-14,509.712622037
2006-09-15,511.4721871911
2006-09-18,519.0580180703
2006-09-19,518.8258092714
2006-09-20,515.8437015213
2006-09-21,514.3925597605
2006-09-22,507.6022454405
2006-09-25,507.3838061057
2006-09-26,509.9906345866
2006-09-27,515.2075676613
2006-09-28,518.2552209543
2006-09-29,517.1781483002
2006-10-02,519.2192602272
2006-10-03,516.5066645707
2006-10-04,515.0372245898
2006-10-05,521.0805289566
2006-10-06,520.7075997519
2006-10-09,517.8979442975
2006-10-10,520.926694431
2006-10-11,520.8753309087
2006-10-12,524.2850811631
2006-10-13,532.5417475275
2006-10-16,535.7047580172
2006-10-17,532.1038320671
2006-10-18,533.7117014094
2006-10-19,534.3883742713
2006-10-20,534.6814655177
2006-10-23,533.3134250223
2006-10-24,535.1682625837
2006-10-25,537.9227924083
2006-10-26,541.4158469419
2006-10-27,540.6223061914
2006-10-30,535.379647246
2006-10-31,540.7164988434
2006-11-01,546.2228616934
2006-11-02,546.1128079351
2006-11-03,550.0369238386
2006-11-06,552.201697388
2006-11-07,556.7386459926
2006-11-08,555.8384833644
2006-11-09,559.7552916549
2006-11-10,559.8662914864
2006-11-13,558.8638016539
2006-11-14,563.5122342602
2006-11-15,564.0482948151
2006-11-16,566.0421467703
2006-11-17,562.3528482351
2006-11-20,561.6634275159
2006-11-21,565.5583863223
2006-11-22,571.4514112639
2006-11-23,573.0686553222
2006-11-24,574.4281806914
2006-11-27,575.095599542
2006-11-28,568.9750504852
2006-11-29,577.3323323463
2006-11-30,582.339378313
2006-12-01,583.2878819383
2006-12-04,585.7102981025
2006-12-05,590.4668924913
2006-12-06,592.6645875784
2006-12-07,593.0535599282
2006-12-08,588.6675314922
2006-12-11,587.0393021434
2006-12-12,583.2744616581
2006-12-13,583.8020959264
2006-12-14,591.0620397626
2006-12-15,593.8536905584
2006-12-18,595.8879380668
2006-12-19,587.3176146937
2006-12-20,595.451873472
2006-12-21,594.8661110611
2006-12-22,595.0794246207
2006-12-25,594.5901303858
2006-12-26,595.4143095959
2006-12-27,601.5575718503
2006-12-28,604.6438908951
2006-12-29,606.3947945999
2007-01-01,606.5196503663
2007-01-02,614.9152657509
2007-01-03,610.5827923927
2007-01-04,601.9142194817
2007-01-05,593.7049262978
2007-01-08,589.9272357637
2007-01-09,584.7181257176
2007-01-10,577.7316034243
2007-01-11,581.1255794875
2007-01-12,588.2143094274
2007-01-15,594.7412115766
2007-01-16,593.958136899
2007-01-17,593.1523856535
2007-01-18,595.824677699
2007-01-19,595.183204621
2007-01-22,599.1533745517
2007-01-23,599.9525888311
2007-01-24,606.9307337909
2007-01-25,605.1650567357
2007-01-26,599.5967152024
2007-01-29,595.0728741637
2007-01-30,597.771290563
2007-01-31,598.662973703
2007-02-01,606.3143105269
2007-02-02,611.5481756121
2007-02-05,613.672103355
2007-02-06,618.3631571334
2007-02-07,617.5242806231
2007-02-08,615.3128830082
2007-02-09,615.595862124
2007-02-12,608.0844971899
2007-02-13,610.444752913
2007-02-14,619.3497369838
2007-02-15,623.8462904785
2007-02-16,624.9081069297
2007-02-19,626.2092108689
2007-02-20,625.0987461104
2007-02-21,626.2232763096
2007-02-22,630.8439912661
2007-02-23,629.0142871928
2007-02-26,629.6925135907
2007-02-27,612.0769255543
2007-02-28,601.6978290315
2007-03-01,593.7018454528
2007-03-02,591.1686507138
2007-03-05,569.0502374924
2007-03-06,582.002897021
2007-03-07,583.5315614667
2007-03-08,594.3383064916
2007-03-09,598.5422139975
2007-03-12,602.8129170594
2007-03-13,598.8762881169
2007-03-14,588.232383965
2007-03-15,596.1483048359
2007-03-16,595.7741045926
2007-03-19,602.3508117289
2007-03-20,605.4019438459
2007-03-21,611.9154138967
2007-03-22,620.0786515832
2007-03-23,620.7146619307
2007-03-26,622.052784315
2007-03-27,620.622636823
2007-03-28,615.1288386134
2007-03-29,622.762448093
2007-03-30,626.1164275094
2007-04-02,626.3909626536
2007-04-03,632.3644247172
2007-04-04,638.858336393
2007-04-05,640.9761774238
2007-04-06,641.1425770906
2007-04-09,645.3739623527
2007-04-10,647.4690262428
2007-04-11,650.1996709012
2007-04-12,650.6037826919
2007-04-13,653.1699048805
2007-04-16,660.1939223098
2007-04-17,658.4648895119
2007-04-18,658.0326615839
2007-04-19,651.0127847132
2007-04-20,660.5456493375
2007-04-23,662.2786649632
2007-04-24,662.5190073009
2007-04-25,663.9159905471
2007-04-26,664.3681532772
2007-04-27,659.678446431
2007-04-30,656.8632713604
2007-05-01,656.2697615279
2007-05-02,659.5675308647
2007-05-03,666.118650075
2007-05-04,671.6418717307
2007-05-07,675.2964405336
2007-05-08,672.217698449
2007-05-09,676.3420173865
2007-05-10,675.7187756884
2007-05-11,675.0938241959
2007-05-14,679.9110252883
2007-05-15,676.3001691577
2007-05-16,683.8925709423
2007-05-17,684.4388744788
2007-05-18,685.334430132
2007-05-21,691.8363491577
2007-05-22,694.1833664001
2007-05-23,694.060904731
2007-05-24,686.3669668587
2007-05-25,688.072633962
2007-05-28,691.5798363444
2007-05-29,690.9675100198
2007-05-30,685.8422866592
2007-05-31,696.5317593485
2007-06-01,708.138604775
2007-06-04,710.471985197
2007-06-05,711.0621106579
2007-06-06,704.4639241993
2007-06-07,702.4965297663
2007-06-08,695.4179620923
2007-06-11,700.0026634034
2007-06-12,699.8890957217
2007-06-13,700.9451938492
2007-06-14,715.0438456236
2007-06-15,723.8349256138
2007-06-18,731.6339262605
2007-06-19,731.823338367
2007-06-20,733.9629530004
2007-06-21,735.5772347623
2007-06-22,733.8934616471
2007-06-25,729.9233445567
2007-06-26,726.7407432282
2007-06-27,722.6983621716
2007-06-28,729.8794397563
2007-06-29,731.7937366354
2007-07-02,740.8185188374
2007-07-03,752.0163714134
2007-07-04,756.6974307852
2007-07-05,758.3032479284
2007-07-06,765.1987759684
2007-07-09,774.5334793323
2007-07-10,773.7540774787
2007-07-11,773.3880723637
2007-07-12,784.8279667886
2007-07-13,796.2013017711
2007-07-16,793.3441747975
2007-07-17,793.8072281581
2007-07-18,788.9371083563
2007-07-19,796.205073352
2007-07-20,801.7500155012
2007-07-23,810.7678913555
2007-07-24,806.3444492722
2007-07-25,802.9362324842
2007-07-26,784.7053638535
2007-07-27,759.3931041849
2007-07-30,765.7780712691
2007-07-31,777.9076824284
2007-08-01,751.0553786212
2007-08-02,754.9144459612
2007-08-03,756.0497328083
2007-08-06,742.0557291161
2007-08-07,744.6710892469
2007-08-08,764.6015885668
2007-08-09,756.253775496
2007-08-10,731.7226164979
2007-08-13,739.6121843855
2007-08-14,729.1431145692
2007-08-15,712.7385148718
2007-08-16,671.0161783738
2007-08-17,669.6619817523
2007-08-20,695.4561813645
2007-08-21,693.579578935
2007-08-22,710.0329709667
2007-08-23,722.2460328486
2007-08-24,724.1017181577
2007-08-27,734.807560526
2007-08-28,728.7602207161
2007-08-29,727.0654682326
2007-08-30,736.1760789998
2007-08-31,753.9307258639
2007-09-03,756.1663935513
2007-09-04,754.2116250738
2007-09-05,750.1874507855
2007-09-06,756.2160278281
2007-09-07,752.4308917212
2007-09-10,742.6702259953
2007-09-11,751.5255496253
2007-09-12,751.2278156761
2007-09-13,758.322483673
2007-09-14,762.3235738146
2007-09-17,756.2213884794
2007-09-18,760.5130466278
2007-09-19,784.0612702437
2007-09-20,787.9011299518
2007-09-21,793.0555141531
2007-09-24,800.5710964144
2007-09-25,797.5807413821
2007-09-26,806.2785681454
2007-09-27,820.7449976156
2007-09-28,823.4234784585
2007-10-01,832.2562322348
2007-10-02,848.8931269064
2007-10-03,844.9390834334
2007-10-04,838.6267821249
2007-10-05,850.1899310397
2007-10-08,852.9989128276
2007-10-09,858.0384263097
2007-10-10,864.8048128278
2007-10-11,876.079244151
2007-10-12,866.6933394897
2007-10-15,874.9887540255
2007-10-16,863.9513916438
2007-10-17,867.1043335505
2007-10-18,866.8476244335
2007-10-19,856.9201937744
2007-10-22,836.7016448244
2007-10-23,857.1723589102
2007-10-24,854.7239366532
2007-10-25,867.6610458208
2007-10-26,886.4429047201
2007-10-29,903.2916759741
2007-10-30,898.6964498359
2007-10-31,903.7133155779
2007-11-01,896.0060500797
2007-11-02,883.6633671583
2007-11-05,870.5291320497
2007-11-06,883.8099817713
2007-11-07,883.0584466631
2007-11-08,869.2987497811
2007-11-09,868.1976279556
2007-11-12,837.8537928145
2007-11-13,843.873065498
2007-11-14,868.2943283738
2007-11-15,859.6653786106
2007-11-16,847.7907824668
2007-11-19,835.2834718389
