Date,EM LATIN AMERICA IMI VALUE WEIGHTED
2004-02-06,1707.05679095
2004-02-09,1721.01252966
2004-02-10,1727.84826127
2004-02-11,1769.68199821
2004-02-12,1788.46661378
2004-02-13,1771.54576311
2004-02-16,1766.59190728
2004-02-17,1785.78671239
2004-02-18,1774.34962565
2004-02-19,1730.16401952
2004-02-20,1716.83639584
2004-02-23,1719.88345739
2004-02-24,1719.96122163
2004-02-25,1728.42566608
2004-02-26,1729.35302263
2004-02-27,1754.01051523
2004-03-01,1811.90958154
2004-03-02,1804.54535338
2004-03-03,1809.02867995
2004-03-04,1807.08594365
2004-03-05,1824.48471689
2004-03-08,1813.82577499
2004-03-09,1809.87025139
2004-03-10,1762.89976284
2004-03-11,1711.86059196
2004-03-12,1749.88390792
2004-03-15,1725.75133308
2004-03-16,1738.21512259
2004-03-17,1759.69643682
2004-03-18,1772.48038576
2004-03-19,1773.61060991
2004-03-22,1741.64665427
2004-03-23,1734.68159536
2004-03-24,1726.0382809
2004-03-25,1729.13934374
2004-03-26,1746.30510698
2004-03-29,1751.03778335
2004-03-30,1774.89992605
2004-03-31,1796.33826744
2004-04-01,1826.29840155
2004-04-02,1842.05997956
2004-04-05,1848.20945623
2004-04-06,1851.76473488
2004-04-07,1835.53984402
2004-04-08,1845.0330614
2004-04-09,1844.96913771
2004-04-12,1851.48643503
2004-04-13,1832.24883484
2004-04-14,1810.25847683
2004-04-15,1786.24228668
2004-04-16,1783.77793868
2004-04-19,1774.49072636
2004-04-20,1745.45940393
2004-04-21,1727.66469991
2004-04-22,1726.4465714
2004-04-23,1753.15090625
2004-04-26,1742.5940771
2004-04-27,1739.02123907
2004-04-28,1681.54691197
2004-04-29,1630.13577795
2004-04-30,1612.8513929
2004-05-03,1624.88259635
2004-05-04,1646.09863361
2004-05-05,1651.36767245
2004-05-06,1585.52284959
2004-05-07,1536.52613667
2004-05-10,1453.61215463
2004-05-11,1511.62198423
2004-05-12,1508.51871034
2004-05-13,1516.99533365
2004-05-14,1518.63856056
2004-05-17,1480.36209087
2004-05-18,1508.40388272
2004-05-19,1528.99723524
2004-05-20,1495.94011702
2004-05-21,1489.105806
2004-05-24,1514.59296741
2004-05-25,1534.26964372
2004-05-26,1548.50462048
2004-05-27,1577.35154585
2004-05-28,1583.05100016
2004-05-31,1583.66593251
2004-06-01,1571.30612544
2004-06-02,1587.82721418
2004-06-03,1562.91462511
2004-06-04,1583.20515939
2004-06-07,1634.90308438
2004-06-08,1623.26721787
2004-06-09,1596.97618457
2004-06-10,1599.18532623
2004-06-11,1589.72947868
2004-06-14,1559.45669207
2004-06-15,1594.85538909
2004-06-16,1601.40734912
2004-06-17,1604.96127914
2004-06-18,1608.04320152
2004-06-21,1609.54706372
2004-06-22,1604.00664034
2004-06-23,1633.82725735
2004-06-24,1642.82342699
2004-06-25,1638.00195019
2004-06-28,1616.37942532
2004-06-29,1629.15175188
2004-06-30,1654.72094588
2004-07-01,1672.44098743
2004-07-02,1684.05034866
2004-07-05,1690.9795739
2004-07-06,1663.60156712
2004-07-07,1664.58269016
2004-07-08,1644.14240697
2004-07-09,1649.56892978
2004-07-12,1677.47266538
2004-07-13,1678.15790416
2004-07-14,1681.36872861
2004-07-15,1704.49610904
2004-07-16,1737.38830001
2004-07-19,1726.39502548
2004-07-20,1733.62417231
2004-07-21,1697.43187125
2004-07-22,1684.63967816
2004-07-23,1678.47417622
2004-07-26,1657.54805508
2004-07-27,1686.93687346
2004-07-28,1704.39495673
2004-07-29,1721.82320554
2004-07-30,1733.29568842
2004-08-02,1730.40432257
2004-08-03,1729.01179972
2004-08-04,1719.1916272
2004-08-05,1687.63582206
2004-08-06,1699.17072629
2004-08-09,1697.68917397
2004-08-10,1726.93926713
2004-08-11,1715.49344242
2004-08-12,1717.81944569
2004-08-13,1715.17366004
2004-08-16,1739.5022535
2004-08-17,1763.9565744
2004-08-18,1796.91333304
2004-08-19,1816.98252606
2004-08-20,1834.07932098
2004-08-23,1815.56325314
2004-08-24,1824.25004537
2004-08-25,1835.47645271
2004-08-26,1814.52135691
2004-08-27,1817.73498157
2004-08-30,1824.54391293
2004-08-31,1832.66229959
2004-09-01,1831.33035365
2004-09-02,1842.81368081
2004-09-03,1832.03611659
2004-09-06,1844.87674817
2004-09-07,1847.94818512
2004-09-08,1857.05121698
2004-09-09,1852.6266854
2004-09-10,1847.86578414
2004-09-13,1846.5824086
2004-09-14,1869.60262497
2004-09-15,1873.56567287
2004-09-16,1906.45610708
2004-09-17,1931.23951082
2004-09-20,1938.47162516
2004-09-21,1943.23883342
2004-09-22,1929.45215666
2004-09-23,1943.50147113
2004-09-24,1946.80264582
2004-09-27,1933.78099826
2004-09-28,1968.50870182
2004-09-29,1977.46916447
2004-09-30,1979.86537473
2004-10-01,2028.10907689
2004-10-04,2061.40089917
2004-10-05,2073.22944165
2004-10-06,2065.21237312
2004-10-07,2053.01836819
2004-10-08,2054.4850401
2004-10-11,2054.23806798
2004-10-12,2051.81683292
2004-10-13,2002.32176892
2004-10-14,1977.19924237
2004-10-15,2001.27073703
2004-10-18,2004.96986262
2004-10-19,1977.50993996
2004-10-20,1966.85532022
2004-10-21,2012.55790126
2004-10-22,2007.83984702
2004-10-25,1982.66852144
2004-10-26,1998.95099709
2004-10-27,2025.2717444
2004-10-28,2013.01864783
2004-10-29,2031.19719944
2004-11-01,2035.40091978
2004-11-02,2046.01117815
2004-11-03,2074.18208013
2004-11-04,2094.74193625
2004-11-05,2091.13522665
2004-11-08,2063.57911238
2004-11-09,2067.12617771
2004-11-10,2085.18103187
2004-11-11,2094.76475601
2004-11-12,2129.22117406
2004-11-15,2131.56007819
2004-11-16,2107.99945579
2004-11-17,2140.93226381
2004-11-18,2126.06187009
2004-11-19,2106.65918088
2004-11-22,2119.55439718
2004-11-23,2121.84853082
2004-11-24,2132.70468354
2004-11-25,2164.0053113
2004-11-26,2184.1049623
2004-11-29,2175.87790142
2004-11-30,2206.45070636
2004-12-01,2239.69895434
2004-12-02,2226.53389275
2004-12-03,2251.77281812
2004-12-06,2250.79649336
2004-12-07,2207.80962953
2004-12-08,2187.4226719
2004-12-09,2150.39253138
2004-12-10,2189.28919821
2004-12-13,2213.65029659
2004-12-14,2240.66223943
2004-12-15,2258.6029809
2004-12-16,2276.81979336
2004-12-17,2273.17468794
2004-12-20,2292.67396424
2004-12-21,2322.88142823
2004-12-22,2316.5947365
2004-12-23,2337.06769413
2004-12-24,2343.3562118
2004-12-27,2347.83128625
2004-12-28,2357.09775916
2004-12-29,2369.40286116
2004-12-30,2387.25033085
2004-12-31,2387.77089358
2005-01-03,2359.59277278
2005-01-04,2285.65652803
2005-01-05,2265.64265943
2005-01-06,2238.86942686
2005-01-07,2246.80884288
2005-01-10,2253.67468504
2005-01-11,2235.17966395
2005-01-12,2247.08378301
2005-01-13,2274.57420375
2005-01-14,2285.28161251
2005-01-17,2277.01669281
2005-01-18,2256.44652136
2005-01-19,2270.7459356
2005-01-20,2221.20242605
2005-01-21,2237.45979208
2005-01-24,2264.01020508
2005-01-25,2266.77740489
2005-01-26,2296.67222605
2005-01-27,2285.6124504
2005-01-28,2290.13146912
2005-01-31,2335.02407158
2005-02-01,2356.41111666
2005-02-02,2370.62870682
2005-02-03,2402.41431471
2005-02-04,2450.57394512
2005-02-07,2447.32160325
2005-02-08,2433.35264048
2005-02-09,2486.85376237
2005-02-10,2490.82594131
2005-02-11,2501.62984097
2005-02-14,2515.5717754
2005-02-15,2529.42262703
2005-02-16,2502.32727744
2005-02-17,2545.39608805
2005-02-18,2534.65847543
2005-02-21,2538.27631119
2005-02-22,2541.01515759
2005-02-23,2571.87099127
2005-02-24,2628.1361035
2005-02-25,2631.81012865
2005-02-28,2640.08097707
2005-03-01,2604.24753907
2005-03-02,2608.75016603
2005-03-03,2623.90689794
2005-03-04,2670.71613042
2005-03-07,2684.01935381
2005-03-08,2636.4397194
2005-03-09,2587.37513178
2005-03-10,2548.25221346
2005-03-11,2552.10836704
2005-03-14,2492.10586448
2005-03-15,2449.96774346
2005-03-16,2470.65749815
2005-03-17,2492.514455
2005-03-18,2480.85844768
2005-03-21,2456.7867136
2005-03-22,2430.13082528
2005-03-23,2367.88198597
2005-03-24,2394.53467673
2005-03-25,2394.48717803
2005-03-28,2362.55899951
2005-03-29,2344.32114268
2005-03-30,2389.12385705
2005-03-31,2421.67056214
2005-04-01,2444.60744
2005-04-04,2405.50610423
2005-04-05,2404.41120781
2005-04-06,2399.70308003
2005-04-07,2444.46762532
2005-04-08,2427.87631432
2005-04-11,2440.85619511
2005-04-12,2434.48940697
2005-04-13,2439.39707464
2005-04-14,2366.85313815
2005-04-15,2315.49070403
2005-04-18,2300.83378243
2005-04-19,2372.18649847
2005-04-20,2354.41895348
2005-04-21,2370.64508976
2005-04-22,2359.12273187
2005-04-25,2407.4965888
2005-04-26,2431.77840978
2005-04-27,2414.2565262
2005-04-28,2351.31064468
2005-04-29,2364.39341139
2005-05-02,2388.63148914
2005-05-03,2388.31937033
2005-05-04,2463.336472
2005-05-05,2471.41228186
2005-05-06,2488.23913708
2005-05-09,2487.27459221
2005-05-10,2440.82656155
2005-05-11,2425.53405811
2005-05-12,2393.35498418
2005-05-13,2374.36763991
2005-05-16,2394.31992131
2005-05-17,2410.82751317
2005-05-18,2460.69250107
2005-05-19,2484.08722038
2005-05-20,2466.92962095
2005-05-23,2469.48439663
2005-05-24,2480.97768341
2005-05-25,2497.85784594
2005-05-26,2506.37471258
2005-05-27,2554.26545946
2005-05-30,2572.71581655
2005-05-31,2539.44071632
2005-06-01,2572.25795833
2005-06-02,2626.41821179
2005-06-03,2634.10261272
2005-06-06,2547.18633956
2005-06-07,2520.08219209
2005-06-08,2521.48987319
2005-06-09,2487.2017676
2005-06-10,2517.70737434
2005-06-13,2528.7473696
2005-06-14,2584.46506676
2005-06-15,2584.67072376
2005-06-16,2623.26054141
2005-06-17,2675.17331301
2005-06-20,2675.31436264
2005-06-21,2661.15717797
2005-06-22,2665.61194579
2005-06-23,2602.19858303
2005-06-24,2598.45929409
2005-06-27,2632.49317544
2005-06-28,2648.65732075
2005-06-29,2659.56531303
2005-06-30,2638.69887612
2005-07-01,2675.47501955
2005-07-04,2637.31570283
2005-07-05,2647.46288564
2005-07-06,2623.2704246
2005-07-07,2610.38566038
2005-07-08,2648.82966802
2005-07-11,2678.30956672
2005-07-12,2725.63236736
2005-07-13,2732.27514034
2005-07-14,2737.0246498
2005-07-15,2696.22260038
2005-07-18,2714.6175218
2005-07-19,2719.09543682
2005-07-20,2735.61239178
2005-07-21,2763.68248458
2005-07-22,2734.98027855
2005-07-25,2642.91781557
2005-07-26,2625.8531891
2005-07-27,2685.74963965
2005-07-28,2741.67553256
2005-07-29,2763.07313289
2005-08-01,2802.05479386
2005-08-02,2867.55777951
2005-08-03,2885.47765077
2005-08-04,2884.17133097
2005-08-05,2894.03495944
2005-08-08,2916.07103931
2005-08-09,2936.4287313
2005-08-10,2984.65012153
2005-08-11,2946.52508305
2005-08-12,2908.63140656
2005-08-15,2959.12934237
2005-08-16,2926.74861143
2005-08-17,2930.36470429
2005-08-18,2894.82947342
2005-08-19,2822.34455299
2005-08-22,2896.82799299
2005-08-23,2865.83789533
2005-08-24,2857.23468997
2005-08-25,2876.7243664
2005-08-26,2854.68683524
2005-08-29,2878.67946237
2005-08-30,2901.91977578
2005-08-31,2966.34252148
2005-09-01,2984.44743124
2005-09-02,3028.07049526
2005-09-05,3054.25161886
2005-09-06,3094.62597017
2005-09-07,3101.59717934
2005-09-08,3104.45345981
2005-09-09,3143.03088935
2005-09-12,3143.08503492
2005-09-13,3103.80588755
2005-09-14,3122.16779188
2005-09-15,3167.2001482
2005-09-16,3208.9631832
2005-09-19,3244.32306429
2005-09-20,3248.35388157
2005-09-21,3324.15145988
2005-09-22,3298.03998154
2005-09-23,3323.85417562
2005-09-26,3333.45771774
2005-09-27,3332.16064369
2005-09-28,3367.80071643
2005-09-29,3372.86160676
2005-09-30,3432.30179261
2005-10-03,3442.8854618
2005-10-04,3407.04988968
2005-10-05,3268.42793733
2005-10-06,3165.73266221
2005-10-07,3231.56185562
2005-10-10,3256.7573719
2005-10-11,3285.52292728
2005-10-12,3259.39077944
2005-10-13,3168.63511505
2005-10-14,3149.14855356
2005-10-17,3243.94207194
2005-10-18,3136.16399071
2005-10-19,3132.93165733
2005-10-20,3073.78185205
2005-10-21,3109.33421421
2005-10-24,3192.84001409
2005-10-25,3166.21258313
2005-10-26,3184.04620218
2005-10-27,3106.78499397
2005-10-28,3142.9488158
2005-10-31,3238.36560782
2005-11-01,3295.30501411
2005-11-02,3310.99000488
2005-11-03,3338.97612041
2005-11-04,3307.80605116
2005-11-07,3344.035287
2005-11-08,3345.46688147
2005-11-09,3372.51995717
2005-11-10,3369.07856293
2005-11-11,3363.63314958
2005-11-14,3328.93395744
2005-11-15,3318.40607415
2005-11-16,3360.9930783
2005-11-17,3428.94545761
2005-11-18,3405.49756008
2005-11-21,3421.04549127
2005-11-22,3422.7096555
2005-11-23,3481.57220143
2005-11-24,3479.28561681
2005-11-25,3493.08785938
2005-11-28,3469.02357665
2005-11-29,3495.6440341
2005-11-30,3509.94171433
2005-12-01,3570.93816737
2005-12-02,3617.70293074
2005-12-05,3618.8846995
2005-12-06,3688.68985906
2005-12-07,3630.61809123
2005-12-08,3567.53661687
2005-12-09,3556.53226816
2005-12-12,3556.85699841
2005-12-13,3598.6923627
2005-12-14,3586.57734875
2005-12-15,3539.85696954
2005-12-16,3520.92454407
2005-12-19,3457.62060597
2005-12-20,3470.08953049
2005-12-21,3546.3480986
2005-12-22,3548.63510733
2005-12-23,3527.48305277
2005-12-26,3516.94724309
2005-12-27,3513.24447527
2005-12-28,3502.45590803
2005-12-29,3534.18084118
2005-12-30,3545.235001
2006-01-02,3567.87769594
2006-01-03,3661.33327576
2006-01-04,3745.4674383
2006-01-05,3754.73091764
2006-01-06,3809.34860633
2006-01-09,3831.04767478
2006-01-10,3807.44360659
2006-01-11,3875.29472965
2006-01-12,3876.15635377
2006-01-13,3877.99623309
2006-01-16,3921.44768736
2006-01-17,3852.11497365
2006-01-18,3784.56037389
2006-01-19,3869.69461128
2006-01-20,3911.85733395
2006-01-23,3927.20557558
2006-01-24,4027.68625957
2006-01-25,4022.71849455
2006-01-26,4101.29598132
2006-01-27,4104.97951345
2006-01-30,4164.01256138
2006-01-31,4170.06598975
2006-02-01,4180.60528959
2006-02-02,4074.37081973
2006-02-03,4038.16360198
2006-02-06,4111.37583341
2006-02-07,4019.20331318
2006-02-08,3983.60168537
2006-02-09,4036.89876459
2006-02-10,4045.80587342
2006-02-13,3958.4532659
2006-02-14,4017.37365243
2006-02-15,4080.4336365
2006-02-16,4190.7919015
2006-02-17,4229.7404674
2006-02-20,4245.19796442
2006-02-21,4216.66411858
2006-02-22,4197.85277652
2006-02-23,4255.36679033
2006-02-24,4258.89000184
2006-02-27,4254.24584409
2006-02-28,4243.69048072
2006-03-01,4301.82626979
2006-03-02,4321.76582246
2006-03-03,4325.15618199
2006-03-06,4237.77634783
2006-03-07,4058.04648246
2006-03-08,4026.62697155
2006-03-09,3975.20131889
2006-03-10,4025.50183093
2006-03-13,4075.72806214
2006-03-14,4159.59679376
2006-03-15,4221.35986742
2006-03-16,4265.16198379
2006-03-17,4231.92989223
2006-03-20,4231.6780572
2006-03-21,4143.03603602
2006-03-22,4165.72847772
2006-03-23,4140.88848818
2006-03-24,4146.94619707
2006-03-27,4110.23253859
2006-03-28,3977.1559432
2006-03-29,4038.76178786
2006-03-30,4111.92106357
2006-03-31,4129.56973088
2006-04-03,4234.90163548
2006-04-04,4289.35424717
2006-04-05,4308.10590058
2006-04-06,4331.12471434
2006-04-07,4268.12594114
2006-04-10,4230.58929492
2006-04-11,4187.39296123
2006-04-12,4216.85324629
2006-04-13,4191.25847213
2006-04-14,4191.25777811
2006-04-17,4243.54860155
2006-04-18,4360.24877309
2006-04-19,4420.08792887
2006-04-20,4391.48330042
2006-04-21,4412.55037069
2006-04-24,4397.58687165
2006-04-25,4404.17428824
2006-04-26,4446.26250931
2006-04-27,4395.12705084
2006-04-28,4478.52172997
2006-05-01,4501.26293986
2006-05-02,4586.48217538
2006-05-03,4577.30165023
2006-05-04,4590.94132713
2006-05-05,4665.61110681
2006-05-08,4696.14484888
2006-05-09,4735.22373481
2006-05-10,4739.60018878
2006-05-11,4624.74315391
2006-05-12,4475.18268028
2006-05-15,4298.88636117
2006-05-16,4362.97915589
2006-05-17,4198.95974747
2006-05-18,4106.11815227
2006-05-19,4099.36415573
2006-05-22,3839.95461599
2006-05-23,3887.92169243
2006-05-24,3750.36680909
2006-05-25,3875.48780972
2006-05-26,4051.80418894
2006-05-29,4061.72634587
2006-05-30,3815.05984148
2006-05-31,3831.12041146
2006-06-01,3967.45805223
2006-06-02,4024.23076087
2006-06-05,3913.34464065
2006-06-06,3839.28889986
2006-06-07,3733.28255503
2006-06-08,3704.21785222
2006-06-09,3670.04841469
2006-06-12,3518.82162976
2006-06-13,3377.69823297
2006-06-14,3427.19334503
2006-06-15,3522.84142984
2006-06-16,3646.08764356
2006-06-19,3602.48999004
2006-06-20,3574.54063553
2006-06-21,3684.32489782
2006-06-22,3676.53415778
2006-06-23,3709.21663664
2006-06-26,3723.60983274
2006-06-27,3676.23366792
2006-06-28,3713.20311957
2006-06-29,3904.2581943
2006-06-30,4005.77038835
2006-07-03,4132.48187836
2006-07-04,4144.98634365
2006-07-05,3985.80972257
2006-07-06,4032.62710609
2006-07-07,4011.84732037
2006-07-10,4012.42435509
2006-07-11,4019.80374269
2006-07-12,3985.95930144
2006-07-13,3865.59970621
2006-07-14,3845.39537009
2006-07-17,3797.3617356
2006-07-18,3845.38314001
2006-07-19,4041.11376521
2006-07-20,3958.63708271
2006-07-21,3926.5606594
2006-07-24,4015.49369236
2006-07-25,4048.76615864
2006-07-26,4027.07115075
2006-07-27,4087.61739123
2006-07-28,4132.60435963
2006-07-31,4121.05746778
2006-08-01,4062.80301649
2006-08-02,4130.96095963
2006-08-03,4147.08154058
2006-08-04,4202.23235321
2006-08-07,4184.54814333
2006-08-08,4158.5936295
2006-08-09,4149.82656256
2006-08-10,4161.39408469
2006-08-11,4148.99499163
2006-08-14,4114.65265822
2006-08-15,4193.52220882
2006-08-16,4266.97584597
2006-08-17,4266.65066933
2006-08-18,4251.79335256
2006-08-21,4221.1392636
2006-08-22,4208.73236828
2006-08-23,4101.5300945
2006-08-24,4084.67774637
2006-08-25,4102.14111159
2006-08-28,4140.66633546
2006-08-29,4150.79261749
2006-08-30,4180.20822493
2006-08-31,4151.51436067
2006-09-01,4229.25742477
2006-09-04,4292.70037447
2006-09-05,4258.53590274
2006-09-06,4170.07393542
2006-09-07,4132.12079588
2006-09-08,4100.5679882
2006-09-11,4006.45459848
2006-09-12,4070.00462954
2006-09-13,4127.29614418
2006-09-14,4113.7847948
2006-09-15,4124.60018445
2006-09-18,4181.98142854
2006-09-19,4143.04738068
2006-09-20,4088.41246687
2006-09-21,4014.16082254
2006-09-22,3943.95165038
2006-09-25,3972.10049296
2006-09-26,4061.41966222
2006-09-27,4111.16226236
2006-09-28,4150.81180192
2006-09-29,4170.82106091
2006-10-02,4196.80338955
2006-10-03,4141.69757638
2006-10-04,4242.65714743
2006-10-05,4286.49811311
2006-10-06,4284.62638893
2006-10-09,4318.80448769
2006-10-10,4362.81512311
2006-10-11,4330.86896493
2006-10-12,4362.23684899
2006-10-13,4437.98216635
2006-10-16,4481.35024151
2006-10-17,4430.79603222
2006-10-18,4449.86569099
2006-10-19,4473.43244917
2006-10-20,4445.01179986
2006-10-23,4480.45951851
2006-10-24,4497.37737735
2006-10-25,4522.64966665
2006-10-26,4540.95778288
2006-10-27,4493.17947219
2006-10-30,4424.24800995
2006-10-31,4486.94621817
2006-11-01,4522.64545523
2006-11-02,4509.85070676
2006-11-03,4551.59565222
2006-11-06,4643.08438986
2006-11-07,4631.39795256
2006-11-08,4652.88580745
2006-11-09,4636.32963226
2006-11-10,4610.52513343
2006-11-13,4589.41440034
2006-11-14,4664.82566431
2006-11-15,4680.63288706
2006-11-16,4668.27349697
2006-11-17,4624.79200965
2006-11-20,4634.2283611
2006-11-21,4672.02623863
2006-11-22,4705.55552744
2006-11-23,4718.19241032
2006-11-24,4698.85311727
2006-11-27,4614.92740207
2006-11-28,4604.53445384
2006-11-29,4709.75381364
2006-11-30,4735.32933729
2006-12-01,4693.26502887
2006-12-04,4794.40840395
2006-12-05,4873.18736748
2006-12-06,4884.95984679
2006-12-07,4893.52609432
2006-12-08,4904.19060651
2006-12-11,4922.86902235
2006-12-12,4887.31077464
2006-12-13,4919.6339656
2006-12-14,4971.37513607
2006-12-15,4976.33777714
2006-12-18,4974.29294909
2006-12-19,4953.09302166
2006-12-20,4957.35915767
2006-12-21,4942.31997004
2006-12-22,4934.40561971
2006-12-25,4935.21952375
2006-12-26,4977.79253258
2006-12-27,5059.74592047
2006-12-28,5076.09920122
2006-12-29,5096.88996894
2007-01-01,5096.93179895
2007-01-02,5179.09336688
2007-01-03,5105.33805486
2007-01-04,5043.78246195
2007-01-05,4893.16237414
2007-01-08,4922.82627296
2007-01-09,4829.52459193
2007-01-10,4839.15935515
2007-01-11,4911.42846808
2007-01-12,4946.15361046
2007-01-15,4953.80292447
2007-01-16,4909.38312021
2007-01-17,4945.14125747
2007-01-18,4913.58364179
2007-01-19,5011.39183647
2007-01-22,5026.43606791
2007-01-23,5089.46671856
2007-01-24,5163.10894318
2007-01-25,5142.03775202
2007-01-26,5111.48860655
2007-01-29,5023.79781068
2007-01-30,5088.79369276
2007-01-31,5165.53076658
2007-02-01,5232.84718528
2007-02-02,5267.79653345
2007-02-05,5293.26398292
2007-02-06,5316.92041416
2007-02-07,5283.19566772
2007-02-08,5276.71801758
2007-02-09,5222.05324865
2007-02-12,5162.3402191
2007-02-13,5278.57353373
2007-02-14,5376.838612
2007-02-15,5381.03355194
2007-02-16,5369.86507368
2007-02-19,5375.55841703
2007-02-20,5365.55759839
2007-02-21,5390.14019116
2007-02-22,5445.72052081
2007-02-23,5372.4236703
2007-02-26,5365.04817324
2007-02-27,5006.83180131
2007-02-28,5045.21703171
2007-03-01,4990.54449545
2007-03-02,4903.66639779
2007-03-05,4761.74741514
2007-03-06,4961.06800677
2007-03-07,4950.36820391
2007-03-08,5063.09993837
2007-03-09,5133.20809625
2007-03-12,5146.30752762
2007-03-13,5002.15422448
2007-03-14,5014.67622186
2007-03-15,5048.08754438
2007-03-16,5011.05390655
2007-03-19,5105.40862165
2007-03-20,5183.80010928
2007-03-21,5325.7256244
2007-03-22,5352.40878593
2007-03-23,5346.90151307
2007-03-26,5359.81102176
2007-03-27,5313.90331206
2007-03-28,5237.99861405
2007-03-29,5380.07283742
2007-03-30,5437.22075682
2007-04-02,5434.47225588
2007-04-03,5519.52691874
2007-04-04,5552.64180898
2007-04-05,5572.9573315
2007-04-06,5572.9573315
2007-04-09,5625.94226287
2007-04-10,5650.28268585
2007-04-11,5615.7350781
2007-04-12,5646.1002499
2007-04-13,5721.27831718
2007-04-16,5794.1825728
2007-04-17,5772.82417325
2007-04-18,5759.69997326
2007-04-19,5759.01875304
2007-04-20,5834.08577932
2007-04-23,5812.54787176
2007-04-24,5750.48556407
2007-04-25,5829.62944101
2007-04-26,5792.13543545
2007-04-27,5776.09992254
2007-04-30,5736.33356957
2007-05-01,5731.99559144
2007-05-02,5798.76345536
2007-05-03,5903.69962052
2007-05-04,5934.04066283
2007-05-07,5910.36958842
2007-05-08,5903.38136444
2007-05-09,6012.23011443
2007-05-10,5942.29679707
2007-05-11,6003.22758511
2007-05-14,5958.37393123
2007-05-15,5985.8903691
2007-05-16,6183.32807888
2007-05-17,6190.22255545
2007-05-18,6240.34835463
2007-05-21,6323.30247808
2007-05-22,6311.07686384
2007-05-23,6310.89187827
2007-05-24,6112.68180102
2007-05-25,6248.92238429
2007-05-28,6293.29015851
2007-05-29,6273.16880701
2007-05-30,6314.44648953
2007-05-31,6359.79107692
2007-06-01,6550.53576049
2007-06-04,6530.44792942
2007-06-05,6512.79939689
2007-06-06,6311.04840425
2007-06-07,6260.11962852
2007-06-08,6287.90879654
2007-06-11,6385.9030617
2007-06-12,6328.41467608
2007-06-13,6439.14898493
2007-06-14,6547.69308212
2007-06-15,6680.04495748
2007-06-18,6710.75629551
2007-06-19,6723.52753091
2007-06-20,6642.78602333
2007-06-21,6667.70061789
2007-06-22,6627.8285966
2007-06-25,6554.92081942
2007-06-26,6480.88014975
2007-06-27,6497.9359466
2007-06-28,6576.94871591
2007-06-29,6613.12162326
2007-07-02,6743.98458593
2007-07-03,6815.86613493
2007-07-04,6829.87550202
2007-07-05,6834.112359
2007-07-06,6907.44996267
2007-07-09,6909.40544639
2007-07-10,6837.76720947
2007-07-11,6909.42520387
2007-07-12,7088.17918253
2007-07-13,7122.00232739
2007-07-16,7099.10434797
2007-07-17,7105.49679066
2007-07-18,7121.43426617
2007-07-19,7206.04325853
2007-07-20,7104.09993726
2007-07-23,7226.67720499
2007-07-24,6998.01217642
2007-07-25,6901.13916856
2007-07-26,6634.79252001
2007-07-27,6466.70156798
2007-07-30,6715.22504247
2007-07-31,6724.3215855
2007-08-01,6639.91900759
2007-08-02,6723.8559286
2007-08-03,6540.51153301
2007-08-06,6460.41164919
2007-08-07,6539.10814283
2007-08-08,6748.49041231
2007-08-09,6480.63358532
2007-08-10,6282.19500924
2007-08-13,6330.81123596
2007-08-14,6098.7294786
2007-08-15,5898.61633949
2007-08-16,5520.32084827
2007-08-17,5721.87595315
2007-08-20,5823.27761539
2007-08-21,5850.83646031
2007-08-22,6109.05074553
2007-08-23,6176.15382454
2007-08-24,6304.67443981
2007-08-27,6370.24037831
2007-08-28,6143.88193829
2007-08-29,6236.64795676
2007-08-30,6315.16477442
2007-08-31,6520.2670832
2007-09-03,6568.90293339
2007-09-04,6607.74280259
2007-09-05,6505.85183125
2007-09-06,6558.75527376
2007-09-07,6515.56831162
2007-09-10,6322.74990623
2007-09-11,6511.65035139
2007-09-12,6538.2923391
2007-09-13,6656.54007801
2007-09-14,6617.38716828
2007-09-17,6537.62441463
2007-09-18,6793.70548332
2007-09-19,6942.31319012
2007-09-20,6939.50945165
2007-09-21,7019.64153903
2007-09-24,7095.79800008
2007-09-25,7067.42589201
2007-09-26,7202.1429037
2007-09-27,7361.1541082
2007-09-28,7296.01867517
2007-10-01,7525.36605951
2007-10-02,7563.79518302
2007-10-03,7410.74103383
2007-10-04,7400.10262597
2007-10-05,7655.18861401
2007-10-08,7705.07066388
2007-10-09,7811.05146107
2007-10-10,7840.08989273
2007-10-11,7823.91950396
2007-10-12,7812.02584798
2007-10-15,7882.22529758
2007-10-16,7683.59789019
2007-10-17,7870.07562719
2007-10-18,7865.5887805
2007-10-19,7603.71605221
2007-10-22,7543.40702381
2007-10-23,7779.3104427
2007-10-24,7776.13687908
2007-10-25,7832.35363627
2007-10-26,8086.73009664
2007-10-29,8232.58188281
2007-10-30,8134.33966069
2007-10-31,8262.88163813
2007-11-01,8104.33704622
2007-11-02,8056.77138448
2007-11-05,7871.80442092
2007-11-06,8111.5194129
2007-11-07,7987.0623723
2007-11-08,8110.91337934
2007-11-09,8112.84012954
2007-11-12,7675.95558736
2007-11-13,7901.27006459
2007-11-14,8164.25742364
2007-11-15,8095.33363155
2007-11-16,8092.27822467
2007-11-19,7860.48940753
2007-11-20,7819.18812916
2007-11-21,7532.64103216
2007-11-22,7604.75682932
2007-11-23,7564.51492278
2007-11-26,7315.50080312
2007-11-27,7277.34736162
2007-11-28,7674.40028251
2007-11-29,7741.18314786
2007-11-30,7860.29242393
2007-12-03,7846.46004254
2007-12-04,7779.77104261
