Date,AUSTRALIA IMI EQUAL WEIGHTED
1999-08-03,1312.0527251733154
1999-08-04,1304.8755097527053
1999-08-05,1300.1794221196642
1999-08-06,1295.8625962891545
1999-08-09,1294.979715098245
1999-08-10,1282.7796054370133
1999-08-11,1277.6376929276882
1999-08-12,1290.20508153797
1999-08-13,1305.4116133528664
1999-08-16,1317.2500256936778
1999-08-17,1310.904300605583
1999-08-18,1319.7670691851488
1999-08-19,1283.6039602431301
1999-08-20,1283.8371254346134
1999-08-23,1301.8323777739818
1999-08-24,1309.0806037410828
1999-08-25,1307.7247322007443
1999-08-26,1309.7948783019633
1999-08-27,1304.923764977014
1999-08-30,1301.2559129199644
1999-08-31,1293.4062084754685
1999-09-01,1306.7455616153666
1999-09-02,1300.1953436167553
1999-09-03,1307.5216657358803
1999-09-06,1314.9794698969056
1999-09-07,1321.6116127633386
1999-09-08,1326.6710944003448
1999-09-09,1344.5108858711997
1999-09-10,1355.051875943165
1999-09-13,1378.8963416252197
1999-09-14,1368.2353239711933
1999-09-15,1352.8183005968592
1999-09-16,1336.5338174422584
1999-09-17,1339.8619529728771
1999-09-20,1326.7017920504024
1999-09-21,1323.9161113898153
1999-09-22,1326.07871495374
1999-09-23,1341.3903319956526
1999-09-24,1335.8000863485504
1999-09-27,1346.7083822773855
1999-09-28,1345.6810786454407
1999-09-29,1325.5217428838494
1999-09-30,1317.6929378753853
1999-10-01,1328.3078347005332
1999-10-04,1330.5591818075854
1999-10-05,1347.5068383735215
1999-10-06,1333.2999089573748
1999-10-07,1334.417628620125
1999-10-08,1337.759892112104
1999-10-11,1341.5962562826123
1999-10-12,1337.2624236094375
1999-10-13,1323.8523653406382
1999-10-14,1312.9883059485744
1999-10-15,1286.7593031256013
1999-10-18,1255.0649772948948
1999-10-19,1263.0074119432822
1999-10-20,1281.3050921197155
1999-10-21,1276.9689891984544
1999-10-22,1299.3746440527905
1999-10-25,1301.9261012781658
1999-10-26,1304.8920005075495
1999-10-27,1294.806595116198
1999-10-28,1309.1696444168647
1999-10-29,1296.032200351234
1999-11-01,1308.2529666397838
1999-11-02,1314.129713001756
1999-11-03,1322.3535608917036
1999-11-04,1310.3065139081752
1999-11-05,1316.598720934388
1999-11-08,1319.0659813366053
1999-11-09,1318.1418480125171
1999-11-10,1325.4344619058686
1999-11-11,1357.8089916923998
1999-11-12,1376.719344130572
1999-11-15,1382.8800699483586
1999-11-16,1372.0270494892873
1999-11-17,1373.082036083024
1999-11-18,1382.243662246491
1999-11-19,1386.4999071562638
1999-11-22,1378.2802687640883
1999-11-23,1378.9450786002644
1999-11-24,1382.586557692815
1999-11-25,1392.8710064742959
1999-11-26,1410.6657802815657
1999-11-29,1421.295094028728
1999-11-30,1409.2538582884104
1999-12-01,1407.93566458082
1999-12-02,1411.5400089068262
1999-12-03,1417.9050151237536
1999-12-06,1386.171513940721
1999-12-07,1386.8660563758526
1999-12-08,1392.5468921707718
1999-12-09,1409.3727679413528
1999-12-10,1397.8863644125247
1999-12-13,1400.398914018996
1999-12-14,1408.2312942258225
1999-12-15,1410.8589271723454
1999-12-16,1409.6854960588817
1999-12-17,1428.0226346034244
1999-12-20,1430.2326534889069
1999-12-21,1434.3350386810944
1999-12-22,1448.2450075232962
1999-12-23,1433.7821869042937
1999-12-24,1444.6209224820907
1999-12-27,1448.2381664892432
1999-12-28,1456.6479347216061
1999-12-29,1478.954348013613
1999-12-30,1500.2256027985163
1999-12-31,1500.2256027985163
2000-01-03,1493.952530333985
2000-01-04,1458.1652956633147
2000-01-05,1423.0051157859968
2000-01-06,1414.173499776729
2000-01-07,1417.2801591560703
2000-01-10,1445.8919528075962
2000-01-11,1440.8393928931378
2000-01-12,1442.2754182903557
2000-01-13,1453.492481428826
2000-01-14,1481.8169619779242
2000-01-17,1482.5325183282723
2000-01-18,1476.9820513821119
2000-01-19,1469.8253754428308
2000-01-20,1487.4229463415243
2000-01-21,1479.1634855596178
2000-01-24,1466.372091170796
2000-01-25,1451.232922320879
2000-01-26,1450.370193430632
2000-01-27,1476.0817386497474
2000-01-28,1459.3862407854808
2000-01-31,1443.8020297631763
2000-02-01,1443.6661233687112
2000-02-02,1450.509965614112
2000-02-03,1438.5717702052266
2000-02-04,1434.760042923953
2000-02-07,1453.8192054235542
2000-02-08,1438.0728160438161
2000-02-09,1441.7278543170744
2000-02-10,1442.6160021968612
2000-02-11,1436.2323802778126
2000-02-14,1439.0880603940532
2000-02-15,1447.356389565089
2000-02-16,1446.100603010216
2000-02-17,1449.3861564045608
2000-02-18,1442.3354157106262
2000-02-21,1429.0001407735394
2000-02-22,1391.9997795285287
2000-02-23,1382.7120114979139
2000-02-24,1375.9826106947742
2000-02-25,1406.45959121665
2000-02-28,1405.5337384221727
2000-02-29,1420.9000722974156
2000-03-01,1403.9530211753947
2000-03-02,1413.930254629554
2000-03-03,1407.3773180842566
2000-03-06,1396.1657104393732
2000-03-07,1408.7563676210684
2000-03-08,1415.9102898283775
2000-03-09,1415.0177139984003
2000-03-10,1439.8970608017735
2000-03-13,1451.546739987526
2000-03-14,1448.933892355778
2000-03-15,1430.3486395421594
2000-03-16,1431.8755180569735
2000-03-17,1436.9911108520698
2000-03-20,1441.5392719706172
2000-03-21,1439.7463108258773
2000-03-22,1452.9833263570029
2000-03-23,1444.3787492872696
2000-03-24,1448.8037363833341
2000-03-27,1467.0987862088289
2000-03-28,1490.266731048824
2000-03-29,1500.8141153395402
2000-03-30,1478.151253390147
2000-03-31,1453.3736644476262
2000-04-03,1458.7938945733606
2000-04-04,1431.431967831602
2000-04-05,1415.7348480930793
2000-04-06,1423.31852728932
2000-04-07,1425.9993497232115
2000-04-10,1426.9680383243892
2000-04-11,1397.2845589447463
2000-04-12,1405.632620920715
2000-04-13,1391.720569422824
2000-04-14,1396.2564525476714
2000-04-17,1306.8608154456524
2000-04-18,1350.4859632310897
2000-04-19,1378.8776809266456
2000-04-20,1373.691803795973
2000-04-21,1373.691803795973
2000-04-24,1376.0144858359279
2000-04-25,1396.6486980455472
2000-04-26,1388.6141089360099
2000-04-27,1393.7813591432252
2000-04-28,1395.698428879774
2000-05-01,1380.384949665142
2000-05-02,1405.5510397109945
2000-05-03,1441.095067010646
2000-05-04,1438.2986028954708
2000-05-05,1458.0094555926266
2000-05-08,1440.7829162393095
2000-05-09,1401.7245500984338
2000-05-10,1368.4754550345133
2000-05-11,1367.1127947134787
2000-05-12,1370.1568539993998
2000-05-15,1338.3972802103776
2000-05-16,1366.705388185407
2000-05-17,1368.5641312158969
2000-05-18,1364.4257320524214
2000-05-19,1371.4799467590155
2000-05-22,1351.915672615219
2000-05-23,1353.5824971183113
2000-05-24,1330.647396817233
2000-05-25,1328.8179407999767
2000-05-26,1295.0964677986913
2000-05-29,1308.3034602030323
2000-05-30,1319.8698998960908
2000-05-31,1316.8110910760038
2000-06-01,1317.8693735894562
2000-06-02,1320.8854351691427
2000-06-05,1328.7941806396768
2000-06-06,1333.7114511179234
2000-06-07,1327.5580034433278
2000-06-08,1341.4950881616096
2000-06-09,1340.75990682479
2000-06-12,1349.2399592813235
2000-06-13,1353.6307008629237
2000-06-14,1368.8970379692087
2000-06-15,1376.1037007234409
2000-06-16,1379.7780326927714
2000-06-19,1357.974612021016
2000-06-20,1364.4709102083432
2000-06-21,1380.491651557763
2000-06-22,1397.9016259314883
2000-06-23,1396.6156126542335
2000-06-26,1399.734768296917
2000-06-27,1416.8635723478665
2000-06-28,1429.6462582849942
2000-06-29,1444.7637637956605
2000-06-30,1444.111601461868
2000-07-03,1452.2720889318982
2000-07-04,1461.0391529543087
2000-07-05,1446.5036011283978
2000-07-06,1455.0757823546514
2000-07-07,1468.9263842925927
2000-07-10,1473.9994493468928
2000-07-11,1476.2425360652596
2000-07-12,1492.0560340126935
2000-07-13,1493.2448954487918
2000-07-14,1492.4614345485747
2000-07-17,1497.8871205066678
2000-07-18,1491.9828070036474
2000-07-19,1488.7026975393476
2000-07-20,1490.9792652843648
2000-07-21,1507.0490972921114
2000-07-24,1498.869581364711
2000-07-25,1484.843887494691
2000-07-26,1500.8806451544324
2000-07-27,1493.8424459771697
2000-07-28,1504.2296571718637
2000-07-31,1475.221689566744
2000-08-01,1492.5095307375677
2000-08-02,1514.9255779721886
2000-08-03,1533.5107590993332
2000-08-04,1529.5304196093732
2000-08-07,1539.069821762923
2000-08-08,1555.4166025145212
2000-08-09,1543.305305768781
2000-08-10,1533.6713742349427
2000-08-11,1538.039913300528
2000-08-14,1538.9094310830342
2000-08-15,1536.5149167064826
2000-08-16,1556.979166788256
2000-08-17,1568.7654585032137
2000-08-18,1574.7171915613471
2000-08-21,1581.7356261809573
2000-08-22,1588.046176601043
2000-08-23,1558.5980213130822
2000-08-24,1541.9611419840587
2000-08-25,1539.3488357011483
2000-08-28,1544.2362897702392
2000-08-29,1551.8670753137733
2000-08-30,1553.1950052084053
2000-08-31,1564.6037719127717
2000-09-01,1543.3293597379807
2000-09-04,1545.4115829993216
2000-09-05,1554.9222966104514
2000-09-06,1548.2665182424935
2000-09-07,1532.3710197733192
2000-09-08,1540.5574408358364
2000-09-11,1544.7842843011476
2000-09-12,1546.3054640117048
2000-09-13,1524.5753095139396
2000-09-14,1506.5529545699862
2000-09-15,1496.2124224088059
2000-09-18,1477.6660885337412
2000-09-19,1459.5414732804227
2000-09-20,1475.629397999278
2000-09-21,1463.9578124567981
2000-09-22,1416.523182455344
2000-09-25,1431.363589849943
2000-09-26,1429.7384804645603
2000-09-27,1425.618268759876
2000-09-28,1430.0447822556625
2000-09-29,1420.793223654548
2000-10-02,1441.5214387362048
2000-10-03,1446.9321278674024
2000-10-04,1440.6160767551153
2000-10-05,1445.1075634644378
2000-10-06,1457.7553997389166
2000-10-09,1448.1952384575509
2000-10-10,1443.3277253076876
2000-10-11,1445.120113510278
2000-10-12,1442.6649192792438
2000-10-13,1442.0063862974466
2000-10-16,1463.7197356489894
2000-10-17,1444.0891991218546
2000-10-18,1446.8848077962105
2000-10-19,1452.931466837564
2000-10-20,1489.2045739844957
2000-10-23,1485.8261416670427
2000-10-24,1476.396479258279
2000-10-25,1467.8669707239837
2000-10-26,1464.8493848808873
2000-10-27,1458.3582903202744
2000-10-30,1454.3587790403305
2000-10-31,1426.8876827386996
2000-11-01,1425.0425933733204
2000-11-02,1419.6342793647148
2000-11-03,1431.6692623024244
2000-11-06,1450.1788037274748
2000-11-07,1465.9491086163073
2000-11-08,1469.018482908445
2000-11-09,1468.5038855542145
2000-11-10,1458.2544213052197
2000-11-13,1446.2871278885718
2000-11-14,1448.5255063198192
2000-11-15,1455.6988796563026
2000-11-16,1454.8208648845557
2000-11-17,1457.8784231800971
2000-11-20,1448.7228293603073
2000-11-21,1439.1215944334879
2000-11-22,1466.2312952430793
2000-11-23,1473.3444370202462
2000-11-24,1478.5526171365816
2000-11-27,1467.6437691047468
2000-11-28,1450.4113152783784
2000-11-29,1437.6066456789597
2000-11-30,1422.149903346584
2000-12-01,1448.5837575072203
2000-12-04,1443.7989619226473
2000-12-05,1448.7409076176298
2000-12-06,1451.011357414319
2000-12-07,1458.5125571306398
2000-12-08,1456.4912437507917
2000-12-11,1467.925560172552
2000-12-12,1466.6448641025283
2000-12-13,1470.371694992069
2000-12-14,1452.603946132169
2000-12-15,1429.8744676579997
2000-12-18,1418.8762311670332
2000-12-19,1430.014723532278
2000-12-20,1408.7239107576856
2000-12-21,1395.523413401557
2000-12-22,1383.2303049437005
2000-12-25,1383.2303049437005
2000-12-26,1382.1309681390487
2000-12-27,1394.4181454159382
2000-12-28,1391.8952106275074
2000-12-29,1379.2399425936385
2001-01-01,1379.2399425936385
2001-01-02,1382.3079979378056
2001-01-03,1385.441076589304
2001-01-04,1403.5150887086884
2001-01-05,1403.1499765655435
2001-01-08,1392.556091419712
2001-01-09,1392.7752617810145
2001-01-10,1384.0775709181992
2001-01-11,1366.4854167436358
2001-01-12,1364.3125480559195
2001-01-15,1354.9832842248743
2001-01-16,1362.4197087565792
2001-01-17,1373.774740719177
2001-01-18,1381.0070279432343
2001-01-19,1409.2932844695463
2001-01-22,1409.986835953229
2001-01-23,1402.0659889416236
2001-01-24,1407.252492434357
2001-01-25,1417.3830795542265
2001-01-26,1410.7205793735748
2001-01-29,1422.6368803885507
2001-01-30,1419.6251513014695
2001-01-31,1422.3359476971432
2001-02-01,1426.5345002241663
2001-02-02,1427.2239186002987
2001-02-05,1405.9186782604236
2001-02-06,1418.215264197063
2001-02-07,1396.492694841524
2001-02-08,1390.7685644147841
2001-02-09,1372.5892494843865
2001-02-12,1373.5037035195085
2001-02-13,1376.9856141754358
2001-02-14,1368.2926377745748
2001-02-15,1370.774763182775
2001-02-16,1369.5846362066393
2001-02-19,1351.6019483181512
2001-02-20,1356.0917143340307
2001-02-21,1357.6184841710772
2001-02-22,1358.000284510241
2001-02-23,1350.9652922102491
2001-02-26,1351.7565379978407
2001-02-27,1346.2082610897462
2001-02-28,1357.0045692314434
2001-03-01,1345.522454913336
2001-03-02,1348.7481479981145
2001-03-05,1341.665169295997
2001-03-06,1328.8041270312558
2001-03-07,1318.621732016738
2001-03-08,1307.0118113129072
2001-03-09,1295.1693501672617
2001-03-12,1290.2742801323911
2001-03-13,1268.2807378247244
2001-03-14,1268.7123127842272
2001-03-15,1243.5447211444573
2001-03-16,1257.8378320642282
2001-03-19,1257.1569194864721
2001-03-20,1256.058879098863
2001-03-21,1249.5920907316408
2001-03-22,1257.0922895514434
2001-03-23,1244.3267402278877
2001-03-26,1251.4934521076555
2001-03-27,1249.0294883178601
2001-03-28,1249.3242262350584
2001-03-29,1248.3363996030325
2001-03-30,1224.3778124146622
2001-04-02,1235.4609147411786
2001-04-03,1223.7147733959598
2001-04-04,1213.0762055779567
2001-04-05,1229.025548067904
2001-04-06,1240.7618625336718
2001-04-09,1229.1433328090588
2001-04-10,1248.1370838718337
2001-04-11,1275.234214286519
2001-04-12,1288.2822528827064
2001-04-13,1288.2822528827064
2001-04-16,1305.7139096935714
2001-04-17,1298.4665021419562
2001-04-18,1298.7026753252985
2001-04-19,1323.5146289196518
2001-04-20,1322.9779081845575
2001-04-23,1294.261805380291
2001-04-24,1292.0371601920283
2001-04-25,1290.3511254649459
2001-04-26,1304.6436472461996
2001-04-27,1319.972452002345
2001-04-30,1341.0508339080816
2001-05-01,1347.6664996002821
2001-05-02,1358.5501491069779
2001-05-03,1363.2196601780588
2001-05-04,1355.0497519100065
2001-05-07,1362.919732632411
2001-05-08,1369.9442492275964
2001-05-09,1382.43524464124
2001-05-10,1406.879542696758
2001-05-11,1405.2867752386496
2001-05-14,1396.675339593542
2001-05-15,1395.7159259089633
2001-05-16,1393.847120914384
2001-05-17,1424.308432393233
2001-05-18,1425.9678357260993
2001-05-21,1450.974576047438
2001-05-22,1437.6723166982415
2001-05-23,1435.4594147315986
2001-05-24,1432.1878898952382
2001-05-25,1436.6883622145142
2001-05-28,1433.9883611947712
2001-05-29,1426.444954328984
2001-05-30,1413.0263417947656
2001-05-31,1398.4341389279007
2001-06-01,1399.1336049235376
2001-06-04,1400.9503023876537
2001-06-05,1392.4802934358256
2001-06-06,1400.1570189635256
2001-06-07,1415.825919805591
2001-06-08,1428.309499030844
2001-06-11,1436.3987762712968
2001-06-12,1419.2823054182857
2001-06-13,1427.8162391060803
2001-06-14,1418.3785292647212
2001-06-15,1416.098635633826
2001-06-18,1400.3549243114182
2001-06-19,1404.308310084522
2001-06-20,1412.8098957346174
2001-06-21,1418.1933386422902
2001-06-22,1417.5626219384528
2001-06-25,1404.8778715907167
2001-06-26,1416.4251006273582
2001-06-27,1413.5228409380313
2001-06-28,1417.4288177687338
2001-06-29,1430.7297812010488
2001-07-02,1425.8645122055657
2001-07-03,1441.4905349490084
2001-07-04,1454.915471940441
2001-07-05,1462.4001052426524
2001-07-06,1414.5574612876378
2001-07-09,1404.8720356743365
2001-07-10,1408.5786742477562
2001-07-11,1390.6636597192667
2001-07-12,1404.010206424677
2001-07-13,1415.4600034011773
2001-07-16,1419.9607813321388
2001-07-17,1410.7580218533703
2001-07-18,1396.8674186672922
2001-07-19,1394.0828362866387
2001-07-20,1368.6884736187335
2001-07-23,1374.4450035114453
2001-07-24,1354.7552437086258
2001-07-25,1335.9988041263919
2001-07-26,1335.1231792961798
2001-07-27,1336.5767639416465
2001-07-30,1336.4804519467632
2001-07-31,1340.3504962646482
2001-08-01,1366.9040710343338
2001-08-02,1380.9822384517438
2001-08-03,1373.3444141242146
2001-08-06,1385.1139783078943
2001-08-07,1383.9294428486915
2001-08-08,1388.9584117746954
2001-08-09,1365.4254848468127
2001-08-10,1352.7404426335765
2001-08-13,1358.043739778829
2001-08-14,1358.0928090867708
2001-08-15,1358.0927772907262
2001-08-16,1348.7235041794784
2001-08-17,1366.6341138092516
2001-08-20,1349.4707349189018
2001-08-21,1352.2594427792187
2001-08-22,1351.9737528897779
2001-08-23,1353.352673965327
2001-08-24,1353.448986352744
2001-08-27,1361.155105093036
2001-08-28,1361.7379966383387
2001-08-29,1358.0019966337777
2001-08-30,1365.352887787144
2001-08-31,1340.5582264187265
2001-09-03,1342.8652876864685
2001-09-04,1360.3347546510836
2001-09-05,1349.676994210683
2001-09-06,1349.0787999342224
2001-09-07,1320.889094952711
2001-09-10,1305.1477974973543
2001-09-11,1315.1925230121933
2001-09-12,1261.969480205489
2001-09-13,1259.5113428431434
2001-09-14,1220.8520061805787
2001-09-17,1137.2066013031292
2001-09-18,1140.309337635908
2001-09-19,1138.6561921456205
2001-09-20,1130.0819208954604
2001-09-21,1109.6924754721056
2001-09-24,1109.9323923485742
2001-09-25,1120.0590671235327
2001-09-26,1118.851347230885
2001-09-27,1115.9585807359415
2001-09-28,1159.7368703151935
2001-10-01,1163.412887073152
2001-10-02,1182.9231611160767
2001-10-03,1182.443075260515
2001-10-04,1197.7938187009715
2001-10-05,1219.7900446381093
2001-10-08,1216.9458422976077
2001-10-09,1212.943736618105
2001-10-10,1223.1218998367915
2001-10-11,1239.3034424262025
2001-10-12,1240.4684930019644
2001-10-15,1266.4463278755934
2001-10-16,1274.2915344143285
2001-10-17,1289.2985944545396
2001-10-18,1274.3962130344541
2001-10-19,1272.693717749992
2001-10-22,1289.8246078053185
2001-10-23,1304.8682110953298
2001-10-24,1303.301132844508
2001-10-25,1304.8858743262915
2001-10-26,1307.642607159748
2001-10-29,1307.7460357010593
2001-10-30,1301.0116320549193
2001-10-31,1302.9368512078197
2001-11-01,1312.4410860074393
2001-11-02,1315.0952770721656
2001-11-05,1320.7707947077126
2001-11-06,1347.278950181882
2001-11-07,1349.0408552482502
2001-11-08,1368.1241757611272
2001-11-09,1356.027803462001
2001-11-12,1369.1657464472312
2001-11-13,1383.2825759978075
2001-11-14,1390.2003988339013
2001-11-15,1390.578022350732
2001-11-16,1388.8232796238092
2001-11-19,1412.0014546365705
2001-11-20,1399.2920982196472
2001-11-21,1403.1822289332852
2001-11-22,1401.8248727386865
2001-11-23,1409.6948043299951
2001-11-26,1414.3480112912575
2001-11-27,1422.0345221973964
2001-11-28,1414.955922309728
2001-11-29,1401.2567076602506
2001-11-30,1403.1097520761405
2001-12-03,1398.9235544066566
2001-12-04,1387.3864529029483
2001-12-05,1399.6134343515807
2001-12-06,1399.5690005558718
2001-12-07,1399.115605563134
2001-12-10,1399.710486012871
2001-12-11,1395.8823309290865
2001-12-12,1385.3828658507928
2001-12-13,1384.8384194128294
2001-12-14,1372.9719647699062
2001-12-17,1362.669646540011
2001-12-18,1375.540333259882
2001-12-19,1372.2704063834212
2001-12-20,1355.0533400679287
2001-12-21,1381.088072814511
2001-12-24,1403.2671219851075
2001-12-25,1403.2671219851065
2001-12-26,1401.10464263136
2001-12-27,1402.3856124168803
2001-12-28,1422.078414938242
2001-12-31,1418.2985737747288
2002-01-01,1418.2985737747288
2002-01-02,1409.1109199961195
2002-01-03,1410.0152682101966
2002-01-04,1434.2664012926887
2002-01-07,1438.8271732088429
2002-01-08,1453.2146408886356
2002-01-09,1460.3274183887122
2002-01-10,1454.5432836544205
2002-01-11,1456.6597104891134
2002-01-14,1433.7229915401786
2002-01-15,1438.5443482475416
2002-01-16,1451.2087849212967
2002-01-17,1438.763731823722
2002-01-18,1440.1658881984692
2002-01-21,1449.9275937802538
2002-01-22,1460.6302896403608
2002-01-23,1466.999888988118
2002-01-24,1477.7667476943577
2002-01-25,1497.2954442605453
2002-01-28,1498.7276976784347
2002-01-29,1500.5104087464222
2002-01-30,1471.1516828071728
2002-01-31,1483.7836982222154
2002-02-01,1485.1006242633562
2002-02-04,1485.0803528661227
2002-02-05,1475.1737729224494
2002-02-06,1470.162605939612
2002-02-07,1464.9166727098777
2002-02-08,1479.9149484386794
2002-02-11,1484.0077161534361
2002-02-12,1480.5891408228676
2002-02-13,1485.1786661489407
2002-02-14,1508.335889138938
2002-02-15,1505.0046233157925
2002-02-18,1514.0848074704886
2002-02-19,1502.8018583977546
2002-02-20,1501.3438944725583
2002-02-21,1499.416758072555
2002-02-22,1480.7293660565374
2002-02-25,1488.9115438434565
2002-02-26,1497.5274076580624
2002-02-27,1493.6447729818447
2002-02-28,1493.6357660408753
2002-03-01,1500.8254706676078
2002-03-04,1504.4518891314096
2002-03-05,1512.0879959155823
2002-03-06,1507.7302090667836
2002-03-07,1516.9803315374181
2002-03-08,1514.181946221237
2002-03-11,1511.6177553347313
2002-03-12,1510.7895907949494
2002-03-13,1508.0740764728148
2002-03-14,1503.6552081465677
2002-03-15,1495.711409599835
2002-03-18,1504.6891711665048
2002-03-19,1501.0337212066252
2002-03-20,1518.8979766113862
2002-03-21,1525.4145405419144
2002-03-22,1531.343314669631
2002-03-25,1528.0894391301779
2002-03-26,1510.0112160990857
2002-03-27,1523.8864081906695
2002-03-28,1538.1033085689573
2002-03-29,1538.103308568957
2002-04-01,1528.3154330688167
2002-04-02,1513.8029611852348
2002-04-03,1506.849612400479
2002-04-04,1503.8515491282196
2002-04-05,1509.8019681930555
2002-04-08,1509.145725337467
2002-04-09,1504.9456098373016
2002-04-10,1508.717111806445
2002-04-11,1506.425525237804
2002-04-12,1509.460868100433
2002-04-15,1502.3248932595782
2002-04-16,1503.5101535939123
2002-04-17,1513.2026288955592
2002-04-18,1515.4577335202616
2002-04-19,1523.3989087436669
2002-04-22,1524.7948800910494
2002-04-23,1518.268710746154
2002-04-24,1511.029500291504
2002-04-25,1506.299313105039
2002-04-26,1506.608912985923
2002-04-29,1480.8463210211696
2002-04-30,1469.6271268350604
2002-05-01,1470.8788475292845
2002-05-02,1470.7649140406718
2002-05-03,1456.9979625127519
2002-05-06,1449.2626488643768
2002-05-07,1451.1674575608683
2002-05-08,1465.0107842104685
2002-05-09,1457.4541820845404
2002-05-10,1455.8463470167267
2002-05-13,1453.477918335756
2002-05-14,1474.6318067519355
2002-05-15,1481.7904553735127
2002-05-16,1489.6441040781267
2002-05-17,1492.3460190022
2002-05-20,1490.7993824086175
2002-05-21,1495.7597583362722
