Date,AC ASIA EX JAPAN SMALL CAP MIN VOL (USD)
2001-05-31,1000.0
2001-06-01,996.9298697621792
2001-06-04,992.1383323421703
2001-06-05,993.2095377371305
2001-06-06,1001.9414526476644
2001-06-07,995.5183308281147
2001-06-08,1004.2163130194019
2001-06-11,1010.099737665303
2001-06-12,1001.5364517887875
2001-06-13,1000.867596471002
2001-06-14,984.265003816618
2001-06-15,979.0517027845947
2001-06-18,975.9503244918689
2001-06-19,979.001194060525
2001-06-20,982.5354552270608
2001-06-21,983.3642548163648
2001-06-22,985.9999850096932
2001-06-25,982.3697058013603
2001-06-26,975.878334470707
2001-06-27,980.0683221572307
2001-06-28,984.1744792918134
2001-06-29,994.6010311193754
2001-07-02,990.0774788040443
2001-07-03,984.6570577655219
2001-07-04,979.0801410615834
2001-07-05,986.7808202946605
2001-07-06,976.1755571801094
2001-07-09,962.9189766767879
2001-07-10,954.4221163938854
2001-07-11,936.7655466276314
2001-07-12,953.7312024081778
2001-07-13,948.4569813022365
2001-07-16,941.8819267028992
2001-07-17,943.4165541032681
2001-07-18,915.6842231511378
2001-07-19,912.4907229267191
2001-07-20,908.7714028050768
2001-07-23,905.382320027983
2001-07-24,890.6118430518015
2001-07-25,885.4909461834952
2001-07-26,897.5819177355123
2001-07-27,904.2273359396441
2001-07-30,903.0890429767276
2001-07-31,903.3679437145591
2001-08-01,903.7706447157213
2001-08-02,905.1947528501943
2001-08-03,904.0238736712716
2001-08-06,903.1915930182877
2001-08-07,905.3780960840213
2001-08-08,910.7748788787287
2001-08-09,894.9925423666601
2001-08-10,890.0341066481639
2001-08-13,888.8803014365546
2001-08-14,896.6230938708476
2001-08-15,888.0665844352609
2001-08-16,887.2351337757289
2001-08-17,880.0603027971689
2001-08-20,878.9042616934647
2001-08-21,881.7941245417926
2001-08-22,873.0344896637827
2001-08-23,881.2007838141868
2001-08-24,876.9562430524215
2001-08-27,885.8200906622118
2001-08-28,883.4638607167028
2001-08-29,886.9953312697979
2001-08-30,887.6982332581741
2001-08-31,882.9383122213086
2001-09-03,881.0267291075849
2001-09-04,899.7840003972667
2001-09-05,897.9554945495285
2001-09-06,892.3405824673413
2001-09-07,873.4163454243557
2001-09-10,875.5865685750954
2001-09-11,862.6087962718364
2001-09-12,837.1999664766581
2001-09-13,825.7548039112506
2001-09-14,792.8829399578167
2001-09-17,763.1194982291499
2001-09-18,769.9000918294122
2001-09-19,775.3768248946775
2001-09-20,771.5313380566226
2001-09-21,766.0912655499352
2001-09-24,770.2961340563509
2001-09-25,763.4519765616316
2001-09-26,773.7662819967451
2001-09-27,779.911455311671
2001-09-28,798.9150553793971
2001-10-01,791.8409440296863
2001-10-02,785.4382354082801
2001-10-03,782.657167848452
2001-10-04,797.5955086371657
2001-10-05,793.3579559398514
2001-10-08,781.8605985513514
2001-10-09,794.0159257570022
2001-10-10,797.1696007566082
2001-10-11,817.2439870300012
