Date,CANADA IMI QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1007.6331658096484
1999-01-05,1018.7407737684296
1999-01-06,1051.2571742990426
1999-01-07,1055.9547883869727
1999-01-08,1071.9077389673416
1999-01-11,1077.6434119495161
1999-01-12,1064.390736622397
1999-01-13,1024.910083563296
1999-01-14,1031.0320943517181
1999-01-15,1072.8412328712745
1999-01-18,1079.5158525990473
1999-01-19,1072.0610483456621
1999-01-20,1058.9856352975446
1999-01-21,1062.50262309571
1999-01-22,1048.7104499237646
1999-01-25,1056.3694224529213
1999-01-26,1052.9765398527427
1999-01-27,1058.745279095587
1999-01-28,1072.3368451304855
1999-01-29,1097.0528720530467
1999-02-01,1107.4890645849057
1999-02-02,1087.5766377445166
1999-02-03,1089.7365576292461
1999-02-04,1101.7696879570472
1999-02-05,1093.339933707668
1999-02-08,1090.4916844956294
1999-02-09,1062.6863435256348
1999-02-10,1063.626208090424
1999-02-11,1083.265284987265
1999-02-12,1078.9092380880286
1999-02-15,1088.7319143278464
1999-02-16,1075.3023212176959
1999-02-17,1057.8038159578318
1999-02-18,1068.1154804618618
1999-02-19,1089.9117028739945
1999-02-22,1114.9759380446044
1999-02-23,1112.3874455715386
1999-02-24,1104.8910609410618
1999-02-25,1083.59920448897
1999-02-26,1089.026604567523
1999-03-01,1084.6867505592124
1999-03-02,1074.7787424032206
1999-03-03,1062.3496282736844
1999-03-04,1082.3603323248399
1999-03-05,1104.3033295268654
1999-03-08,1118.6190045306869
1999-03-09,1114.0376015207605
1999-03-10,1114.6883585213286
1999-03-11,1127.3935621088622
1999-03-12,1114.3706120405595
1999-03-15,1116.7739073053522
1999-03-16,1122.6581425807656
1999-03-17,1109.839067832901
1999-03-18,1113.1044266008132
1999-03-19,1120.4365859163179
1999-03-22,1126.1976058219554
1999-03-23,1101.7386195336335
1999-03-24,1105.3157688860613
1999-03-25,1120.182024473755
1999-03-26,1141.5127302290746
1999-03-29,1146.353422408842
1999-03-30,1130.8584968776304
1999-03-31,1132.8548090364086
1999-04-01,1142.6005593080167
1999-04-02,1150.3418992752493
1999-04-05,1178.339322827295
1999-04-06,1165.164128696145
1999-04-07,1161.6848648911798
1999-04-08,1169.2112456999523
1999-04-09,1162.3759363311694
1999-04-12,1150.7195131128565
1999-04-13,1148.8397948459926
1999-04-14,1154.2727039469348
1999-04-15,1173.8453286414676
1999-04-16,1188.848627524765
1999-04-19,1193.3740413847113
1999-04-20,1180.8195952576266
1999-04-21,1202.4002471933613
1999-04-22,1208.9057116437734
1999-04-23,1209.6681483768975
1999-04-26,1213.484025042279
1999-04-27,1217.805220045199
1999-04-28,1230.8608839044005
1999-04-29,1247.3445758272637
1999-04-30,1253.226224298595
1999-05-03,1261.5691668867019
1999-05-04,1260.409387861291
1999-05-05,1252.4735433546239
1999-05-06,1238.1745251226205
1999-05-07,1226.2235669955792
1999-05-10,1229.1586795825735
1999-05-11,1245.8364466646076
1999-05-12,1256.790155949066
1999-05-13,1267.9866980638199
1999-05-14,1229.8555410232127
1999-05-17,1230.9248994657146
1999-05-18,1234.4797841782397
1999-05-19,1248.3247345309235
1999-05-20,1244.143247610597
1999-05-21,1259.9636515496209
1999-05-24,1260.996279831729
1999-05-25,1226.172109744798
1999-05-26,1237.3122014988448
1999-05-27,1231.6626545563704
1999-05-28,1248.0885219490315
1999-05-31,1248.7430448159
1999-06-01,1240.7406074034197
1999-06-02,1252.6348820056753
1999-06-03,1260.5241551504212
1999-06-04,1278.009868305747
1999-06-07,1286.249926321733
1999-06-08,1252.7579566342424
1999-06-09,1249.1444156829227
1999-06-10,1252.0172295700643
1999-06-11,1260.4983903482791
1999-06-14,1269.9585778431624
1999-06-15,1271.969602312019
1999-06-16,1288.042853051046
1999-06-17,1282.7092140052805
1999-06-18,1273.5637017640024
1999-06-21,1275.5057623432135
1999-06-22,1277.3208099475426
1999-06-23,1279.2020170343787
1999-06-24,1275.0336865790828
1999-06-25,1274.561636358929
1999-06-28,1282.1619059449956
1999-06-29,1282.2011573448292
1999-06-30,1287.3919174834218
1999-07-01,1305.5050696781104
1999-07-02,1324.6553632541893
1999-07-05,1339.919320909093
1999-07-06,1327.8941183575985
1999-07-07,1319.009069468557
1999-07-08,1316.4067479403273
1999-07-09,1317.0263765678824
1999-07-12,1311.2564852342248
1999-07-13,1294.918804475104
1999-07-14,1312.7580483746997
1999-07-15,1314.3048266097078
1999-07-16,1311.6977876724125
1999-07-19,1305.6819721678787
1999-07-20,1263.9383030509584
1999-07-21,1241.692993228599
1999-07-22,1229.9562548309843
1999-07-23,1230.5345223313705
1999-07-26,1194.2953918169542
1999-07-27,1197.7361471366135
1999-07-28,1211.1395479637765
1999-07-29,1186.1075888234925
1999-07-30,1188.4931978762766
1999-08-02,1187.8938430023993
1999-08-03,1190.9933558469784
