Date,JAPAN IMI QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,974.3136877984202
1999-01-05,973.5723840128134
1999-01-06,979.0308945772839
1999-01-07,1003.6993389124717
1999-01-08,1001.1490777213047
1999-01-11,1016.0924733227289
1999-01-12,988.820623663616
1999-01-13,959.1113932279472
1999-01-14,974.0337192014608
1999-01-15,978.8719953399151
1999-01-18,979.0135499299247
1999-01-19,980.8276268016077
1999-01-20,997.3918242689432
1999-01-21,1010.6166105790218
1999-01-22,994.1183591552198
1999-01-25,997.875914198028
1999-01-26,1006.1352177967683
1999-01-27,1006.5587809240781
1999-01-28,1000.3772189351977
1999-01-29,1021.3809901791265
1999-02-01,1030.7893321391932
1999-02-02,1047.026174053289
1999-02-03,1036.5724661264276
1999-02-04,1036.433017007813
1999-02-05,1024.7111046338812
1999-02-08,1026.8428383163205
1999-02-09,1010.794226167166
1999-02-10,1008.0518555407838
1999-02-11,1012.1377035105954
1999-02-12,1017.3648628828853
1999-02-15,1014.4160708933407
1999-02-16,1004.050120920901
1999-02-17,990.9013156479399
1999-02-18,983.216830454833
1999-02-19,988.5326058956805
1999-02-22,1010.027778370959
1999-02-23,1016.5664199488988
1999-02-24,1014.3520166820273
1999-02-25,1022.2299628863158
1999-02-26,1036.247658551338
1999-03-01,1023.359552388192
1999-03-02,1002.2669535323689
1999-03-03,1005.0180828584977
1999-03-04,1001.3733137127429
1999-03-05,1046.0466526179518
1999-03-08,1047.2628426628537
1999-03-09,1068.0044038904796
1999-03-10,1097.2670262026388
1999-03-11,1112.6670020401348
1999-03-12,1107.5462709158862
1999-03-15,1131.536448247996
1999-03-16,1156.9921139620133
1999-03-17,1155.2648638858848
1999-03-18,1133.28470177955
1999-03-19,1179.3418953275498
1999-03-22,1173.5472949622433
1999-03-23,1167.661850776889
1999-03-24,1141.102195109856
1999-03-25,1160.9768816723763
1999-03-26,1176.006744109487
1999-03-29,1187.9494786696516
1999-03-30,1175.1036898005725
1999-03-31,1188.5121105550263
1999-04-01,1208.259450136826
1999-04-02,1203.47690857906
1999-04-05,1197.6806342060015
1999-04-06,1215.364770898905
1999-04-07,1209.1258779468649
1999-04-08,1220.737895988468
1999-04-09,1220.6939713400996
1999-04-12,1196.2460122444243
1999-04-13,1218.87588451406
1999-04-14,1244.8710023577626
1999-04-15,1244.2160243727042
1999-04-16,1258.846810986271
1999-04-19,1261.6549324959617
1999-04-20,1250.5528981172977
1999-04-21,1225.7124914134083
1999-04-22,1235.241004199763
1999-04-23,1251.5137978444009
1999-04-26,1265.9695368562443
1999-04-27,1250.9896501421479
1999-04-28,1259.9957722758588
1999-04-29,1265.3110218440384
1999-04-30,1250.7846276778193
1999-05-03,1244.2866294332537
1999-05-04,1231.2267938230061
1999-05-05,1221.9432756793756
1999-05-06,1251.4997546673396
1999-05-07,1230.7722369855692
1999-05-10,1231.270567195494
1999-05-11,1220.1689280897212
1999-05-12,1235.7249920702927
1999-05-13,1228.379275279018
1999-05-14,1210.7091103551911
1999-05-17,1183.1716859806465
1999-05-18,1195.0364120125691
1999-05-19,1162.8721862664627
1999-05-20,1177.1652945578649
1999-05-21,1195.3553514966861
1999-05-24,1201.8912571241
1999-05-25,1200.4286339287553
1999-05-26,1220.8569280079118
1999-05-27,1220.708307264905
1999-05-28,1224.7171927441098
1999-05-31,1223.5503782953758
1999-06-01,1249.1612093153806
1999-06-02,1267.8858819656627
1999-06-03,1258.7926487743164
1999-06-04,1261.8696372461131
1999-06-07,1284.0550967546872
1999-06-08,1289.2079773955659
1999-06-09,1299.7838137618191
1999-06-10,1315.1029091964201
1999-06-11,1333.0276951997969
1999-06-14,1314.071898316266
1999-06-15,1322.2981597420421
1999-06-16,1336.2010502503226
1999-06-17,1357.4733322695474
1999-06-18,1337.5141588684653
1999-06-21,1357.8074636842234
1999-06-22,1377.3400017125516
1999-06-23,1359.2720179293417
1999-06-24,1352.7903041128575
1999-06-25,1337.4479096862747
1999-06-28,1358.8370292026955
1999-06-29,1377.325927483642
1999-06-30,1373.3466645639141
1999-07-01,1423.5646555222227
1999-07-02,1437.9750172966824
1999-07-05,1442.7270724019975
1999-07-06,1429.6893223366424
1999-07-07,1427.1042725608552
1999-07-08,1418.800992858981
1999-07-09,1416.548516336401
1999-07-12,1450.1586318435461
1999-07-13,1455.577672827242
1999-07-14,1475.163580991919
1999-07-15,1486.094896587814
1999-07-16,1471.4520523516924
1999-07-19,1505.122672713552
1999-07-20,1469.2224114430514
1999-07-21,1446.5624096969034
1999-07-22,1417.2071628482074
1999-07-23,1411.3901413850201
1999-07-26,1389.3684423503419
1999-07-27,1387.9187733792562
1999-07-28,1412.462209002934
1999-07-29,1431.2295869422417
1999-07-30,1450.4879415122416
1999-08-02,1451.8831365283454
1999-08-03,1469.450462748
1999-08-04,1444.9882329082452
