Date,NIHONKABU IMI QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,974.5268580861218
1999-01-05,973.7737875497401
1999-01-06,979.4445841215838
1999-01-07,1003.9709963448371
1999-01-08,1001.4797471966293
1999-01-11,1015.7763969161851
1999-01-12,988.2325657658995
1999-01-13,958.8174970992386
1999-01-14,973.7140538917275
1999-01-15,978.5507421703248
1999-01-18,978.9852016578426
1999-01-19,980.4457403707706
1999-01-20,997.1015142890105
1999-01-21,1011.2957481966629
1999-01-22,995.0907712883021
1999-01-25,998.5051110216067
1999-01-26,1006.8522489916883
1999-01-27,1007.1349713315441
1999-01-28,1000.6869185730645
1999-01-29,1022.4653799821681
1999-02-01,1031.9814238968336
1999-02-02,1048.147382862478
1999-02-03,1037.339549322617
1999-02-04,1036.8322281523008
1999-02-05,1025.6229241760175
1999-02-08,1027.9414752615237
1999-02-09,1011.6660476685312
1999-02-10,1009.1954808523766
1999-02-11,1013.2859641781284
1999-02-12,1018.9588908370981
1999-02-15,1016.3353206502198
1999-02-16,1006.3031584450159
1999-02-17,993.4960698635897
1999-02-18,985.423711799491
1999-02-19,990.7345696530938
1999-02-22,1011.6372841201
1999-02-23,1018.1702176738219
1999-02-24,1016.0099312428463
1999-02-25,1024.1325197764952
1999-02-26,1038.2487887408968
1999-03-01,1025.0782532527203
1999-03-02,1003.861371741428
1999-03-03,1006.5375495100035
1999-03-04,1003.1348888370374
1999-03-05,1048.2445341846185
1999-03-08,1049.9241782373986
1999-03-09,1071.4641407771555
1999-03-10,1101.8340639055123
1999-03-11,1117.2041625699849
1999-03-12,1111.7802087126558
1999-03-15,1135.1804788394336
1999-03-16,1160.8299628473276
1999-03-17,1158.8437200704
1999-03-18,1136.7716799341138
1999-03-19,1183.143363451348
1999-03-22,1177.3300848819804
1999-03-23,1171.5091703276555
1999-03-24,1145.1673433721262
1999-03-25,1165.2346090468943
1999-03-26,1180.4190773298328
1999-03-29,1192.5175608692414
1999-03-30,1179.7635327926264
1999-03-31,1192.6868809635084
1999-04-01,1213.2550775922612
1999-04-02,1209.0691541606163
1999-04-05,1203.4741751006534
1999-04-06,1220.9343296877923
1999-04-07,1214.9637074253592
1999-04-08,1225.9104151172353
1999-04-09,1224.7399698954835
1999-04-12,1199.9544353341134
1999-04-13,1223.078186335267
1999-04-14,1248.9024869093798
1999-04-15,1248.4694980339734
1999-04-16,1262.6752057772655
1999-04-19,1265.9037791926785
1999-04-20,1254.7763532185988
1999-04-21,1229.7656706483756
1999-04-22,1239.4386876975493
1999-04-23,1256.276715698288
1999-04-26,1271.5377275437872
1999-04-27,1256.0364897873822
1999-04-28,1265.282908890994
1999-04-29,1270.6204620662431
1999-04-30,1255.3899252251308
1999-05-03,1248.8639436215171
1999-05-04,1235.7560652457053
1999-05-05,1226.4383961449628
1999-05-06,1256.3926989340323
1999-05-07,1235.3167775966308
1999-05-10,1235.7425237286532
1999-05-11,1225.0421294891876
1999-05-12,1241.3967351550782
1999-05-13,1234.2253839402042
1999-05-14,1216.6740130275134
1999-05-17,1189.1450188342421
1999-05-18,1201.3611745455398
1999-05-19,1168.9206918356172
1999-05-20,1183.4141479589923
1999-05-21,1201.776528307407
1999-05-24,1208.545243526673
1999-05-25,1206.8122818951208
1999-05-26,1226.5141462253487
1999-05-27,1226.2852394214344
1999-05-28,1229.4578949714419
1999-05-31,1227.9514390511902
1999-06-01,1253.6463508629772
1999-06-02,1272.3602664720347
1999-06-03,1262.713832629999
1999-06-04,1264.9255209260177
1999-06-07,1286.6584633835112
1999-06-08,1291.1059305979736
1999-06-09,1302.1752194442545
1999-06-10,1318.5079260786615
1999-06-11,1336.899065698013
1999-06-14,1318.1881962353375
1999-06-15,1326.6306862108472
1999-06-16,1340.158479280408
1999-06-17,1361.2788221570174
1999-06-18,1340.6294643196147
1999-06-21,1361.8420407121462
1999-06-22,1380.3489375938673
1999-06-23,1361.078632617312
1999-06-24,1354.1626665058682
1999-06-25,1337.027497374469
1999-06-28,1358.7009034802165
1999-06-29,1376.9211528764151
1999-06-30,1372.1939165522972
1999-07-01,1423.6167173746906
1999-07-02,1436.6056319091788
1999-07-05,1441.3369538172183
1999-07-06,1429.3782995545316
1999-07-07,1426.593838405765
1999-07-08,1417.9614448987866
1999-07-09,1415.5093515840238
1999-07-12,1448.441974187681
1999-07-13,1452.549885147204
1999-07-14,1476.24334462338
1999-07-15,1486.174548496019
1999-07-16,1470.9412115440898
1999-07-19,1503.149772805056
1999-07-20,1467.2875059818825
1999-07-21,1445.4275563383662
1999-07-22,1417.0198859870716
1999-07-23,1409.4432659491756
1999-07-26,1388.4794333437817
1999-07-27,1387.8538995896477
1999-07-28,1412.6668727491524
1999-07-29,1430.6520511190377
1999-07-30,1449.457790704425
1999-08-02,1450.2572686372596
1999-08-03,1467.7406635458447
