Date,WORLD ex UK IMI VALUE
1998-12-31,531.2340692125039
1999-01-01,531.232695282766
1999-01-04,533.066285060833
1999-01-05,537.2440089834579
1999-01-06,549.3078159474637
1999-01-07,551.2253537780875
1999-01-08,558.0544182131484
1999-01-11,555.1180383871911
1999-01-12,546.1723248391634
1999-01-13,531.2815702459746
1999-01-14,526.4149300984542
1999-01-15,537.3265615871721
1999-01-18,539.6881031762983
1999-01-19,540.4187101199697
1999-01-20,543.5802715049167
1999-01-21,538.8210631369169
1999-01-22,533.1285388288537
1999-01-25,534.2761933643379
1999-01-26,535.7364371567492
1999-01-27,534.2799741660338
1999-01-28,541.7343857426811
1999-01-29,548.1752665938653
1999-02-01,550.7157963785321
1999-02-02,546.0972161525814
1999-02-03,547.4886802646246
1999-02-04,546.0760866749866
1999-02-05,545.1017694166881
1999-02-08,546.0363395513014
1999-02-09,536.533202861875
1999-02-10,534.1547561572814
1999-02-11,540.8136761015444
1999-02-12,538.165421186883
1999-02-15,539.5222796616154
1999-02-16,541.9906652001459
1999-02-17,535.1916181594044
1999-02-18,538.5435841390223
1999-02-19,543.8226912841207
1999-02-22,555.6244597732232
1999-02-23,557.2121079315784
1999-02-24,554.6512295224182
1999-02-25,549.0657789184997
1999-02-26,551.9256976270786
1999-03-01,551.3323028497196
1999-03-02,549.5609059428759
1999-03-03,548.2899392948187
1999-03-04,556.169312557583
1999-03-05,567.2647936438932
1999-03-08,565.43946269338
1999-03-09,565.5537827243758
1999-03-10,568.821495714301
1999-03-11,578.3990979697415
1999-03-12,574.9304190678404
1999-03-15,578.7220798296281
1999-03-16,581.083997226365
1999-03-17,576.2411368742432
1999-03-18,579.7717103249387
1999-03-19,582.6336558321783
1999-03-22,582.0532665877686
1999-03-23,572.1094340586579
1999-03-24,569.0003565274175
1999-03-25,578.0913224448609
1999-03-26,581.1076854458346
1999-03-29,587.6439250646724
1999-03-30,580.504108033737
1999-03-31,579.5519513900362
1999-04-01,581.1718145917125
1999-04-02,581.6879154900521
1999-04-05,588.5391498322523
1999-04-06,588.9548575044038
1999-04-07,592.1923647664134
1999-04-08,596.7343282560935
1999-04-09,600.750252826956
1999-04-12,601.6204470246798
1999-04-13,605.4156499433196
1999-04-14,605.7833142048535
1999-04-15,611.7807656951965
1999-04-16,618.8589069341133
1999-04-19,625.5467243075677
1999-04-20,621.1201264769328
1999-04-21,626.602811014181
1999-04-22,629.3509984508287
1999-04-23,627.6616932018791
1999-04-26,628.8238417358605
1999-04-27,632.8158107964733
1999-04-28,636.2504622236406
1999-04-29,640.6661915646162
1999-04-30,637.956216928786
1999-05-03,646.2021429395124
1999-05-04,640.152728876078
1999-05-05,637.0918654453857
1999-05-06,633.3744607814567
1999-05-07,635.109570191155
1999-05-10,634.2579676356107
1999-05-11,639.0186417321895
1999-05-12,641.2585219211812
1999-05-13,645.4576260082885
1999-05-14,632.2198757174507
1999-05-17,626.988029239808
1999-05-18,626.0627816731688
1999-05-19,628.2784813733957
1999-05-20,631.1049181087768
1999-05-21,634.8818142727263
1999-05-24,629.2088161903504
1999-05-25,621.0847132910483
1999-05-26,631.3286378780093
1999-05-27,623.5586289546534
1999-05-28,628.4954323667984
1999-05-31,630.5768775504312
1999-06-01,629.2948980940004
1999-06-02,635.2036658778276
1999-06-03,636.6661289317026
1999-06-04,643.520179438879
1999-06-07,650.2243232578228
1999-06-08,642.0606822907449
1999-06-09,642.2123470913391
1999-06-10,637.6367683586128
1999-06-11,637.88099485374
1999-06-14,640.0914354918297
1999-06-15,642.9934889526309
1999-06-16,653.3056991414969
1999-06-17,656.8631791109306
1999-06-18,653.7916891565509
1999-06-21,657.6039105219783
1999-06-22,655.4833856099252
1999-06-23,651.2922418622318
1999-06-24,643.2060179312316
1999-06-25,637.4981599954042
1999-06-28,646.5081317584347
1999-06-29,653.3613605879247
1999-06-30,658.5978794850278
1999-07-01,666.9437852039723
1999-07-02,671.34807301658
1999-07-05,673.7685769242536
1999-07-06,672.1911234360014
1999-07-07,672.5565115674848
1999-07-08,673.1670104333199
1999-07-09,675.1903307603986
1999-07-12,678.4100937247414
1999-07-13,673.1049975829343
1999-07-14,673.7937856233518
1999-07-15,676.3778466498394
1999-07-16,678.2545783248435
1999-07-19,680.7066979568103
1999-07-20,661.4726325159153
1999-07-21,655.5766511896098
1999-07-22,651.524428979854
1999-07-23,648.9156049994308
1999-07-26,636.1714507600718
1999-07-27,640.7058615432678
1999-07-28,642.2256688998862
1999-07-29,631.2410968773493
1999-07-30,631.9191351075289
1999-08-02,633.0269796856874
1999-08-03,631.2581805765013
1999-08-04,623.1116434773469
1999-08-05,620.1099594547226
1999-08-06,615.6473131570242
1999-08-09,619.9900522119226
1999-08-10,612.5158162892482
1999-08-11,619.2494530490312
1999-08-12,622.3250291964484
1999-08-13,633.7138660769211
1999-08-16,636.6196165188892
1999-08-17,643.8434519158308
1999-08-18,641.7184998093908
1999-08-19,635.3034365420622
1999-08-20,639.6492509863616
1999-08-23,650.7068793279341
1999-08-24,651.9291018531694
1999-08-25,657.0531643495385
1999-08-26,652.6987216119705
1999-08-27,646.7819094474514
1999-08-30,640.9827781439973
1999-08-31,630.0540708976695
1999-09-01,635.8641914922351
1999-09-02,624.9856453610327
1999-09-03,639.7673708127576
1999-09-06,643.1157781287912
1999-09-07,638.3151082249123
1999-09-08,635.5196808892624
1999-09-09,641.4937088649947
1999-09-10,646.0437362288924
1999-09-13,652.2900235357173
1999-09-14,646.214860837947
1999-09-15,645.4155666815755
1999-09-16,640.6149349413798
1999-09-17,641.8907397248829
1999-09-20,640.3969854335691
1999-09-21,632.1126040019632
1999-09-22,627.0476741741718
1999-09-23,625.133149343612
1999-09-24,618.2879168773063
1999-09-27,619.3278584033657
1999-09-28,617.0479191725123
1999-09-29,609.5381331353783
1999-09-30,615.1106325744397
1999-10-01,612.0151258273787
1999-10-04,616.9506422783577
1999-10-05,615.6333476726442
1999-10-06,619.9926492357956
1999-10-07,618.2494221042397
1999-10-08,625.8084880012689
1999-10-11,625.4193265540948
1999-10-12,615.3800874127116
1999-10-13,605.7810787880816
1999-10-14,605.5133939109749
1999-10-15,590.3514329938969
1999-10-18,590.2017412913492
1999-10-19,596.3983801629911
1999-10-20,602.724326143931
1999-10-21,599.4898627594077
1999-10-22,613.18725929709
1999-10-25,612.4024831485103
1999-10-26,614.9125034075329
1999-10-27,622.1693220889586
1999-10-28,635.799240965559
1999-10-29,643.6405473109475
1999-11-01,641.7176160158982
1999-11-02,641.8415002181612
1999-11-03,642.2482668256156
1999-11-04,647.6935793602418
1999-11-05,648.7010917029545
1999-11-08,651.0207707039011
1999-11-09,647.2711180213524
1999-11-10,648.0056130421613
1999-11-11,648.0637617530155
1999-11-12,657.538702922736
1999-11-15,658.2633489360712
1999-11-16,663.6136069914483
1999-11-17,660.1678113641126
1999-11-18,667.5641226529718
1999-11-19,667.6734052765804
1999-11-22,662.6658916589838
1999-11-23,659.8019111544758
1999-11-24,663.9192349665835
1999-11-25,664.5638247908813
1999-11-26,671.2771857502088
1999-11-29,670.4439127920516
1999-11-30,667.6323084392805
1999-12-01,669.7707878572561
1999-12-02,673.2798911899775
1999-12-03,681.9666124602319
1999-12-06,665.0357513279321
1999-12-07,662.372545791067
1999-12-08,657.2750667039031
1999-12-09,661.6935027863104
1999-12-10,664.3840849948497
1999-12-13,663.9201900289087
1999-12-14,664.089705502745
1999-12-15,665.5851422258249
1999-12-16,658.7049706687452
1999-12-17,663.5814297446294
1999-12-20,663.1170787214654
1999-12-21,664.4502296659418
1999-12-22,668.4349064658475
1999-12-23,671.9942887358336
1999-12-24,672.2048341083578
1999-12-27,670.2140513739691
1999-12-28,676.3732750950675
1999-12-29,679.4635334055943
1999-12-30,683.5919691668993
1999-12-31,685.912743203823
2000-01-03,671.3911382342886
2000-01-04,646.3812432556214
2000-01-05,642.7597450940709
2000-01-06,644.6954229074661
2000-01-07,659.4574304398931
2000-01-10,662.4650519375315
2000-01-11,658.9426249253878
2000-01-12,658.7488962669519
2000-01-13,664.2402906607547
2000-01-14,676.5760720566503
2000-01-17,682.207608751975
2000-01-18,674.0845081993278
2000-01-19,672.339536826976
2000-01-20,669.7749788667733
2000-01-21,669.4449645707614
2000-01-24,663.1214510457039
2000-01-25,655.7796263623558
2000-01-26,662.7812455302881
2000-01-27,671.8208729016748
2000-01-28,667.2804379736292
2000-01-31,671.6668736087619
2000-02-01,675.7067963065863
2000-02-02,678.0956569156425
2000-02-03,675.8657325737389
2000-02-04,677.9386224705597
2000-02-07,676.5633813109343
2000-02-08,673.2710582254639
2000-02-09,664.7543898289894
2000-02-10,663.169614006093
2000-02-11,658.0120604564697
2000-02-14,658.7868903292632
2000-02-15,657.2921142694041
2000-02-16,656.5452372446562
2000-02-17,655.7774271328943
2000-02-18,645.3602702183165
2000-02-21,639.6868265366
2000-02-22,630.6250052133216
2000-02-23,632.1964698693275
2000-02-24,632.1255013487797
2000-02-25,639.6283273040028
2000-02-28,651.3098463662157
2000-02-29,658.9708617803891
2000-03-01,664.2666595638153
2000-03-02,667.334605015995
2000-03-03,674.0247796817602
2000-03-06,671.0394058952271
2000-03-07,666.2207500511873
2000-03-08,665.2503264951406
2000-03-09,664.9958763485524
2000-03-10,667.3618265166001
2000-03-13,659.9871220299983
2000-03-14,657.8828682466723
2000-03-15,661.9057186098817
2000-03-16,685.6140981312919
2000-03-17,688.5172588208518
2000-03-20,684.1777744978164
2000-03-21,690.3862968323085
2000-03-22,695.9035335908478
2000-03-23,695.2326246963031
2000-03-24,697.9011249697463
2000-03-27,697.847763468036
2000-03-28,701.5447208438976
2000-03-29,714.475191898384
2000-03-30,708.0537066652623
2000-03-31,714.4246477263431
2000-04-03,720.1351746570036
2000-04-04,718.212754816967
2000-04-05,708.4019533284727
2000-04-06,716.3019972823699
2000-04-07,714.991896665152
2000-04-10,714.9242184680136
2000-04-11,713.7076689222863
2000-04-12,718.8643875015555
2000-04-13,715.7956694052756
2000-04-14,692.2160282404249
2000-04-17,688.093190174296
2000-04-18,703.5579802383565
2000-04-19,709.0704208833416
2000-04-20,714.1008263897335
2000-04-21,712.6979183501425
2000-04-24,717.7668789179394
2000-04-25,737.0870203447631
2000-04-26,734.3593100979876
2000-04-27,735.9897119403471
2000-04-28,731.7474934263497
2000-05-01,740.4284311418041
2000-05-02,739.6323851759299
2000-05-03,741.5985053162742
2000-05-04,742.1231525097674
2000-05-05,746.45357364712
2000-05-08,746.780040777113
2000-05-09,737.0253550851205
2000-05-10,725.5675590811842
2000-05-11,736.7411091040918
2000-05-12,740.8843954829281
2000-05-15,741.9068204889751
2000-05-16,753.3095185631565
2000-05-17,755.6952773489384
2000-05-18,754.1469899439608
2000-05-19,747.9270117313545
2000-05-22,734.324188595038
2000-05-23,731.0170485714029
2000-05-24,733.7704469947801
2000-05-25,729.6156136001814
2000-05-26,715.1795632008528
2000-05-29,715.6793204376733
2000-05-30,721.1034213695067
2000-05-31,724.3768408739298
2000-06-01,729.8148600830829
2000-06-02,729.3341143875032
2000-06-05,728.2418041956554
2000-06-06,719.2473461465413
2000-06-07,722.5505396770795
2000-06-08,721.0725727645603
2000-06-09,720.6779517934144
2000-06-12,718.6267789431663
2000-06-13,717.6467597895451
2000-06-14,720.9678928108624
2000-06-15,719.7452671810998
2000-06-16,708.0493243647594
2000-06-19,712.881372483864
2000-06-20,714.0004584332688
2000-06-21,719.4883264067045
2000-06-22,720.8153229835482
2000-06-23,721.4062925146577
2000-06-26,722.1323690323808
2000-06-27,719.3934411714192
2000-06-28,719.6246900851947
2000-06-29,714.216282513073
2000-06-30,707.9944136183487
2000-07-03,720.290259983673
2000-07-04,721.7946858434194
2000-07-05,714.4418726368923
2000-07-06,715.3664931654955
2000-07-07,724.3467137212582
2000-07-10,725.4915468828456
2000-07-11,729.423700075127
2000-07-12,733.6670465939441
2000-07-13,737.2784856816279
2000-07-14,737.0490646461509
2000-07-17,735.112906341226
2000-07-18,732.0322622906018
2000-07-19,735.6753415969242
2000-07-20,738.4402512839367
2000-07-21,728.3896476444601
2000-07-24,725.5129720880195
2000-07-25,722.4225305888342
2000-07-26,716.8114068895218
2000-07-27,718.3257829027132
2000-07-28,719.5339662432473
2000-07-31,722.1932792280792
2000-08-01,728.7519389561807
2000-08-02,740.0173430305964
2000-08-03,748.3685793884191
2000-08-04,750.776089711045
2000-08-07,757.1985622232363
2000-08-08,761.886834042589
2000-08-09,764.4265352748292
2000-08-10,757.3718741656186
2000-08-11,766.2467552300709
2000-08-14,770.9252738049306
2000-08-15,762.9654886316563
2000-08-16,763.5940513675232
2000-08-17,761.9053656168094
2000-08-18,764.5483125492941
2000-08-21,768.5238865415942
2000-08-22,774.9069607265625
2000-08-23,779.268096485537
2000-08-24,772.4277139157618
2000-08-25,771.9361260555096
2000-08-28,778.082039928748
2000-08-29,778.2400717018298
2000-08-30,776.6634080533452
2000-08-31,782.2748759691071
2000-09-01,778.2873927719866
2000-09-04,779.2555976637414
2000-09-05,788.4837731590892
2000-09-06,793.6297385720767
2000-09-07,800.1853059355701
2000-09-08,804.261732149027
2000-09-11,808.9255401117532
2000-09-12,806.8013752737995
2000-09-13,802.1186736467288
2000-09-14,802.4026077059835
2000-09-15,797.0689054777733
2000-09-18,795.2407415848361
2000-09-19,796.1139059948922
2000-09-20,796.2166015049987
2000-09-21,789.0615303535236
2000-09-22,770.2857377889961
2000-09-25,779.044254640592
2000-09-26,771.8927934685843
2000-09-27,771.9200059164384
2000-09-28,780.3130926394932
2000-09-29,780.9748805470383
2000-10-02,785.3822794413825
2000-10-03,790.3311117134166
2000-10-04,791.6386988521144
2000-10-05,796.4373794997641
2000-10-06,787.8298095163227
2000-10-09,783.5345385566662
2000-10-10,781.6329097924079
2000-10-11,768.7991826076333
2000-10-12,765.3629911721506
2000-10-13,774.418431795275
2000-10-16,784.0506785979604
2000-10-17,774.8325846965204
2000-10-18,771.8366613771905
2000-10-19,787.3293703837574
2000-10-20,792.6971023566516
2000-10-23,794.6572854012155
2000-10-24,802.1636518015797
2000-10-25,804.2975849494819
2000-10-26,801.3369843415098
2000-10-27,797.8419147284056
2000-10-30,809.304497421574
2000-10-31,815.7639527438229
2000-11-01,809.2692512687469
2000-11-02,808.2503683663165
2000-11-03,806.3251219168446
2000-11-06,812.7432691742093
2000-11-07,812.7716438877595
2000-11-08,815.1950711034588
2000-11-09,808.4492099363856
2000-11-10,798.8497127612641
2000-11-13,793.4330276028467
2000-11-14,800.7773317985635
2000-11-15,800.5536185877924
2000-11-16,800.438799108662
2000-11-17,797.5045527503869
2000-11-20,790.5335396844081
2000-11-21,793.6515994520438
2000-11-22,786.8086606306625
2000-11-23,788.4348295698928
2000-11-24,794.0096538890112
2000-11-27,790.566707487555
2000-11-28,785.5515519806293
2000-11-29,782.8889430747889
2000-11-30,771.1032065787697
2000-12-01,773.3403732191695
2000-12-04,763.207573122797
2000-12-05,775.8295817301204
