Date,NORDIC COUNTRIES IMI VALUE
2007-05-31,1000.0
2007-06-01,1008.7032837026683
2007-06-04,1004.5785844767395
2007-06-05,1001.1151540935346
2007-06-06,990.5884296558962
2007-06-07,968.6985825167931
2007-06-08,965.2531480615013
2007-06-11,974.3690270969112
2007-06-12,957.8082542531457
2007-06-13,960.2261456689654
2007-06-14,976.1119690532992
2007-06-15,988.0034913205881
2007-06-18,987.9794209746178
2007-06-19,986.3316045766862
2007-06-20,996.2982541230481
2007-06-21,986.8187220284739
2007-06-22,986.3413892642949
2007-06-25,978.7292285147729
2007-06-26,970.6578150523496
2007-06-27,964.1210902617453
2007-06-28,981.012628624765
2007-06-29,981.9683964264791
2007-07-02,985.9058031537381
2007-07-03,995.3048317072219
2007-07-04,1005.7562299692211
2007-07-05,1002.129098866572
2007-07-06,1004.1132635022708
2007-07-09,1008.3675234462206
2007-07-10,999.9688536278738
2007-07-11,999.7381664193201
2007-07-12,1013.4996887594066
2007-07-13,1019.4460102352137
2007-07-16,1022.8380819777514
2007-07-17,1015.8462052032193
2007-07-18,1011.0408729127673
2007-07-19,1016.7814370392332
2007-07-20,1011.9581329950341
2007-07-23,1012.9396767993381
2007-07-24,999.8668009567899
2007-07-25,988.1124586232061
2007-07-26,961.7517394650449
2007-07-27,953.9889276708617
2007-07-30,956.7924428056784
2007-07-31,973.7624444553774
2007-08-01,952.2784832678451
2007-08-02,959.7874978320888
2007-08-03,944.5927482728422
2007-08-06,925.40656639746
2007-08-07,936.3063898944993
2007-08-08,958.6229798655057
2007-08-09,932.5244361529506
2007-08-10,901.7206116734737
2007-08-13,925.0398900365404
2007-08-14,916.3963405976341
2007-08-15,904.3318883073166
2007-08-16,871.9525668607662
2007-08-17,894.9049099677993
2007-08-20,904.5572706825923
2007-08-21,894.6170513991219
2007-08-22,912.7133387510667
2007-08-23,922.0760596414666
2007-08-24,927.0497199302223
2007-08-27,924.8747173622884
2007-08-28,904.6520729752342
2007-08-29,912.6572978011122
2007-08-30,920.1685897882763
2007-08-31,929.0856499862655
2007-09-03,934.0304746585089
2007-09-04,940.0294650148631
2007-09-05,928.0390750457723
2007-09-06,928.9038681675312
2007-09-07,907.8933144015176
2007-09-10,896.2149435480164
2007-09-11,911.9862877302264
2007-09-12,916.5263411566644
2007-09-13,924.5194185301096
2007-09-14,913.4319660456954
2007-09-17,901.3367109621041
2007-09-18,909.3328987050025
2007-09-19,944.6144780579494
2007-09-20,937.91079471174
2007-09-21,947.1423647251855
2007-09-24,943.8622032343023
2007-09-25,926.0240689732462
2007-09-26,934.3565120636915
2007-09-27,949.9488116681416
2007-09-28,953.980994660085
2007-10-01,961.3417752164345
2007-10-02,958.5306293947377
2007-10-03,957.8412193939721
2007-10-04,953.255584754924
2007-10-05,960.2408557379514
2007-10-08,956.2779404594817
2007-10-09,963.104065754311
2007-10-10,963.476942876522
2007-10-11,976.2132832000214
2007-10-12,971.7747845118457
2007-10-15,965.0492396017313
2007-10-16,955.8094182705053
2007-10-17,958.4599815847423
2007-10-18,948.2899764065198
2007-10-19,942.2952754103297
2007-10-22,918.1783720229847
2007-10-23,937.5453703912651
2007-10-24,925.2674886914505
2007-10-25,937.0172280391596
2007-10-26,940.3220137030831
2007-10-29,950.3882244905259
2007-10-30,947.9370949687178
2007-10-31,953.8572502561483
2007-11-01,937.0476804674743
2007-11-02,928.7568768574317
2007-11-05,923.4970436092881
2007-11-06,931.105197730775
2007-11-07,924.5156974487638
2007-11-08,921.069139065863
2007-11-09,903.6268627597526
2007-11-12,897.0478578602225
2007-11-13,892.8887952183078
2007-11-14,896.5909984278009
2007-11-15,879.1666232770278
2007-11-16,869.2153202875061
2007-11-19,846.1300266727637
2007-11-20,861.5537988735172
2007-11-21,841.4067768255534
2007-11-22,841.2930105790091
2007-11-23,853.9319735762675
2007-11-26,859.6835096245121
2007-11-27,846.7289189940933
2007-11-28,872.9260167530742
2007-11-29,875.7903398572919
2007-11-30,884.8904942277952
2007-12-03,880.4016323997218
2007-12-04,864.8184893702908
2007-12-05,879.9801230074876
2007-12-06,885.8169297589885
2007-12-07,886.212329724341
2007-12-10,891.1425976629936
2007-12-11,888.2260110423355
2007-12-12,889.6698976283832
2007-12-13,871.091083627045
2007-12-14,869.2906823885976
2007-12-17,848.8403243705314
2007-12-18,845.4182882212855
2007-12-19,842.7191080756205
2007-12-20,839.5650017087022
2007-12-21,853.2723518856285
2007-12-24,852.7079249146564
2007-12-25,852.7079249146564
2007-12-26,854.5070033954632
2007-12-27,858.2598407545993
2007-12-28,864.881722652361
2007-12-31,865.6751011482334
2008-01-01,865.6751011482334
2008-01-02,860.6134111688822
2008-01-03,862.5679340536719
2008-01-04,842.9774248748411
2008-01-07,834.4046704752712
2008-01-08,840.7517239452369
2008-01-09,824.2981949063558
2008-01-10,809.4020701649571
2008-01-11,798.836207783429
2008-01-14,805.3845860021752
2008-01-15,778.9813524406062
2008-01-16,761.0504341418443
2008-01-17,760.3273029731424
2008-01-18,749.8283778415472
2008-01-21,708.8963044732851
2008-01-22,727.5679747684255
2008-01-23,709.0563478296809
2008-01-24,741.1920477356576
2008-01-25,748.8592021889987
2008-01-28,732.2149174602406
2008-01-29,750.4605690931094
2008-01-30,750.7268577603294
2008-01-31,740.7169695843744
2008-02-01,763.7516863303892
2008-02-04,772.7958565421337
2008-02-05,747.3373744963454
2008-02-06,747.9689848897565
2008-02-07,736.2147033678764
2008-02-08,732.6651784732444
2008-02-11,724.5545725548461
2008-02-12,752.0082107969164
2008-02-13,759.1277945145667
2008-02-14,766.5602094974549
2008-02-15,759.3924369218419
2008-02-18,775.9010452478013
2008-02-19,783.336728334195
2008-02-20,773.1949625215865
2008-02-21,780.461501813187
2008-02-22,770.3689494907771
2008-02-25,783.1416859662203
2008-02-26,793.8803773753418
2008-02-27,797.0466967408856
2008-02-28,787.7229578775411
2008-02-29,778.450851900375
2008-03-03,770.8516055131881
2008-03-04,762.596889453665
2008-03-05,773.4138685660608
2008-03-06,765.2667334889178
2008-03-07,752.902595663942
2008-03-10,739.7252850128086
2008-03-11,755.6994071454736
2008-03-12,765.4174831803814
2008-03-13,751.9822679322536
2008-03-14,741.1675978155804
2008-03-17,712.7797966184152
2008-03-18,734.5655738846714
2008-03-19,731.4143977287084
2008-03-20,723.3221847557668
2008-03-21,723.3221847557668
2008-03-24,723.3791592362819
2008-03-25,754.0364116515076
2008-03-26,754.8319602147579
2008-03-27,767.8707059528895
2008-03-28,769.0272952685453
2008-03-31,766.4291117799013
2008-04-01,788.9718007274632
2008-04-02,801.7948254846426
2008-04-03,793.0807889510922
2008-04-04,791.1087995616981
2008-04-07,806.0202429496578
2008-04-08,798.3106332427803
2008-04-09,794.1503236152006
2008-04-10,790.4510314648369
2008-04-11,783.2349058975329
2008-04-14,774.3552879921294
2008-04-15,781.4722278869501
2008-04-16,798.5560445740599
2008-04-17,789.6894434385122
2008-04-18,800.5247975880849
2008-04-21,800.0003454303835
2008-04-22,800.5048327467819
2008-04-23,804.9046144215162
2008-04-24,793.9841603795818
2008-04-25,807.8660420902444
2008-04-28,814.8021415300009
2008-04-29,802.8033401103048
2008-04-30,806.0109989801227
2008-05-01,805.0605501280936
2008-05-02,829.5096001826554
2008-05-05,830.9148222809657
2008-05-06,829.6046189847464
2008-05-07,842.3910785728534
2008-05-08,841.5708145945514
2008-05-09,831.6198928588994
2008-05-12,838.952273005905
2008-05-13,837.9537839583589
2008-05-14,839.0527165021192
2008-05-15,843.9357311881646
2008-05-16,852.0414738755845
2008-05-19,864.2428734322692
2008-05-20,847.0299707136971
2008-05-21,842.3570888395583
2008-05-22,851.9290638993509
2008-05-23,836.6037116326809
2008-05-26,829.9311820108629
2008-05-27,820.917627345699
2008-05-28,823.0719550788383
2008-05-29,824.838399062555
2008-05-30,827.9989835195495
2008-06-02,819.1911366215625
2008-06-03,821.6876439076949
2008-06-04,807.5951266179425
2008-06-05,807.923633966723
2008-06-06,806.820617713651
2008-06-09,789.0682448465807
2008-06-10,780.5809750532592
2008-06-11,768.3208264665361
2008-06-12,770.5992790724359
2008-06-13,775.9248711800423
2008-06-16,779.7258953948286
2008-06-17,783.4181486431103
2008-06-18,764.9743290020897
2008-06-19,753.49026010261
2008-06-20,748.2428772577296
2008-06-23,733.3457536886947
2008-06-24,724.3837147846456
2008-06-25,733.4510060556125
2008-06-26,717.3766169748424
2008-06-27,704.93544572689
2008-06-30,701.803874316662
2008-07-01,688.8308949397181
2008-07-02,693.2713954204615
2008-07-03,687.6496306501615
2008-07-04,683.0725914659797
2008-07-07,689.6185314273149
2008-07-08,672.8929519096022
2008-07-09,687.018384173284
2008-07-10,679.482120141462
2008-07-11,664.6086271565667
2008-07-14,662.9158805471818
2008-07-15,648.557166980405
2008-07-16,650.0088244863599
2008-07-17,680.152178887752
2008-07-18,695.3693953978916
2008-07-21,707.0634957622556
2008-07-22,686.3782566663217
2008-07-23,696.9642137670414
2008-07-24,679.0112187344645
2008-07-25,678.7462504535564
2008-07-28,673.0797159745249
