Date,WORLD IMI VALUE
1998-12-31,525.347131884788
1999-01-01,525.3459243245603
1999-01-04,526.121270312675
1999-01-05,530.0507537168252
1999-01-06,542.7196305963311
1999-01-07,543.9780028189522
1999-01-08,550.5553990726285
1999-01-11,547.5928489409993
1999-01-12,539.1680064016314
1999-01-13,524.457423649104
1999-01-14,520.1609012406027
1999-01-15,531.1243355930739
1999-01-18,534.3977125167539
1999-01-19,534.4527690510009
1999-01-20,537.623896033173
1999-01-21,532.7923559348211
1999-01-22,526.5288762339088
1999-01-25,527.8364289930139
1999-01-26,529.1066135945621
1999-01-27,527.8395067613206
1999-01-28,534.7166503377944
1999-01-29,540.9809532818285
1999-02-01,544.6101797222362
1999-02-02,541.1330513295364
1999-02-03,541.6481034049147
1999-02-04,540.8890808952696
1999-02-05,539.6359111550104
1999-02-08,540.4121462278159
1999-02-09,531.3356139418067
1999-02-10,528.6495528842579
1999-02-11,535.3939553234991
1999-02-12,533.8492657641035
1999-02-15,535.8706625559558
1999-02-16,539.2800464696165
1999-02-17,532.8071679773096
1999-02-18,535.4056219060952
1999-02-19,540.2465225893583
1999-02-22,550.7734069445711
1999-02-23,552.7058031845528
1999-02-24,551.5433198448771
1999-02-25,545.7244509932154
1999-02-26,548.7665742497741
1999-03-01,547.9404128794239
1999-03-02,546.8472157008856
1999-03-03,545.9980457462907
1999-03-04,553.6623034559027
1999-03-05,564.5096583025182
1999-03-08,562.5080557234611
1999-03-09,562.9865148555136
1999-03-10,566.109071480924
1999-03-11,576.6543736553892
1999-03-12,573.0385327740639
1999-03-15,575.038037735904
1999-03-16,577.3475862827357
1999-03-17,572.2917791016171
1999-03-18,575.4039136444038
1999-03-19,578.7941232804147
1999-03-22,578.3560001654913
1999-03-23,569.2155508876815
1999-03-24,566.3950253848321
1999-03-25,574.944039228502
1999-03-26,578.4026884505319
1999-03-29,585.1138374718684
1999-03-30,578.210890334757
1999-03-31,577.1820561330246
1999-04-01,577.9483143658633
1999-04-02,578.50698061948
1999-04-05,584.8047572545532
1999-04-06,585.0869277666337
1999-04-07,588.8213790701934
1999-04-08,593.2348584578203
1999-04-09,597.7150098535535
1999-04-12,597.9109526060874
1999-04-13,602.3507957402586
1999-04-14,602.7071026549374
1999-04-15,609.119106827198
1999-04-16,616.0906910902468
1999-04-19,623.7570981675977
1999-04-20,617.6220918896298
1999-04-21,622.0192044323273
1999-04-22,625.6474108469321
1999-04-23,624.3788230884799
1999-04-26,626.3636282875987
