Date,KOKUSAI INDEX (WORLD ex JP) IMI VALUE
1998-12-31,526.5545769386024
1999-01-01,526.5532183787196
1999-01-04,528.919740721207
1999-01-05,533.4730476637613
1999-01-06,547.242244640355
1999-01-07,547.0610655619021
1999-01-08,554.651987744031
1999-01-11,549.8329953255146
1999-01-12,542.0390244864935
1999-01-13,527.2499530497342
1999-01-14,521.5624406304265
1999-01-15,533.5801533266474
1999-01-18,537.4411495221851
1999-01-19,537.2693193663454
1999-01-20,539.7719984660073
1999-01-21,533.4977587050361
1999-01-22,527.3596761694503
1999-01-25,528.4128418929816
1999-01-26,529.4279035383945
1999-01-27,528.1147597039146
1999-01-28,536.0437490689168
1999-01-29,542.0255913491253
1999-02-01,545.4627797345921
1999-02-02,540.6562201512759
1999-02-03,542.0067918190607
1999-02-04,541.1348669307907
1999-02-05,540.5211963080577
1999-02-08,541.2525032445456
1999-02-09,532.2080607339072
1999-02-10,529.4280280293617
1999-02-11,536.7521744829268
1999-02-12,534.5096682163692
1999-02-15,536.8020059671314
1999-02-16,541.3937421179372
1999-02-17,535.2493479920374
1999-02-18,538.5770650892853
1999-02-19,543.794660359717
1999-02-22,554.4803211029714
1999-02-23,556.3476510779664
1999-02-24,555.1902444609984
1999-02-25,548.0124905080614
1999-02-26,550.4562529048497
1999-03-01,550.1786545226901
1999-03-02,550.3178675656595
1999-03-03,549.3535199075285
1999-03-04,558.3912615121038
1999-03-05,567.9263668539444
1999-03-08,565.7483736042971
1999-03-09,565.2438412045927
1999-03-10,566.8710794263374
1999-03-11,577.4534889451068
1999-03-12,573.5165477628285
1999-03-15,574.1137499517733
1999-03-16,574.6229112202769
1999-03-17,568.8418612600013
1999-03-18,573.2929338143805
1999-03-19,574.1939136535266
1999-03-22,574.0786736930081
1999-03-23,564.0693299658608
1999-03-24,562.5674251448912
1999-03-25,570.6694169660719
1999-03-26,574.2174371200867
1999-03-29,581.3661451085555
1999-03-30,574.5630690961632
1999-03-31,572.1160697519844
1999-04-01,572.0189814732797
1999-04-02,573.0454567726094
1999-04-05,580.2270130563693
1999-04-06,579.2338909301335
1999-04-07,583.5357888833674
1999-04-08,587.2951238092636
1999-04-09,592.1396020504428
1999-04-12,593.7026796006165
1999-04-13,597.6406403496711
1999-04-14,596.5729498013458
1999-04-15,603.3498218291586
1999-04-16,609.8842555852757
1999-04-19,618.1700248918015
1999-04-20,612.0023562928899
1999-04-21,618.7094419843329
1999-04-22,622.7239038125111
1999-04-23,620.3430932447288
1999-04-26,621.4386218674675
1999-04-27,626.9907903301425
1999-04-28,630.1391986208398
1999-04-29,633.6378409155175
1999-04-30,632.5014525336592
1999-05-03,641.1165876070705
1999-05-04,636.3556274248762
1999-05-05,632.1226579086374
1999-05-06,626.3677106284372
1999-05-07,627.71521356539
1999-05-10,625.9677373159047
1999-05-11,631.8560640255401
1999-05-12,633.0849279330788
1999-05-13,639.4458299296197
1999-05-14,625.1987725947849
1999-05-17,620.921871828749
1999-05-18,620.5941197718727
1999-05-19,625.4091515723973
1999-05-20,628.5544627862706
1999-05-21,631.269804188943
1999-05-24,625.0344653715199
1999-05-25,615.972265349951
1999-05-26,625.6199133651875
1999-05-27,617.5734635666888
1999-05-28,622.6842740072493
1999-05-31,625.031183537277
1999-06-01,622.4080912722004
1999-06-02,628.2118701580714
1999-06-03,631.2164940559117
1999-06-04,638.8216587015763
1999-06-07,644.5818401663151
1999-06-08,635.0364302802275
1999-06-09,634.0893345959248
1999-06-10,627.9240465113113
1999-06-11,628.2867584026259
1999-06-14,631.2747066212783
1999-06-15,633.6623727964193
1999-06-16,644.4033911128703
1999-06-17,646.6527641031623
1999-06-18,645.1570226506492
1999-06-21,649.2726881295964
1999-06-22,646.0115178904704
1999-06-23,642.0722998440756
1999-06-24,633.4877891148435
1999-06-25,628.3739611978888
1999-06-28,635.8532797058172
1999-06-29,640.823494404171
1999-06-30,646.5329662988482
1999-07-01,655.4447126500937
1999-07-02,659.5899145672693
1999-07-05,662.5405369938277
1999-07-06,661.1863066738981
1999-07-07,660.7026639191006
1999-07-08,661.6772857822988
1999-07-09,663.4513751153862
1999-07-12,665.8195661338938
1999-07-13,658.6219761360838
1999-07-14,658.6605915024397
1999-07-15,662.1075785850618
1999-07-16,664.0430856057908
1999-07-19,663.0401351716595
1999-07-20,643.9357536217328
1999-07-21,637.3102978294687
1999-07-22,635.0249683213116
1999-07-23,631.7266306075935
1999-07-26,619.8088163486433
1999-07-27,624.9891036823456
1999-07-28,626.0385697489842
1999-07-29,613.2910232475514
1999-07-30,614.2909914233861
1999-08-02,616.1212510533392
1999-08-03,613.8224958128324
1999-08-04,606.7290307166394
1999-08-05,603.4443416517688
1999-08-06,600.6534462109072
1999-08-09,605.0765546688431
1999-08-10,596.1831487636257
1999-08-11,603.5796858827312
1999-08-12,607.3302222883307
1999-08-13,619.4831662375458
1999-08-16,620.017783700548
1999-08-17,625.838793021557
1999-08-18,622.6811275544767
1999-08-19,615.29641833575
1999-08-20,618.1219768576534
1999-08-23,627.8332895454497
1999-08-24,629.0476454713215
1999-08-25,634.6506343358246
1999-08-26,631.4763468422641
1999-08-27,626.1994549610725
1999-08-30,618.7861537045011
1999-08-31,609.8937276982705
1999-09-01,612.9114201708157
1999-09-02,601.1824952640894
1999-09-03,617.7591725057604
1999-09-06,620.3989275579378
1999-09-07,616.7918768183694
1999-09-08,614.9132241216333
1999-09-09,618.8716594843751
1999-09-10,622.5400425013761
1999-09-13,623.8285895147119
1999-09-14,616.8506419713768
1999-09-15,614.1589110988612
1999-09-16,611.1318565454887
1999-09-17,614.4558359568781
1999-09-20,612.0893332779965
1999-09-21,600.0204192212623
1999-09-22,597.3095281155021
