Date,EMU IMI VALUE
1998-12-31,470.61156494433334
1999-01-01,470.6050672828497
1999-01-04,490.552853190257
1999-01-05,494.6964899458307
1999-01-06,503.69686841981365
1999-01-07,495.9829403982401
1999-01-08,496.06711025363205
1999-01-11,488.2459704134807
1999-01-12,482.5814180672472
1999-01-13,463.57091739648365
1999-01-14,466.7201334273546
1999-01-15,470.1669832508097
1999-01-18,480.39518732075237
1999-01-19,480.3464719869648
1999-01-20,484.78164465297436
1999-01-21,481.81626614531183
1999-01-22,468.90523150482414
1999-01-25,468.40269880551347
1999-01-26,468.9631152774348
1999-01-27,472.0357270287426
1999-01-28,478.3339895735387
1999-01-29,482.01528650534914
1999-02-01,487.91418907894365
1999-02-02,482.51815387597736
1999-02-03,478.5421246648067
1999-02-04,480.4394359513182
1999-02-05,482.23710142302315
1999-02-08,481.3361486246414
1999-02-09,470.8962389068568
1999-02-10,467.50653208188186
1999-02-11,473.48852646532083
1999-02-12,476.04259558849293
1999-02-15,476.7188856933167
1999-02-16,476.0480729448897
1999-02-17,470.1194331422544
1999-02-18,471.9055527623448
1999-02-19,475.72764356807755
1999-02-22,480.5694632541462
1999-02-23,486.1610887961834
1999-02-24,486.3933111863123
1999-02-25,482.3252608595488
1999-02-26,482.83017145448616
1999-03-01,476.6473948987345
1999-03-02,477.97803918323814
1999-03-03,472.5737210373074
1999-03-04,476.2249963789922
1999-03-05,485.3193640228794
1999-03-08,482.7452386177369
1999-03-09,481.9514284128883
1999-03-10,482.0428020018766
1999-03-11,487.9441353719747
1999-03-12,491.96879643494674
1999-03-15,494.69930083687956
1999-03-16,497.27981284456484
1999-03-17,495.2789741416223
1999-03-18,494.06390610925837
1999-03-19,500.1191852217658
1999-03-22,498.0353417455622
1999-03-23,489.15861413033264
1999-03-24,482.67099355101027
1999-03-25,490.05839657888333
1999-03-26,486.244565543365
1999-03-29,491.77463282198715
1999-03-30,490.2832074821735
1999-03-31,493.61720103916144
1999-04-01,494.320489657518
1999-04-02,494.7615540478313
1999-04-05,494.669132911049
1999-04-06,500.61612067824376
1999-04-07,503.3671897301144
1999-04-08,503.49630421591166
1999-04-09,505.5546394184767
1999-04-12,505.00770766143523
1999-04-13,507.9107351983384
1999-04-14,507.8050614245256
1999-04-15,506.77853001097424
1999-04-16,509.0571427377299
1999-04-19,514.6339043222853
1999-04-20,505.1531433175173
1999-04-21,507.98245599931
1999-04-22,508.3545856397849
1999-04-23,507.8885189144086
1999-04-26,509.811736937461
1999-04-27,519.4685402750598
1999-04-28,517.8584950211789
1999-04-29,518.9317591531075
1999-04-30,520.7450433000555
1999-05-03,523.6117936007204
1999-05-04,524.8898279767974
1999-05-05,518.1185768785413
1999-05-06,519.0453602558757
1999-05-07,518.4339931440272
1999-05-10,519.7701399676764
1999-05-11,520.940526915893
1999-05-12,517.203663239082
1999-05-13,518.7377780875087
1999-05-14,513.7431435589797
1999-05-17,505.48006217905476
1999-05-18,508.70892791195337
1999-05-19,513.9386379640488
1999-05-20,517.6939674154834
1999-05-21,517.7203551781505
1999-05-24,518.0215556735428
1999-05-25,513.172174811319
1999-05-26,512.6323567398309
1999-05-27,506.9581476524854
1999-05-28,508.5284975745531
1999-05-31,511.69118761229237
1999-06-01,509.70542900555057
1999-06-02,510.20271916738875
1999-06-03,513.9883702420129
1999-06-04,516.6849382326843
1999-06-07,521.223917249004
1999-06-08,520.9407536736508
1999-06-09,522.324656085377
1999-06-10,519.7568939768811
1999-06-11,523.4245686976043
1999-06-14,521.7210950376584
1999-06-15,524.2771731154718
1999-06-16,526.805385846434
1999-06-17,528.322757780716
1999-06-18,529.7399673652646
1999-06-21,533.5194145132396
1999-06-22,531.206733085958
1999-06-23,528.3313370110087
1999-06-24,525.1130468829406
1999-06-25,523.6431490349428
1999-06-28,524.7564564672934
1999-06-29,526.0371730540953
1999-06-30,527.2052678825335
1999-07-01,532.6975942565216
1999-07-02,534.059361644539
1999-07-05,542.0932539566227
1999-07-06,542.2827139615714
1999-07-07,540.8521260656211
1999-07-08,541.7381435583178
1999-07-09,545.3718310407949
1999-07-12,546.6756956194909
1999-07-13,540.1257397805398
1999-07-14,542.5086025968918
1999-07-15,545.5719660536327
1999-07-16,543.7309289800147
1999-07-19,543.3030447821923
1999-07-20,535.0190114274276
1999-07-21,528.6811144915947
1999-07-22,524.9189186128632
1999-07-23,521.5107883816696
1999-07-26,515.0445553259387
1999-07-27,516.4412091468264
1999-07-28,518.116691119005
1999-07-29,507.7105414166898
1999-07-30,513.7379325094026
1999-08-02,512.2945249911352
1999-08-03,509.84037581988156
1999-08-04,511.2652551274282
1999-08-05,505.02833451467035
1999-08-06,506.46802414396575
1999-08-09,512.3650943948364
1999-08-10,506.70789188597007
1999-08-11,507.81459508833854
1999-08-12,516.1802566712344
1999-08-13,525.2553062742292
1999-08-16,525.8663395678992
1999-08-17,527.1836441695618
1999-08-18,526.3209603186649
1999-08-19,522.7735196439439
1999-08-20,527.6625162489942
1999-08-23,531.66983116875
1999-08-24,533.5927108706499
1999-08-25,540.2165406092647
1999-08-26,539.5775637372917
1999-08-27,539.7051737559419
1999-08-30,539.3224384049108
1999-08-31,531.3838032319965
1999-09-01,535.507438344612
1999-09-02,528.3483567770108
1999-09-03,537.5253403186438
1999-09-06,541.5354552303983
1999-09-07,540.9502362191704
1999-09-08,541.0145535834482
1999-09-09,544.4378574479829
1999-09-10,547.7100610868114
1999-09-13,544.9133100639194
1999-09-14,542.7048380289658
1999-09-15,541.3681147455661
1999-09-16,537.9255449493126
1999-09-17,538.1485765410373
1999-09-20,539.9376197867466
1999-09-21,533.0377941533155
1999-09-22,530.1348229994086
1999-09-23,530.5201434241142
1999-09-24,524.46906157891
1999-09-27,528.6043713406498
1999-09-28,523.5076503148999
1999-09-29,521.8853917371048
1999-09-30,522.8925938815693
1999-10-01,520.6629573206142
1999-10-04,526.8512419528255
1999-10-05,530.1325001752389
1999-10-06,531.9563844138839
1999-10-07,534.8700463552962
1999-10-08,533.1615308172888
1999-10-11,532.778350052547
1999-10-12,529.2154037550604
1999-10-13,526.2944978073053
1999-10-14,524.2242316362526
1999-10-15,517.3845419254505
1999-10-18,512.0939202288736
1999-10-19,520.4491534927679
1999-10-20,521.4317234202063
1999-10-21,520.6335248995273
1999-10-22,527.7291195478376
1999-10-25,525.4880139571738
1999-10-26,528.3554670214567
1999-10-27,526.6188391147119
1999-10-28,534.1647845222395
1999-10-29,539.370364469361
1999-11-01,539.621867181772
1999-11-02,540.6417181738146
1999-11-03,542.5913619614649
1999-11-04,546.5744981025692
1999-11-05,546.4406512584111
1999-11-08,546.6325387704633
1999-11-09,548.4351186835053
1999-11-10,550.9787653138435
1999-11-11,554.5893766457829
1999-11-12,554.3522251436189
1999-11-15,557.8545147016721
1999-11-16,560.7707687315202
1999-11-17,560.5428850758395
1999-11-18,565.4565377227924
1999-11-19,565.6794477490544
1999-11-22,558.4309708926342
1999-11-23,557.9150538835987
1999-11-24,556.9814276769833
1999-11-25,565.8950924454572
1999-11-26,566.3413260251793
1999-11-29,563.9380815937521
1999-11-30,560.7324612221881
1999-12-01,563.2611047172126
1999-12-02,564.2018990402066
1999-12-03,571.9486029943282
1999-12-06,569.6387839661702
1999-12-07,568.3507883517303
