Date,EUROPE ex UK IMI VALUE
1998-12-31,438.6680186070449
1999-01-01,438.6629937735464
1999-01-04,456.8308253058888
1999-01-05,461.41681972413335
1999-01-06,469.62509440214245
1999-01-07,462.9744306590985
1999-01-08,464.1344035202828
1999-01-11,457.79348336101333
1999-01-12,452.58997394769796
1999-01-13,435.3358739583761
1999-01-14,437.07436697078657
1999-01-15,440.71628318355096
1999-01-18,449.24805483112857
1999-01-19,449.6094406504121
1999-01-20,453.47764071526234
1999-01-21,450.34583797871886
1999-01-22,439.3756164591128
1999-01-25,439.0820561278965
1999-01-26,439.33516388646314
1999-01-27,442.28921981096227
1999-01-28,448.26997851857965
1999-01-29,451.8081713853766
1999-02-01,457.31507022638164
1999-02-02,453.02264707452815
1999-02-03,449.706962941524
1999-02-04,450.9968327059389
1999-02-05,452.87241961659566
1999-02-08,451.7503385150411
1999-02-09,442.3413384904187
1999-02-10,439.2656369002782
1999-02-11,444.07941848017583
1999-02-12,446.69624802255447
1999-02-15,447.24515793008584
1999-02-16,447.04436922187034
1999-02-17,441.9532821565763
1999-02-18,443.1359808178102
1999-02-19,446.0638542181076
1999-02-22,450.4312049618639
1999-02-23,455.41027271902726
1999-02-24,455.750153449886
1999-02-25,451.3541394752725
1999-02-26,451.50177727950467
1999-03-01,446.0814905902908
1999-03-02,447.201621341129
1999-03-03,443.54758020423077
1999-03-04,447.5435484382243
1999-03-05,455.7646919675549
1999-03-08,453.7248651965162
1999-03-09,453.7196466071484
1999-03-10,453.5508461715554
1999-03-11,459.1089661645542
1999-03-12,461.7825481966698
1999-03-15,463.2593889181274
1999-03-16,465.58585477881417
1999-03-17,464.5889475708052
1999-03-18,463.3155544488727
1999-03-19,469.05366039810525
1999-03-22,467.0131482255537
1999-03-23,459.4272561591299
1999-03-24,453.5760631972113
1999-03-25,460.53607174218524
1999-03-26,457.34980791124207
1999-03-29,462.4660322755894
1999-03-30,461.0341382720261
1999-03-31,464.2956085461932
1999-04-01,464.80642897663967
1999-04-02,465.1414211446466
1999-04-05,465.05852840365617
1999-04-06,470.91756332448284
1999-04-07,473.6037128000062
1999-04-08,474.287668060283
1999-04-09,476.66837296700197
1999-04-12,475.4973256470347
1999-04-13,478.0075526010766
1999-04-14,478.0859594381018
1999-04-15,477.0085688224161
1999-04-16,479.1684235684904
1999-04-19,484.6552283686702
1999-04-20,476.17388086915474
