Date,PACIFIC IMI VALUE
1998-12-31,447.6637685925958
1999-01-01,447.6640858121451
1999-01-04,439.0991434329147
1999-01-05,438.6452716021856
1999-01-06,444.3670785704044
1999-01-07,456.10956357508655
1999-01-08,455.8240613158701
1999-01-11,464.9711337328818
1999-01-12,455.8002965798833
1999-01-13,441.92617117653253
1999-01-14,445.3385206078856
1999-01-15,448.62005882996914
1999-01-18,448.8910450180086
1999-01-19,450.494462746772
1999-01-20,456.8410188842293
1999-01-21,459.45363631506854
1999-01-22,452.51150988506936
1999-01-25,452.6629242572452
1999-01-26,454.92622253837743
1999-01-27,456.0074760291934
1999-01-28,454.5130954575065
1999-01-29,461.38222212538665
1999-02-01,466.16754433283484
1999-02-02,470.6824265830832
1999-02-03,466.61472405149135
1999-02-04,467.8578481081649
1999-02-05,463.1634448879124
1999-02-08,463.63721454665784
1999-02-09,456.1586364116194
1999-02-10,453.00776925469415
1999-02-11,456.0748223189138
1999-02-12,459.8790144225946
1999-02-15,459.88262475998266
1999-02-16,455.1120822132444
1999-02-17,448.43745265620953
1999-02-18,446.0901408501222
1999-02-19,449.1141771626268
1999-02-22,456.5940698005734
1999-02-23,459.22301152517144
1999-02-24,458.8388465101729
1999-02-25,460.2968060891218
1999-02-26,465.9577212301094
1999-03-01,463.36148516560115
1999-03-02,455.48606811725836
1999-03-03,455.81596131650014
1999-03-04,454.32752240408377
1999-03-05,470.3629613592714
1999-03-08,471.0650164615472
1999-03-09,477.48109663228104
1999-03-10,488.11666750524097
1999-03-11,496.20799275290653
1999-03-12,495.4482864493842
1999-03-15,504.9633953095173
1999-03-16,516.1394477367749
1999-03-17,515.4663062930116
1999-03-18,510.0468383553067
1999-03-19,527.9408782049628
1999-03-22,527.1320235381299
1999-03-23,526.3351129100183
1999-03-24,515.9866330844012
1999-03-25,525.2927545069024
1999-03-26,528.553431474002
1999-03-29,530.0062829762882
1999-03-30,524.8739028491545
1999-03-31,531.4973613669148
1999-04-01,537.6747062584261
1999-04-02,535.4159920548879
1999-04-05,535.8480561588449
1999-04-06,543.0139427157997
1999-04-07,543.1941098702113
1999-04-08,549.803224270186
1999-04-09,553.1552540726092
1999-04-12,545.3946725608835
1999-04-13,553.500590230826
1999-04-14,562.4880070401911
1999-04-15,566.775283532837
1999-04-16,578.4316449820446
1999-04-19,583.8927099719897
1999-04-20,576.4970795715304
1999-04-21,568.0059013704396
1999-04-22,572.1400696029089
1999-04-23,576.853361414049
1999-04-26,584.1762307046499
1999-04-27,581.1014029794018
1999-04-28,583.3765023897204
1999-04-29,586.1688376820431
1999-04-30,584.8045687556447
1999-05-03,582.5534735675352
1999-05-04,578.9625720307865
1999-05-05,574.7050846679542
1999-05-06,585.7224874761125
1999-05-07,579.1982273556468
1999-05-10,580.2101832964186
1999-05-11,576.4944808825669
1999-05-12,581.2254990232659
1999-05-13,578.1663290507197
1999-05-14,570.5752184651728
1999-05-17,557.434707357525
1999-05-18,557.7965822969262
1999-05-19,545.3396234470764
1999-05-20,546.9339208506299
1999-05-21,553.4326746507182
1999-05-24,554.445109434313
1999-05-25,552.0906092167777
1999-05-26,559.8112416493022
1999-05-27,560.2732881025648
1999-05-28,560.3370023995311
1999-05-31,560.3257895038915
1999-06-01,570.0091005218627
1999-06-02,580.0905441427958
1999-06-03,574.0597200144485
1999-06-04,575.4769550587589
1999-06-07,584.9505361190899
1999-06-08,585.939546483769
1999-06-09,592.0665771020174
1999-06-10,597.0486554154517
1999-06-11,603.8998221551342
1999-06-14,598.9900220836182
1999-06-15,599.186500830712
1999-06-16,605.7966449057059
1999-06-17,613.6504621264235
1999-06-18,604.0167696808376
1999-06-21,609.4149561432287
1999-06-22,614.6525970032322
1999-06-23,608.8318373432762
1999-06-24,605.3549695705011
1999-06-25,598.1891517264027
1999-06-28,608.1448095517876
1999-06-29,613.0537006111209
1999-06-30,610.5034362138039
1999-07-01,623.5254087905541
1999-07-02,628.8805083286194
1999-07-05,632.0267298691548
1999-07-06,629.2176142018436
1999-07-07,629.3711355055151
1999-07-08,628.9011887073702
1999-07-09,628.274619066326
1999-07-12,635.5925323662892
1999-07-13,636.3579804323091
1999-07-14,640.8110050335611
1999-07-15,642.6540287681178
1999-07-16,639.6725499993122
1999-07-19,653.6586684042303
1999-07-20,639.0956299944021
1999-07-21,633.8686346818334
1999-07-22,624.6523691109621
1999-07-23,621.895604431408
1999-07-26,608.8318029060615
1999-07-27,610.2511237473459
1999-07-28,615.6004316074151
1999-07-29,619.0824237099486
1999-07-30,626.2713611566832
1999-08-02,625.4319199280862
1999-08-03,628.0602825881607
1999-08-04,620.0562581982684
1999-08-05,611.7349642362364
1999-08-06,604.6015404599966
1999-08-09,604.8663572423228
1999-08-10,603.8138791508222
1999-08-11,602.1251195131613
1999-08-12,608.1746424785371
1999-08-13,610.5342049149448
1999-08-16,624.8647893509855
1999-08-17,628.9045794354191
1999-08-18,638.622173826624
1999-08-19,638.0398588841344
1999-08-20,649.1063244807606
1999-08-23,665.7878037380941
1999-08-24,663.9929674710851
1999-08-25,664.3397365610213
1999-08-26,659.0078276343188
1999-08-27,653.5557014639652
1999-08-30,662.687138709923
1999-08-31,644.3436246408178
1999-09-01,660.0776789624306
1999-09-02,656.118957897748
1999-09-03,655.6878259810542
1999-09-06,663.1316254779383
1999-09-07,653.925730815831
1999-09-08,649.5768965684783
1999-09-09,669.1171532073145
1999-09-10,673.0298847298046
1999-09-13,696.8457073814934
1999-09-14,694.2870929789121
1999-09-15,699.8111304865539
1999-09-16,688.5763531435591
1999-09-17,680.3257232155069
1999-09-20,682.2272726233324
1999-09-21,693.7296472828587
1999-09-22,676.9335387540124
1999-09-23,681.0606568579576
1999-09-24,663.2463657538791
1999-09-27,652.3658345743404
1999-09-28,661.7853161379484
1999-09-29,649.0393457732094
1999-09-30,664.6532489464632
1999-10-01,669.0462248009419
1999-10-04,662.2349458283971
1999-10-05,659.5223739039577
1999-10-06,655.749323629074
1999-10-07,657.546142356939
1999-10-08,666.0249008853496
1999-10-11,668.4222381676684
1999-10-12,665.5552141518813
1999-10-13,650.9498947054213
1999-10-14,656.2261016555416
1999-10-15,648.3675874429308
1999-10-18,637.6498626198756
1999-10-19,641.1852750982446
1999-10-20,651.3814268942081
1999-10-21,647.8152875648551
1999-10-22,657.2171269833121
1999-10-25,665.7190459836993
1999-10-26,672.527555940925
1999-10-27,672.7362791234767
1999-10-28,668.9060960592324
1999-10-29,685.3001910030582
1999-11-01,681.7525005038272
1999-11-02,686.9173057123788
1999-11-03,683.4873939947066
1999-11-04,694.7256004794
1999-11-05,684.0715018448637
1999-11-08,680.7669578934983
1999-11-09,681.7127408185007
1999-11-10,688.7908099628695
1999-11-11,680.8077039530008
1999-11-12,683.4919956794987
1999-11-15,673.3442214702335
1999-11-16,668.5981416010119
1999-11-17,679.6382987556675
1999-11-18,693.0425882558538
1999-11-19,699.2191381049952
1999-11-22,703.2737450874117
1999-11-23,708.9176970982064
1999-11-24,706.9041598164581
1999-11-25,697.8845168028334
1999-11-26,717.826576697389
1999-11-29,722.2239372881592
1999-11-30,710.7582977992671
1999-12-01,714.6674180256655
1999-12-02,720.3687790860434
1999-12-03,720.3213678997453
1999-12-06,700.3298111430186
1999-12-07,705.7822988887456
1999-12-08,695.9188911564885
1999-12-09,700.9359444649754
1999-12-10,706.8023722831754
1999-12-13,702.4117468690855
1999-12-14,701.3792784884748
1999-12-15,701.6850324483147
1999-12-16,693.0298697972124
1999-12-17,702.7355949708463
1999-12-20,704.9463784943202
1999-12-21,704.5097089296917
1999-12-22,715.0247483831226
1999-12-23,708.3327785565575
1999-12-24,705.3742695921733
1999-12-27,703.7812937932855
1999-12-28,711.5976916067566
1999-12-29,710.8041514053056
1999-12-30,714.6395146232667
1999-12-31,714.6545384813226
2000-01-03,712.260207187697
2000-01-04,690.3842146993628
2000-01-05,673.3576331080857
2000-01-06,656.7490610422723
2000-01-07,667.121984870379
2000-01-10,670.550565855401
2000-01-11,679.0192807701031
2000-01-12,673.4595569105226
2000-01-13,677.771202516177
2000-01-14,693.0263264899601
2000-01-17,711.2213029686445
2000-01-18,702.4944388707206
2000-01-19,693.2711211316522
2000-01-20,698.2545756324184
2000-01-21,700.5247272175786
2000-01-24,701.5496650857681
2000-01-25,688.2575121236049
2000-01-26,696.9721801413709
2000-01-27,713.4109893160536
2000-01-28,718.6483869400896
2000-01-31,714.5032392400609
2000-02-01,707.7240133203438
2000-02-02,712.9191356090575
2000-02-03,707.2829126710765
2000-02-04,717.0763368700359
2000-02-07,715.645273964466
2000-02-08,698.6196086231263
2000-02-09,701.2363209555308
2000-02-10,700.0395866850155
2000-02-11,699.0271886155078
2000-02-14,695.8286746857403
2000-02-15,679.4718960746151
2000-02-16,677.275245533189
2000-02-17,678.6075236915692
2000-02-18,674.2702173555779
2000-02-21,654.8149273345169
2000-02-22,638.8008254681752
2000-02-23,647.7423682989014
2000-02-24,657.2212727810951
2000-02-25,676.0901489448155
2000-02-28,689.5530576758339
2000-02-29,689.0695316120865
2000-03-01,699.3844878246193
2000-03-02,696.2394677035293
2000-03-03,695.9590466493886
2000-03-06,693.4759106522333
2000-03-07,706.2013746141671
2000-03-08,704.5852572047352
2000-03-09,701.6910189804356
2000-03-10,712.4346747115516
2000-03-13,701.896740336112
2000-03-14,703.9134617300189
2000-03-15,691.5158729947093
2000-03-16,700.6558375817859
2000-03-17,712.3942719828364
2000-03-20,708.0751295441288
2000-03-21,703.6813506916678
2000-03-22,707.8776777014833
2000-03-23,699.1540241719151
2000-03-24,705.2270492443095
2000-03-27,720.2380404390058
2000-03-28,735.0615630500239
2000-03-29,760.8273751188597
2000-03-30,747.3882178474751
2000-03-31,767.044398599878
2000-04-03,766.2247089726802
2000-04-04,764.7949933759973
2000-04-05,757.4554679195229
2000-04-06,753.526631687053
2000-04-07,754.003188109115
2000-04-10,752.3586469201126
2000-04-11,744.7906140726672
2000-04-12,764.7946954346053
2000-04-13,762.0619444209813
2000-04-14,766.2229435484256
2000-04-17,734.8902025694941
2000-04-18,755.4031516584677
2000-04-19,766.2289598387296
2000-04-20,764.8156657990506
2000-04-21,757.5023558688174
2000-04-24,770.8152493308048
2000-04-25,782.9011872989527
2000-04-26,777.5682895146915
2000-04-27,782.468461468974
2000-04-28,769.6756537594554
2000-05-01,782.451172536702
2000-05-02,786.624147492912
2000-05-03,799.5983793995905
2000-05-04,804.3635250651865
2000-05-05,801.6015835363615
2000-05-08,796.8428553429093
2000-05-09,782.2996705405636
2000-05-10,773.6426526236152
2000-05-11,770.146522369978
2000-05-12,779.4789556165322
2000-05-15,765.8878964775021
2000-05-16,776.2604350274712
2000-05-17,785.2132683642415
2000-05-18,781.4847924442048
2000-05-19,792.5157054781904
2000-05-22,766.7254494430332
2000-05-23,768.1106382490526
2000-05-24,765.1320924058201
2000-05-25,765.4175585608493
2000-05-26,745.3771999214993
2000-05-29,746.8218737110668
2000-05-30,745.9585950264495
2000-05-31,741.6883001026647
2000-06-01,741.9557781147608
2000-06-02,738.2121111332303
2000-06-05,753.9690130924441
2000-06-06,751.9351203449324
2000-06-07,754.5339577450702
2000-06-08,755.221591608611
2000-06-09,754.741645714613
2000-06-12,755.3730097427194
2000-06-13,746.4142476804305
2000-06-14,740.5393611498282
2000-06-15,735.5221852035747
2000-06-16,733.1975732853674
2000-06-19,745.4272216263897
2000-06-20,757.1216378387332
2000-06-21,772.4914687140745
2000-06-22,781.0583675510486
