Date,NORTH AMERICA IMI VALUE
1998-12-31,584.0539414388875
1999-01-01,584.0539414388875
1999-01-04,580.8655910172972
1999-01-05,586.2142816918985
1999-01-06,601.889386925948
1999-01-07,604.8370391460533
1999-01-08,616.7106994277503
1999-01-11,611.578255787237
1999-01-12,601.1640805151586
1999-01-13,587.811341073571
1999-01-14,576.933867307389
1999-01-15,593.7079371240748
1999-01-18,593.4789212672047
1999-01-19,594.0736675011341
1999-01-20,595.6538237709663
1999-01-21,587.7703656448244
1999-01-22,585.479766875597
1999-01-25,587.6593332228261
1999-01-26,589.4087433913038
1999-01-27,584.8755400702371
1999-01-28,595.7926653668115
1999-01-29,603.3089059140341
1999-02-01,603.438523126172
1999-02-02,595.7622978313199
1999-02-03,601.3823566891609
1999-02-04,597.7307985797769
1999-02-05,596.5814817611964
1999-02-08,598.7025694244819
1999-02-09,588.888925435412
1999-02-10,587.2419329464121
1999-02-11,595.7825084219237
1999-02-12,588.3199008199509
1999-02-15,590.4960762162996
1999-02-16,596.6966147435037
1999-02-17,589.2690656196354
1999-02-18,595.531592245403
1999-02-19,602.5637420371737
1999-02-22,619.169396774018
1999-02-23,618.5709900104347
1999-02-24,613.8799586861938
1999-02-25,605.5427997655969
1999-02-26,608.7392679013307
1999-03-01,611.375143303243
1999-03-02,610.24301209737
1999-03-03,609.7326900814335
1999-03-04,622.4667583560081
1999-03-05,632.8892947462541
1999-03-08,630.40058573889
1999-03-09,628.4324541782178
1999-03-10,630.8546127458915
1999-03-11,642.6042139106482
1999-03-12,635.1689927335149
1999-03-15,638.06130154612
1999-03-16,637.3528396721752
1999-03-17,629.3086287130566
1999-03-18,638.2205359569433
1999-03-19,634.3631625539679
1999-03-22,634.6492603716108
1999-03-23,620.8236803486325
1999-03-24,621.7365808523866
1999-03-25,631.4604923394955
1999-03-26,637.5008243774349
1999-03-29,646.2021545785562
1999-03-30,635.7174747663237
1999-03-31,630.0431103053646
1999-04-01,630.6309236724189
1999-04-02,632.1573937318833
1999-04-05,644.5103775579272
1999-04-06,639.7637607053902
1999-04-07,644.1804175226521
1999-04-08,649.8392343981391
1999-04-09,654.7557592497385
1999-04-12,659.583200098742
1999-04-13,662.4200982681755
1999-04-14,660.0022199133729
1999-04-15,670.0180208802211
1999-04-16,677.8037753485826
1999-04-19,685.2344029138053
1999-04-20,684.1370059232768
1999-04-21,695.57905330159
1999-04-22,698.3458253974618
1999-04-23,693.7238246285739
1999-04-26,692.2828713486135
1999-04-27,696.1647219264904
1999-04-28,702.3886264119863
1999-04-29,708.9032830623515
1999-04-30,703.2895174251335
1999-05-03,717.3762326523766
1999-05-04,707.0485267111793
1999-05-05,706.5552055502486
1999-05-06,695.8516021940807
1999-05-07,701.6147847655728
1999-05-10,699.1050669161942
1999-05-11,708.5548383709503
1999-05-12,712.7493442707555
1999-05-13,720.7850364455431
1999-05-14,701.7763994922228
1999-05-17,700.8561888540402
1999-05-18,697.3719867739851
1999-05-19,703.1203923679774
1999-05-20,705.8162557414006
1999-05-21,710.5989593122841
1999-05-24,699.7903990555586
1999-05-25,688.3820805569031
1999-05-26,704.6484775713263
1999-05-27,693.2564789871074
1999-05-28,701.6818606487789
1999-05-31,703.7034819833633
1999-06-01,698.9168634946454
1999-06-02,705.472538886968
1999-06-03,708.2012949043745
1999-06-04,718.4597846431209
1999-06-07,725.3711952338515
1999-06-08,710.8529656107964
1999-06-09,708.4911397259995
1999-06-10,700.1372910250743
1999-06-11,696.7444202685128
1999-06-14,703.2208949359587
1999-06-15,707.3080270584072
1999-06-16,722.1911085983776
1999-06-17,724.9899759803159
1999-06-18,721.9633401487628
1999-06-21,725.2106354609689
1999-06-22,720.9755581933922
1999-06-23,716.8520876952406
1999-06-24,705.0376785210885
1999-06-25,698.0868645625615
1999-06-28,710.3390371886462
1999-06-29,720.1973213275234
1999-06-30,730.2380564296822
1999-07-01,738.0614637149702
1999-07-02,743.2742952466293
1999-07-05,743.0013155260192
1999-07-06,741.3020890143978
1999-07-07,742.5798218220095
1999-07-08,743.3761195201711
1999-07-09,745.6061320047849
1999-07-12,748.1950544498462
1999-07-13,741.5356048837644
1999-07-14,740.0036321184641
1999-07-15,742.5421502383331
1999-07-16,747.6554170014579
1999-07-19,747.2109247698158
1999-07-20,721.5451062366787
1999-07-21,715.5535045196896
1999-07-22,713.1058525650383
1999-07-23,711.2272845698831
1999-07-26,695.8918071357978
1999-07-27,702.6538227567797
1999-07-28,702.4997188802288
1999-07-29,686.2537701348164
1999-07-30,682.0497835849402
1999-08-02,684.9204627804193
1999-08-03,681.7789070893973
1999-08-04,669.5015426325483
1999-08-05,670.0262941838565
1999-08-06,663.8741912977879
1999-08-09,669.3072398645322
1999-08-10,658.919242423415
1999-08-11,670.6421316611759
1999-08-12,670.2488971525348
1999-08-13,686.0844893965099
1999-08-16,686.0695499664484
1999-08-17,697.0379372465756
1999-08-18,690.2350114903509
1999-08-19,680.510070399244
1999-08-20,682.4338689721196
1999-08-23,694.5245225435972
1999-08-24,696.8133327155581
1999-08-25,703.1283048272371
1999-08-26,697.4374047387635
1999-08-27,688.4378291637676
1999-08-30,675.2794697037173
1999-08-31,665.5784320274589
1999-09-01,668.7937663203953
1999-09-02,653.9045700934968
1999-09-03,676.3895166273039
1999-09-06,678.0002946987115
1999-09-07,672.9079235060266
1999-09-08,669.6512832228253
1999-09-09,672.2276336548535
1999-09-10,677.6887510503313
1999-09-13,681.9963761136673
1999-09-14,673.117034037886
1999-09-15,670.3107917685668
1999-09-16,666.9837819527537
1999-09-17,671.8001189027683
1999-09-20,667.5785064313881
1999-09-21,651.9345371792699
1999-09-22,649.9057698570692
1999-09-23,644.6123595513598
1999-09-24,641.2003241513678
1999-09-27,644.7847514931144
1999-09-28,639.7287698492112
1999-09-29,631.3796938846352
1999-09-30,635.4860621410963
1999-10-01,629.349949700687
1999-10-04,637.5736348746163
1999-10-05,634.9127196709145
1999-10-06,643.255919082135
1999-10-07,638.2371058462941
1999-10-08,649.4957025037821
1999-10-11,648.0779235527139
1999-10-12,632.7666025259699
1999-10-13,622.0569972450772
1999-10-14,620.6649140291994
1999-10-15,599.6278143978815
1999-10-18,605.5585246251729
1999-10-19,611.5423469904541
1999-10-20,619.1584144404958
1999-10-21,615.150511397786
1999-10-22,633.4405038068245
1999-10-25,630.1418797902819
1999-10-26,630.8347646679041
1999-10-27,644.4332653782772
1999-10-28,666.592645304273
1999-10-29,672.6479120576652
1999-11-01,670.335306387379
1999-11-02,668.4809754166874
1999-11-03,669.349990692726
1999-11-04,673.6712851017741
1999-11-05,678.9389462458544
1999-11-08,683.970670380542
1999-11-09,676.2659765972695
1999-11-10,674.0374233466054
1999-11-11,675.0769529147195
1999-11-12,691.2338810608331
1999-11-15,694.3980203826214
1999-11-16,704.3574821251816
1999-11-17,694.1974723518209
1999-11-18,700.736307838825
1999-11-19,698.8708809455321
1999-11-22,691.6303574991107
1999-11-23,685.1249663360564
1999-11-24,693.6163888123692
1999-11-25,694.0442321065773
1999-11-26,699.3539685057295
1999-11-29,697.4017233463303
1999-11-30,697.2077895656511
1999-12-01,698.2096965792828
1999-12-02,701.971917438526
1999-12-03,714.215407928048
1999-12-06,692.1502847468571
1999-12-07,685.9960988837588
1999-12-08,681.7569332965373
1999-12-09,686.5972957902942
1999-12-10,689.370449300954
1999-12-13,688.6563649358395
1999-12-14,688.2256671530387
1999-12-15,690.2635002322056
1999-12-16,678.8074955148965
1999-12-17,684.6506104146819
1999-12-20,682.6363187838407
1999-12-21,686.0635124633358
1999-12-22,687.0657435408158
1999-12-23,691.830679839934
1999-12-24,692.1215977717842
1999-12-27,688.3034732167876
1999-12-28,696.1730607593055
1999-12-29,700.6567439367149
1999-12-30,703.9256310442873
1999-12-31,708.0745595732226
2000-01-03,684.7300536336467
