Date,WORLD ex EMU IMI VALUE
1998-12-31,535.9836518914759
1999-01-01,535.9837156651115
1999-01-04,532.1628606567085
1999-01-05,536.0232598976532
1999-01-06,549.5069825847463
1999-01-07,552.8957325994087
1999-01-08,560.9887522279171
1999-01-11,559.1969002635395
1999-01-12,550.1536255421029
1999-01-13,536.535164117042
1999-01-14,530.4853365701113
1999-01-15,543.186717200683
1999-01-18,544.790258947219
1999-01-19,544.8697663061554
1999-01-20,547.7253231069567
1999-01-21,542.4716731434002
1999-01-22,537.8203321203899
1999-01-25,539.5530041951359
1999-01-26,540.9863892480463
1999-01-27,538.6908479371197
1999-01-28,545.6740284850074
1999-01-29,552.5252470139917
1999-02-01,555.5959106191715
1999-02-02,552.5929362317346
1999-02-03,554.1780862634185
1999-02-04,552.7893374383781
1999-02-05,550.8146403583405
1999-02-08,551.9893738733902
1999-02-09,543.2831262364585
1999-02-10,540.7785879619565
1999-02-11,547.6735004293383
1999-02-12,545.1533944012621
1999-02-15,547.4876484853245
1999-02-16,551.8587435104075
1999-02-17,545.2863471549971
1999-02-18,548.06708902334
1999-02-19,553.1290742463203
1999-02-22,564.96735563595
1999-02-23,566.0140902752804
1999-02-24,564.5231330168216
1999-02-25,558.3126161160948
1999-02-26,561.9479793647786
1999-03-01,562.4156999120705
1999-03-02,560.7439670713159
1999-03-03,560.99645249943
1999-03-04,569.5898694158483
1999-03-05,580.8061095022832
1999-03-08,578.9524403110979
1999-03-09,579.7352967060745
1999-03-10,583.5718799464676
1999-03-11,595.1833985024288
1999-03-12,589.7459818042382
1999-03-15,591.5596385180021
1999-03-16,593.7926086415214
1999-03-17,588.0260564725615
1999-03-18,592.1665111091224
1999-03-19,594.8970050294641
1999-03-22,594.8580679115729
1999-03-23,585.6994665724305
1999-03-24,583.7780789376889
1999-03-25,592.5648175509981
1999-03-26,597.7605401190535
1999-03-29,604.7232763960823
1999-03-30,596.5469752560983
1999-03-31,594.4688730183481
1999-04-01,595.2464876189302
1999-04-02,595.8307584926376
1999-04-05,603.6425285890092
1999-04-06,602.5526286036577
1999-04-07,606.5060476004846
1999-04-08,611.9338792554418
1999-04-09,616.9771518694387
1999-04-12,617.3520029249631
1999-04-13,622.1412301846232
1999-04-14,622.6075540177488
1999-04-15,630.7875984989396
1999-04-16,638.8597656986509
1999-04-19,646.9923334244526
1999-04-20,641.6935695697049
1999-04-21,646.4469658715041
1999-04-22,650.8422212288776
1999-04-23,649.3866068760432
1999-04-26,651.3764750681244
1999-04-27,654.3161686416981
1999-04-28,658.8918430243257
1999-04-29,662.8659641070938
1999-04-30,660.522677797669
1999-05-03,668.8322308818571
1999-05-04,662.3263534520488
1999-05-05,658.6407756143108
1999-05-06,654.3781989964094
1999-05-07,655.5606660071957
1999-05-10,653.5463084093675
1999-05-11,658.8647328559252
1999-05-12,661.9091920234733
1999-05-13,667.7246992009194
1999-05-14,651.9668436995835
1999-05-17,647.0196796140365
1999-05-18,645.7389003687967
1999-05-19,647.6377082183373
1999-05-20,650.5481570401299
1999-05-21,654.6805541239312
1999-05-24,648.0251117582126
1999-05-25,639.2055498038344
1999-05-26,651.3415035026442
1999-05-27,644.0115474831177
1999-05-28,649.40158785796
1999-05-31,651.1835351417268
1999-06-01,650.7139546040165
1999-06-02,658.6110149012878
1999-06-03,659.6618216676761
1999-06-04,667.4181354410673
1999-06-07,674.0920750919411
1999-06-08,664.1328969978747
1999-06-09,663.935585837947
1999-06-10,659.0029797114272
1999-06-11,659.885480180364
1999-06-14,662.4055575731608
1999-06-15,664.6906227657396
1999-06-16,676.6483790297929
1999-06-17,680.0493906998076
1999-06-18,676.3503204074499
1999-06-21,680.5856637963135
1999-06-22,678.39519466767
1999-06-23,673.4824037895107
1999-06-24,664.5108510688796
1999-06-25,658.1074060461228
1999-06-28,667.6458888051108
1999-06-29,673.748525574198
1999-06-30,679.268973690326
1999-07-01,689.7886106937601
1999-07-02,694.6074043514494
1999-07-05,696.4205775625678
1999-07-06,694.5458312299972
1999-07-07,694.6807122644693
1999-07-08,695.2687518642648
1999-07-09,696.3780398467314
1999-07-12,700.0255702189019
1999-07-13,694.0576080441934
1999-07-14,694.791063489152
1999-07-15,698.1052436594904
1999-07-16,700.2595632045185
1999-07-19,702.1215037273394
1999-07-20,680.7468506312177
1999-07-21,674.3418181307815
1999-07-22,670.9776964077781
1999-07-23,667.8727599328105
1999-07-26,654.5021393142544
1999-07-27,659.9028258102815
1999-07-28,661.4678051625068
1999-07-29,650.8470110753221
1999-07-30,652.0690096442482
1999-08-02,654.1731712413906
1999-08-03,652.5016007173742
1999-08-04,643.1032035171396
1999-08-05,639.5664376533169
1999-08-06,634.8183525608323
1999-08-09,638.3551536390561
1999-08-10,630.290274952498
1999-08-11,637.9452087834717
1999-08-12,641.0476848227545
1999-08-13,652.5341092704542
1999-08-16,655.4746835690505
1999-08-17,662.4973902997646
1999-08-18,660.8937503535803
1999-08-19,653.6741798036883
1999-08-20,657.793776417064
1999-08-23,670.4664717070259
1999-08-24,670.8516903071675
1999-08-25,675.5269145920134
1999-08-26,670.9405122359918
1999-08-27,664.3082751771534
1999-08-30,658.1654605029242
1999-08-31,647.1170460014106
1999-09-01,652.4751796022567
1999-09-02,640.8614969917506
1999-09-03,656.6692945599272
1999-09-06,659.8946326585777
1999-09-07,654.2174904214553
1999-09-08,651.3527343118151
1999-09-09,658.2047532734979
1999-09-10,662.0911137899192
1999-09-13,668.736628797843
1999-09-14,661.2834285646439
1999-09-15,660.2277436805477
1999-09-16,655.6699531676568
1999-09-17,657.3443339805846
1999-09-20,654.9714089660039
1999-09-21,645.9169859158637
1999-09-22,640.4487744820606
1999-09-23,639.5353997338431
1999-09-24,633.2012389987368
1999-09-27,635.4022380011363
1999-09-28,632.8202123392257
1999-09-29,624.063286120989
1999-09-30,630.0147803196083
1999-10-01,626.8409389682827
1999-10-04,631.6702239972593
1999-10-05,629.5828005334707
1999-10-06,633.8562085854834
1999-10-07,631.529862148062
1999-10-08,640.3249151141084
1999-10-11,639.5560383460536
1999-10-12,628.0815245284379
1999-10-13,617.6534973446794
1999-10-14,617.1584617197318
1999-10-15,600.2173915809076
1999-10-18,601.01264012828
1999-10-19,607.7299927708284
1999-10-20,614.7988868858663
1999-10-21,610.8938668195633
1999-10-22,625.975678287833
1999-10-25,625.0536327733929
1999-10-26,628.1658387427882
1999-10-27,636.028751813471
1999-10-28,650.209102167693
1999-10-29,658.5702786544307
1999-11-01,656.6463984196062
1999-11-02,656.5683990489331
1999-11-03,656.6018390356355
1999-11-04,662.1316934114454
1999-11-05,662.4297698301393
1999-11-08,665.0410403130965
1999-11-09,661.3830572206348
1999-11-10,661.8288919848478
1999-11-11,662.0136845006666
1999-11-12,672.7358406812231
1999-11-15,673.361097998667
1999-11-16,679.6306114890062
1999-11-17,675.2997306028824
1999-11-18,682.3532916962008
1999-11-19,681.897685632318
1999-11-22,677.6019135688437
1999-11-23,675.9684426145509
1999-11-24,680.8791316168839
1999-11-25,680.764733476743
1999-11-26,687.9365574118972
1999-11-29,687.9243480920679
1999-11-30,684.0607168169802
1999-12-01,686.2901440384778
1999-12-02,690.310566450925
1999-12-03,699.0166139425065
1999-12-06,679.6940898570953
1999-12-07,676.4952856610417
1999-12-08,671.1125716178923
1999-12-09,676.0600252718606
1999-12-10,679.5445052922014
1999-12-13,678.2569296510075
1999-12-14,678.2783835211305
1999-12-15,678.914475071637
1999-12-16,670.0963012356078
1999-12-17,676.9975556291839
1999-12-20,676.101482686431
1999-12-21,677.9397955399573
1999-12-22,680.947321647784
1999-12-23,682.7884863114849
1999-12-24,682.7342979496968
1999-12-27,680.4831697728176
1999-12-28,687.270693248608
1999-12-29,690.4973827089294
1999-12-30,694.6429808771887
1999-12-31,697.1502798037014
2000-01-03,682.1665676977018
2000-01-04,655.497714976029
2000-01-05,652.492325104544
2000-01-06,654.5218888492178
2000-01-07,668.379188691658
2000-01-10,670.9371288500208
2000-01-11,667.0868139571654
2000-01-12,667.2164469506439
2000-01-13,672.5878595122557
2000-01-14,685.1080929563034
2000-01-17,690.6110772302893
2000-01-18,682.71832695502
2000-01-19,680.2454760795184
2000-01-20,676.5148683615653
2000-01-21,677.6281679250103
2000-01-24,671.6737855931066
2000-01-25,663.6945892825345
2000-01-26,671.460606799419
2000-01-27,681.9094859078159
2000-01-28,676.4982484946162
2000-01-31,682.3422026654785
2000-02-01,685.1316179295997
2000-02-02,684.9834334597617
2000-02-03,679.79163401119
2000-02-04,678.8829206760907
2000-02-07,677.751423308635
2000-02-08,672.2374744219222
2000-02-09,662.6033621627255
2000-02-10,661.2168052683702
2000-02-11,654.2319043721365
2000-02-14,654.7444867456086
2000-02-15,654.5385464903413
2000-02-16,655.2161248059064
2000-02-17,653.7322481810542
2000-02-18,642.4304656393222
2000-02-21,636.7921664055041
2000-02-22,624.9071449489575
2000-02-23,626.2355240786986
2000-02-24,626.0909544569407
2000-02-25,634.6133297567072
2000-02-28,648.5425868561192
2000-02-29,656.7702535112603
2000-03-01,663.1394893734805
2000-03-02,664.9396134052857
2000-03-03,672.0766014057106
2000-03-06,667.6958257590503
2000-03-07,663.5354830617232
2000-03-08,663.4562644437076
2000-03-09,663.2929690895087
2000-03-10,666.0675943572129
2000-03-13,659.2135246017431
2000-03-14,656.8484073981606
2000-03-15,663.3330875041362
2000-03-16,687.7987755378664
2000-03-17,689.6740778136337
2000-03-20,684.6477741712591
2000-03-21,692.2492732558417
2000-03-22,699.2762468093173
2000-03-23,699.1200884834818
2000-03-24,702.000868561283
2000-03-27,701.7422231508316
2000-03-28,704.8910347480769
2000-03-29,720.2299184733303
2000-03-30,714.8621555338075
2000-03-31,722.9547614250237
2000-04-03,730.1583149572303
2000-04-04,727.3193834797949
2000-04-05,716.3605241043257
2000-04-06,723.4265350757772
2000-04-07,722.0349889858552
2000-04-10,721.7067789474556
2000-04-11,721.0489705224917
2000-04-12,726.6464535827923
2000-04-13,723.2702161262587
2000-04-14,699.0460971361945
2000-04-17,694.3585542914757
2000-04-18,710.4995875613779
2000-04-19,718.0150814675873
2000-04-20,723.7055570475495
2000-04-21,722.1486320698951
2000-04-24,727.6009905538218
2000-04-25,749.8204928575096
2000-04-26,746.3660651752137
2000-04-27,750.1766726364057
2000-04-28,744.3409703360661
2000-05-01,753.0643470681665
2000-05-02,751.7596929356176
2000-05-03,755.3981828598951
2000-05-04,755.0500094177714
2000-05-05,758.6001180576291
2000-05-08,759.6993122670162
2000-05-09,749.1193232627847
2000-05-10,736.3017624843606
2000-05-11,748.3570511824404
2000-05-12,752.8177513361131
2000-05-15,753.1615644489254
2000-05-16,764.5314454583106
2000-05-17,768.4017402903498
2000-05-18,766.2726835424404
2000-05-19,761.6102323295322
2000-05-22,747.6733205950158
2000-05-23,742.4019159805428
2000-05-24,746.6558095207295
2000-05-25,741.0291056963691
2000-05-26,724.7669414288526
2000-05-29,724.5888110748675
2000-05-30,730.3903786591418
2000-05-31,733.7346586966138
2000-06-01,738.7370779571968
2000-06-02,737.0923989536693
2000-06-05,736.3564215023337
2000-06-06,727.3470962882769
2000-06-07,730.4202528730691
2000-06-08,729.1573505441099
2000-06-09,727.8844423557027
2000-06-12,725.5461215841244
2000-06-13,723.5484316190511
2000-06-14,726.2925344744837
2000-06-15,725.9584210364699
2000-06-16,713.9218809332971
2000-06-19,719.2861235790356
2000-06-20,720.8277606370805
2000-06-21,727.5748616189472
2000-06-22,730.02388316239
2000-06-23,730.5643968153375
2000-06-26,730.9507105692797
2000-06-27,727.0183378423391
2000-06-28,726.6050874868605
