Date,EASEA INDEX (EAFE ex JAPAN) IMI VALUE
1998-12-31,437.73878320670343
1999-01-01,437.7359096315667
1999-01-04,446.42319898171763
1999-01-05,449.8716673059736
1999-01-06,460.8658926491569
1999-01-07,457.1486356358303
1999-01-08,459.54886315362427
1999-01-11,455.30033829815653
1999-01-12,450.8239294833646
1999-01-13,435.0681675411859
1999-01-14,435.51597512651597
1999-01-15,441.601766260508
1999-01-18,449.93192329018007
1999-01-19,448.8981056386563
1999-01-20,452.3357554098214
1999-01-21,448.16726915606534
1999-01-22,437.9339222989019
1999-01-25,437.6617449023005
1999-01-26,437.7981226516212
1999-01-27,440.1971154913584
1999-01-28,444.3854374823632
1999-01-29,448.3612113737681
1999-02-01,455.39036193244095
1999-02-02,454.04884111582516
1999-02-03,450.49617805355365
1999-02-04,452.8039235075897
1999-02-05,452.8230141669381
1999-02-08,451.955632483428
1999-02-09,444.18838863030135
1999-02-10,440.2581336160984
1999-02-11,445.87943742887296
1999-02-12,449.6172781476814
1999-02-15,451.936206179222
1999-02-16,454.5062933261816
1999-02-17,450.08703546471776
1999-02-18,449.95553126875745
1999-02-19,452.8912051673898
1999-02-22,456.4103064262865
1999-02-23,460.9785492851487
1999-02-24,463.86589452036696
1999-02-25,458.3214580178834
1999-02-26,459.8048877454018
1999-03-01,456.26215291356385
1999-03-02,457.82576895713765
1999-03-03,456.39426010687134
1999-03-04,460.86086952343135
1999-03-05,468.96317059637676
1999-03-08,467.23395074368005
1999-03-09,468.3989485989329
1999-03-10,469.0547836741213
1999-03-11,477.84192199131087
1999-03-12,478.03148564825534
1999-03-15,476.0122598318758
1999-03-16,477.87294752807054
1999-03-17,474.90803794739213
1999-03-18,474.12499220749953
1999-03-19,480.3535738391337
1999-03-22,479.7907129200617
1999-03-23,474.54060676896944
1999-03-24,470.3808306117351
1999-03-25,476.2869740321459
1999-03-26,476.8627212367503
1999-03-29,481.9364293119062
1999-03-30,479.59259770393936
1999-03-31,480.8958211140074
1999-04-01,480.0306878408665
1999-04-02,480.44686357894165
1999-04-05,481.48110546736035
1999-04-06,484.7569631273412
1999-04-07,488.73399118067425
1999-04-08,490.1848515400967
1999-04-09,494.7280379562419
1999-04-12,492.54649263871033
1999-04-13,497.5456313129887
1999-04-14,498.04547866721686
1999-04-15,500.8697724773315
1999-04-16,505.69884352885254
1999-04-19,514.5531928124379
1999-04-20,503.0074058501901
1999-04-21,504.11432479692047
1999-04-22,509.33659428584593
1999-04-23,509.5717686501467
1999-04-26,513.4503733585907
1999-04-27,520.6114784424415
1999-04-28,520.1768693085104
1999-04-29,520.1531726772732
1999-04-30,524.0471459243037
1999-05-03,526.1867458837858
1999-05-04,527.825101347253
1999-05-05,519.6445147362906
1999-05-06,519.6502209110154
1999-05-07,516.036881629445
1999-05-10,515.2174584023502
1999-05-11,516.8741169562292
1999-05-12,514.749176058204
1999-05-13,518.9495894591705
1999-05-14,510.6646431828321
1999-05-17,502.8594351605394
1999-05-18,506.0575214613108
1999-05-19,509.60727802641577
1999-05-20,513.107389294392
1999-05-21,513.3924449083813
1999-05-24,512.5442943847552
