Date,EAFE IMI VALUE
1998-12-31,452.43879857404954
1999-01-01,452.436534092427
1999-01-04,456.7941182259816
1999-01-05,459.30113446824976
1999-01-06,468.78940651806215
1999-01-07,468.4873596881129
1999-01-08,470.0708328994295
1999-01-11,469.16525639846714
1999-01-12,462.84668128525715
1999-01-13,447.4889632934857
1999-01-14,449.24931322119886
1999-01-15,454.58251121079974
1999-01-18,460.86920234713045
1999-01-19,460.4384813157183
1999-01-20,464.9131269151542
1999-01-21,463.00387445490014
1999-01-22,453.41881566982374
1999-01-25,453.89428922887674
1999-01-26,454.68596333204414
1999-01-27,456.39486331413445
1999-01-28,459.3898745028158
1999-01-29,464.2915480098007
1999-02-01,470.91085827758513
1999-02-02,471.32454027359597
1999-02-03,467.2475058228426
1999-02-04,469.10048212517944
1999-02-05,467.8033637256886
1999-02-08,467.3513247644375
1999-02-09,459.28638580166296
1999-02-10,455.7798190559321
1999-02-11,460.6606477379032
1999-02-12,464.44577453375484
1999-02-15,466.2502064220449
1999-02-16,467.03885346131517
1999-02-17,461.6697478211103
1999-02-18,460.90091574730144
1999-02-19,463.5998124389337
1999-02-22,468.2905741949353
1999-02-23,472.40785676291995
1999-02-24,474.4426616271235
1999-02-25,471.09919617920724
1999-02-26,473.8852834408524
1999-03-01,470.01093928946597
1999-03-02,468.995260664997
1999-03-03,467.87787579785277
1999-03-04,470.7312228713566
1999-03-05,481.53088209966785
1999-03-08,480.0409790748197
1999-03-09,482.67626452866324
1999-03-10,486.3029568922799
1999-03-11,495.3632267012205
1999-03-12,495.29556199932944
1999-03-15,496.4209942944851
1999-03-16,501.3328683748736
1999-03-17,499.1401448866823
1999-03-18,496.9597302493965
1999-03-19,506.679489996426
1999-03-22,505.6126925253272
1999-03-23,501.00690406120873
1999-03-24,494.96642167734484
1999-03-25,502.1346805732776
1999-03-26,503.1572130744763
1999-03-29,507.831143311636
1999-03-30,504.3909906335216
1999-03-31,507.54482514351463
1999-04-01,508.4403567861468
1999-04-02,508.11460185597605
1999-04-05,508.7787949238234
1999-04-06,513.5226235843368
1999-04-07,516.5038890468651
1999-04-08,519.6368203212357
1999-04-09,523.5532404020983
1999-04-12,519.6218697903776
1999-04-13,525.314842191052
1999-04-14,528.1244415782825
1999-04-15,531.0798425974017
1999-04-16,537.054036956044
1999-04-19,544.624247269203
1999-04-20,534.2755524118461
1999-04-21,532.2661883194597
1999-04-22,536.5127827651279
1999-04-23,538.2631574680827
1999-04-26,543.2004402056149
1999-04-27,547.6290051826056
1999-04-28,548.371756245281
1999-04-29,548.9326991784934
1999-04-30,551.0441571771026
1999-05-03,552.0376695215169
1999-05-04,551.9189424690303
1999-05-05,544.4283428049621
1999-05-06,547.8434865490134
1999-05-07,544.3122878800086
1999-05-10,544.0117997226794
1999-05-11,544.0233968179574
1999-05-12,543.500369356367
1999-05-13,545.624564797063
1999-05-14,537.1327799346343
1999-05-17,527.5999554856688
1999-05-18,529.9348585191088
1999-05-19,529.5813629680866
1999-05-20,532.8947794323861
1999-05-21,534.8335405675737
1999-05-24,534.575648330869
1999-05-25,529.7610176573646
1999-05-26,533.2711389357563
1999-05-27,530.3603832443036
1999-05-28,531.513375936309
1999-05-31,533.5267773526355
1999-06-01,536.6263183447015
1999-06-02,542.9408117990986
1999-06-03,543.3439724993269
1999-06-04,546.7060267499761
1999-06-07,552.2097479036049
1999-06-08,550.301175334576
1999-06-09,552.730938295672
1999-06-10,552.0284965814149
1999-06-11,557.9417966594085
1999-06-14,555.1296664906765
1999-06-15,555.7330119376525
1999-06-16,561.2270114086812
1999-06-17,564.4366046796852
1999-06-18,562.01836894317
1999-06-21,566.9121988245448
