Date,WORLD ex AUSTRALIA IMI VALUE
1998-12-31,531.7521001776249
1999-01-01,531.7508595405546
1999-01-04,532.4945792491419
1999-01-05,536.4957814565554
1999-01-06,549.2579811969194
1999-01-07,550.3383994005575
1999-01-08,557.1004944526828
1999-01-11,553.9263668518125
1999-01-12,545.232382222485
1999-01-13,530.4314906225161
1999-01-14,526.0773930957915
1999-01-15,537.2489087993533
1999-01-18,540.5518746844749
1999-01-19,540.4692817935759
1999-01-20,543.6450592872463
1999-01-21,538.7611434434544
1999-01-22,532.4383472686586
1999-01-25,533.8677834120176
1999-01-26,535.1996799345848
1999-01-27,533.8272856472157
1999-01-28,540.8029752791401
1999-01-29,547.1547529209341
1999-02-01,550.7200947097132
1999-02-02,547.1396770057764
1999-02-03,547.5850187859118
1999-02-04,546.6803952327829
1999-02-05,545.327397518901
1999-02-08,546.1350301586251
1999-02-09,536.9174386080057
1999-02-10,534.309644148516
1999-02-11,541.1518973352182
1999-02-12,539.529455017812
1999-02-15,541.596266892666
1999-02-16,545.2335516674289
1999-02-17,538.631662291263
1999-02-18,541.2754288699928
1999-02-19,545.9915707391037
1999-02-22,556.7396310129778
1999-02-23,558.6614285094425
1999-02-24,557.487926666133
1999-02-25,551.7401959982178
1999-02-26,554.944870082871
1999-03-01,554.0504385875926
1999-03-02,552.951475292356
1999-03-03,552.0253470261764
1999-03-04,559.8517592145029
1999-03-05,570.8952936975444
1999-03-08,568.7305807840912
1999-03-09,569.1600561863479
1999-03-10,572.4002518297435
1999-03-11,583.0928284981217
1999-03-12,579.4223735938883
1999-03-15,581.4307555948565
1999-03-16,583.8922247166034
1999-03-17,578.7732308392478
1999-03-18,581.8874564152374
1999-03-19,585.2636801206619
1999-03-22,584.7128775332072
1999-03-23,575.1914775008327
1999-03-24,572.351086930799
1999-03-25,581.0952553950748
1999-03-26,584.500487386096
1999-03-29,591.4611954759541
1999-03-30,584.42958490011
1999-03-31,583.4612750036396
1999-04-01,584.1524541612088
1999-04-02,584.7528603422438
1999-04-05,591.187807764785
1999-04-06,591.4822857558175
1999-04-07,595.4150622463212
1999-04-08,599.9953177829028
1999-04-09,604.4595685398443
1999-04-12,604.6715202032564
1999-04-13,609.0214305805605
1999-04-14,609.2801031611311
1999-04-15,615.7490198660505
1999-04-16,622.6405056173568
1999-04-19,630.3166689163336
1999-04-20,624.2258692566304
1999-04-21,628.7720303861364
1999-04-22,632.2462471347328
1999-04-23,630.9818205128912
1999-04-26,633.0352350386572
1999-04-27,637.3894170932323
1999-04-28,640.8727520100365
1999-04-29,644.2353648521591
1999-04-30,642.5920218411516
1999-05-03,650.1110950044302
1999-05-04,644.9585807814046
1999-05-05,640.7656097815991
1999-05-06,637.392929906923
1999-05-07,638.4757685807601
1999-05-10,637.0816318611525
1999-05-11,641.66431844533
1999-05-12,643.4054326812784
1999-05-13,648.4231532747859
1999-05-14,634.3671237401819
1999-05-17,628.799183181473
1999-05-18,628.2257999783039
1999-05-19,631.0285753655146
1999-05-20,634.3026881024953
1999-05-21,637.6640708770415
1999-05-24,632.2572631891438
1999-05-25,624.1725992018305
1999-05-26,634.1472214557658
1999-05-27,626.953588241309
1999-05-28,631.7124861051657
1999-05-31,633.8227567781103
1999-06-01,633.1244079101228
1999-06-02,639.7409795115899
1999-06-03,641.2519693239102
1999-06-04,648.148282358619
1999-06-07,654.4951615677156
1999-06-08,646.1711142691216
1999-06-09,646.2067080735683
1999-06-10,641.6306725979032
1999-06-11,643.1179479312021
1999-06-14,644.8769239397533
1999-06-15,647.3996992453035
1999-06-16,657.8215035406521
1999-06-17,660.8246363343656
1999-06-18,658.0745061297602
1999-06-21,662.3397245124411
1999-06-22,659.991939129198
1999-06-23,655.327509348014
1999-06-24,647.2902509821339
1999-06-25,641.7004254639997
1999-06-28,649.7575548625446
1999-06-29,655.1197536970672
1999-06-30,659.9495129234192
1999-07-01,669.5484854642674
1999-07-02,673.7092599186051
1999-07-05,676.6704340886406
1999-07-06,675.2017129170316
1999-07-07,675.106195980888
1999-07-08,675.6327736403626
1999-07-09,677.3726767630944
1999-07-12,680.6310759967307
1999-07-13,674.4233208300885
1999-07-14,675.5444019315927
1999-07-15,678.8630387706874
1999-07-16,680.3734712515591
1999-07-19,681.8488271088161
1999-07-20,662.4890418969072
1999-07-21,656.0667864245289
1999-07-22,652.5814047785867
1999-07-23,649.3221375281144
1999-07-26,637.1445845727683
1999-07-27,641.9500788083313
1999-07-28,643.5316631828895
1999-07-29,632.7274492691618
1999-07-30,634.950132738878
1999-08-02,636.5125376437322
1999-08-03,634.4402962294557
1999-08-04,626.9572378335127
1999-08-05,622.7976935187925
1999-08-06,619.1183981807336
1999-08-09,623.2302092684968
1999-08-10,615.4810428485054
1999-08-11,622.1651369068715
1999-08-12,626.3070496695052
1999-08-13,637.5050571249833
1999-08-16,639.9134846316456
1999-08-17,646.1406278987598
1999-08-18,644.5736472973261
1999-08-19,638.0966139921377
1999-08-20,642.4905558503718
1999-08-23,653.7096261748408
1999-08-24,654.340994742658
1999-08-25,659.5576540372556
1999-08-26,655.5283989928561
1999-08-27,650.1044373111039
1999-08-30,644.9748052135566
1999-08-31,634.3440439213273
1999-09-01,639.4807366704656
1999-09-02,628.4286874184683
1999-09-03,643.4226454406753
1999-09-06,646.7802413787143
1999-09-07,641.8832946047633
1999-09-08,639.4787437503908
1999-09-09,645.7763462184863
1999-09-10,649.6219030113499
1999-09-13,654.5454296775077
1999-09-14,647.9437800638033
1999-09-15,646.9880044502497
1999-09-16,642.6516539793965
1999-09-17,644.0559455007398
1999-09-20,642.541442215825
1999-09-21,633.6444442701838
1999-09-22,628.4448046775681
1999-09-23,627.62977903215
1999-09-24,621.2524548742047
1999-09-27,623.7839758833586
1999-09-28,620.6292325375313
1999-09-29,613.1718385546051
1999-09-30,618.4510329025774
1999-10-01,615.2512204683724
1999-10-04,620.4829814962249
1999-10-05,619.2386813074181
1999-10-06,623.2953373756504
1999-10-07,621.8864963223566
1999-10-08,628.9216663832459
1999-10-11,628.1832854231028
1999-10-12,617.9433829811687
1999-10-13,608.8016612343749
1999-10-14,608.0698133235644
1999-10-15,592.8258460174446
1999-10-18,592.6418779358382
1999-10-19,599.8377929305991
1999-10-20,605.7863825723063
1999-10-21,602.4208553184492
1999-10-22,616.2508935564484
1999-10-25,615.0030975420573
1999-10-26,618.1525196477915
1999-10-27,624.4084003745467
1999-10-28,637.573920496754
1999-10-29,645.5920113599212
1999-11-01,643.9551077790649
1999-11-02,644.0381949611035
1999-11-03,644.3154202716228
1999-11-04,649.7738258396172
1999-11-05,649.9987940704737
1999-11-08,652.2025360865799
1999-11-09,649.5206802188832
1999-11-10,650.3006590442888
1999-11-11,650.9693829547867
1999-11-12,659.7411890488585
1999-11-15,660.938247026714
1999-11-16,666.8466838331365
1999-11-17,663.2244101473477
1999-11-18,669.9523697810666
1999-11-19,669.5587955143263
1999-11-22,664.62883960306
1999-11-23,663.1640615251287
1999-11-24,667.1049918905322
1999-11-25,668.7149052709876
1999-11-26,674.7076915006008
1999-11-29,674.1767880916129
1999-11-30,670.4416443232816
1999-12-01,672.7590841387574
1999-12-02,676.2348363289602
1999-12-03,684.975664976999
1999-12-06,668.4149533982031
1999-12-07,665.4703504201991
1999-12-08,660.2149895530255
1999-12-09,664.9146500909868
1999-12-10,668.020789864227
1999-12-13,667.7235701058676
1999-12-14,668.1560999443996
1999-12-15,669.0726649302468
1999-12-16,662.5320959667
1999-12-17,667.8207942645192
1999-12-20,667.1677814618392
1999-12-21,668.4945568064909
1999-12-22,672.0501160139165
1999-12-23,675.5352217161618
1999-12-24,676.0055280279184
1999-12-27,674.4751165214188
