Date,EMERGING MARKETS EQUAL SECTOR WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1018.4116367080886
1999-01-05,1029.9534111646717
1999-01-06,1053.5361441093814
1999-01-07,1067.5348184616075
1999-01-08,1061.4277709392368
1999-01-11,1051.085973233404
1999-01-12,1025.203968772381
1999-01-13,975.2911920126162
1999-01-14,960.0262207122973
1999-01-15,991.6061328569756
1999-01-18,1003.8376516257271
1999-01-19,1004.8028302486435
1999-01-20,1022.1359139068596
1999-01-21,1001.6191975520028
1999-01-22,980.5063936149942
1999-01-25,968.0939293101119
1999-01-26,980.2969329854396
1999-01-27,994.5350861056555
1999-01-28,995.3932806226935
1999-01-29,995.5913081036366
1999-02-01,1012.2080166648751
1999-02-02,1011.4274428757237
1999-02-03,1007.9862569249573
1999-02-04,999.451670448341
1999-02-05,994.2351932152172
1999-02-08,994.9887462167967
1999-02-09,983.7126633531901
1999-02-10,989.4474183595646
1999-02-11,1002.9684375325717
1999-02-12,1014.2770565566835
1999-02-15,1013.8611635940157
1999-02-16,1016.9156754784318
1999-02-17,1011.3036382143569
1999-02-18,1005.6643687524186
1999-02-19,999.3676314078848
1999-02-22,1003.5375776987847
1999-02-23,990.7795662468651
1999-02-24,995.254448861986
1999-02-25,993.7397085014253
1999-02-26,999.5945275038747
1999-03-01,1007.4816765721956
1999-03-02,1005.1916391246577
1999-03-03,1015.8430720052788
1999-03-04,1015.7174022520169
1999-03-05,1028.6603824720573
1999-03-08,1054.8838336508525
1999-03-09,1066.5296049015017
1999-03-10,1076.7343262074462
1999-03-11,1079.515638237132
1999-03-12,1085.9297001260095
1999-03-15,1102.0686218057617
1999-03-16,1110.4711355747804
1999-03-17,1115.4721514782027
1999-03-18,1118.7738167438906
1999-03-19,1131.4839068680692
1999-03-22,1131.7739690760825
1999-03-23,1121.5664507510396
1999-03-24,1112.5964036377943
1999-03-25,1125.8603961769861
1999-03-26,1121.0901889874858
1999-03-29,1122.3559358549066
1999-03-30,1138.6749522030686
1999-03-31,1141.4418179162967
1999-04-01,1143.6419142955015
1999-04-02,1154.0979490211096
1999-04-05,1154.6538449631205
1999-04-06,1164.5397428578156
1999-04-07,1175.7656542157868
1999-04-08,1181.4341788285217
1999-04-09,1178.916146693648
1999-04-12,1181.1497775363382
1999-04-13,1185.9226330086162
1999-04-14,1195.1128592984737
1999-04-15,1208.5697113145006
1999-04-16,1236.3748450056546
1999-04-19,1253.2304899760456
1999-04-20,1244.9211506090746
1999-04-21,1228.0181404541574
1999-04-22,1232.5567142015723
1999-04-23,1240.4640130987277
1999-04-26,1235.9419437245297
1999-04-27,1238.3834973129924
1999-04-28,1246.4611706738585
1999-04-29,1240.6702264634916
1999-04-30,1258.9489832518652
1999-05-03,1271.0255788101633
1999-05-04,1289.1673520066938
1999-05-05,1299.258854449027
1999-05-06,1331.0354207172522
1999-05-07,1334.524689535562
1999-05-10,1346.3737607159285
1999-05-11,1338.715864062617
1999-05-12,1317.9944779206246
1999-05-13,1322.5472114963877
1999-05-14,1323.6269854477541
1999-05-17,1309.2941153415793
1999-05-18,1323.6701194412335
1999-05-19,1312.2585624588776
1999-05-20,1305.15826092787
1999-05-21,1293.784003579877
1999-05-24,1277.5790606679643
1999-05-25,1259.4706747179766
1999-05-26,1270.9109888612043
1999-05-27,1259.8888275373718
1999-05-28,1252.8216146792586
1999-05-31,1262.619385301617
1999-06-01,1270.6977973467283
1999-06-02,1273.4272367543513
1999-06-03,1283.2986688705173
1999-06-04,1299.194530221745
1999-06-07,1320.5462415908296
1999-06-08,1331.4699448411882
1999-06-09,1319.2390298685623
1999-06-10,1338.5965901315349
1999-06-11,1333.4628973927931
1999-06-14,1325.5188601612929
1999-06-15,1324.1029367807303
1999-06-16,1356.469130254154
1999-06-17,1374.7398079532206
1999-06-18,1383.790039342655
1999-06-21,1411.2670256699728
1999-06-22,1420.5964501850578
1999-06-23,1402.359709715996
1999-06-24,1391.1387607116778
1999-06-25,1379.1514327645466
1999-06-28,1395.3758130636293
1999-06-29,1402.9971571723254
1999-06-30,1408.1628253475178
1999-07-01,1431.3252691403893
1999-07-02,1446.9734792708032
1999-07-05,1469.186994264125
1999-07-06,1473.7710144855207
1999-07-07,1470.211924164031
1999-07-08,1460.8893595514544
1999-07-09,1467.436305318543
1999-07-12,1455.1104221801847
1999-07-13,1442.191633360087
1999-07-14,1434.5344310532705
1999-07-15,1445.8360152815178
1999-07-16,1446.0895988298919
1999-07-19,1455.7176143369559
1999-07-20,1447.256001200323
1999-07-21,1440.1055339566567
1999-07-22,1434.9795318590955
1999-07-23,1400.5279763903698
1999-07-26,1376.6334587263143
1999-07-27,1381.7985571093677
1999-07-28,1398.4684888362508
1999-07-29,1399.7515302285442
1999-07-30,1391.2336519885985
1999-08-02,1369.2048173556962
