Date,ZHONG HUA IMI WITH PARTIAL A SHARES
2014-01-31,2223.902029416955
2014-02-03,2224.0267007543757
2014-02-04,2164.713392752461
2014-02-05,2152.5003965108094
2014-02-06,2171.291779845961
2014-02-07,2197.8682018116615
2014-02-10,2200.57377352291
2014-02-11,2235.873303084137
2014-02-12,2263.823147478777
2014-02-13,2249.8572972282254
2014-02-14,2261.2983685951544
2014-02-17,2280.810830115779
2014-02-18,2279.8107677074177
2014-02-19,2283.436009189817
2014-02-20,2261.431014117136
2014-02-21,2269.173697769532
2014-02-24,2245.149031576307
2014-02-25,2238.623785540581
2014-02-26,2256.084008437096
2014-02-28,2291.0523714240067
2014-03-03,2268.9013088796355
2014-03-04,2279.8781264587465
2014-03-05,2272.057763968936
2014-03-06,2286.7355060157283
2014-03-07,2283.0690852477846
2014-03-10,2243.938520050647
2014-03-11,2248.7125088650246
2014-03-12,2216.139951205779
2014-03-13,2204.5609842448257
2014-03-14,2176.9046496054193
2014-03-17,2175.3125702085904
2014-03-18,2190.39570365093
2014-03-19,2192.574627239851
2014-03-20,2156.2855054710535
2014-03-21,2183.409910071564
2014-03-24,2216.679176834878
2014-03-25,2200.2875571871577
2014-03-26,2216.028803220312
2014-03-27,2204.928328005322
2014-03-31,2244.333299295612
2014-04-01,2275.989013270051
2014-04-02,2284.5163112723144
2014-04-03,2291.2910275506556
2014-04-04,2283.485519567546
2014-04-07,2270.7866127751417
2014-04-08,2291.1515575119147
2014-04-09,2311.81031507056
2014-04-10,2344.344594826758
2014-04-11,2322.4760512547596
2014-04-14,2321.9667665124584
2014-04-15,2284.5643819236543
2014-04-16,2284.320182819286
2014-04-17,2294.6683962520697
2014-04-18,2294.680930728494
2014-04-21,2293.4613779816573
2014-04-22,2289.8258910105096
2014-04-23,2274.4802207521966
2014-04-24,2279.596734156357
2014-04-25,2247.1127979479716
2014-04-28,2228.1927661894792
2014-04-30,2224.6405206271234
2014-05-01,2224.584907547241
2014-05-02,2238.263611810886
2014-05-05,2224.13130840272
2014-05-06,2224.608180625286
2014-05-07,2195.815029530968
2014-05-08,2194.0573200925
2014-05-09,2193.045621982487
2014-05-12,2230.1236455622166
2014-05-13,2243.3125573245884
2014-05-14,2264.6150266913137
2014-05-15,2272.181271061596
2014-05-16,2265.8065946924426
2014-05-19,2261.817296951625
2014-05-20,2268.835071385892
2014-05-21,2279.684577766631
2014-05-22,2299.8960567547297
2014-05-23,2307.2726752311805
2014-05-26,2310.0941908583973
2014-05-27,2306.1189901948005
2014-05-28,2319.825172194463
2014-05-30,2319.3570607403135
2014-06-02,2319.0959108663733
2014-06-03,2343.9089439225318
2014-06-04,2330.444022983707
2014-06-05,2335.152381580264
2014-06-06,2323.6296222509145
2014-06-09,2336.96378079784
2014-06-10,2356.0654460712262
2014-06-11,2353.857626032772
2014-06-12,2353.9472872026677
2014-06-13,2368.1722494552173
2014-06-16,2367.052061055685
2014-06-17,2354.7869093986124
2014-06-18,2350.2279010526795
2014-06-19,2348.5476675747727
2014-06-20,2352.373618867169
2014-06-23,2318.7846191094295
2014-06-24,2329.1120352812964
2014-06-25,2329.9541942731926
2014-06-26,2364.3485229437506
2014-06-30,2372.225353195533
2014-07-01,2372.459798875816
2014-07-02,2413.1098705183463
2014-07-03,2422.6542157620734
2014-07-04,2427.066822620602
2014-07-07,2428.9665756931863
2014-07-08,2429.623737074106
2014-07-09,2396.4927686375227
2014-07-10,2404.2539168590056
2014-07-11,2404.7274960848763
2014-07-14,2415.1311885651503
2014-07-15,2428.137084876033
2014-07-16,2432.2088124538454
2014-07-17,2429.617665546829
2014-07-18,2423.3909854889002
2014-07-21,2416.622859185821
2014-07-22,2454.042740408985
2014-07-23,2477.802985486194
2014-07-24,2494.881332667282
2014-07-25,2500.205012468607
2014-07-28,2519.366111055013
2014-07-29,2533.667859552487
2014-07-31,2540.7992250868465
2014-08-01,2515.8547073966756
2014-08-04,2532.499177928703
2014-08-05,2529.8801090280954
2014-08-06,2527.6087560125698
2014-08-07,2507.2927236473847
2014-08-08,2502.4390703312315
2014-08-11,2535.1118063890094
2014-08-12,2543.9869932785896
2014-08-13,2565.450599539711
2014-08-14,2552.478333985493
2014-08-15,2562.8850415810143
2014-08-18,2563.1238952142858
2014-08-19,2580.8355496081813
2014-08-20,2588.503381142776
2014-08-21,2569.9720703743187
2014-08-22,2580.80968676436
2014-08-25,2581.5568388259658
2014-08-26,2571.9417416419587
2014-08-27,2561.3417565950126
2014-08-29,2540.5152904001025
2014-09-01,2542.9104568618673
2014-09-02,2549.545991077574
2014-09-03,2604.8611187846573
2014-09-04,2611.812855343145
2014-09-05,2606.2060692841874
2014-09-08,2607.138490860669
2014-09-09,2607.2900912129244
2014-09-10,2562.9595016286303
2014-09-11,2558.9689028612743
2014-09-12,2553.1201661422665
2014-09-15,2528.242887363773
2014-09-16,2499.219509178666
2014-09-17,2521.1686644920414
2014-09-18,2503.7595365881352
2014-09-19,2513.8403959075135
2014-09-22,2478.149342213864
2014-09-23,2469.083328082526
2014-09-24,2484.7991582170084
2014-09-25,2470.743894151015
2014-09-26,2460.0127304365897
2014-09-30,2390.3158415520443
2014-10-01,2390.2713448245295
2014-10-02,2391.1764496431365
2014-10-03,2406.634573807387
2014-10-06,2437.1112186589794
2014-10-07,2451.7616245089434
2014-10-08,2434.481009391027
2014-10-09,2459.1511335273285
2014-10-10,2416.8725191516614
2014-10-13,2413.9064526065513
2014-10-14,2404.240552494998
2014-10-15,2413.2300021530054
2014-10-16,2391.7923435880243
2014-10-17,2401.6153581158383
2014-10-20,2411.1449786137828
2014-10-21,2410.070461188389
2014-10-22,2440.71536925088
2014-10-23,2432.245980629268
2014-10-24,2428.9183708579685
2014-10-27,2407.617623190525
2014-10-28,2445.4517394259815
2014-10-29,2478.3035628786097
2014-10-31,2500.2763744468684
2014-11-03,2495.4186232350894
2014-11-04,2494.1457397340987
2014-11-05,2476.9502638022495
2014-11-06,2470.6892635322934
2014-11-07,2461.2792694882232
2014-11-10,2484.83273217199
2014-11-11,2489.178824122897
2014-11-12,2503.7388292329606
2014-11-13,2516.836430136391
2014-11-14,2525.9242960865895
2014-11-17,2494.2158775539556
2014-11-18,2466.8833456678763
2014-11-19,2453.99664122113
2014-11-20,2452.3574277092066
2014-11-21,2463.897466648625
2014-11-24,2517.8509070296973
2014-11-25,2513.2868744098582
2014-11-26,2541.119415706941
2014-11-28,2534.3717042825106
2014-12-01,2471.1029221034587
2014-12-02,2502.200282796689
2014-12-03,2481.5244435312998
2014-12-04,2522.356815820774
2014-12-05,2535.2503292653073
2014-12-08,2540.3005260293057
2014-12-09,2474.3061116576396
2014-12-10,2492.0856667300945
2014-12-11,2470.9984222901126
2014-12-12,2473.3602649671593
2014-12-15,2457.332998494287
2014-12-16,2429.83442466859
2014-12-17,2414.90641377594
2014-12-18,2436.2018682534895
2014-12-19,2455.970333484924
2014-12-22,2479.4892478059933
2014-12-23,2469.0577910578922
2014-12-24,2467.741894203052
2014-12-25,2470.314843993631
2014-12-26,2472.8617916928924
2014-12-29,2518.091582715124
2014-12-31,2519.6038265798898
2015-01-01,2519.6038265798898
2015-01-02,2551.79739585183
2015-01-05,2548.8951736483127
2015-01-06,2528.1162113578503
2015-01-07,2542.6350035394244
2015-01-08,2555.3543467700915
2015-01-09,2566.37914017836
2015-01-12,2566.631470688768
2015-01-13,2584.5310667212343
2015-01-14,2575.1252506619376
2015-01-15,2598.1926583345085
2015-01-16,2574.0387986788955
2015-01-19,2512.8836112598115
2015-01-20,2541.4385249575116
2015-01-21,2588.7747024087225
2015-01-22,2596.496797293785
2015-01-23,2626.6706079063124
2015-01-26,2632.7955919629067
2015-01-27,2620.718562499388
2015-01-28,2623.8878882109075
2015-01-30,2588.6972942016746
2015-02-02,2580.0295135438564
2015-02-03,2591.612714449566
2015-02-04,2597.3874157799783
2015-02-05,2599.418975597452
2015-02-06,2588.72790098684
2015-02-09,2571.9412228147003
2015-02-10,2580.3281311345713
2015-02-11,2571.857806305479
2015-02-12,2581.561482367053
2015-02-13,2607.217474112413
2015-02-16,2612.018945634784
2015-02-17,2617.651447891516
2015-02-18,2624.2518330162684
2015-02-19,2624.6409941451207
2015-02-20,2624.122139389736
2015-02-23,2624.4448662008926
2015-02-24,2627.5993671976744
2015-02-25,2629.487152737941
2015-02-27,2639.3889954027572
2015-03-02,2649.295395990526
2015-03-03,2628.2423986823574
2015-03-04,2608.8520681206137
2015-03-05,2593.585361251959
2015-03-06,2595.146207625173
2015-03-09,2592.222805936022
2015-03-10,2564.324880090164
2015-03-11,2548.952094217688
2015-03-12,2560.054612230354
2015-03-13,2565.2433768865326
2015-03-16,2581.479237365124
2015-03-17,2582.9049470155587
2015-03-18,2607.602640255243
2015-03-19,2637.8143176870976
2015-03-20,2634.965693564629
2015-03-23,2647.5556722351234
2015-03-24,2639.6412229126677
2015-03-25,2649.5502027315783
2015-03-26,2643.525270011268
2015-03-27,2648.9519747699183
2015-03-31,2714.796384849156
2015-04-01,2748.3999498354633
2015-04-02,2782.073213753068
2015-04-03,2783.7953091772088
2015-04-06,2783.86367751036
2015-04-07,2787.016825309344
2015-04-08,2926.2502743679365
2015-04-09,3001.0720396482793
2015-04-10,3042.4821031221827
2015-04-13,3138.9682718851104
2015-04-14,3076.2233214777593
2015-04-15,3074.880275319244
2015-04-16,3106.056476479024
2015-04-17,3099.479688626672
2015-04-20,3022.1025674307075
2015-04-21,3095.602947724068
2015-04-22,3132.799098804541
2015-04-23,3126.06347054538
2015-04-24,3134.9395053254075
2015-04-27,3177.141862813033
2015-04-28,3167.198794576931
2015-04-30,3136.877279853952
2015-05-01,3136.9927758341314
2015-05-04,3153.3768578045288
2015-05-05,3098.4616651932847
2015-05-06,3071.2082125717416
2015-05-07,3014.723026623629
2015-05-08,3065.971631806312
2015-05-11,3097.8036597696205
2015-05-12,3068.7179349658627
2015-05-13,3059.6053304902325
2015-05-14,3063.1001680583477
2015-05-15,3108.8332445838128
2015-05-18,3098.494060644568
2015-05-19,3126.7204312377835
2015-05-20,3110.6221350576766
2015-05-21,3100.5588069694877
2015-05-22,3146.2229456105388
2015-05-25,3150.899924224684
2015-05-26,3202.8052966346327
2015-05-27,3187.6227817506947
2015-05-29,3099.8979993716725
2015-06-01,3138.5335832164565
2015-06-02,3124.214524003804
2015-06-03,3132.6278854714446
2015-06-04,3124.510844833775
2015-06-05,3098.732714742339
2015-06-08,3094.204363407902
2015-06-09,3037.016229313163
2015-06-10,3008.8267793234977
2015-06-11,3031.0991103567553
2015-06-12,3081.021106945099
2015-06-15,3027.284341547055
2015-06-16,2974.516848719733
2015-06-17,3005.59691119997
2015-06-18,2992.2375564723625
2015-06-19,2976.111436704059
2015-06-22,3004.797760612102
2015-06-23,3050.054786582637
2015-06-24,3063.8257724280675
2015-06-25,3034.3851112146804
2015-06-26,2959.245939221954
2015-06-30,2920.0499625788284
2015-07-01,2911.044945181154
2015-07-02,2889.7472042766667
2015-07-03,2829.7236267127473
2015-07-06,2716.111807757729
2015-07-07,2639.816328256861
2015-07-08,2475.6303512970007
2015-07-09,2627.614409204649
2015-07-10,2708.036444653731
2015-07-13,2755.4415595552655
2015-07-14,2739.2731311514867
2015-07-15,2704.845539490825
2015-07-16,2724.426268779151
2015-07-17,2765.6799521941125
2015-07-20,2762.426586707857
2015-07-21,2781.290687046823
2015-07-22,2752.5784497331188
2015-07-23,2775.1663375075636
2015-07-24,2746.387239623968
2015-07-27,2630.200658287125
2015-07-28,2633.1421247516364
2015-07-29,2656.3692209369783
2015-07-31,2651.1730901143924
2015-08-03,2613.84134042011
2015-08-04,2627.6261601570814
2015-08-05,2634.7315953804246
2015-08-06,2623.5052258657797
2015-08-07,2649.2664604885827
2015-08-10,2673.1943417469856
2015-08-11,2660.9982758613914
2015-08-12,2599.497506552139
2015-08-13,2610.2496295842534
2015-08-14,2613.0671397265587
2015-08-17,2598.0832953861523
2015-08-18,2546.6616087352545
2015-08-19,2520.9701212085643
2015-08-20,2464.287487371007
2015-08-21,2410.68900086337
2015-08-24,2262.406636061457
2015-08-25,2263.491633353194
2015-08-26,2242.596069357644
2015-08-27,2342.9616914526846
2015-08-31,2323.5199800302967
2015-09-01,2266.1796601146575
2015-09-02,2241.0642835040235
2015-09-03,2240.6939708753594
2015-09-04,2234.587263150284
2015-09-07,2220.186666823002
2015-09-08,2296.591090948183
2015-09-09,2383.5288682632145
2015-09-10,2338.5283444628653
2015-09-11,2334.7057797758794
2015-09-14,2329.990332815688
2015-09-15,2311.410084666349
2015-09-16,2368.508743130812
2015-09-17,2363.1843603398506
2015-09-18,2387.7325751465623
2015-09-21,2374.8423857467483
2015-09-22,2378.1420167866186
2015-09-23,2322.071575357509
2015-09-24,2308.292691226034
2015-09-25,2309.7273983894147
2015-09-28,2310.924192804215
2015-09-30,2281.5481489886283
2015-10-01,2281.5481489886283
2015-10-02,2348.333429726721
2015-10-05,2380.1682688042492
2015-10-06,2379.5922359102938
2015-10-07,2451.650187907379
2015-10-08,2434.773894497312
2015-10-09,2449.999849163661
2015-10-12,2485.012915141482
2015-10-13,2474.1803014810857
2015-10-14,2456.2984726622967
2015-10-15,2506.346983436085
2015-10-16,2523.9732004168104
2015-10-19,2526.327164249195
2015-10-20,2521.0716069619884
2015-10-21,2514.7463035790215
2015-10-22,2508.8491529193175
2015-10-23,2541.228658224117
2015-10-26,2540.0928720963134
2015-10-27,2537.4398382793042
2015-10-28,2514.9240992839773
2015-10-30,2489.363438525123
2015-11-02,2460.2086301977442
2015-11-03,2479.58665116582
2015-11-04,2535.6258935064234
2015-11-05,2535.3535974837987
2015-11-06,2530.628349760202
2015-11-09,2514.8987545606033
2015-11-10,2477.611456245772
2015-11-11,2472.9818609748213
2015-11-12,2518.06590982059
2015-11-13,2472.5897814960354
2015-11-16,2435.0816050560165
2015-11-17,2457.5487994514483
2015-11-18,2451.2902262624816
2015-11-19,2484.574645105339
2015-11-20,2509.476304405475
2015-11-23,2500.2976462980832
2015-11-24,2492.7374893186065
2015-11-25,2486.7931774132794
2015-11-26,2479.181178083143
2015-11-30,2418.7061970461123
2015-12-01,2449.3845507530996
2015-12-02,2465.844779943214
2015-12-03,2454.651808188856
2015-12-04,2443.41978543124
2015-12-07,2443.226033969969
2015-12-08,2414.3998116230414
2015-12-09,2399.67810852178
2015-12-10,2386.2605101537133
2015-12-11,2346.822387030139
2015-12-14,2342.435130084222
2015-12-15,2349.9679563297263
2015-12-16,2387.9690096758386
2015-12-17,2402.643248628721
2015-12-18,2389.9235378044546
2015-12-21,2401.449820375251
2015-12-22,2409.8188292979457
2015-12-23,2429.783764172895
2015-12-24,2433.8839372922353
2015-12-25,2434.863949645282
2015-12-28,2407.168996510151
2015-12-29,2417.0959713175175
2015-12-31,2405.1410946663086
2016-01-01,2405.1410946663086
2016-01-04,2323.0046774706066
2016-01-05,2318.237485858677
2016-01-06,2303.3874003649325
2016-01-07,2211.427979781304
2016-01-08,2216.689617783533
2016-01-11,2145.5049642959184
2016-01-12,2140.055213472471
2016-01-13,2144.194171535635
2016-01-14,2140.788523386674
2016-01-15,2093.0663728485256
2016-01-18,2072.8681275883764
2016-01-19,2116.515898163486
2016-01-20,2043.02715239174
2016-01-21,2008.4281558521823
2016-01-22,2066.3601481481096
2016-01-25,2086.9292502137178
2016-01-26,2033.578135594184
2016-01-27,2040.7436865197951
2016-01-29,2093.917171110017
2016-02-01,2084.286269447039
2016-02-02,2067.8192471779753
2016-02-03,2022.7022654180237
2016-02-04,2048.2000765525727
2016-02-05,2041.972299210203
2016-02-08,2036.67889149773
2016-02-09,2032.6323391542726
2016-02-10,2036.9685674671741
2016-02-11,1971.7145009054902
2016-02-12,1960.563752275212
2016-02-15,2014.7166708190405
2016-02-16,2056.0390530997156
2016-02-17,2050.111763582656
2016-02-18,2089.343687344467
2016-02-19,2093.335822165612
2016-02-22,2121.9559500822547
2016-02-23,2106.833423936868
2016-02-24,2092.1870602467284
2016-02-25,2046.7196812361672
2016-02-29,2064.6334853603985
2016-03-01,2101.577547016231
2016-03-02,2158.356503407465
2016-03-03,2158.5505818784386
2016-03-04,2187.8025736893446
2016-03-07,2191.2547991050346
2016-03-08,2170.7956678884298
2016-03-09,2164.4547498059246
2016-03-10,2158.283097707345
2016-03-11,2192.9892503460896
2016-03-14,2217.232825365241
2016-03-15,2198.496349337969
2016-03-16,2196.595347343731
2016-03-17,2229.0019792221215
2016-03-18,2259.9881782437155
2016-03-21,2273.5875925239375
2016-03-22,2271.7010745557914
2016-03-23,2260.4091082021814
2016-03-24,2234.3830987261217
2016-03-25,2235.0740457889906
2016-03-28,2233.712320145596
2016-03-29,2240.118034012336
2016-03-31,2291.1001259278833
2016-04-01,2267.26408677888
2016-04-04,2266.592946417065
2016-04-05,2241.4941224463973
2016-04-06,2251.6646297837588
2016-04-07,2254.1034742053416
2016-04-08,2261.2116895343074
2016-04-11,2277.2188482484516
2016-04-12,2286.5652101571936
2016-04-13,2347.8419987706166
2016-04-14,2358.4039443181523
2016-04-15,2354.4804691337918
2016-04-18,2338.0677673075684
2016-04-19,2358.9859819049793
2016-04-20,2335.058778849312
2016-04-21,2357.828715403854
2016-04-22,2341.448799357827
2016-04-25,2321.38609773875
2016-04-26,2323.703077242547
2016-04-27,2315.5092247131292
2016-04-29,2295.6746369809916
2016-05-02,2288.5233723942274
2016-05-03,2256.164129478955
2016-05-04,2249.9673469261297
2016-05-05,2245.7543374277775
2016-05-06,2212.059319667536
2016-05-09,2202.1752029814147
2016-05-10,2210.7797991030197
2016-05-11,2200.1633445974708
2016-05-12,2186.441575302816
2016-05-13,2162.03802729083
2016-05-16,2183.7531488203485
2016-05-17,2205.3100681248175
2016-05-18,2178.634709751223
2016-05-19,2159.1917459620163
2016-05-20,2176.2410490819116
2016-05-23,2176.101260858037
2016-05-24,2184.0444258441153
2016-05-25,2213.025752826538
2016-05-26,2218.9758635040134
2016-05-27,2245.034267999354
2016-05-31,2273.209860100942
2016-06-01,2260.4957624697763
2016-06-02,2268.9879386950633
2016-06-03,2274.0793436475033
2016-06-06,2290.714974394082
2016-06-07,2316.041951819522
2016-06-08,2308.5154688309044
2016-06-09,2307.817321408591
2016-06-10,2274.0354358893965
2016-06-13,2224.7551705761166
2016-06-14,2219.163938337374
2016-06-15,2231.581611320435
2016-06-16,2202.2424846623526
2016-06-17,2209.1122836185987
2016-06-20,2237.564186900305
2016-06-21,2250.1002902752693
2016-06-22,2269.7712442402103
2016-06-23,2275.504109527401
2016-06-24,2220.308021830993
2016-06-27,2214.8827758633715
2016-06-28,2218.890320650086
2016-06-30,2289.4509328021268
2016-07-01,2288.9177753788454
2016-07-04,2311.8659174079403
2016-07-05,2286.1265216362685
2016-07-06,2262.889569781585
2016-07-07,2284.2917205340486
2016-07-08,2273.4040918447076
2016-07-11,2310.607525628693
2016-07-12,2341.4256354877225
2016-07-13,2347.061110629953
2016-07-14,2366.717042676919
2016-07-15,2372.608686324786
2016-07-18,2385.099992037057
2016-07-19,2373.6702018016013
2016-07-20,2393.352210003269
2016-07-21,2403.5966589120226
2016-07-22,2397.737641236865
2016-07-25,2399.4544464567075
2016-07-26,2414.862601019318
2016-07-27,2416.1259326022473
2016-07-29,2379.758653289442
2016-08-01,2403.482081012624
2016-08-02,2401.051496253946
2016-08-03,2370.837347293587
2016-08-04,2379.769569508594
2016-08-05,2408.976717608757
2016-08-08,2441.1916919734385
2016-08-09,2444.1928566294105
2016-08-10,2448.2466057439965
2016-08-11,2468.2919678360836
2016-08-12,2498.7129257888196
2016-08-15,2522.3214312358177
2016-08-16,2522.628102188102
2016-08-17,2512.8670646674223
2016-08-18,2529.361080108706
2016-08-19,2523.553259619957
2016-08-22,2520.4906050085333
2016-08-23,2517.345704657958
2016-08-24,2499.169826191169
2016-08-25,2493.417149576784
2016-08-26,2507.558488759193
2016-08-29,2501.1215432754366
2016-08-31,2511.233679054717
2016-09-01,2524.353934109145
2016-09-02,2540.9701555494744
2016-09-05,2577.8704520804536
2016-09-06,2612.517174014034
2016-09-07,2607.617684281903
2016-09-08,2623.953926299152
2016-09-09,2625.9268308299843
2016-09-12,2558.6594353761757
2016-09-13,2550.7467378918177
2016-09-14,2552.5774117825213
2016-09-15,2573.2099102645893
2016-09-16,2572.4357164298376
2016-09-19,2593.0041381096025
2016-09-20,2588.8939688898204
2016-09-21,2615.3993536146263
2016-09-22,2636.1055679677243
2016-09-23,2625.8050230343993
2016-09-26,2582.4007307403012
2016-09-27,2608.626712016091
2016-09-28,2608.807927056876
2016-09-30,2575.8899547884644
2016-10-03,2601.312356891955
2016-10-04,2613.968016698282
2016-10-05,2623.4999052456783
2016-10-06,2635.8309082265428
2016-10-07,2624.1344541159838
2016-10-10,2632.6530125381564
2016-10-11,2599.425260790112
2016-10-12,2583.6479920963898
2016-10-13,2550.1163126736406
2016-10-14,2564.154926653108
2016-10-17,2548.8809789522543
2016-10-18,2585.134304820227
2016-10-19,2580.021159354363
2016-10-20,2585.4193942638794
2016-10-21,2585.946011683407
2016-10-24,2612.114215812471
2016-10-25,2607.9702042368303
2016-10-26,2581.56031814735
2016-10-27,2563.74963761899
2016-10-31,2536.2095103746155
2016-11-01,2552.395001144336
2016-11-02,2514.684282834185
2016-11-03,2503.059421405709
2016-11-04,2498.6666667999702
2016-11-07,2518.160231682572
2016-12-08,2494.6055783171228
2017-04-03,2708.525812053075
2017-04-28,2749.8830283784228
2017-05-01,2753.6849753563074
2017-05-31,2860.289352893062
2017-06-01,2876.6987913681287
2017-06-30,2910.675576237028
2017-07-03,2918.9392469471627
2017-07-31,3114.4529763093888
2017-08-01,3124.7688077850903
2017-08-31,3220.647997146384
2017-09-01,3225.7293383673755
2017-09-29,3253.554991651837
2017-10-02,3258.753906827528
2017-10-31,3349.8950641858987
2017-11-01,3383.522862556245
2017-11-30,3396.244805662527
2017-12-01,3377.0776709040415
2017-12-29,3468.172023139765
2018-01-01,3468.172023139765
2018-01-31,3818.0493932208356
2018-02-01,3765.20129627963
2018-02-28,3604.902217546089
2018-03-01,3617.0213365301042
2018-03-30,3503.1127568998877
2018-04-02,3486.113834866799
2018-04-30,3527.34022002997
2018-05-01,3531.720813652013
2018-05-31,3585.292073660774
2018-06-01,3599.709662325478
2018-06-04,3665.199523470051
2018-06-05,3677.7004651931384
2018-06-06,3698.1512129689463
2018-06-07,3708.0815067440294
2018-06-08,3662.249285945577
2018-06-11,3676.881187846038
2018-06-12,3694.1787813078076
2018-06-13,3654.7781620244423
2018-06-14,3638.4951576141116
2018-06-15,3616.89596119986
2018-06-18,3616.3221999833827
2018-06-19,3508.3474496749686
2018-06-20,3532.672465826927
2018-06-21,3488.8960521986787
2018-06-22,3496.4406379306697
2018-06-25,3420.026210266764
2018-06-26,3403.0073840271702
2018-06-27,3319.887168116852
2018-06-28,3328.635773233482
2018-06-29,3389.4672259332738
2018-07-02,3387.859719222848
2018-07-03,3343.8678436002388
2018-07-04,3304.379568465839
2018-07-05,3299.536249815689
2018-07-06,3328.103161589391
2018-07-09,3391.4485515736264
2018-07-10,3380.17683101046
2018-07-11,3333.4506452814917
2018-07-12,3370.4717249309206
2018-07-13,3375.0109618174015
2018-07-16,3370.8511981468423
2018-07-17,3345.8687149230773
2018-07-18,3342.6783625317867
2018-07-19,3311.569939548994
2018-07-20,3327.637399737697
2018-07-23,3330.318302367297
2018-07-24,3372.1629293234323
2018-07-25,3418.740499548584
2018-07-26,3391.4804274970998
2018-07-27,3381.1423987122257
2018-07-30,3352.518218300347
2018-07-31,3335.2421264392856
2018-08-01,3305.3446250149473
2018-08-02,3238.976031109119
2018-08-03,3223.8487594340413
2018-08-06,3219.9479347434267
2018-08-07,3271.126356969134
2018-08-08,3270.929833518992
2018-08-09,3300.042808297468
2018-08-10,3289.0115648012084
2018-08-13,3234.5652517388075
2018-08-14,3190.3893523895613
2018-08-15,3117.9157386439
2018-08-16,3108.297075169442
2018-08-17,3122.569513282629
2018-08-20,3173.5194162812086
2018-08-21,3207.051189200231
2018-08-22,3225.873961385676
2018-08-23,3202.500452690328
2018-08-24,3194.911685961817
2018-08-27,3272.247296386395
2018-08-28,3272.7305002984085
2018-08-29,3278.570490133531
2018-08-30,3239.4311462316796
2018-08-31,3214.6613935122245
2018-09-03,3192.9869317100784
2018-09-04,3203.660644076078
2018-09-05,3113.009834807036
2018-09-06,3077.4315441387816
2018-09-07,3083.870372679442
2018-09-10,3029.866983551439
2018-09-11,3008.0685070026
2018-09-12,3003.770672716216
2018-09-13,3082.1470129831378
2018-09-14,3108.2371683149754
2018-09-17,3059.325132903165
2018-09-18,3077.9474715032757
2018-09-19,3135.3664547076655
2018-09-20,3152.3186336341264
2018-09-21,3217.603640022966
2018-09-24,3158.9267362759056
2018-09-25,3161.7477008483243
2018-09-26,3188.8504025350016
2018-09-27,3178.4972284164473
2018-09-28,3176.527181313407
2018-10-01,3169.8677726278934
2018-10-02,3099.8511472882187
2018-10-03,3103.093802554281
2018-10-04,3039.85483132881
2018-10-05,3018.862495232772
2018-10-08,2966.4821657746843
