Date,SPAIN IMI VALUE
1994-05-31,105.36971980344
1994-06-30,101.02234897935362
1994-07-29,107.42787212281381
1994-08-31,106.84020935046274
1994-09-30,104.07936328779387
1994-10-31,107.25343823596461
1994-11-30,105.63030506553842
1994-12-30,100.44258392144219
1995-01-31,99.33358928711235
1995-02-28,101.7693024428748
1995-03-31,99.73641996649326
1995-04-28,105.94694206075368
1995-05-31,111.38743555835721
1995-06-30,112.80695881339821
1995-07-31,120.98097638481121
1995-08-31,115.90619984670552
1995-09-29,116.83256114506025
1995-10-31,114.1370420481963
1995-11-30,121.81181899670803
1995-12-29,127.20430752978808
1996-01-31,128.76803397922518
1996-02-29,136.2003122164395
1996-03-29,132.24200663666272
1996-04-30,135.34338498945397
1996-05-31,135.45116060724897
1996-06-28,140.84400544741465
1996-07-31,136.31509816542032
1996-08-30,139.70829862303853
1996-09-30,143.52784184033172
1996-10-31,149.82052938664972
1996-11-29,158.21942290448584
1996-12-31,176.23636776703063
1997-01-01,176.23636776703063
1997-01-02,172.05778144984217
1997-01-03,174.30168090943414
1997-01-06,173.85125094765903
1997-01-07,174.545849121628
1997-01-08,176.33810204538727
1997-01-09,175.76511471411487
1997-01-10,175.90579823960155
1997-01-13,178.26661767627954
1997-01-14,177.40060254775054
1997-01-15,177.05675937311318
1997-01-16,179.02253427385676
1997-01-17,179.98214577861552
1997-01-20,179.55123365372543
1997-01-21,179.97436723769317
1997-01-22,176.84637572015694
1997-01-23,176.32132665633614
1997-01-24,173.96506478556316
1997-01-27,171.031593511948
1997-01-28,172.02983535545602
1997-01-29,170.5910158305969
1997-01-30,171.63094825409317
1997-01-31,174.14115041006926
1997-02-03,171.9092153280761
1997-02-04,172.4676536335786
1997-02-05,173.9738694139463
1997-02-06,174.74107251418306
1997-02-07,173.35227833030277
1997-02-10,174.92785318743572
1997-02-11,172.53162305449575
1997-02-12,171.78789123242052
1997-02-13,172.35106506903261
1997-02-14,174.18996417265387
1997-02-17,173.34681183799083
1997-02-18,173.96194006600737
1997-02-19,173.4607175114368
1997-02-20,172.46230185686125
1997-02-21,171.65325228805725
1997-02-24,171.33214696776867
1997-02-25,171.651784231629
1997-02-26,169.51101379815265
1997-02-27,170.46939025814646
1997-02-28,168.89462042247035
1997-03-03,167.62403461088414
