Date,AUSTRIA IMI VALUE
1994-05-31,115.21534933939445
1994-06-30,121.91726434485145
1994-07-29,123.30619121848663
1994-08-31,127.29101022268702
1994-09-30,120.45985379523077
1994-10-31,121.79160264071413
1994-11-30,115.25305705433898
1994-12-30,117.18612498079304
1995-01-31,111.73638061661447
1995-02-28,115.18910760387975
1995-03-31,111.81722460264476
1995-04-28,108.53035110733572
1995-05-31,111.90068067503483
1995-06-30,111.7355808502788
1995-07-31,113.45162168147843
1995-08-31,105.36399793939255
1995-09-29,105.24643681807547
1995-10-31,103.4403105216252
1995-11-30,100.3199745187341
1995-12-29,103.74459467142728
1996-01-31,107.40217776683627
1996-02-29,107.93562890059412
1996-03-29,108.37778200370764
1996-04-30,108.6956296959551
1996-05-31,114.13855236788031
1996-06-28,109.86227832635839
1996-07-31,108.5124453011424
1996-08-30,107.44123008786231
1996-09-30,105.17243121479635
1996-10-31,106.99081776966128
1996-11-29,105.95973156627736
1996-12-31,107.32848145793241
1997-01-01,107.32848145793241
1997-01-02,106.99596505083034
1997-01-03,106.72447040634042
1997-01-06,106.21653559714038
1997-01-07,106.2113206864194
1997-01-08,105.64499450923283
1997-01-09,104.86304902745181
1997-01-10,104.26431774693025
1997-01-13,105.05098090923991
1997-01-14,104.7117940617928
1997-01-15,105.23564140123872
1997-01-16,104.17747815533879
1997-01-17,102.8112966052143
1997-01-20,102.7988256991117
1997-01-21,102.46551166468684
1997-01-22,102.02976517403219
1997-01-23,102.64010364616006
1997-01-24,103.10895702357536
1997-01-27,102.22397970868585
1997-01-28,100.94118751110454
1997-01-29,101.55637385715602
1997-01-30,101.66016286797941
1997-01-31,102.06443872063615
1997-02-03,102.0621801057293
1997-02-04,101.83648514888301
1997-02-05,101.78880611224157
1997-02-06,101.81265803333712
1997-02-07,100.83421918488548
1997-02-10,101.70001407072246
1997-02-11,100.86226126321864
1997-02-12,100.62487296809933
1997-02-13,100.62396834033333
1997-02-14,100.94291255439559
1997-02-17,100.14025120556968
1997-02-18,100.63295771566544
1997-02-19,100.62192721385344
1997-02-20,101.14606343121804
1997-02-21,101.45788411457671
1997-02-24,102.31899503312773
1997-02-25,102.33288704946818
1997-02-26,102.2134452240298
1997-02-27,102.43693714332125
1997-02-28,102.28050909274619
1997-03-03,102.6255355229561
1997-03-04,102.08615075908047
1997-03-05,102.11918984834638
1997-03-06,101.82212591291193
1997-03-07,101.6294112317127
1997-03-10,102.69632835569216
1997-03-11,103.49340413733017
1997-03-12,103.8127920324541
1997-03-13,103.26456777481306
1997-03-14,103.31151069626915
1997-03-17,103.35650120552073
1997-03-18,103.5312007601818
1997-03-19,103.21292934840884
1997-03-20,102.97936964183745
1997-03-21,103.43337242524467
1997-03-24,103.17481480576029
1997-03-25,103.25385784071342
1997-03-26,103.52109457546356
1997-03-27,103.92542396884927
1997-03-28,103.98311309750954
1997-03-31,104.49141693125496
1997-04-01,103.54453145617134
1997-04-02,103.08415966426857
1997-04-03,102.31754016237872
1997-04-04,101.81935810902216
1997-04-07,100.5412879526258
1997-04-08,100.93344322474724
1997-04-09,99.87764394817404
1997-04-10,99.74791122687556
1997-04-11,98.96368314436138
1997-04-14,99.09127618929297
1997-04-15,98.47962654508018
1997-04-16,98.888439590116
1997-04-17,99.38185726585398
1997-04-18,100.31976752925374
1997-04-21,101.33799202518145
1997-04-22,101.0474242215374
1997-04-23,101.21562780478236
1997-04-24,100.85727086765576
1997-04-25,100.43809069308749
1997-04-28,99.97535531335541
1997-04-29,99.99579549191006
1997-04-30,99.41109013914426
1997-05-01,100.16888056276575
1997-05-02,100.25152251431685
1997-05-05,100.33622523341502
1997-05-06,101.11734249372451
1997-05-07,101.70591875203864
1997-05-08,102.41466047886219
1997-05-09,103.74059615939812
1997-05-12,104.50117958440832
1997-05-13,104.51971938850218
1997-05-14,104.6156467565497
1997-05-15,104.1211436189306
1997-05-16,104.61428874282576
1997-05-19,103.81112724059948
1997-05-20,104.96781236459385
1997-05-21,105.89161681826054
1997-05-22,105.91176606403653
1997-05-23,106.18556421019622
1997-05-26,107.03325679883766
1997-05-27,106.65399828333182
1997-05-28,106.55628055047158
1997-05-29,106.56698855853273
1997-05-30,105.03870647331595
1997-06-02,104.5104416218576
1997-06-03,104.76116905982137
1997-06-04,104.79165584853537
1997-06-05,104.96672252060453
1997-06-06,104.70950287935602
1997-06-09,106.06826769390318
1997-06-10,105.63059213528742
1997-06-11,105.88819202517571
1997-06-12,105.1234346118276
1997-06-13,104.35594906134548
1997-06-16,104.64037699049368
1997-06-17,103.77743145257176
1997-06-18,103.91163028245138
1997-06-19,104.21969010028727
1997-06-20,103.7339964716806
1997-06-23,103.59630098908488
1997-06-24,102.79985140064944
1997-06-25,103.31983872552455
1997-06-26,102.83531998673415
1997-06-27,102.49092588609147
1997-06-30,102.71393896054909
1997-07-01,104.5323562295755
1997-07-02,105.20216976237542
1997-07-03,105.69882527721205
1997-07-04,105.70740794493489
1997-07-07,106.61285380770947
1997-07-08,105.56361642860206
1997-07-09,105.92767051468658
1997-07-10,105.5111836244991
1997-07-11,104.47313351847988
1997-07-14,103.18726609626265
1997-07-15,102.53309616278054
1997-07-16,103.44771192006709
1997-07-17,104.64195520419449
1997-07-18,104.80566040191442
1997-07-21,102.94082699720978
1997-07-22,102.35881779419435
1997-07-23,103.22107588363534
1997-07-24,102.4143869677103
1997-07-25,101.786147173891
1997-07-28,102.77478685442254
1997-07-29,103.48176396779819
1997-07-30,103.90686979012732
1997-07-31,104.20099694194896
1997-08-01,102.96706117840016
