Date,SWITZERLAND IMI VALUE
1994-05-31,177.65216332421252
1994-06-30,178.72921142705192
1994-07-29,180.30066405485292
1994-08-31,181.93024713250014
1994-09-30,181.9896314414436
1994-10-31,184.64436041520278
1994-11-30,176.70342977279404
1994-12-30,178.54401432979324
1995-01-31,176.3339227024065
1995-02-28,181.32451490638977
1995-03-31,194.13763565399503
1995-04-28,198.40704836120963
1995-05-31,211.8069890564592
1995-06-30,216.18142004962579
1995-07-31,213.301691141984
1995-08-31,200.10660028817966
1995-09-29,223.00728065337657
1995-10-31,232.1923353830837
1995-11-30,226.2645991484437
1995-12-29,235.94573460280125
1996-01-31,222.84659513009595
1996-02-29,227.268076885243
1996-03-29,242.14566008553047
1996-04-30,233.1593396909243
1996-05-31,224.47074041792305
1996-06-28,235.50053944280597
1996-07-31,234.18350968057527
1996-08-30,238.82840873326424
1996-09-30,231.46610668732876
1996-10-31,231.0160482707632
1996-11-29,234.3488186489861
1996-12-31,224.9721532740034
1997-01-01,224.9721532740034
1997-01-02,224.90514617961648
1997-01-03,222.72019644681265
1997-01-06,221.20691962158176
1997-01-07,222.04126455720757
1997-01-08,223.2008285538409
1997-01-09,222.82166188945413
1997-01-10,220.67658215800878
1997-01-13,220.28550024098442
1997-01-14,221.3729733964314
1997-01-15,221.38650712336718
1997-01-16,223.0769446894383
1997-01-17,221.26621945780445
1997-01-20,217.10990444809894
1997-01-21,217.6191569940608
1997-01-22,217.02933053802727
1997-01-23,219.96012852563788
1997-01-24,222.2418280136792
1997-01-27,220.47684044232975
1997-01-28,220.03989109398393
1997-01-29,221.22717240004334
1997-01-30,222.3544348939765
1997-01-31,224.2866893611076
1997-02-03,225.9905724564474
1997-02-04,225.69620369761512
1997-02-05,227.02293265560658
1997-02-06,229.1147771590415
1997-02-07,228.58896286542594
1997-02-10,230.4841887195595
1997-02-11,229.84050481653483
1997-02-12,229.5771954772796
1997-02-13,228.27477240348068
1997-02-14,228.34659674988828
1997-02-17,228.07698513154972
1997-02-18,228.14345016406122
1997-02-19,227.14937134432628
1997-02-20,227.45485632848107
1997-02-21,229.3491476221648
1997-02-24,228.91164508263174
1997-02-25,229.1067825619856
1997-02-26,228.20386050977385
1997-02-27,228.69142242873951
1997-02-28,229.14939431554092
1997-03-03,229.00141156623408
1997-03-04,229.62830749524048
1997-03-05,231.83656690001905
1997-03-06,232.9272459417832
1997-03-07,234.57998818328673
1997-03-10,238.66227442323722
1997-03-11,239.82501699549647
1997-03-12,241.751455613465
1997-03-13,240.07618862412812
1997-03-14,240.01998892799298
1997-03-17,237.25741138865936
1997-03-18,238.47391957591972
1997-03-19,238.6302951105462
1997-03-20,234.30634162846
1997-03-21,235.27755013816792
1997-03-24,235.2315076461201
1997-03-25,237.03506884537117
1997-03-26,238.75722374406112
1997-03-27,242.76882233803553
1997-03-28,243.2712759199701
1997-03-31,244.77420133694062
1997-04-01,236.89678277951873
1997-04-02,237.96608656388324
1997-04-03,236.63677920793907
1997-04-04,237.48678672245654
1997-04-07,235.79249561842448
1997-04-08,235.36297692755463
1997-04-09,237.26463336600565
1997-04-10,237.8643629369691
1997-04-11,237.1543790183015
1997-04-14,236.66862223704294
1997-04-15,240.22424761764512
1997-04-16,239.56453882936978
1997-04-17,240.64168999525472
1997-04-18,243.51682172053864
1997-04-21,246.1750250619684
1997-04-22,245.84773770196762
1997-04-23,246.68891832851497
1997-04-24,248.21478760069505
